馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
アキノクリンチ,6,7.1,2.3,3.0,1400,1,1,3,460,-5,55.0,2,87.9,9,8,55,2,2,1,37.9,465,+7,0.3,5,85.6,14,5,4,4,37.0,458,0,0.5,13,85.9,15,1,2,2,38.6,458,+10,1.1,7,96.7,15,10,34.6,448,-8,0.8,4,106.0,1,34.8,456,-10,0.4
メイショウネブタ,8,5.2,2.1,2.7,1400,1,2,10,474,-4,57.0,12,68.9,18,15,57,10,10,0,34.9,478,-2,1.0,10,68.7,18,18,7,9,34.7,480,-2,0.6,4,83.8,17,9,3,3,36.0,482,0,0.2,16,94.1,2,12,35.4,482,+12,1.6,3,93.7,5,34.6,470,-2,0.2
ボールドジャパン,1,52.1,17.8,23.8,1400,2,3,7,506,-4,57.0,9,73.1,12,11,57,8,9,0,36.3,510,-4,1.4,8,73.0,15,14,6,6,36.7,514,+2,0.9,6,72.9,16,10,9,9,36.6,512,-4,0.4,5,72.1,5,8,36.3,516,-6,0.9,4,71.7,5,36.4,522,+4,0.8
ハイマウンテン,12,21.8,4.6,6.0,1400,2,4,7,458,+2,55.0,14,84.3,17,11,55,15,14,0,37.0,456,+2,1.3,3,68.1,12,3,3,3,33.9,454,0,0.4,6,68.5,18,8,7,7,34.5,454,-10,0.4,3,71.4,9,14,35.3,464,-4,0.3,3,72.1,18,35.8,468,+10,0.3
スナークマスカラス,16,60.4,11.4,15.2,1400,3,5,3,478,+8,57.0,6,69.2,16,16,54,14,14,0,34.0,470,-2,0.4,7,91.0,10,6,6,6,40.6,472,+12,1.8,12,86.2,16,3,16,16,36.5,460,-6,1.6,11,73.6,5,15,36.1,466,-2,1.1,10,59.3,12,35.4,468,0,1.6
ジンセイハオマツリ,3,11.6,3.3,4.2,1400,3,6,10,500,0,57.0,8,70.5,18,1,57,4,4,0,35.8,500,0,0.3,6,69.0,18,16,2,2,35.9,500,-12,0.4,13,86.8,14,6,3,2,39.1,512,+4,2.3,6,71.7,1,4,36.3,508,+24,0.6,7,69.4,4,34.7,484,-2,1.0
グッドレインボー,7,14.5,3.5,4.6,1400,4,7,3,480,-2,52.0,9,81.9,18,13,55,13,13,0,34.9,482,+14,0.7,14,70.8,18,4,11,12,36.3,468,-14,1.2,10,85.7,18,7,3,4,37.5,482,0,1.4,8,81.4,14,14,34.2,482,-4,0.5,13,94.2,7,35.2,486,+2,0.9
サフランスカイ,4,12.2,3.6,4.7,1400,4,8,7,462,+4,57.0,9,83.8,17,8,57,7,8,0,37.0,458,-4,0.8,5,83.6,18,11,8,9,36.0,462,-2,0.7,5,70.4,18,7,9,9,35.3,464,+2,0.2,3,68.2,8,5,34.3,462,0,0.2,9,97.5,14,34.4,462,+4,0.5
ユアメモリー,10,48.9,14.4,19.2,1400,5,9,11,446,-2,55.0,13,109.1,16,5,54,3,3,3,36.3,448,+28,1.1,10,90.1,14,10,4,4,36.6,420,-4,1.1,12,96.0,12,7,1,1,37.1,424,-4,2.5,8,120.3,1,1,37.5,428,+4,1.8,1,108.8,13,36.5,424,-2,-0.1
オベーション,2,51.1,7.8,10.4,1400,5,10,3,450,+2,55.0,4,88.8,9,2,55,6,6,5,37.6,448,0,1.2,10,86.2,13,5,7,7,37.2,448,+4,1.2,7,108.6,16,12,4,4,35.7,444,-4,0.6,8,85.9,10,9,37.8,448,+4,1.4,8,95.3,5,35.6,444,+18,0.9
バーンアウル,11,182.0,34.1,45.7,1400,6,11,11,456,-14,52.0,14,107.8,16,1,54,8,6,10,38.0,470,0,1.4,11,107.1,16,7,8,8,39.7,470,+18,1.8,10,106.1,15,5,8,7,38.7,452,+8,1.5,1,105.2,11,3,38.5,444,-2,-0.4,3,85.4,5,37.0,446,0,1.3
キングナポレオン,9,5.5,1.9,2.3,1400,6,12,10,480,-4,57.0,7,68.7,18,7,57,10,10,0,34.6,484,-8,0.8,4,68.8,18,15,14,13,33.9,492,0,0.3,4,68.1,18,5,18,16,33.3,492,+12,0.4,16,95.1,9,15,34.0,480,+8,1.5,14,69.9,11,34.7,472,+2,1.6
オールオブナイト,13,6.3,2.1,2.7,1400,7,13,10,430,-4,55.0,11,68.9,18,16,55,16,18,0,34.2,434,+2,1.0,12,68.9,18,18,11,8,34.0,432,+6,0.5,7,69.2,16,6,16,15,33.7,426,-2,0.3,15,70.0,11,16,35.8,428,+12,2.0,12,83.9,6,36.3,416,+2,0.6
ケイアイヴァーゲ,15,16.3,4.0,5.2,1400,7,14,3,440,-6,55.0,13,108.9,16,11,57,3,3,0,36.9,446,+2,1.9,8,95.8,16,10,5,5,35.3,444,-6,0.4,3,97.2,11,11,1,1,37.5,450,+4,1.3,9,68.9,3,5,34.6,446,-12,0.5,9,72.5,13,37.7,458,-4,1.6
サトノネネ,5,7.7,2.3,2.9,1400,7,15,12,464,+8,55.0,9,68.9,18,17,55,4,4,0,34.4,456,-8,0.5,2,84.8,18,16,12,13,35.9,464,+6,0.5,12,81.6,18,8,3,3,35.4,458,+12,0.7,6,68.9,3,2,35.1,446,0,0.2,3,83.4,7,36.0,446,-6,0.1
ハワイアンローズ,18,96.6,17.0,22.7,1400,8,16,10,408,-13,55.0,1,90.1,12,5,54,2,2,1,40.3,421,-5,0.0,2,91.8,11,9,2,2,39.9,426,-2,0.5,1,88.8,9,2,1,1,38.2,428,+5,0.0,2,89.5,3,2,38.7,423,-7,0.3,1,91.3,7,39.3,430,+8,-0.2
アクロマティック,14,229.0,51.6,69.1,1400,8,17,20,444,+6,57.0,6,89.4,10,8,55,9,9,9,36.9,438,+1,1.6,8,88.3,12,11,3,4,38.0,437,0,1.1,4,114.5,5,1,3,3,36.9,437,+1,0.5,5,91.1,4,6,40.0,436,+8,0.8,1,90.3,12,38.4,428,-3,-0.2
ダンツトゥルース,17,82.0,28.1,37.7,1400,8,18,35,486,+24,57.0,8,107.6,16,12,51,3,2,2,40.6,462,-2,2.7,1,105.8,16,1,1,1,38.1,464,-8,0.0,2,105.9,16,4,4,5,39.1,472,-10,0.2,12,86.6,6,2,38.7,482,+10,1.7,7,87.6,7,39.8,472,-6,1.3
