馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
タイマツリ,2,12.7,2.9,4.1,1800,1,1,3,464,+12,57.0,5,113.7,14,6,57,12,11,11,37.1,452,+2,0.5,2,105.5,16,13,10,12,37.6,450,-2,1.0,10,106.4,16,10,8,8,37.7,452,+2,2.0,5,113.5,11,14,38.2,450,-4,2.1,14,113.9,12,38.3,454,0,1.7
スリースペシャル,12,141.1,24.3,35.6,1800,2,2,51,472,0,54.0,0,0,0,0,0,0,0,0,0,0,0,0,11,118.7,11,5,1,1,44.2,472,+2,7.7,7,112.9,12,7,12,12,37.7,470,0,1.1,11,117.2,14,4,41.6,470,+2,3.4,16,109.3,14,42.3,468,0,5.6
アースシンフォニー,3,15.5,3.2,4.4,1800,3,3,1,482,+6,55.0,7,115.8,16,5,54,10,9,8,40.0,476,+8,1.3,1,114.4,16,11,15,14,37.3,468,+4,-0.2,10,114.0,15,7,10,10,40.0,464,+6,2.4,3,115.1,12,6,39.1,458,-14,0.6,13,96.4,8,36.1,472,0,2.5
フィールドリアン,4,10.2,2.4,3.3,1800,3,4,2,464,+4,55.0,8,116.2,13,8,54,7,7,8,37.5,460,+2,0.9,4,105.8,13,4,9,9,37.4,458,+4,0.6,6,105.7,13,2,10,11,37.2,454,-8,1.1,14,122.2,10,5,37.2,462,+2,1.7,6,106.6,8,35.0,460,0,1.5
チョウテッパン,13,125.0,20.9,30.6,1800,4,5,9,498,-6,57.0,12,59.2,14,11,57,14,13,0,34.6,504,0,1.0,14,86.3,16,5,9,11,38.8,504,+4,2.4,14,85.7,15,12,3,3,37.8,500,+4,1.8,12,72.4,3,14,36.1,496,+6,1.1,16,90.9,5,44.7,490,+2,6.6
ゲームフェイス,7,18.3,3.3,4.7,1800,4,6,2,548,+6,57.0,9,116.5,13,3,57,7,7,6,37.9,542,-4,1.2,9,105.3,15,4,12,13,37.6,546,+2,1.4,5,104.9,16,6,5,4,38.8,544,-12,1.3,2,112.4,13,7,37.7,556,-8,0.1,9,118.8,5,38.8,564,+4,1.5
モズスター,1,2.8,1.5,1.8,1800,5,7,32,484,+14,55.0,1,111.8,12,11,53,2,2,2,36.6,470,+2,-0.6,7,105.6,16,12,6,6,38.3,468,-4,1.4,7,120.3,9,9,6,6,39.3,472,-6,2.1,16,115.9,7,1,41.6,478,0,3.2,5,106.3,13,39.0,478,+6,2.1
ビクトリーミノル,6,27.9,5.6,8.0,1800,5,8,1,484,0,55.0,13,123.9,15,13,54,15,15,15,38.1,484,+8,3.0,15,148.6,18,14,9,10,35.6,476,-4,1.7,6,113.4,12,3,10,9,37.4,480,-2,0.7,1,115.6,11,12,38.3,482,-6,0.0,3,113.2,3,37.5,488,-8,0.9
メイショウクオン,10,8.7,2.6,3.6,1800,6,9,1,502,+2,53.0,5,115.6,16,10,52,1,1,1,40.6,500,+2,1.1,12,114.0,16,4,2,2,40.4,498,+4,2.3,3,114.0,16,8,1,1,37.8,494,-4,0.8,6,113.5,8,3,39.5,498,-4,1.1,1,113.8,5,38.3,502,+4,0.0
オイルタウン,5,7.2,1.9,2.4,1800,6,10,8,456,-2,55.0,5,105.1,15,6,54,10,9,9,37.5,458,0,0.4,1,113.8,16,6,5,5,37.7,458,+4,-0.5,3,125.0,16,15,6,6,38.0,454,+6,0.2,3,112.8,10,8,37.3,448,+6,1.0,5,115.7,14,38.7,442,+2,1.0
ミスターベアー,8,264.5,36.3,53.2,1800,7,11,3,504,+4,55.0,12,86.4,16,10,55,14,15,0,38.1,500,+15,2.3,5,88.8,12,4,3,3,38.7,485,-9,1.0,2,88.2,10,3,2,2,38.8,494,+10,0.9,3,91.7,5,2,40.8,484,-8,1.0,11,87.4,9,39.0,492,+1,2.1
ビタミンエース,9,22.2,4.8,6.8,1800,7,12,3,500,-4,57.0,9,114.0,14,9,57,14,13,14,37.1,504,-6,0.8,8,106.0,13,11,13,13,37.0,510,0,0.8,13,106.7,13,10,10,9,38.8,510,+2,2.1,15,71.8,10,14,34.4,508,-6,0.8,6,83.9,2,36.5,514,0,0.6
ネオヴァリアント,11,8.4,2.3,3.1,1800,8,13,1,488,+6,57.0,4,115.2,16,15,57,3,4,2,40.0,482,-8,0.7,12,121.2,16,3,5,5,39.9,490,+10,1.9,11,111.4,16,7,4,4,38.0,480,-8,1.6,1,113.4,7,2,37.9,488,+4,-0.3,11,111.4,5,38.0,484,+2,1.6
ダイメイコンドル,14,7.7,2.5,3.4,1800,8,14,2,526,+8,55.0,8,85.8,16,10,55,14,15,0,36.8,518,+14,1.1,7,99.5,15,11,6,7,38.1,504,-4,1.6,1,85.7,16,8,1,1,38.0,508,-2,-0.6,6,86.1,2,4,37.8,510,-2,1.1,2,87.4,2,38.1,512,-4,0.1
