馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
マイネルジェイド,12,105.9,15.2,25.0,2200,1,1,3,458,+4,57.0,9,156.0,13,9,56,2,2,2,35.5,454,0,0.9,7,149.8,13,10,6,6,36.5,454,-4,1.2,5,154.0,12,5,9,9,36.3,458,+10,0.7,6,146.7,6,10,35.6,448,-2,0.8,12,152.2,18,35.6,450,0,1.7
ダイワリベラル,3,3.6,1.3,1.7,2200,2,2,4,524,0,57.0,2,110.3,11,11,57,2,2,2,34.7,524,-6,0.1,3,107.1,13,11,3,4,35.3,530,+6,0.4,3,133.8,13,7,2,2,36.3,524,+4,0.3,1,108.7,4,2,34.7,520,+4,-0.1,5,120.9,7,34.7,516,+4,0.5
タイセイドリーム,13,29.1,4.8,7.7,2200,3,3,1,532,-6,57.0,4,135.9,11,10,57,7,8,2,36.1,538,0,0.7,8,122.8,16,2,6,6,36.0,538,+8,0.6,14,217.2,16,14,3,3,40.2,530,0,5.3,3,121.7,4,3,35.2,530,0,0.2,10,120.0,11,34.1,530,+8,0.4
シャドウダンサー,1,3.9,1.4,1.9,2200,3,4,3,500,+4,57.0,8,155.9,13,8,56,3,3,2,35.4,496,-4,0.8,2,106.9,13,10,11,11,34.1,500,0,0.2,7,134.3,13,13,5,5,36.5,500,+6,0.8,2,132.9,5,3,33.6,494,0,0.2,1,132.6,2,33.7,494,+4,-0.1
マイネルアイザック,2,30.5,5.3,8.5,2200,4,5,3,458,-2,57.0,3,155.6,13,1,54,4,4,4,34.9,460,-2,0.5,5,149.6,13,3,3,3,36.6,462,-4,1.0,4,153.8,12,9,5,5,36.9,466,+4,0.5,10,147.3,14,5,36.8,462,+4,1.4,7,143.5,4,35.0,458,+8,0.7
エルカミーノレアル,14,52.4,10.8,17.8,2200,4,6,2,486,+6,57.0,6,122.8,16,12,54,3,3,3,36.4,480,+2,0.6,4,111.3,14,4,1,1,38.5,478,-10,0.8,10,69.7,16,12,14,14,34.1,488,+18,0.9,14,86.1,7,16,36.2,470,-10,2.0,8,84.9,10,36.8,480,+4,0.9
レイズアスピリット,6,9.5,2.3,3.5,2200,5,7,3,468,-6,57.0,4,155.6,13,12,54,4,4,4,35.0,474,+4,0.5,1,153.8,16,16,15,15,35.3,470,+4,0.0,1,159.7,14,10,10,10,34.8,466,+10,-0.2,2,145.3,5,10,36.1,456,+2,0.0,5,133.5,9,35.4,454,+2,0.5
ロードエフォール,11,31.4,6.5,10.6,2200,5,8,3,490,0,57.0,1,120.9,8,7,57,6,6,7,35.0,490,0,-0.2,2,120.8,14,8,9,9,34.2,490,0,0.0,5,135.1,13,1,6,6,36.2,490,+2,0.4,3,138.5,4,4,36.5,488,-4,0.6,7,121.0,6,34.0,492,+4,0.4
カムフィー,4,5.1,1.6,2.3,2200,6,9,1,464,-2,57.0,4,120.2,13,6,55,12,13,12,34.5,466,-8,0.2,3,212.6,16,7,12,12,35.3,474,-6,0.7,4,149.5,13,13,13,13,35.9,480,+18,0.9,1,121.9,2,6,35.3,462,-8,-0.1,5,122.7,5,35.4,470,+8,0.3
ダービーフィズ,7,9.6,2.3,3.5,2200,6,10,8,466,+2,57.0,1,146.3,16,2,57,8,8,8,34.6,464,-2,0.0,4,134.9,13,10,12,11,35.3,466,+8,0.2,4,146.4,17,3,14,15,33.7,458,0,0.3,2,146.7,8,7,34.4,458,+14,0.0,6,119.4,11,33.9,444,0,0.4
スズカヴァンガード,9,14.5,3.3,5.1,2200,7,11,1,476,+2,57.0,7,136.2,11,2,56,7,7,6,36.1,474,+2,1.0,2,153.5,12,7,7,7,36.2,472,+2,0.2,4,107.7,12,12,2,2,35.0,470,-2,0.2,1,145.7,7,2,34.9,472,+6,-0.2,3,164.4,6,34.8,466,-4,0.2
カンタベリーナイト,10,153.7,21.7,35.7,2200,7,12,3,508,+2,57.0,7,155.8,13,3,53,13,13,12,34.5,506,0,0.7,1,159.5,15,11,15,15,36.1,506,-2,0.0,7,148.9,10,7,10,10,33.8,508,+4,0.4,7,134.2,7,16,33.4,504,+2,1.0,3,149.9,2,35.0,502,-4,0.0
ジャイアントリープ,8,12.9,3.1,4.9,2200,8,13,5,508,-2,57.0,4,148.4,12,4,57,7,7,8,35.4,510,0,0.4,8,143.6,10,7,1,1,35.7,510,+6,0.8,6,106.1,8,1,8,6,33.8,504,0,0.7,1,121.0,5,12,35.0,504,-8,0.0,4,134.0,13,34.0,512,+6,0.4
メジャープレゼンス,5,22.8,5.7,9.3,2200,8,14,6,534,+2,57.0,12,215.3,16,1,51,3,5,6,38.1,532,+2,3.4,1,155.8,14,13,2,2,35.0,530,+6,0.0,13,114.0,15,12,5,5,39.3,524,-4,2.5,1,112.9,12,2,40.0,528,+6,-0.2,5,97.6,13,37.1,522,-4,0.6
