馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
メイショウスザンナ,9,60.1,7.9,12.6,1600,1,1,6,458,-6,54.0,3,93.9,14,2,53,4,7,5,34.7,464,0,0.2,14,68.7,17,15,11,13,33.8,464,-8,1.3,8,68.0,16,2,10,8,33.5,472,-8,0.9,17,68.9,13,13,35.0,480,+8,1.4,1,67.8,7,34.0,472,-2,-0.2
パワースポット,3,21.0,3.9,6.1,1600,1,2,4,468,+4,54.0,5,124.7,18,1,53,11,11,12,35.3,464,-4,0.3,1,93.6,14,8,10,10,33.2,468,-2,-0.2,3,94.0,18,15,17,16,33.1,470,+2,0.0,4,118.2,10,14,34.1,468,0,0.1,7,107.2,5,34.0,468,+4,0.5
マコトブリジャール,4,77.4,12.8,20.7,1600,2,3,5,410,+6,54.0,7,106.5,12,9,52,2,2,0,35.9,404,-2,0.6,8,107.8,15,4,7,7,33.7,406,+6,0.4,11,106.9,13,7,2,3,35.0,400,-6,1.2,6,106.5,11,7,35.4,406,+4,0.8,1,106.2,11,33.6,402,+2,-0.1
ダンスアミーガ,7,5.6,1.7,2.4,1600,2,4,15,466,0,53.0,5,94.1,13,5,52,6,6,0,33.3,466,0,0.2,1,92.4,17,16,9,9,33.0,466,+4,-0.1,1,93.0,12,6,9,8,33.2,462,-2,-0.1,3,96.9,12,4,35.4,464,+4,0.4,5,121.6,3,35.8,460,-8,0.7
トーセンベニザクラ,17,64.1,12.3,19.9,1600,3,5,6,462,0,54.0,14,95.2,14,14,53,4,3,3,36.4,462,+2,1.5,0,0,0,0,0,0,0,0,0,0,8,106.6,14,10,7,7,35.8,460,+8,0.9,6,107.3,8,9,34.6,452,0,0.3,7,109.2,16,35.7,452,0,0.7
レーヴデトワール,16,14.9,3.9,6.0,1600,3,6,4,456,0,53.0,13,125.7,18,3,54,18,18,18,35.7,456,0,1.3,13,119.1,17,2,4,4,36.8,456,+4,2.1,1,123.3,18,4,5,4,35.5,452,-10,0.0,4,95.2,3,7,35.6,462,+6,0.4,5,105.9,11,33.8,456,-8,0.8
ベルルミエール,10,9.2,2.6,3.9,1600,4,7,11,472,+10,53.0,1,80.4,15,6,54,3,2,0,34.7,462,-2,0.0,1,81.1,16,11,2,2,34.0,464,+20,0.0,12,94.0,18,6,4,4,35.0,444,-6,0.8,3,93.5,15,2,35.4,450,+2,0.2,4,81.4,17,36.0,448,-6,0.2
キャトルフィーユ,6,4.5,1.5,2.0,1600,4,8,4,468,0,56.0,2,124.6,18,2,56,9,10,10,35.4,468,-2,0.2,5,132.6,18,3,6,5,33.8,470,0,0.3,4,106.0,13,2,7,7,33.9,470,+2,0.3,1,105.7,2,5,35.2,468,+4,0.0,5,92.4,10,34.0,464,+2,0.1
ウイングドウィール,8,172.2,25.1,40.9,1600,5,9,6,490,+4,54.0,8,94.1,14,13,52,8,8,8,34.8,486,+6,0.4,10,106.4,13,8,2,4,34.4,480,-6,0.7,13,94.0,15,15,15,15,33.2,486,+2,0.7,1,118.1,15,7,34.2,484,-2,-0.1,13,107.8,7,35.4,486,-2,1.1
リアルヴィーナス,12,128.9,25.4,41.4,1600,5,10,1,458,+2,53.0,10,69.1,16,5,53,9,10,0,33.4,456,+6,0.6,13,68.5,15,7,14,13,33.9,450,-8,1.1,13,68.2,18,12,10,12,34.5,458,+8,0.7,16,69.8,1,3,35.1,450,+2,1.2,1,67.5,3,33.5,448,+4,-0.2
