馬名,着順,単オッズ,複オッズ小,複オッズ大,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ジャイアンヴォーグ,9,103.5,8.2,25.9,0,1,1800,0,0,1,0,1,1,4,508,-6,1,0,0,3,53.0,0,0,0,0,0,1,0,0,0,0,14,0,1,1800,118.3,0,0,0,1,16,5,3,53,12,14,16,15,40.3,514,-14,3.4,0,0,0,0,1,0,0,0,0,0,6,0,1,1600,102.3,1,0,0,0,11,8,3,55,2,4,0,0,39.4,528,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ディーエスファニー,8,5.3,1.2,2.9,0,1,1800,0,0,1,0,2,2,2,444,0,1,0,0,3,56.0,0,0,1,0,0,0,0,0,0,0,6,0,1,1700,109.0,1,0,0,0,15,3,3,56,14,14,15,14,38.2,444,-2,0.8,0,0,0,0,0,1,0,0,0,0,14,1,0,1800,113.2,1,0,0,0,16,16,3,56,16,15,14,14,36.6,446,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ビップアンフィル,7,49.4,6.3,19.5,0,1,1800,0,0,1,0,3,3,0,444,-4,0,1,0,3,54.0,0,0,0,0,0,0,0,1,0,0,11,0,1,1200,75.3,1,0,0,0,16,2,3,54,8,12,0,0,38.4,448,-2,2.5,0,0,1,0,0,0,0,0,0,0,15,0,1,1150,73.6,1,0,0,0,16,14,3,54,5,11,0,0,41.0,450,0,3.9,0,0,0,0,0,0,1,0,0,0,15,0,1,1200,78.4,0,1,0,0,16,9,3,54,11,14,0,0,42.1,450,+6,4.7,0,0,0,0,0,0,0,1,0,0,7,0,1,1200,75.4,1,0,0,0,10,2,3,54,3,4,0,0,38.3,444,+2,2.4,0,0,0,0,0,1,0,0,0,0,2,0,1,1200,74.1,1,0,0,0,14,14,3,54,2,1,0,0,38.2,442,0,0.7
サンタナ,10,15.3,2.3,6.3,0,1,1800,0,0,1,0,4,4,14,500,-2,1,0,0,3,53.0,0,0,0,0,0,0,0,1,0,0,8,1,0,1800,112.9,1,0,0,0,15,6,3,56,11,11,0,0,35.6,502,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ダノンウィンザー,3,39.0,5.5,16.8,0,1,1800,0,0,1,0,5,5,0,498,0,1,0,0,3,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
シャーロック,2,17.3,2.3,6.5,0,1,1800,0,0,1,0,6,6,3,456,-2,1,0,0,3,56.0,0,0,1,0,0,0,0,0,0,0,6,0,1,1700,109.6,1,0,0,0,15,7,3,56,9,11,8,7,39.7,458,-4,1.3,0,0,0,0,0,0,0,1,0,0,7,0,1,1800,115.1,0,1,0,0,16,9,3,56,6,6,4,6,39.2,462,0,1.5,0,0,0,0,0,0,0,1,0,0,9,0,1,1800,116.1,1,0,0,0,15,13,3,56,2,2,3,4,40.8,462,+4,2.4,0,0,0,0,0,0,1,0,0,0,8,0,1,1900,125.5,1,0,0,0,16,11,3,56,4,4,6,6,41.9,458,-12,3.3,0,0,0,0,0,0,0,1,0,0,13,0,1,1800,117.5,0,1,0,0,16,11,3,55,7,9,12,12,41.6,470,-8,4.6
シンボリスーマラン,5,16.1,2.0,5.5,0,1,1800,0,0,1,0,6,7,0,472,-2,1,0,0,3,55.0,0,0,0,0,1,0,0,0,0,0,11,0,1,1400,88.5,1,0,0,0,16,8,3,56,9,10,0,0,38.5,474,+2,1.4,0,0,1,0,0,0,0,0,0,0,5,0,1,1700,110.5,1,0,0,0,15,11,3,55,10,9,10,10,39.0,472,-2,1.5,0,0,0,0,0,1,0,0,0,0,5,0,1,1800,114.6,0,0,0,1,14,4,3,55,5,5,3,5,38.2,474,-4,0.6,0,0,0,0,0,1,0,0,0,0,6,0,1,1800,115.9,0,0,0,1,16,8,3,56,8,11,12,10,38.4,478,0,1.0,0,0,0,0,0,1,0,0,0,0,11,0,1,1800,118.3,1,0,0,0,16,13,3,54,6,6,3,2,41.1,478,+2,2.4
ミヤジユウダイ,1,1.9,1.1,1.1,0,1,1800,0,0,1,0,7,8,3,536,+4,1,0,0,3,55.0,0,0,0,0,0,0,0,0,1,0,6,0,1,1800,113.6,0,0,0,1,16,2,3,56,6,5,6,7,38.4,532,0,0.6,0,0,0,0,0,0,1,0,0,0,3,0,1,1800,116.6,1,0,0,0,16,15,3,55,9,8,2,6,38.4,532,+6,0.8,0,0,0,0,0,0,0,0,0,1,2,0,1,1700,108.4,1,0,0,0,16,4,3,55,10,8,7,5,37.9,526,-8,0.3,0,0,0,0,0,0,0,1,0,0,4,0,1,1800,115.0,1,0,0,0,15,15,3,56,4,5,2,2,39.9,534,-2,1.3,0,0,0,0,0,0,0,0,1,0,2,0,1,1800,113.4,0,1,0,0,13,4,3,55,6,4,4,4,37.8,536,-8,0.3
スズカフューラー,4,3.4,1.1,2.0,0,1,1800,0,0,1,0,7,9,2,418,+6,1,0,0,3,55.0,0,0,1,0,0,0,0,0,0,0,5,0,1,1700,108.7,1,0,0,0,15,12,3,55,8,10,7,6,39.0,412,-6,0.5,0,0,0,0,0,0,1,0,0,0,2,0,1,1800,115.9,0,1,0,0,16,3,3,55,7,7,8,8,38.7,418,-2,0.4,0,0,0,0,0,0,0,0,1,0,7,0,1,1800,115.3,1,0,0,0,16,1,3,55,8,8,7,6,39.4,420,0,1.4,0,0,0,0,0,0,0,1,0,0,8,0,1,1800,115.2,0,1,0,0,16,15,3,55,6,6,5,3,39.1,420,-2,1.6,0,0,0,0,0,0,1,0,0,0,4,0,1,1800,116.7,1,0,0,0,16,3,3,55,12,11,10,8,39.2,422,0,2.2
ムードン,11,236.8,21.1,67.4,0,1,1800,0,0,1,0,8,10,1,464,-6,0,1,0,3,54.0,0,0,1,0,0,0,0,0,0,0,13,0,1,1700,112.4,1,0,0,0,15,14,3,53,5,8,15,15,42.5,470,-12,4.1,0,0,0,0,1,0,0,0,0,0,16,1,0,1800,113.2,1,0,0,0,16,7,3,54,15,16,16,0,36.5,482,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
