馬名,着順,単オッズ,複オッズ小,複オッズ大,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
タガノヴェリテ,1,9.2,2.1,3.4,0,1,1800,1,0,0,0,1,1,3,488,+8,1,0,0,5,57.0,0,0,1,0,0,0,0,0,0,0,4,0,1,1700,106.5,1,0,0,0,15,2,5,57,7,7,7,4,38.2,480,-8,0.4,0,0,0,0,0,0,0,0,0,1,4,0,1,1700,105.9,1,0,0,0,15,12,5,57,10,8,7,6,38.3,488,+2,1.0,0,0,0,0,0,0,0,0,0,1,3,0,1,1700,105.8,1,0,0,0,16,10,5,57,8,8,6,3,37.5,486,-2,1.0,0,0,0,0,1,0,0,0,0,0,5,0,1,1600,96.6,1,0,0,0,16,9,5,57,10,7,0,0,37.1,488,-4,0.5,0,0,0,0,1,0,0,0,0,0,3,0,1,1600,95.2,0,1,0,0,15,11,5,57,11,11,0,0,35.6,492,+6,0.2
メイショウブーケ,3,204.2,24.7,44.7,0,1,1800,1,0,0,0,2,2,2,470,0,0,1,0,6,55.0,0,0,0,0,0,0,0,0,1,0,8,0,1,2000,126.3,1,0,0,0,16,1,6,55,13,13,13,13,38.0,470,0,1.6,0,0,0,0,0,0,0,0,1,0,6,0,1,1800,111.7,0,1,0,0,14,14,6,55,13,13,14,13,37.3,470,+2,0.7,0,0,0,0,0,0,0,0,1,0,10,0,1,1800,112.9,1,0,0,0,14,7,6,55,13,13,13,12,37.7,468,-6,1.3,0,0,0,0,0,0,0,1,0,0,12,0,1,1800,114.9,0,0,1,0,14,3,6,54,14,14,14,14,38.0,474,+6,2.1,0,0,0,0,0,0,0,1,0,0,15,0,1,1800,113.1,1,0,0,0,16,3,6,55,16,16,16,16,37.3,468,0,2.4
ゴーイングベル,9,111.2,12.1,21.6,0,1,1800,1,0,0,0,2,3,1,518,-2,1,0,0,7,54.0,0,0,0,0,0,0,0,1,0,0,4,0,1,1400,84.6,1,0,0,0,16,11,7,54,7,9,0,0,37.8,520,0,0.6,0,0,0,0,0,0,0,0,1,0,10,0,1,1800,113.0,0,1,0,0,13,7,7,54,3,5,9,8,38.6,520,-4,1.8,0,0,0,0,0,0,0,1,0,0,14,0,1,1800,114.4,0,1,0,0,15,8,7,57,5,5,7,11,40.0,524,0,2.7,0,0,0,0,0,0,0,1,0,0,5,0,1,1800,113.7,1,0,0,0,12,9,7,57,2,2,2,2,37.2,524,+2,0.8,0,0,0,0,0,0,0,1,0,0,13,0,1,1800,113.4,0,0,1,0,15,9,7,57,3,3,5,3,38.8,522,+12,2.4
レインボーソング,12,4.7,1.5,2.3,0,1,1800,1,0,0,0,3,4,5,490,+6,0,1,0,5,55.0,0,0,0,0,0,0,0,0,1,0,3,0,1,1800,113.1,1,0,0,0,12,1,5,55,3,3,2,2,36.6,484,-4,0.4,0,0,0,0,0,0,0,0,1,0,4,0,1,1800,113.3,1,0,0,0,11,3,5,55,2,2,2,2,38.0,488,+4,0.4,0,0,0,0,0,0,0,0,1,0,12,0,1,1800,113.3,0,1,0,0,16,11,5,55,4,4,3,4,39.1,484,+2,1.5,0,0,0,0,0,0,0,1,0,0,2,0,1,1800,110.4,0,1,0,0,14,9,5,55,3,3,3,3,36.4,482,0,0.0,0,0,0,0,0,0,0,1,0,0,4,0,1,1800,111.4,1,0,0,0,16,6,5,55,2,2,2,2,37.7,482,-2,0.7
ベーリングメファ,15,50.5,6.1,10.8,0,1,1800,1,0,0,0,3,5,3,460,-4,0,1,0,5,55.0,0,0,1,0,0,0,0,0,0,0,7,0,1,1700,106.9,1,0,0,0,15,15,5,55,10,10,9,6,38.5,464,+2,0.8,0,0,0,0,0,0,0,0,1,0,6,0,1,1800,112.2,1,0,0,0,14,2,5,55,3,3,3,4,38.1,462,+8,0.6,0,0,0,0,0,1,0,0,0,0,9,0,1,1800,115.4,0,1,0,0,16,7,5,55,8,8,8,6,39.6,454,+2,1.2,0,0,0,0,0,0,1,0,0,0,3,0,1,1800,113.5,1,0,0,0,16,2,5,53,4,4,5,7,38.4,452,-2,0.3,0,0,0,0,1,0,0,0,0,0,5,0,1,1600,95.8,0,1,0,0,16,8,5,55,10,10,0,0,34.9,454,-4,0.3
キングラディウス,14,18.1,3.1,5.2,0,1,1800,1,0,0,0,4,6,3,464,-8,1,0,0,4,57.0,0,0,0,0,0,0,0,0,1,0,3,0,1,1800,111.1,0,0,0,1,14,1,4,57,3,2,3,4,36.5,472,0,0.6,0,0,0,0,0,0,0,0,1,0,8,0,1,1800,114.3,1,0,0,0,11,11,4,57,2,3,3,3,38.7,472,+10,1.4,0,0,0,0,1,0,0,0,0,0,13,0,1,1600,98.7,1,0,0,0,16,1,4,57,4,4,0,0,37.1,462,-10,1.0,0,0,0,0,0,0,1,0,0,0,12,0,1,1800,114.9,1,0,0,0,16,12,4,54,2,2,2,2,40.1,472,0,1.7,0,0,0,0,0,0,0,1,0,0,1,0,1,1800,111.7,0,0,0,1,16,8,4,55,2,2,2,2,38.6,472,+12,0.0
ストロベリーキング,11,163.3,19.0,34.4,0,1,1800,1,0,0,0,4,7,1,468,0,0,0,1,6,57.0,0,0,0,0,0,0,0,1,0,0,12,0,1,1400,85.5,1,0,0,0,16,6,6,57,14,14,0,0,37.8,468,-8,1.5,0,0,0,0,0,0,0,1,0,0,11,0,1,1900,120.5,0,1,0,0,12,12,6,57,12,12,12,12,36.8,476,+2,1.4,0,0,0,0,0,0,0,0,1,0,12,0,1,2000,126.2,0,1,0,0,15,16,6,57,13,13,13,13,38.1,474,-6,2.1,0,0,0,0,0,0,0,1,0,0,5,0,1,1900,117.2,0,0,0,1,16,2,6,57,15,15,13,9,36.6,480,+12,2.0,0,0,0,0,0,0,0,0,1,0,14,0,1,2000,125.7,0,1,0,0,16,8,6,57,15,15,15,15,37.1,468,-2,2.0
スランジバール,7,28.5,3.8,6.5,0,1,1800,1,0,0,0,5,8,7,474,0,1,0,0,8,54.0,0,0,0,0,0,0,0,0,1,0,6,0,1,1800,114.0,1,0,0,0,11,10,8,55,10,11,10,10,37.3,474,-2,1.1,0,0,0,0,0,0,0,1,0,0,2,0,1,1800,111.8,0,1,0,0,15,1,8,54,13,13,15,13,36.6,476,-6,0.1,0,0,0,0,0,0,0,1,0,0,4,0,1,1800,112.5,0,0,1,0,14,6,8,54,12,13,13,13,36.9,482,-4,1.1,0,0,0,0,0,0,0,1,0,0,9,0,1,1800,114.1,1,0,0,0,14,14,8,54,13,13,13,13,38.0,486,+8,1.3,0,0,0,0,0,0,0,0,1,0,11,0,1,1400,84.9,1,0,0,0,16,7,8,57,16,16,0,0,36.8,478,-2,1.4
メイショウカシュウ,2,224.1,39.3,71.1,0,1,1800,1,0,0,0,5,9,1,492,-2,1,0,0,5,55.0,0,0,1,0,0,0,0,0,0,0,11,0,1,1700,108.4,1,0,0,0,15,9,5,53,6,7,10,11,40.2,494,-8,2.5,0,0,0,0,0,0,0,1,0,0,14,0,1,1800,115.0,1,0,0,0,14,1,5,54,1,1,1,1,40.0,502,+2,2.2,0,0,0,0,0,0,0,0,1,0,1,0,1,1800,112.6,1,0,0,0,14,14,5,54,1,1,2,1,38.1,500,+2,-0.2,0,0,1,0,0,0,0,0,0,0,15,0,1,1700,109.8,0,1,0,0,15,3,5,56,1,1,7,15,40.5,498,0,3.0,0,0,1,0,0,0,0,0,0,0,3,0,1,1700,107.4,1,0,0,0,10,5,5,56,1,1,1,1,39.5,498,-4,1.0
ティンバレス,8,17.7,3.4,5.7,0,1,1800,1,0,0,0,6,10,2,496,0,0,1,0,5,53.0,0,0,0,0,0,0,0,0,1,0,11,0,1,2000,126.4,1,0,0,0,16,3,5,53,1,1,1,2,39.9,496,+4,1.7,0,0,0,0,0,0,0,1,0,0,10,0,1,1800,114.2,1,0,0,0,14,7,5,55,2,3,3,2,38.9,492,+4,1.4,0,0,0,0,0,0,0,0,1,0,3,0,1,1800,111.4,1,0,0,0,16,15,5,55,1,1,1,1,38.1,488,-4,0.2,0,0,0,0,0,0,0,1,0,0,8,0,1,1800,111.9,1,0,0,0,16,9,5,55,9,9,9,8,37.1,492,+20,1.2,0,0,0,0,0,0,0,0,0,0,6,0,1,2000,131.1,1,0,0,0,10,8,5,55,3,3,1,3,40.9,472,-6,2.4
