馬名,着順,単オッズ,複オッズ小,複オッズ大,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
エグランティエ,3,34.2,4.3,8.9,0,1,1400,1,0,0,0,1,1,1,442,-2,0,1,0,5,55.0,0,0,0,0,0,1,0,0,0,0,8,0,1,1800,113.9,0,0,0,1,13,11,5,55,10,10,12,9,38.4,444,0,2.8,0,0,0,0,1,0,0,0,0,0,9,0,1,1600,100.3,1,0,0,0,16,14,5,55,9,8,0,0,36.5,444,+14,1.0,0,0,0,0,0,0,1,0,0,0,8,0,1,1800,116.4,1,0,0,0,13,12,5,55,13,13,13,12,39.6,430,-8,1.5,0,0,1,0,0,0,0,0,0,0,3,0,1,1700,106.7,0,0,1,0,15,4,5,55,14,13,15,14,37.2,438,0,0.3,0,0,0,0,1,0,0,0,0,0,5,0,1,1600,100.2,1,0,0,0,11,9,5,55,4,7,0,0,36.2,438,+8,0.2
キキズブルーム,10,320.7,58.4,126.4,0,1,1400,1,0,0,0,1,2,1,450,-6,0,1,0,4,55.0,0,0,1,0,0,0,0,0,0,0,13,0,1,1700,109.0,1,0,0,0,15,10,4,53,13,14,14,14,39.7,456,+4,1.9,0,0,0,0,0,1,0,0,0,0,10,0,1,1200,72.9,1,0,0,0,16,13,4,53,15,15,0,0,37.3,452,-4,1.0,0,0,0,0,1,0,0,0,0,0,10,0,1,1400,87.2,1,0,0,0,16,9,4,55,10,11,0,0,38.3,456,-1,1.6,0,0,0,0,0,0,0,0,0,0,1,0,1,1300,85.0,0,0,1,0,11,4,4,54,11,11,10,7,37.9,457,-12,-0.2,0,0,0,0,0,0,0,0,0,0,1,0,1,1300,83.8,0,0,0,1,8,1,4,54,4,3,3,2,38.4,469,+2,-0.6
インスタイル,9,54.3,6.6,13.9,0,1,1400,1,0,0,0,2,3,7,498,-6,0,0,1,6,57.0,0,0,0,0,0,0,0,0,1,0,13,0,1,1200,73.8,0,1,0,0,15,15,6,57,6,8,0,0,37.4,504,+12,1.9,0,0,0,0,0,0,1,0,0,0,11,0,1,1400,87.4,1,0,0,0,16,11,6,57,13,14,0,0,37.8,492,+2,1.4,0,0,0,0,1,0,0,0,0,0,12,0,1,1400,86.3,1,0,0,0,16,2,6,56,5,5,0,0,37.3,490,-8,1.2,0,0,0,0,1,0,0,0,0,0,7,0,1,1300,78.4,0,1,0,0,16,9,6,57,11,12,0,0,36.0,498,+2,1.0,0,0,0,1,0,0,0,0,0,0,7,0,1,1200,72.5,1,0,0,0,15,5,6,57,10,10,0,0,36.8,496,+6,0.4
リネンジェット,13,374.1,56.7,122.8,0,1,1400,1,0,0,0,2,4,1,486,0,1,0,0,4,57.0,0,0,0,0,0,1,0,0,0,0,14,1,0,1600,100.2,0,0,1,0,14,7,4,57,11,14,14,0,39.3,486,+4,2.9,0,0,0,0,0,0,1,0,0,0,14,0,1,1400,87.8,0,1,0,0,16,15,4,57,13,14,0,0,39.0,482,-12,3.6,0,0,0,0,0,0,0,0,0,0,1,0,1,1400,89.8,1,0,0,0,10,6,4,56,3,3,1,0,38.7,494,-1,-0.7,0,0,0,0,0,0,0,0,0,0,6,0,1,1400,91.0,0,1,0,0,10,3,4,56,9,8,8,0,37.5,495,0,1.1,0,0,0,0,0,0,0,0,0,0,1,0,1,1400,92.5,1,0,0,0,8,2,4,56,4,5,3,0,38.9,495,+1,0.0
オーバーウェルム,8,32.7,4.0,8.1,0,1,1400,1,0,0,0,3,5,9,444,-12,1,0,0,5,57.0,0,0,0,0,1,0,0,0,0,0,7,0,1,1300,80.4,1,0,0,0,16,9,5,57,16,14,0,0,36.3,456,0,0.5,0,0,0,0,1,0,0,0,0,0,5,0,1,1400,86.5,1,0,0,0,16,11,5,57,14,15,0,0,37.3,456,-6,0.9,0,0,0,0,0,0,1,0,0,0,10,0,1,1400,87.2,1,0,0,0,16,2,5,56,11,11,0,0,37.8,462,+12,1.1,0,0,0,0,1,0,0,0,0,0,7,0,1,1400,84.3,0,1,0,0,16,4,5,57,16,16,0,0,35.5,450,-6,1.0,0,0,0,1,0,0,0,0,0,0,11,0,1,1200,72.9,1,0,0,0,15,4,5,54,13,13,0,0,36.8,456,+6,0.8
ジーアイウォーカー,14,122.3,15.1,32.5,0,1,1400,1,0,0,0,3,6,3,478,0,1,0,0,5,57.0,0,0,0,0,0,1,0,0,0,0,11,0,1,1800,117.5,0,1,0,0,16,6,5,57,8,8,11,8,39.8,478,+2,2.0,0,0,0,0,0,1,0,0,0,0,14,0,1,1800,118.2,1,0,0,0,16,14,5,57,3,4,7,10,42.6,476,-2,3.3,0,0,0,1,0,0,0,0,0,0,15,0,1,1800,119.0,1,0,0,0,15,14,5,54,5,6,10,13,43.0,478,0,6.0,0,0,0,1,0,0,0,0,0,0,14,0,1,1800,117.2,1,0,0,0,15,4,5,57,10,12,14,15,40.7,478,-8,4.4,0,0,0,0,1,0,0,0,0,0,16,0,1,1600,102.4,0,0,1,0,16,14,5,57,9,10,0,0,42.9,486,+10,6.8
タイセイプレシャス,4,3.3,1.2,1.7,0,1,1400,1,0,0,0,4,7,9,464,-6,0,0,1,5,57.0,0,0,0,0,1,0,0,0,0,0,4,0,1,1300,80.1,1,0,0,0,16,12,5,57,9,10,0,0,36.4,470,-2,0.2,0,0,0,0,0,0,1,0,0,0,2,0,1,1200,72.2,0,1,0,0,15,6,5,57,12,11,0,0,36.0,472,+6,0.0,0,0,0,0,0,0,1,0,0,0,2,0,1,1400,85.7,0,1,0,0,16,8,5,57,11,11,0,0,36.7,466,-6,0.0,0,0,0,0,1,0,0,0,0,0,6,0,1,1400,85.5,1,0,0,0,16,12,5,57,16,15,0,0,35.4,472,+2,0.4,0,0,0,0,1,0,0,0,0,0,4,0,1,1400,86.0,1,0,0,0,15,6,5,57,14,11,0,0,35.8,470,-2,0.4
スズカハイルーラー,11,54.5,7.7,16.2,0,1,1400,1,0,0,0,4,8,4,458,+6,1,0,0,4,54.0,0,0,0,0,0,1,0,0,0,0,12,0,1,1200,73.4,1,0,0,0,16,8,4,54,14,14,0,0,38.1,452,+2,1.6,0,0,0,0,1,0,0,0,0,0,11,0,1,1400,87.3,1,0,0,0,16,4,4,55,8,8,0,0,38.6,450,-8,1.7,0,0,0,0,0,0,1,0,0,0,14,0,1,1400,86.4,1,0,0,0,16,9,4,54,6,6,0,0,38.2,458,+4,1.7,0,0,0,1,0,0,0,0,0,0,13,0,1,1200,74.2,0,0,1,0,15,3,4,55,10,10,0,0,37.5,454,-8,1.7,0,0,0,0,1,0,0,0,0,0,7,0,1,1300,79.9,1,0,0,0,16,1,4,52,5,7,0,0,37.3,462,+4,0.4
カイマノア,6,10.4,1.6,3.0,0,1,1400,1,0,0,0,5,9,5,502,0,1,0,0,5,57.0,0,0,0,0,0,0,1,0,0,0,7,0,1,1400,86.7,1,0,0,0,16,9,5,57,8,7,0,0,38.1,502,-2,1.1,0,0,0,0,1,0,0,0,0,0,3,0,1,1400,85.9,1,0,0,0,16,11,5,56,8,6,0,0,36.8,504,+4,0.1,0,0,0,0,0,0,1,0,0,0,3,0,1,1200,73.0,1,0,0,0,16,7,5,57,11,10,0,0,36.8,500,+4,0.1,0,0,1,0,0,0,0,0,0,0,9,0,1,1150,69.1,0,1,0,0,16,7,5,57,11,12,0,0,36.8,496,-10,1.0,0,0,0,1,0,0,0,0,0,0,5,0,1,1200,72.9,0,1,0,0,15,7,5,57,8,10,0,0,37.2,506,+10,1.2
レレマーマ,1,1.9,1.1,1.3,0,1,1400,1,0,0,0,5,10,2,534,-8,1,0,0,5,57.0,0,0,0,0,0,1,0,0,0,0,4,0,1,1200,71.4,0,0,0,1,16,2,5,57,4,4,0,0,37.0,542,-6,0.3,0,0,0,0,1,0,0,0,0,0,7,0,1,1600,98.6,1,0,0,0,16,8,5,57,4,5,0,0,38.0,548,+2,0.9,0,0,1,0,0,0,0,0,0,0,6,0,1,1700,105.9,0,1,0,0,15,7,5,54,10,10,2,2,39.8,546,+6,0.4,0,0,0,0,1,0,0,0,0,0,2,0,1,1600,97.0,1,0,0,0,16,5,5,54,8,9,0,0,35.6,540,+22,0.2,0,0,0,0,1,0,0,0,0,0,1,0,1,1600,98.8,1,0,0,0,16,14,5,55,2,2,0,0,37.7,518,0,-1.2
