馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
グランサム,2,5.2,0,1,1600,1,0,0,0,1,1,2,462,-6,1,0,0,3,56.0,0,0,0,1,0,0,0,0,0,0,3,0,1,1800,115.0,1,0,0,0,15,12,3,56,7,7,4,5,38.0,468,-2,0.5,0,0,0,0,0,1,0,0,0,0,4,1,0,2200,136.2,1,0,0,0,13,7,3,56,6,5,2,2,37.5,470,-4,0.7,0,0,0,0,0,1,0,0,0,0,2,1,0,2000,123.0,1,0,0,0,16,9,3,56,3,3,3,2,36.5,474,+18,0.5,0,0,0,0,0,1,0,0,0,0,2,1,0,2000,123.6,0,0,1,0,11,3,3,54,3,2,2,2,36.1,456,-2,0.1,0,0,0,1,0,0,0,0,0,0,7,1,0,1600,97.2,0,1,0,0,18,10,3,54,5,5,0,0,35.0,458,0,1.1
クレバージェット,5,14.1,0,1,1600,1,0,0,0,1,2,1,514,-6,1,0,0,3,56.0,0,0,0,0,1,0,0,0,0,0,4,0,1,1300,80.4,1,0,0,0,15,6,3,56,7,6,0,0,37.0,520,+6,0.7,0,0,0,0,1,0,0,0,0,0,5,0,1,1300,81.1,1,0,0,0,16,6,3,56,2,2,0,0,38.7,514,-2,1.0,0,0,0,0,0,1,0,0,0,0,2,0,1,1200,73.2,1,0,0,0,16,6,3,56,9,9,0,0,37.6,516,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
トミケンゲヌーク,12,52.1,0,1,1600,1,0,0,0,2,3,3,446,-2,0,0,1,3,56.0,0,0,0,0,1,0,0,0,0,0,8,0,1,1600,101.5,1,0,0,0,12,3,3,56,2,2,0,0,41.4,448,0,2.0,0,0,0,0,0,1,0,0,0,0,3,0,1,1800,117.5,1,0,0,0,14,14,3,56,2,2,2,2,41.2,448,-2,0.6,0,0,0,0,0,1,0,0,0,0,7,0,1,1800,118.7,1,0,0,0,16,10,3,56,2,3,3,1,40.3,450,-8,1.1,0,0,0,0,1,0,0,0,0,0,8,0,1,2100,138.1,1,0,0,0,16,9,3,56,8,8,7,7,41.5,458,-6,3.6,0,0,0,0,0,1,0,0,0,0,3,0,1,1800,118.4,1,0,0,0,16,10,3,56,7,7,5,4,39.8,464,0,0.4
ピースワントップ,15,348.6,0,1,1600,1,0,0,0,2,4,13,528,+10,1,0,0,3,56.0,0,0,0,0,0,0,0,0,0,0,12,0,1,1500,99.6,1,0,0,0,12,2,3,56,11,12,12,11,40.7,518,-4,2.7,0,0,0,0,0,1,0,0,0,0,14,0,1,1800,123.8,0,1,0,0,14,8,3,53,9,10,14,14,44.8,522,+2,4.8,0,0,0,0,0,1,0,0,0,0,14,0,1,1800,123.3,1,0,0,0,16,11,3,56,3,4,7,13,43.1,520,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
シカゴジャズ,7,11.2,0,1,1600,1,0,0,0,3,5,10,502,-2,1,0,0,3,56.0,0,0,0,0,0,1,0,0,0,0,6,0,1,1800,118.5,1,0,0,0,16,4,3,56,3,3,4,3,40.1,504,-2,0.5,0,0,0,0,0,1,0,0,0,0,5,0,1,1800,119.2,0,1,0,0,16,6,3,56,2,2,1,2,41.0,506,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ゴールドパッション,3,7.6,0,1,1600,1,0,0,0,3,6,5,512,+8,1,0,0,3,56.0,0,0,1,0,0,0,0,0,0,0,2,0,1,1700,108.0,1,0,0,0,15,12,3,56,4,3,2,2,39.4,504,-8,0.7,0,0,0,0,0,1,0,0,0,0,3,0,1,1800,118.2,1,0,0,0,16,15,3,56,10,8,4,3,39.2,512,+6,0.1,0,0,0,0,0,0,1,0,0,0,6,0,1,1900,123.8,1,0,0,0,13,3,3,55,8,6,10,8,38.6,506,-6,0.6,0,0,0,0,0,1,0,0,0,0,8,0,1,1800,118.1,0,1,0,0,16,1,3,56,16,16,16,14,39.1,512,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
アカツキ,8,9.9,0,1,1600,1,0,0,0,4,7,2,450,0,1,0,0,3,56.0,0,0,0,0,1,0,0,0,0,0,3,0,1,1600,100.1,1,0,0,0,15,9,3,56,5,4,0,0,38.0,450,-6,0.4,0,0,0,0,1,0,0,0,0,0,3,0,1,1600,100.7,1,0,0,0,15,7,3,56,5,5,0,0,37.7,456,0,0.5,0,0,0,0,0,1,0,0,0,0,2,0,1,1800,118.1,1,0,0,0,16,5,3,56,2,2,2,2,39.5,456,-4,0.0,0,0,0,0,0,1,0,0,0,0,4,0,1,1800,117.1,0,1,0,0,15,2,3,56,6,6,9,7,40.8,460,-6,2.4,0,0,0,0,1,0,0,0,0,0,4,0,1,1600,102.0,1,0,0,0,14,9,3,55,5,4,0,0,38.5,466,0,2.2
サンマルスター,13,315.4,0,1,1600,1,0,0,0,4,8,6,474,-6,1,0,0,3,56.0,0,0,0,0,0,1,0,0,0,0,16,1,0,2200,140.9,0,1,0,0,18,2,3,56,18,18,17,17,38.6,480,0,5.4,0,0,0,0,0,1,0,0,0,0,17,1,0,2000,126.6,1,0,0,0,18,3,3,53,14,13,17,18,38.1,480,-4,3.9,0,0,0,0,0,0,1,0,0,0,13,1,0,2000,126.2,0,1,0,0,18,14,3,56,15,15,13,13,36.8,484,+2,2.0,0,0,0,0,1,0,0,0,0,0,16,0,1,1400,90.8,0,0,0,1,16,13,3,56,16,16,0,0,37.6,482,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
イクヨロブロイ,14,20.6,0,1,1600,1,0,0,0,5,9,2,480,+2,1,0,0,3,56.0,0,0,0,0,1,0,0,0,0,0,4,0,1,1600,100.3,1,0,0,0,15,16,3,56,11,10,0,0,37.8,478,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,1800,116.2,0,1,0,0,15,9,3,56,13,13,11,9,39.6,480,0,1.5,0,0,0,0,0,1,0,0,0,0,9,0,1,1800,118.8,1,0,0,0,16,2,3,56,16,16,15,14,39.1,480,0,1.6,0,0,0,0,0,1,0,0,0,0,13,0,1,1200,77.1,0,1,0,0,16,8,3,56,16,16,0,0,38.3,480,0,4.3
トーホウフライト,1,2.9,0,1,1600,1,0,0,0,5,10,14,490,-6,1,0,0,3,56.0,0,0,0,0,1,0,0,0,0,0,2,0,1,1600,99.3,1,0,0,0,16,13,3,56,4,4,0,0,38.8,496,-4,0.0,0,0,0,0,1,0,0,0,0,0,3,0,1,1600,98.5,0,0,0,1,16,10,3,56,2,2,0,0,37.7,500,0,0.2,0,0,0,0,0,1,0,0,0,0,6,0,1,1800,119.3,1,0,0,0,16,5,3,55,3,4,4,4,42.0,500,+10,1.6,0,0,0,0,1,0,0,0,0,0,6,1,0,1600,95.9,1,0,0,0,15,9,3,55,13,11,0,0,35.5,490,+2,0.8,0,0,0,0,1,0,0,0,0,0,5,1,0,1600,96.7,1,0,0,0,17,16,3,55,14,7,0,0,34.8,488,0,0.8
