馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ゾディアック,9,422.0,0,1,1300,1,0,0,0,1,1,0,420,-4,0,1,0,3,54.0,0,0,1,0,0,0,0,0,0,0,9,0,1,1150,73.3,0,1,0,0,16,1,3,54,13,13,0,0,38.8,424,-4,2.4,0,0,0,0,0,1,0,0,0,0,11,0,1,1200,76.2,1,0,0,0,16,3,3,54,14,14,0,0,39.5,428,+6,2.9,0,0,0,1,0,0,0,0,0,0,13,1,0,1400,84.8,1,0,0,0,18,12,3,54,7,6,0,0,36.8,422,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ゴウノモノ,3,18.2,0,1,1300,1,0,0,0,1,2,2,474,0,1,0,0,3,56.0,0,0,0,0,0,1,0,0,0,0,8,0,1,1200,74.7,1,0,0,0,16,3,3,56,9,10,0,0,38.8,474,0,1.3,0,0,0,0,0,1,0,0,0,0,13,0,1,1200,75.1,0,1,0,0,16,2,3,56,13,12,0,0,38.3,474,+2,2.4,0,0,0,0,0,0,1,0,0,0,13,0,1,1400,89.3,1,0,0,0,16,3,3,55,4,4,0,0,40.9,472,+4,2.7,0,0,0,0,1,0,0,0,0,0,4,0,1,1300,80.8,1,0,0,0,16,1,3,55,7,7,0,0,36.8,468,-4,0.9,0,0,0,0,1,0,0,0,0,0,6,0,1,1400,86.4,0,0,0,1,16,1,3,55,8,11,0,0,37.1,472,+8,0.8
シゲルニンジン,6,132.6,0,1,1300,1,0,0,0,2,3,1,448,+2,1,0,0,3,56.0,0,0,1,0,0,0,0,0,0,0,14,1,0,1200,72.9,1,0,0,0,16,14,3,53,13,13,0,0,36.3,446,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
クォーターイモン,7,22.8,0,1,1300,1,0,0,0,2,4,2,450,-2,1,0,0,3,56.0,0,0,0,0,0,0,0,0,0,0,3,0,1,1400,92.2,1,0,0,0,12,8,3,56,3,3,3,4,40.7,452,-16,0.1,0,0,0,0,0,1,0,0,0,0,8,0,1,1200,75.0,1,0,0,0,16,11,3,56,8,8,0,0,39.4,468,+20,2.3,0,0,0,0,1,0,0,0,0,0,8,1,0,1400,83.6,1,0,0,0,18,1,3,52,3,5,0,0,36.3,448,+30,1.1,1,0,0,0,0,0,0,0,0,0,8,1,0,1200,71.9,1,0,0,0,9,5,3,53,7,8,0,0,36.5,418,-8,1.8,1,0,0,0,0,0,0,0,0,0,6,1,0,1200,71.9,1,0,0,0,9,2,3,53,5,8,0,0,36.7,426,0,2.0
アスクヴェリウェル,5,14.5,0,1,1300,1,0,0,0,3,5,3,446,-10,1,0,0,3,56.0,0,0,0,0,0,0,1,0,0,0,7,0,1,1200,74.9,1,0,0,0,15,16,3,56,8,7,0,0,38.4,456,+6,1.7,0,0,0,0,1,0,0,0,0,0,7,0,1,1300,81.1,0,0,0,1,16,15,3,56,3,2,0,0,37.6,450,-2,0.9,0,0,0,0,0,1,0,0,0,0,2,0,1,1200,75.1,1,0,0,0,16,2,3,56,8,7,0,0,38.9,452,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
トーセンシャーク,10,48.7,0,1,1300,1,0,0,0,3,6,1,448,-2,1,0,0,3,56.0,0,0,0,0,0,1,0,0,0,0,8,0,1,1200,74.8,1,0,0,0,16,3,3,56,12,12,0,0,38.8,450,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ムーンフォース,14,36.7,0,1,1300,1,0,0,0,4,7,5,496,-6,1,0,0,3,56.0,0,0,0,0,0,1,0,0,0,0,15,0,1,1800,120.2,0,1,0,0,16,10,3,56,12,11,14,14,41.4,502,0,4.6,0,0,0,0,0,1,0,0,0,0,8,0,1,1200,75.3,1,0,0,0,16,6,3,56,8,9,0,0,39.0,502,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ディアバビアナ,1,1.5,0,1,1300,1,0,0,0,4,8,3,476,+2,0,1,0,3,54.0,0,0,0,0,0,1,0,0,0,0,2,0,1,1200,72.3,0,0,1,0,15,7,3,54,1,1,0,0,37.7,474,-4,0.7,0,0,0,0,0,1,0,0,0,0,4,0,1,1200,73.5,1,0,0,0,16,2,3,54,1,1,0,0,38.9,478,-2,0.8,0,0,0,0,1,0,0,0,0,0,2,0,1,1400,87.3,1,0,0,0,16,6,3,54,1,1,0,0,38.4,480,+4,0.1,0,0,0,0,0,1,0,0,0,0,3,0,1,1200,73.2,0,1,0,0,16,9,3,54,2,2,0,0,38.8,476,-4,0.4,0,0,0,0,0,1,0,0,0,0,7,0,1,1200,73.9,1,0,0,0,16,1,3,54,1,1,0,0,40.0,480,+2,0.7
カンタルベルン,11,87.5,0,1,1300,1,0,0,0,5,9,4,450,-4,1,0,0,3,56.0,0,0,0,0,0,1,0,0,0,0,10,0,1,1200,75.2,1,0,0,0,16,5,3,56,12,9,0,0,39.1,454,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
シゲルピーマン,8,125.9,0,1,1300,1,0,0,0,5,10,1,450,+2,0,0,1,3,56.0,0,0,1,0,0,0,0,0,0,0,10,1,0,1200,71.8,1,0,0,0,16,8,3,56,11,11,0,0,36.4,448,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
