馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
タイセイゴーディー,8,3.6,0,1,1200,0,0,0,1,1,1,1,464,0,1,0,0,3,56.0,0,0,0,0,0,1,0,0,0,0,2,0,1,1200,73.5,1,0,0,0,15,10,3,56,2,2,0,0,37.9,464,-2,0.1,0,0,0,0,0,1,0,0,0,0,6,0,1,1200,73.8,0,1,0,0,16,12,3,56,8,7,0,0,38.6,466,-2,1.0,0,0,0,0,0,1,0,0,0,0,3,0,1,1200,74.1,1,0,0,0,16,15,3,55,7,7,0,0,38.9,468,+4,0.1,0,0,0,0,0,1,0,0,0,0,2,0,1,1200,73.6,1,0,0,0,16,5,3,54,7,7,0,0,38.1,464,+4,0.3,0,0,0,0,0,0,0,1,0,0,6,0,1,1400,87.2,0,1,0,0,16,11,3,55,6,5,0,0,38.5,460,+4,1.4
ダイダラボッチ,16,678.8,0,1,1200,0,0,0,1,1,2,5,462,+8,1,0,0,3,53.0,0,0,0,0,1,0,0,0,0,0,14,0,1,1400,90.5,0,0,0,1,16,3,3,56,14,14,0,0,38.7,454,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
グラチダオン,12,58.0,0,1,1200,0,0,0,1,2,3,0,514,0,1,0,0,3,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
シュク,15,400.0,0,1,1200,0,0,0,1,2,4,0,454,0,1,0,0,3,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ミルトボード,9,32.9,0,1,1200,0,0,0,1,3,5,8,468,-8,1,0,0,3,56.0,0,0,0,0,0,1,0,0,0,0,7,0,1,1200,75.5,1,0,0,0,16,11,3,56,6,7,0,0,39.8,476,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
リョウクン,13,144.1,0,1,1200,0,0,0,1,3,6,10,440,+2,1,0,0,3,56.0,0,0,0,0,0,1,0,0,0,0,12,0,1,1200,75.8,1,0,0,0,16,6,3,55,3,4,0,0,39.9,438,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
コスモビッグハート,3,13.7,0,1,1200,0,0,0,1,4,7,8,474,-6,1,0,0,3,56.0,0,0,0,0,0,1,0,0,0,0,12,1,0,1600,96.3,1,0,0,0,16,9,3,56,4,5,8,0,37.8,480,-2,2.4,0,0,0,0,0,1,0,0,0,0,3,1,0,1600,96.9,1,0,0,0,15,4,3,55,2,1,1,0,35.9,482,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
キミワテンマ,6,4.2,0,1,1200,0,0,0,1,4,8,3,498,+6,1,0,0,3,54.0,0,0,0,0,1,0,0,0,0,0,5,0,1,1300,81.3,1,0,0,0,16,10,3,53,11,10,0,0,37.6,492,0,1.0,0,0,0,0,0,1,0,0,0,0,2,0,1,1200,73.4,1,0,0,0,16,7,3,53,9,6,0,0,37.8,492,+4,0.2,0,0,0,0,1,0,0,0,0,0,13,1,0,1400,84.1,1,0,0,0,18,14,3,55,2,2,0,0,37.0,488,+8,1.5,0,0,0,0,1,0,0,0,0,0,6,1,0,1400,83.1,1,0,0,0,18,4,3,55,16,16,0,0,33.9,480,+16,1.1,0,0,0,1,0,0,0,0,0,0,2,1,0,1000,56.4,1,0,0,0,16,4,3,54,0,0,0,0,33.7,464,-6,0.5
トリニティハート,14,38.1,0,1,1200,0,0,0,1,5,9,6,458,-2,0,1,0,3,54.0,0,0,0,0,0,0,1,0,0,0,17,1,0,2000,129.2,1,0,0,0,18,3,3,53,1,1,1,1,43.7,460,+4,6.1,0,0,0,0,0,1,0,0,0,0,12,1,0,1200,71.6,1,0,0,0,16,6,3,51,2,2,0,0,37.6,456,-10,1.6,0,0,0,1,0,0,0,0,0,0,14,1,0,1200,72.5,1,0,0,0,16,14,3,54,2,2,0,0,38.3,466,0,2.7,0,0,1,0,0,0,0,0,0,0,2,1,0,1200,70.6,1,0,0,0,12,7,3,54,2,2,0,0,35.5,466,-6,0.2,0,0,0,0,1,0,0,0,0,0,6,1,0,1600,98.5,1,0,0,0,12,4,3,54,2,2,0,0,35.5,472,0,1.7
ヴォルフスブルク,2,5.9,0,1,1200,0,0,0,1,5,10,3,460,+4,1,0,0,3,56.0,0,0,0,0,0,0,0,0,0,1,5,0,1,1000,60.6,0,1,0,0,14,10,3,56,6,6,0,0,37.1,456,-6,0.7,0,0,0,0,0,1,0,0,0,0,3,0,1,1200,73.5,1,0,0,0,16,3,3,56,4,4,0,0,38.6,462,+4,0.3,0,0,0,0,0,1,0,0,0,0,3,0,1,1200,73.6,1,0,0,0,16,1,3,55,4,3,0,0,38.4,458,+2,0.3,0,0,0,0,0,1,0,0,0,0,2,0,1,1200,74.1,1,0,0,0,16,9,3,52,3,3,0,0,39.9,456,+10,0.5,0,0,1,0,0,0,0,0,0,0,2,0,1,1150,70.6,1,0,0,0,16,5,3,52,5,3,0,0,38.2,446,+8,0.4
