馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ナンヨーオートヌ,8,65.5,1,0,1400,1,0,0,0,1,1,5,484,-6,1,0,0,3,55.0,0,0,0,0,0,0,1,0,0,0,7,1,0,1600,97.4,0,1,0,0,15,14,3,56,7,10,10,0,36.1,490,-2,0.7,0,0,0,0,0,0,0,1,0,0,14,0,1,1400,89.8,1,0,0,0,16,8,3,56,4,7,0,0,41.8,492,+8,3.8,0,0,0,0,0,0,0,0,1,0,8,1,0,1400,83.2,1,0,0,0,18,1,3,55,9,10,0,0,35.1,484,+4,1.1,0,0,0,0,0,0,0,1,0,0,9,1,0,1400,84.2,1,0,0,0,15,3,3,55,10,10,0,0,35.3,480,+4,1.1,0,0,0,1,0,0,0,0,0,0,6,1,0,1600,97.7,0,1,0,0,14,2,3,55,11,11,0,0,34.6,476,+8,1.3
アンリミット,1,3.1,1,0,1400,1,0,0,0,1,2,1,466,-8,0,1,0,3,54.0,0,0,0,0,0,0,0,0,1,0,5,1,0,1400,83.3,0,1,0,0,18,7,3,53,11,11,0,0,36.1,474,+2,0.2,0,0,0,0,0,0,1,0,0,0,2,1,0,1400,81.5,1,0,0,0,18,16,3,53,6,5,0,0,35.1,472,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
カランドリエ,18,205.0,1,0,1400,1,0,0,0,2,3,13,366,+2,0,1,0,3,51.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,1,0,1600,101.2,1,0,0,0,16,7,3,54,14,16,0,0,37.6,364,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ロンドンシーズン,6,2.0,1,0,1400,1,0,0,0,2,4,12,434,0,0,1,0,3,54.0,0,0,0,0,0,1,0,0,0,0,4,1,0,1600,97.0,1,0,0,0,16,1,3,54,1,1,1,0,35.2,434,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ドラゴンダナ,13,433.5,1,0,1400,1,0,0,0,3,5,6,474,+2,0,1,0,3,51.0,0,0,0,0,0,0,0,0,1,0,15,0,1,1400,88.5,1,0,0,0,16,6,3,51,16,15,0,0,38.6,472,-6,2.6,0,0,0,0,0,0,0,0,0,1,14,0,1,1700,113.4,0,1,0,0,15,3,3,54,6,7,9,12,43.2,478,+2,4.9,0,0,0,0,0,0,0,1,0,0,10,0,1,1400,89.1,0,1,0,0,16,2,3,54,16,15,0,0,38.7,476,-2,2.0,0,0,0,0,0,0,0,0,1,0,10,1,0,1400,83.6,1,0,0,0,18,11,3,54,10,10,0,0,36.4,478,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
アプルーヴァル,4,24.8,1,0,1400,1,0,0,0,3,6,19,500,-14,1,0,0,3,56.0,0,0,0,0,0,0,0,0,1,0,14,1,0,1800,110.8,1,0,0,0,16,14,3,55,6,7,0,0,37.2,514,-8,2.8,0,0,0,0,0,0,0,1,0,0,9,1,0,2000,125.4,1,0,0,0,13,3,3,55,9,9,8,7,35.4,522,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
リュニヴェール,3,32.2,1,0,1400,1,0,0,0,4,7,5,446,-2,0,1,0,3,54.0,0,0,0,0,0,0,0,0,1,0,5,1,0,1800,108.5,1,0,0,0,14,3,3,54,5,6,0,0,37.2,448,0,1.7,0,0,0,0,1,0,0,0,0,0,2,1,0,1600,97.3,1,0,0,0,15,5,3,54,7,7,0,0,35.7,448,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
マーティンルナ,11,560.7,1,0,1400,1,0,0,0,4,8,4,452,0,0,1,0,3,53.0,0,0,0,0,0,0,0,0,0,0,5,0,1,1400,92.4,1,0,0,0,9,3,3,54,5,5,6,5,40.5,452,-20,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,1,1400,87.9,0,0,1,0,15,11,3,54,10,10,0,0,38.3,472,-6,2.1,0,0,0,0,0,0,0,1,0,0,9,1,0,1600,102.0,0,0,0,1,16,4,3,54,5,5,0,0,38.8,478,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ニシノプログレス,14,37.4,1,0,1400,1,0,0,0,5,9,6,462,+4,1,0,0,3,56.0,0,0,0,0,0,0,0,0,1,0,11,0,1,1200,75.3,1,0,0,0,16,11,3,56,8,7,0,0,38.6,458,-14,2.2,0,0,0,0,0,0,0,0,0,1,7,1,0,1200,70.6,0,1,0,0,18,12,3,56,3,3,0,0,36.3,472,+8,1.2,0,0,0,0,0,0,1,0,0,0,3,1,0,1400,82.3,1,0,0,0,18,8,3,55,1,1,0,0,35.6,464,-2,0.6,0,0,0,0,0,0,0,1,0,0,8,1,0,1600,97.0,1,0,0,0,11,2,3,55,6,6,0,0,35.2,466,+8,1.3,0,0,0,0,0,0,0,0,1,0,3,1,0,1400,84.2,0,1,0,0,10,6,3,54,3,4,0,0,35.2,458,0,0.3
アオイチャン,15,381.8,1,0,1400,1,0,0,0,5,10,5,432,-6,0,1,0,3,54.0,0,0,0,0,0,0,0,0,1,0,16,0,1,1200,76.3,0,1,0,0,16,7,3,54,9,8,0,0,39.9,438,-2,3.9,0,0,0,0,0,0,0,0,0,0,5,0,1,1400,93.6,1,0,0,0,12,8,3,54,3,2,2,3,42.0,440,-16,2.0,0,0,0,0,0,0,0,0,1,0,13,0,1,1400,89.4,1,0,0,0,16,13,3,53,12,12,0,0,39.3,456,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ダーリング,9,38.8,1,0,1400,1,0,0,0,6,11,21,474,-6,0,1,0,3,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,1200,70.7,1,0,0,0,16,12,3,54,3,3,0,0,36.1,480,-4,0.7,0,0,0,1,0,0,0,0,0,0,3,1,0,1600,97.8,0,0,1,0,14,7,3,54,1,1,0,0,35.6,484,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
タガノラヴリー,10,511.3,1,0,1400,1,0,0,0,6,12,7,382,-2,0,1,0,3,54.0,0,0,0,0,0,0,0,0,1,0,12,1,0,2000,126.1,1,0,0,0,16,5,3,54,13,12,12,12,35.5,384,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
タガノライジン,7,66.0,1,0,1400,1,0,0,0,7,13,8,456,-10,1,0,0,3,56.0,0,0,0,0,0,0,0,1,0,0,10,0,1,1400,89.1,0,1,0,0,16,6,3,56,8,7,0,0,40.2,466,+2,4.1,0,0,0,0,0,0,0,0,1,0,10,1,0,1600,95.8,1,0,0,0,18,12,3,55,12,9,0,0,35.0,464,0,1.1,0,0,0,0,0,0,0,0,1,0,6,1,0,1400,83.0,1,0,0,0,18,2,3,55,12,15,0,0,34.7,464,+14,0.9,0,0,0,0,0,0,0,0,1,0,2,1,0,1400,82.4,1,0,0,0,7,2,3,54,2,2,0,0,34.8,450,-4,0.1,0,0,0,0,0,0,0,0,1,0,5,1,0,1600,97.6,1,0,0,0,10,7,3,54,3,2,0,0,34.5,454,0,0.8
コパノロビンソン,12,437.5,1,0,1400,1,0,0,0,7,14,5,432,+6,1,0,0,3,56.0,0,0,0,0,0,0,0,0,1,0,13,1,0,1800,109.8,1,0,0,0,14,7,3,56,11,11,0,0,37.4,426,-4,3.0,0,0,0,0,0,0,0,0,1,0,15,0,1,1800,120.2,1,0,0,0,15,15,3,56,7,7,7,10,40.3,430,-2,3.7,0,0,0,0,0,0,0,1,0,0,12,1,0,1600,97.8,1,0,0,0,16,4,3,56,15,15,0,0,36.0,432,0,1.3,0,0,0,0,0,0,0,1,0,0,16,1,0,1600,99.2,1,0,0,0,16,4,3,56,2,2,0,0,38.8,432,-6,3.1,0,0,0,0,0,0,1,0,0,0,9,1,0,1400,84.5,1,0,0,0,18,11,3,55,6,7,0,0,35.5,438,0,1.3
ナンゴクアイネット,5,8.8,1,0,1400,1,0,0,0,7,15,7,452,-4,0,1,0,3,54.0,0,0,0,0,0,0,0,0,0,1,4,1,0,1800,107.9,1,0,0,0,16,5,3,54,3,3,6,4,35.7,456,+8,0.3,0,0,0,0,0,0,0,0,1,0,4,1,0,1600,95.3,1,0,0,0,18,5,3,54,2,2,0,0,35.5,448,-4,0.6,0,0,0,0,0,0,0,0,1,0,5,1,0,1800,108.2,1,0,0,0,16,2,3,54,3,3,0,0,35.0,452,-10,0.2,0,0,0,0,0,0,0,0,1,0,2,1,0,1800,110.2,1,0,0,0,11,6,3,54,1,1,0,0,34.4,462,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ラルムドランジュ,2,5.9,1,0,1400,1,0,0,0,8,16,2,410,0,0,1,0,3,54.0,0,0,0,0,0,0,0,0,1,0,2,1,0,1600,94.3,1,0,0,0,18,8,3,54,2,2,0,0,34.3,410,+2,0.0,0,0,0,0,0,0,0,1,0,0,7,1,0,1600,97.2,1,0,0,0,16,8,3,54,4,3,0,0,37.0,408,-6,0.7,0,0,0,0,0,0,0,0,1,0,6,1,0,1800,109.2,1,0,0,0,18,8,3,54,4,6,0,0,34.8,414,+4,0.8,0,0,0,0,0,0,0,0,1,0,5,1,0,1600,95.7,1,0,0,0,13,11,3,54,7,8,0,0,35.0,410,-8,1.5,0,0,0,0,1,0,0,0,0,0,3,1,0,1400,83.9,0,1,0,0,18,14,3,54,6,5,0,0,34.5,418,0,0.3
ミヤビララ,16,265.2,1,0,1400,1,0,0,0,8,17,10,434,-16,0,1,0,3,54.0,0,0,0,0,0,0,0,1,0,0,14,1,0,1600,98.9,1,0,0,0,15,12,3,54,2,2,0,0,36.9,450,-2,2.0,0,0,0,0,0,0,0,1,0,0,7,1,0,1600,97.9,0,1,0,0,16,6,3,54,1,1,0,0,37.3,452,+8,1.0,0,0,0,0,0,0,0,0,1,0,11,1,0,1400,84.1,1,0,0,0,11,7,3,54,4,5,0,0,35.3,444,-4,1.2,0,0,0,1,0,0,0,0,0,0,10,1,0,1600,98.1,1,0,0,0,18,6,3,54,13,14,0,0,34.1,448,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
サワヤカタイド,17,240.7,1,0,1400,1,0,0,0,8,18,6,438,-6,1,0,0,3,56.0,0,0,0,0,0,0,0,0,1,0,8,1,0,1800,108.7,1,0,0,0,11,5,3,56,8,6,0,0,35.9,444,-2,2.2,0,0,0,0,0,0,0,1,0,0,7,1,0,1600,99.3,0,0,1,0,16,13,3,56,11,11,0,0,38.6,446,+8,0.9,0,0,0,0,0,0,0,1,0,0,8,1,0,1200,70.8,1,0,0,0,13,5,3,55,10,9,0,0,34.8,438,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
