馬名,着順,単オッズ,複オッズ小,複オッズ大,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ミッキースワロー,5,12.3,3.2,4.9,1,0,2000,1,0,0,0,1,1,9,474,-10,1,0,0,4,57.0,0,0,0,0,0,1,0,0,0,0,2,1,0,2200,133.6,1,0,0,0,11,3,4,56,9,9,3,3,34.8,484,+4,0.3,0,0,0,0,0,0,0,1,0,0,6,1,0,3000,199.7,0,0,0,1,18,12,4,57,11,11,11,3,40.5,480,-2,0.8,0,0,0,0,0,1,0,0,0,0,1,1,0,2200,132.7,1,0,0,0,15,5,4,56,8,6,6,6,33.4,482,-2,-0.3,0,0,1,0,0,0,0,0,0,0,3,1,0,1800,108.5,1,0,0,0,10,8,4,54,9,9,10,9,33.7,484,-4,0.0,0,0,0,0,0,0,0,1,0,0,5,1,0,2200,135.3,1,0,0,0,12,8,4,56,6,6,5,3,34.1,488,0,0.1
サトノダイヤモンド,7,4.0,1.4,2.0,1,0,2000,1,0,0,0,1,2,2,508,+2,1,0,0,5,57.0,0,0,0,0,0,0,1,0,0,0,3,1,0,2000,121.9,0,1,0,0,9,5,5,57,5,5,5,6,33.7,506,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,3200,192.7,1,0,0,0,17,15,5,58,7,7,7,5,35.0,506,0,0.2,0,0,0,0,0,0,0,0,1,0,1,1,0,3000,182.6,1,0,0,0,10,9,5,57,7,8,8,4,35.4,506,+4,-0.2
ヤマカツエース,4,38.5,5.2,8.4,1,0,2000,1,0,0,0,2,3,2,518,-4,1,0,0,6,57.0,0,0,0,0,0,0,1,0,0,0,4,1,0,2000,122.3,0,1,0,0,9,1,6,57,3,3,3,3,34.4,522,+12,0.7,0,0,0,0,0,1,0,0,0,0,10,1,0,2500,154.4,1,0,0,0,16,1,6,57,2,3,3,3,35.8,510,+4,0.8,0,0,0,0,1,0,0,0,0,0,8,1,0,2400,145.0,1,0,0,0,17,16,6,57,10,11,9,11,35.5,506,+2,1.3,0,0,0,0,1,0,0,0,0,0,11,1,0,2000,130.8,0,0,0,1,18,5,6,58,7,9,10,0,40.6,504,-4,2.5,1,0,0,0,0,0,0,0,0,0,3,1,0,2000,120.6,1,0,0,0,13,3,6,57,6,5,5,4,35.4,508,-6,0.2
シュヴァルグラン,13,9.2,2.4,3.6,1,0,2000,1,0,0,0,2,4,13,470,-4,1,0,0,6,57.0,0,0,0,0,0,1,0,0,0,0,3,1,0,2500,153.8,1,0,0,0,16,10,6,57,8,8,8,8,34.8,474,+4,0.2,0,0,0,0,1,0,0,0,0,0,1,1,0,2400,143.7,1,0,0,0,17,1,6,57,5,4,4,4,34.7,470,-2,-0.2,0,0,0,0,0,0,0,1,0,0,3,1,0,2400,143.1,1,0,0,0,15,3,6,57,14,14,9,6,34.0,472,+2,0.1,0,0,0,0,0,0,0,0,1,0,8,1,0,2200,132.6,0,1,0,0,11,5,6,58,1,1,1,1,36.9,470,+2,1.2,0,0,0,0,0,0,0,1,0,0,2,1,0,3200,192.7,1,0,0,0,17,6,6,58,5,5,4,3,35.2,468,-6,0.2
ペルシアンナイト,2,16.3,3.1,4.8,1,0,2000,1,0,0,0,3,5,4,482,0,1,0,0,4,57.0,0,0,0,0,0,1,0,0,0,0,5,1,0,1800,107.9,1,0,0,0,10,4,4,57,9,9,9,9,34.4,482,-6,0.3,0,0,0,0,0,0,0,1,0,0,1,1,0,1600,93.8,0,1,0,0,18,18,4,56,15,13,0,0,33.9,488,+12,0.0,0,0,0,0,1,0,0,0,0,0,5,1,0,1600,95.6,0,0,0,1,15,5,4,55,6,5,0,0,35.4,476,-2,0.8,0,0,0,0,1,0,0,0,0,0,7,1,0,2400,147.4,1,0,0,0,18,11,4,57,10,10,3,3,34.0,478,-2,0.5,0,0,0,0,0,1,0,0,0,0,2,1,0,2000,117.8,1,0,0,0,18,7,4,57,15,15,5,5,34.1,480,-2,0.0
スマートレイアー,9,69.0,7.4,11.9,1,0,2000,1,0,0,0,3,6,15,474,-2,0,1,0,8,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,0,2200,134.6,1,0,0,0,18,12,8,56,6,5,10,7,34.0,474,+4,0.3,0,0,0,0,0,0,0,1,0,0,1,1,0,2400,143.0,1,0,0,0,15,4,8,54,11,11,13,14,33.4,470,-6,-0.1,0,0,0,0,0,0,0,0,1,0,2,1,0,2000,119.4,1,0,0,0,10,8,8,54,5,5,5,5,33.6,476,+6,0.0,0,0,0,0,1,0,0,0,0,0,4,1,0,1600,94.1,0,1,0,0,17,2,8,55,2,2,0,0,34.0,470,-6,0.2
ゴールドアクター,16,80.6,11.2,18.2,1,0,2000,1,0,0,0,4,7,9,472,-18,1,0,0,7,57.0,0,0,0,0,0,1,0,0,0,0,11,1,0,2200,136.0,1,0,0,0,11,5,7,57,5,5,7,7,36.9,490,+2,2.7,0,0,0,0,0,0,0,0,1,0,2,1,0,2200,131.5,0,1,0,0,11,2,7,58,6,6,6,9,35.4,488,-6,0.1,0,0,0,0,0,0,0,1,0,0,7,1,0,3200,193.6,1,0,0,0,17,12,7,58,13,13,11,11,35.5,494,-4,1.1,0,0,0,0,0,1,0,0,0,0,5,1,0,2500,153.2,1,0,0,0,16,12,7,57,3,3,3,3,36.2,498,0,0.4,0,0,0,0,0,1,0,0,0,0,3,1,0,2500,152.7,1,0,0,0,16,2,7,57,3,3,3,3,35.7,498,-6,0.1
アルアイン,3,3.6,1.3,1.7,1,0,2000,1,0,0,0,4,8,6,516,-6,1,0,0,4,57.0,0,0,0,0,0,0,0,1,0,0,2,1,0,2200,136.5,0,0,1,0,10,10,4,57,5,5,6,4,36.2,522,+2,0.2,0,0,0,0,0,0,0,1,0,0,7,1,0,3000,199.7,0,0,0,1,18,16,4,57,9,10,7,3,40.6,520,-6,0.8,0,0,0,0,0,1,0,0,0,0,2,1,0,2200,133.0,1,0,0,0,15,7,4,56,5,5,5,4,33.8,526,+10,0.3,0,0,0,0,1,0,0,0,0,0,5,1,0,2400,147.2,1,0,0,0,18,7,4,57,3,3,5,5,33.7,516,-2,0.3,0,0,0,0,0,1,0,0,0,0,1,1,0,2000,117.8,1,0,0,0,18,11,4,57,3,4,5,5,34.2,518,-2,0.0
トリオンフ,8,19.4,4.1,6.6,1,0,2000,1,0,0,0,5,9,5,532,0,0,0,1,4,57.0,0,0,0,0,0,0,0,0,0,1,1,1,0,1800,106.1,1,0,0,0,16,13,4,54,6,5,3,2,34.2,532,-8,-0.4,0,0,0,0,0,0,0,1,0,0,1,1,0,2000,119.1,1,0,0,0,9,7,4,56,2,2,2,2,34.8,540,+6,-0.6,0,0,0,0,0,0,0,1,0,0,1,1,0,2000,122.8,0,0,1,0,10,4,4,55,3,3,3,1,34.2,534,0,-0.6,0,0,0,0,0,0,0,1,0,0,2,1,0,1800,107.7,1,0,0,0,13,2,4,54,4,2,0,0,35.6,534,+24,0.2,0,0,0,0,0,0,0,0,0,1,1,1,0,1800,108.3,1,0,0,0,11,10,4,54,4,4,3,2,35.2,510,0,-0.1
サトノノブレス,15,107.8,10.4,16.9,1,0,2000,1,0,0,0,5,10,2,510,0,1,0,0,8,57.0,0,0,0,0,0,0,1,0,0,0,2,1,0,2000,121.7,0,1,0,0,9,4,8,56,1,1,1,1,34.3,510,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,1,0,2000,119.7,1,0,0,0,16,10,8,56,6,6,6,6,35.2,512,+2,0.5,0,0,0,0,0,1,0,0,0,0,13,1,0,2500,154.8,1,0,0,0,16,12,8,57,7,5,3,8,37.8,510,-2,2.2
