馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ゼンノワスレガタミ,11,7.2,0,1,1800,1,0,0,0,1,1,1,468,0,1,0,0,4,55.0,0,0,0,0,0,0,0,1,0,0,1,0,1,1800,112.8,1,0,0,0,16,1,4,57,4,3,3,2,38.6,468,+2,-0.2,0,0,0,0,0,0,0,0,0,1,6,0,1,1700,106.9,1,0,0,0,15,13,4,56,6,6,5,3,38.4,466,-4,1.0,0,0,0,0,0,0,0,0,0,1,4,0,1,1700,105.0,0,1,0,0,14,5,4,56,2,2,4,5,37.7,470,-2,0.7,0,0,0,0,0,0,0,1,0,0,2,0,1,1900,119.6,1,0,0,0,15,12,4,55,3,3,5,3,37.8,472,+10,0.1,0,0,0,0,0,0,0,0,0,1,2,0,1,1700,106.1,1,0,0,0,11,10,4,54,3,3,3,3,37.5,462,-4,0.0
オルナ,15,111.8,0,1,1800,1,0,0,0,1,2,1,516,0,1,0,0,6,53.0,0,0,0,0,0,0,0,1,0,0,14,0,1,1900,121.9,1,0,0,0,15,7,6,57,3,3,3,2,41.7,516,+2,3.9,0,0,0,0,0,0,1,0,0,0,13,0,1,1800,114.5,0,1,0,0,15,8,6,57,10,10,11,12,37.9,514,-4,1.4,0,0,0,0,0,0,0,0,1,0,14,0,1,1800,114.5,1,0,0,0,16,1,6,57,8,8,9,9,39.1,518,+2,1.8,0,0,0,0,0,0,0,1,0,0,3,0,1,1800,112.8,1,0,0,0,12,10,6,57,2,2,2,1,37.5,516,0,0.8,0,0,0,0,0,0,0,0,1,0,1,0,1,1800,110.5,0,0,0,1,14,4,6,57,2,2,2,2,36.1,516,-2,-0.3
ホーリーブレイズ,10,25.3,0,1,1800,1,0,0,0,2,3,1,474,+8,1,0,0,4,55.0,0,0,0,0,0,0,0,1,0,0,8,0,1,1900,119.8,1,0,0,0,15,10,4,57,14,14,11,14,39.0,466,+4,1.8,0,0,0,0,0,0,0,0,1,0,4,0,1,1800,112.9,1,0,0,0,16,8,4,56,4,4,4,3,37.7,462,0,0.2,0,0,0,0,1,0,0,0,0,0,13,0,1,2100,130.4,0,0,0,1,16,5,4,54,15,13,13,16,35.9,462,0,1.3,0,0,0,0,0,0,0,1,0,0,2,0,1,1800,113.2,0,1,0,0,11,11,4,53,3,4,3,3,38.0,462,0,0.3,0,0,0,0,0,0,0,0,1,0,1,0,1,2000,126.0,1,0,0,0,10,1,4,56,6,5,6,5,36.9,462,-4,-0.1
クールオープニング,13,83.8,0,1,1800,1,0,0,0,2,4,11,474,+2,1,0,0,7,54.0,0,0,0,0,0,0,0,0,0,1,7,0,1,1700,105.0,0,1,0,0,16,16,7,54,14,14,15,15,37.0,472,-4,1.2,0,0,0,0,0,0,0,1,0,0,15,0,1,1400,85.5,0,1,0,0,16,9,7,57,14,14,0,0,37.1,476,0,1.5,0,0,0,0,0,0,1,0,0,0,7,0,1,1400,84.7,1,0,0,0,16,16,7,54,7,7,0,0,37.1,476,+12,0.6,0,0,0,0,1,0,0,0,0,0,14,0,1,2100,130.0,0,0,0,1,16,11,7,54,13,13,12,9,38.8,464,-4,1.5,0,0,0,0,0,0,0,0,1,0,7,0,1,1800,111.9,0,0,1,0,16,4,7,57,9,8,11,10,36.9,468,+8,1.0
クリノリトミシュル,4,6.9,0,1,1800,1,0,0,0,3,5,3,500,+4,0,1,0,5,55.0,0,0,0,0,0,0,0,0,1,0,7,0,1,1800,111.7,0,1,0,0,15,5,5,55,15,14,15,12,37.5,496,-2,0.5,0,0,0,0,0,1,0,0,0,0,6,0,1,1800,114.5,1,0,0,0,15,11,5,55,11,12,13,11,37.9,498,0,1.0,0,0,0,0,0,0,0,0,1,0,2,0,1,1800,112.8,1,0,0,0,16,2,5,55,16,16,14,14,36.8,498,+2,0.1,0,0,0,0,0,0,0,0,1,0,2,0,1,1800,113.0,1,0,0,0,11,8,5,55,8,8,7,8,36.2,496,-6,0.0,0,0,0,0,0,0,0,1,0,0,2,0,1,1800,110.9,1,0,0,0,12,11,5,55,9,9,10,10,36.7,502,0,0.2
メガオパールカフェ,14,107.3,0,1,1800,1,0,0,0,3,6,6,534,0,1,0,0,7,53.0,0,0,0,0,0,1,0,0,0,0,12,0,1,1800,116.0,1,0,0,0,15,10,7,57,11,12,11,15,39.6,534,-4,2.5,0,0,0,0,0,0,0,0,1,0,7,0,1,1800,113.2,1,0,0,0,16,7,7,57,12,12,13,11,37.4,538,-6,0.5,0,0,0,0,0,1,0,0,0,0,14,0,1,1800,115.1,0,1,0,0,16,13,7,53,14,13,3,5,38.5,544,-2,1.4,0,0,0,0,0,1,0,0,0,0,8,0,1,1800,113.2,1,0,0,0,16,1,7,57,13,13,12,12,37.9,546,+4,0.8,0,0,0,0,0,1,0,0,0,0,11,0,1,1800,115.1,1,0,0,0,16,15,7,53,9,9,9,11,39.1,542,-6,1.8
ウエスタンラムール,16,297.0,0,1,1800,1,0,0,0,4,7,3,462,+2,1,0,0,6,52.0,0,0,0,0,0,0,0,0,1,0,13,0,1,1800,113.5,0,1,0,0,15,6,6,57,4,4,4,5,40.4,460,-4,2.3,0,0,0,0,0,0,0,0,1,0,15,0,1,1200,72.7,0,1,0,0,15,7,6,57,11,11,0,0,36.9,464,+10,1.6,0,0,0,0,0,0,0,0,1,0,13,0,1,1400,85.1,1,0,0,0,15,11,6,57,13,13,0,0,36.7,454,+4,1.0,0,0,0,0,0,0,0,1,0,0,11,0,1,1200,71.6,0,0,1,0,16,15,6,57,14,14,0,0,35.3,450,-8,1.1,0,0,0,0,0,0,0,1,0,0,6,0,1,1400,84.9,1,0,0,0,16,16,6,53,12,14,0,0,36.1,458,+8,1.1
アンデスクイーン,1,8.8,0,1,1800,1,0,0,0,4,8,3,484,0,0,1,0,4,52.0,0,0,0,0,0,0,0,0,1,0,6,0,1,1800,111.5,0,1,0,0,15,7,4,55,9,8,9,9,37.9,484,+4,0.3,0,0,0,0,0,1,0,0,0,0,8,0,1,1800,114.8,1,0,0,0,15,7,4,55,15,15,15,11,38.1,480,0,1.3,0,0,0,0,0,0,0,0,0,0,6,0,1,1800,114.2,1,0,0,0,9,4,4,51,2,2,2,3,40.2,480,-2,2.4,0,0,0,0,0,0,0,1,0,0,1,0,1,1800,111.0,1,0,0,0,14,1,4,53,9,10,7,5,36.4,482,+4,-0.2,0,0,0,0,0,0,0,1,0,0,5,0,1,1800,111.7,0,0,1,0,16,10,4,52,12,12,11,11,38.3,478,-4,0.4
エバーキュート,8,186.8,0,1,1800,1,0,0,0,5,9,8,448,-2,0,1,0,6,52.0,0,0,0,0,0,1,0,0,0,0,6,0,1,1800,114.0,0,1,0,0,16,7,6,52,9,9,8,6,37.8,450,+6,1.7,0,0,0,0,0,0,0,1,0,0,16,0,1,1800,116.3,0,0,0,1,16,16,6,52,5,6,8,10,44.1,444,-10,6.2,0,0,0,0,0,1,0,0,0,0,7,0,1,1800,113.7,1,0,0,0,15,4,6,52,14,14,14,10,39.2,454,+6,1.3,0,0,0,0,0,0,1,0,0,0,14,0,1,1400,84.6,1,0,0,0,15,13,6,55,11,11,0,0,37.1,448,0,1.8,0,0,0,0,0,0,0,1,0,0,11,0,1,1800,112.6,1,0,0,0,16,8,6,53,15,15,15,16,38.4,448,0,2.2
ナムラヘラクレス,7,11.4,0,1,1800,1,0,0,0,5,10,9,486,-4,1,0,0,4,55.0,0,0,0,0,0,0,0,0,1,0,1,0,1,1800,111.8,1,0,0,0,12,11,4,56,2,2,2,2,38.0,490,-2,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,1800,112.9,0,1,0,0,11,10,4,56,4,4,3,2,37.8,492,+2,0.0,0,0,0,0,0,0,0,1,0,0,2,0,1,1800,113.4,0,1,0,0,15,9,4,56,2,2,1,1,38.7,490,-2,0.0,0,0,0,0,0,0,0,1,0,0,4,0,1,1800,114.3,0,1,0,0,14,11,4,56,2,2,1,1,39.2,492,+10,0.9,0,0,0,0,0,0,0,0,1,0,8,0,1,1800,115.3,0,1,0,0,16,2,4,56,3,3,3,6,40.7,482,+8,2.3
