馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
セイリスペクト,8,3.3,0,1,1800,1,0,0,0,1,1,1,474,+10,1,0,0,3,56.0,0,0,0,1,0,0,0,0,0,0,2,0,1,1800,114.6,1,0,0,0,15,5,3,53,1,1,1,1,38.0,464,-4,0.1,0,0,0,0,0,0,0,0,1,0,6,0,1,1800,115.5,0,0,1,0,16,13,3,56,2,3,5,5,39.6,468,0,0.9,0,0,0,0,0,0,1,0,0,0,3,0,1,1800,116.5,0,1,0,0,13,13,3,56,4,5,4,4,39.1,468,-4,1.7,0,0,0,0,0,0,0,0,1,0,2,0,1,1800,117.3,1,0,0,0,15,3,3,56,1,1,1,1,38.0,472,-8,0.8,0,0,0,0,0,0,0,0,1,0,11,0,1,1800,118.2,0,1,0,0,16,3,3,55,9,8,9,13,40.3,480,+6,2.9
アエラス,14,53.6,0,1,1800,1,0,0,0,1,2,4,476,0,1,0,0,3,56.0,0,0,0,0,0,0,0,1,0,0,17,1,0,1800,110.8,1,0,0,0,18,9,3,56,16,16,0,0,36.8,476,-2,2.8,0,0,0,0,1,0,0,0,0,0,9,1,0,1600,98.5,1,0,0,0,15,9,3,56,11,12,0,0,36.3,478,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
メイショウシンバ,15,263.0,0,1,1800,1,0,0,0,2,3,5,530,+8,1,0,0,3,56.0,0,0,0,0,0,0,0,0,1,0,11,0,1,1800,116.0,0,0,0,1,16,8,3,55,11,11,13,13,39.9,522,-2,4.4,0,0,0,0,0,0,0,0,1,0,13,0,1,1200,76.7,1,0,0,0,16,1,3,53,12,13,0,0,38.4,524,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ガッツィーソート,2,2.6,0,1,1800,1,0,0,0,2,4,2,500,+2,1,0,0,3,56.0,0,0,0,1,0,0,0,0,0,0,3,0,1,1800,115.5,1,0,0,0,15,11,3,56,3,4,3,3,38.2,498,-4,0.3,0,0,0,0,0,0,0,0,1,0,2,0,1,1800,115.5,1,0,0,0,16,14,3,56,6,6,4,4,39.4,502,-10,0.2,0,0,0,0,0,0,0,1,0,0,4,0,1,1800,117.6,0,1,0,0,13,6,3,56,8,7,10,8,39.8,512,-4,1.4,0,0,0,0,0,0,0,1,0,0,5,0,1,1800,117.3,0,1,0,0,13,6,3,56,2,2,2,2,39.2,516,+4,0.8,0,0,0,0,0,0,0,0,1,0,7,0,1,1800,116.7,1,0,0,0,12,5,3,55,12,12,12,11,38.9,512,+14,2.3
タマモキンバリー,5,116.3,0,1,1800,1,0,0,0,3,5,2,430,0,1,0,0,3,54.0,0,0,0,0,0,0,0,1,0,0,7,0,1,1800,116.5,1,0,0,0,16,11,3,53,1,2,4,5,39.7,430,+8,1.9,0,0,0,0,0,0,0,0,0,1,8,0,1,1700,111.0,1,0,0,0,16,9,3,56,11,12,14,12,40.2,422,-8,4.1,0,0,0,0,0,0,1,0,0,0,14,1,0,1400,85.2,0,1,0,0,18,11,3,56,18,18,0,0,35.6,430,+4,2.1,0,0,0,0,0,0,0,1,0,0,11,1,0,1800,113.2,0,1,0,0,12,10,3,55,5,11,0,0,37.8,426,-2,3.3,0,0,0,0,0,0,0,1,0,0,8,1,0,1800,114.7,0,0,1,0,12,12,3,55,6,6,0,0,39.4,428,+2,2.1
スズカミサイル,12,14.1,0,1,1800,1,0,0,0,3,6,2,484,-8,1,0,0,3,56.0,0,0,0,1,0,0,0,0,0,0,9,0,1,1800,117.6,1,0,0,0,15,14,3,56,11,11,8,8,39.8,492,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
サンライズローリエ,4,101.9,0,1,1800,1,0,0,0,4,7,1,464,0,1,0,0,3,55.0,0,0,0,1,0,0,0,0,0,0,13,1,0,1800,108.8,1,0,0,0,16,16,3,55,11,10,0,0,35.5,464,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スピンドクター,7,7.0,0,1,1800,1,0,0,0,4,8,0,460,0,0,0,1,3,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
エメラルドプラバ,11,157.5,0,1,1800,1,0,0,0,5,9,9,448,+2,0,1,0,3,54.0,0,0,0,0,0,0,1,0,0,0,11,1,0,2200,139.7,0,1,0,0,15,1,3,54,12,12,14,13,36.5,446,-2,2.6,0,0,0,0,0,0,0,0,0,1,13,1,0,2000,121.9,1,0,0,0,18,4,3,54,11,11,10,9,37.1,448,-4,1.6,0,0,0,0,0,0,0,1,0,0,10,1,0,1600,98.1,1,0,0,0,16,9,3,54,15,15,0,0,36.6,452,-2,2.0,0,0,0,0,0,0,0,1,0,0,14,0,1,1400,89.9,0,1,0,0,16,8,3,54,11,11,0,0,40.7,454,-6,4.1,1,0,0,0,0,0,0,0,0,0,10,1,0,1200,73.8,1,0,0,0,12,7,3,54,11,10,0,0,36.8,460,0,2.2
ビップフェリックス,9,17.2,0,1,1800,1,0,0,0,5,10,1,458,-8,1,0,0,3,56.0,0,0,0,0,0,0,0,1,0,0,9,0,1,1800,116.7,1,0,0,0,15,3,3,56,9,7,7,5,40.3,466,-6,2.1,0,0,1,0,0,0,0,0,0,0,3,0,1,1700,107.9,1,0,0,0,15,4,3,53,14,14,13,9,38.6,472,+16,0.4,0,0,0,0,0,0,0,1,0,0,3,0,1,1800,116.9,0,1,0,0,16,4,3,55,6,7,7,7,40.1,456,+2,0.2,0,0,0,0,0,0,0,1,0,0,6,0,1,1800,116.5,0,1,0,0,13,9,3,55,6,6,6,4,38.6,454,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
