馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
イチネンプリンス,9,27.7,0,1,1400,1,0,0,0,1,1,9,454,-4,1,0,0,3,56.0,0,0,0,0,0,0,0,1,0,0,6,0,1,1800,115.0,1,0,0,0,10,6,3,55,8,7,7,7,39.4,458,+2,1.1,0,0,0,0,0,0,0,0,1,0,1,0,1,1400,87.2,1,0,0,0,16,1,3,55,9,9,0,0,38.4,456,-2,0.0,0,0,0,0,0,0,0,1,0,0,3,0,1,1400,86.4,1,0,0,0,10,7,3,54,7,7,0,0,38.0,458,+4,0.6,0,0,0,0,0,0,0,1,0,0,3,0,1,1400,87.1,1,0,0,0,10,6,3,54,5,5,0,0,39.0,454,+4,0.1,0,0,0,0,0,0,0,0,1,0,6,0,1,1800,115.9,0,1,0,0,12,5,3,54,11,10,8,6,38.5,450,0,1.2
ブルベアルッコラ,6,43.8,0,1,1400,1,0,0,0,2,2,2,466,-6,1,0,0,3,56.0,0,0,0,0,0,0,0,0,1,0,5,0,1,1400,85.9,1,0,0,0,10,5,3,56,7,6,0,0,36.5,472,+2,1.4,0,0,0,0,0,0,0,1,0,0,6,0,1,1200,73.6,0,1,0,0,15,13,3,56,14,13,0,0,36.6,470,0,0.5,0,0,0,0,0,0,0,1,0,0,10,1,0,1200,70.9,1,0,0,0,12,10,3,56,9,10,0,0,34.4,470,-2,0.5,0,0,0,0,0,1,0,0,0,0,7,1,0,1200,70.1,1,0,0,0,16,14,3,56,13,11,0,0,35.4,472,+6,0.5,0,0,0,0,0,0,0,1,0,0,1,0,1,1200,73.5,1,0,0,0,14,10,3,55,13,12,0,0,36.3,466,-4,0.0
マイネルレヴリー,15,165.9,0,1,1400,1,0,0,0,2,3,2,452,+4,1,0,0,3,56.0,0,0,0,0,0,0,0,0,1,0,7,0,1,1400,86.6,1,0,0,0,10,4,3,56,7,8,0,0,37.3,448,-4,2.1,0,0,0,0,0,1,0,0,0,0,9,0,1,1200,73.2,0,1,0,0,14,9,3,56,14,14,0,0,37.2,452,+4,1.5,0,0,0,0,0,1,0,0,0,0,1,0,1,1200,73.5,1,0,0,0,16,10,3,55,9,7,0,0,38.4,448,-6,0.0,0,0,0,0,1,0,0,0,0,0,7,0,1,1600,100.4,0,1,0,0,16,10,3,55,2,2,0,0,39.0,454,+2,2.0,0,0,0,0,1,0,0,0,0,0,5,0,1,1600,101.0,1,0,0,0,16,4,3,55,9,13,0,0,38.3,452,-6,1.2
ソフトポジション,8,212.2,0,1,1400,1,0,0,0,3,4,1,448,-12,1,0,0,3,56.0,0,0,0,0,0,0,0,0,0,1,13,1,0,1200,69.6,1,0,0,0,18,4,3,56,6,8,0,0,36.3,460,+2,1.3,0,0,0,0,0,0,0,0,0,0,5,0,1,1000,62.2,0,1,0,0,6,1,3,56,4,4,0,0,38.0,458,0,1.6,0,0,0,0,0,0,0,0,0,0,1,0,1,1000,60.5,0,0,1,0,7,3,3,55,3,3,0,0,36.7,458,+2,-0.8,0,0,0,0,0,0,0,0,0,0,9,0,1,1200,77.2,0,1,0,0,9,8,3,55,4,3,0,0,42.0,456,-6,2.6,0,0,0,0,0,0,0,0,0,0,7,0,1,1200,74.8,0,0,1,0,8,3,3,54,8,8,0,0,38.6,462,+4,0.9
マッスルマサムネ,12,45.2,0,1,1400,1,0,0,0,3,5,2,488,-8,1,0,0,3,56.0,0,0,0,0,0,0,0,0,1,0,8,0,1,1400,86.7,1,0,0,0,10,1,3,56,9,8,0,0,37.0,496,+4,2.2,0,0,0,0,0,0,0,1,0,0,16,0,1,1400,90.3,0,1,0,0,16,1,3,56,1,1,0,0,43.1,492,+8,4.7,0,0,0,0,0,0,0,1,0,0,5,0,1,1400,85.3,0,0,0,1,13,7,3,55,5,5,0,0,38.5,484,-2,1.9,0,0,0,0,0,0,0,1,0,0,1,0,1,1400,84.9,0,0,1,0,11,5,3,55,1,1,0,0,36.7,486,+6,-0.5,0,0,0,0,0,0,1,0,0,0,2,0,1,1200,73.1,1,0,0,0,15,7,3,54,1,1,0,0,37.5,480,-2,0.5
アンフィニスター,13,248.6,0,1,1400,1,0,0,0,4,6,1,510,-6,0,1,0,3,54.0,0,0,0,0,0,0,0,0,1,0,14,0,1,1800,116.4,1,0,0,0,16,1,3,54,11,11,14,16,40.4,516,-8,3.7,0,0,0,0,0,0,0,1,0,0,1,0,1,1800,116.5,0,1,0,0,10,2,3,54,6,6,7,4,38.3,524,-6,-0.1,0,0,0,0,0,0,0,1,0,0,3,0,1,1800,118.3,0,1,0,0,10,4,3,54,9,9,9,6,39.1,530,-8,0.6,0,0,0,0,0,0,0,1,0,0,12,1,0,2000,126.1,1,0,0,0,15,12,3,54,14,14,14,13,35.1,538,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ノボマハロ,11,18.3,0,1,1400,1,0,0,0,4,7,2,530,+8,1,0,0,3,56.0,0,0,0,0,0,1,0,0,0,0,1,0,1,1200,72.7,1,0,0,0,16,7,3,56,9,6,0,0,36.9,522,+8,-0.1,0,0,0,0,0,0,0,1,0,0,5,0,1,1200,76.3,0,1,0,0,16,4,3,56,13,11,0,0,37.8,514,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スーサンドン,7,13.8,0,1,1400,1,0,0,0,5,8,2,470,-8,1,0,0,3,56.0,0,0,0,0,0,0,0,0,0,1,4,0,1,1700,107.0,1,0,0,0,16,10,3,56,11,11,7,6,37.9,478,-12,0.8,0,0,0,0,0,0,0,1,0,0,7,1,0,1800,110.0,1,0,0,0,10,2,3,56,10,10,0,0,35.7,490,+6,1.2,0,0,0,0,0,0,0,0,1,0,7,1,0,1600,95.7,1,0,0,0,9,2,3,55,6,6,0,0,33.8,484,+4,0.9,0,0,0,0,0,0,0,0,1,0,8,1,0,1400,82.4,1,0,0,0,9,5,3,55,2,2,0,0,36.0,480,0,0.8,0,0,0,0,0,0,0,1,0,0,8,0,1,1800,112.2,0,0,1,0,13,5,3,55,3,3,3,3,37.5,480,0,1.2
コスモビスティー,5,40.9,0,1,1400,1,0,0,0,5,9,4,472,+2,1,0,0,3,56.0,0,0,0,0,1,0,0,0,0,0,1,0,1,1300,80.3,1,0,0,0,16,11,3,56,3,4,0,0,37.1,470,-4,-0.5,0,0,0,0,0,1,0,0,0,0,4,0,1,1200,73.5,0,1,0,0,16,8,3,56,10,7,0,0,38.1,474,0,0.7,0,0,0,0,0,1,0,0,0,0,2,0,1,1200,73.4,1,0,0,0,16,9,3,55,5,4,0,0,38.0,474,+2,0.1,0,0,0,0,0,1,0,0,0,0,3,0,1,1200,73.6,1,0,0,0,16,4,3,55,4,4,0,0,39.2,472,+2,0.4,0,0,1,0,0,0,0,0,0,0,4,0,1,1150,70.7,1,0,0,0,16,16,3,55,2,2,0,0,38.6,470,+2,0.5
グローリーグローリ,10,5.3,0,1,1400,1,0,0,0,6,10,6,480,-2,1,0,0,3,56.0,0,0,0,0,0,0,1,0,0,0,2,0,1,1400,86.0,0,1,0,0,16,5,3,56,11,7,0,0,38.2,482,-6,0.0,0,0,0,0,0,0,0,1,0,0,2,0,1,1400,86.2,0,1,0,0,16,6,3,56,10,7,0,0,38.2,488,+4,0.6,0,0,0,0,0,0,1,0,0,0,1,0,1,1400,86.6,1,0,0,0,16,10,3,55,11,10,0,0,37.5,484,-4,-0.6,0,0,0,0,0,0,0,1,0,0,5,0,1,1400,87.0,0,1,0,0,16,6,3,55,11,11,0,0,37.8,488,+10,1.2,0,0,0,0,0,0,0,0,1,0,7,0,1,1800,116.2,0,1,0,0,10,10,3,54,3,3,2,3,38.9,478,-16,1.7
