馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ライムチャン,16,12.6,1,0,1400,1,0,0,0,1,1,3,486,+4,0,1,0,5,55.0,0,0,1,0,0,0,0,0,0,0,9,0,1,1700,109.7,1,0,0,0,15,6,5,54,3,3,2,2,41.5,482,-6,1.0,0,0,1,0,0,0,0,0,0,0,4,0,1,1700,108.1,1,0,0,0,14,5,5,54,6,7,3,1,40.3,488,+10,0.3,0,0,0,0,0,0,1,0,0,0,8,0,1,1800,115.2,1,0,0,0,16,11,5,55,5,5,2,2,39.6,478,+2,1.3,0,0,1,0,0,0,0,0,0,0,4,0,1,1700,107.0,1,0,0,0,15,10,5,55,3,3,2,2,39.5,476,-4,0.0,0,0,1,0,0,0,0,0,0,0,2,0,1,1700,106.9,0,1,0,0,15,15,5,55,4,6,5,2,39.0,480,-2,0.2
ハイヤーアプシス,4,84.5,1,0,1400,1,0,0,0,1,2,7,424,+10,0,1,0,4,55.0,0,0,0,0,0,0,1,0,0,0,14,1,0,1600,97.2,1,0,0,0,16,10,4,54,7,12,12,0,35.9,414,-4,1.5,0,0,0,0,0,0,1,0,0,0,13,1,0,1400,81.8,1,0,0,0,18,8,4,54,7,6,0,0,35.4,418,+8,1.0,0,0,0,1,0,0,0,0,0,0,1,1,0,1200,69.4,0,0,1,0,18,4,4,54,9,9,0,0,35.2,410,+2,-0.1,0,1,0,0,0,0,0,0,0,0,8,1,0,1200,70.1,1,0,0,0,16,15,4,54,9,10,0,0,35.1,408,0,0.4,0,0,0,0,1,0,0,0,0,0,7,1,0,1600,95.1,1,0,0,0,18,6,4,54,4,5,0,0,35.7,408,-2,0.8
ヴァイスジーニー,7,17.5,1,0,1400,1,0,0,0,2,3,3,516,+4,1,0,0,4,57.0,0,0,0,0,0,1,0,0,0,0,4,1,0,1600,95.1,1,0,0,0,16,8,4,57,10,11,11,0,34.5,512,+8,0.4,0,0,0,0,0,0,0,0,1,0,9,1,0,2000,121.0,1,0,0,0,16,10,4,56,13,14,14,14,35.8,504,-14,0.8,0,0,0,0,1,0,0,0,0,0,13,1,0,1600,96.6,0,1,0,0,16,9,4,53,8,8,0,0,35.7,518,+8,1.4,0,0,0,0,0,0,1,0,0,0,10,1,0,1400,82.4,1,0,0,0,18,4,4,56,17,17,0,0,34.2,510,+6,1.1,0,0,1,0,0,0,0,0,0,0,8,1,0,1200,69.0,1,0,0,0,14,8,4,54,13,13,0,0,33.7,504,+2,0.3
マサノヒロイン,1,17.9,1,0,1400,1,0,0,0,2,4,20,488,+20,0,1,0,5,55.0,0,0,0,0,0,0,1,0,0,0,18,1,0,2200,134.7,1,0,0,0,18,5,5,55,12,10,7,9,37.8,468,-4,1.8,0,0,1,0,0,0,0,0,0,0,11,1,0,2000,121.6,1,0,0,0,16,15,5,55,14,14,16,16,35.0,472,-8,0.9,0,0,0,0,1,0,0,0,0,0,10,1,0,1800,108.5,1,0,0,0,12,8,5,55,6,6,7,0,36.0,480,+12,1.6,0,0,0,0,1,0,0,0,0,0,1,1,0,2000,119.8,1,0,0,0,8,5,5,54,8,8,7,0,34.1,468,0,-0.2,0,0,0,0,1,0,0,0,0,0,1,1,0,2000,122.4,1,0,0,0,18,17,5,54,17,16,14,0,33.9,468,0,-0.2
セイウンキラビヤカ,11,26.3,1,0,1400,1,0,0,0,3,5,3,480,-2,0,1,0,4,53.0,0,0,0,0,0,1,0,0,0,0,6,1,0,1600,95.3,1,0,0,0,16,16,4,53,6,6,8,0,35.2,482,-4,0.6,0,0,1,0,0,0,0,0,0,0,9,0,1,1700,109.1,1,0,0,0,15,3,4,49,1,1,1,2,41.4,486,+10,3.0,0,0,0,0,1,0,0,0,0,0,12,0,1,1600,97.5,0,0,1,0,16,13,4,54,8,8,0,0,38.4,476,+10,1.7,0,0,0,0,0,1,0,0,0,0,11,1,0,1600,96.4,1,0,0,0,16,10,4,54,14,13,15,0,36.9,466,-10,1.7,0,0,0,0,1,0,0,0,0,0,14,1,0,1600,96.0,1,0,0,0,16,14,4,54,2,2,0,0,36.8,476,+4,2.8
サウンドストリート,5,4.0,1,0,1400,1,0,0,0,3,6,3,450,-6,1,0,0,4,57.0,0,0,1,0,0,0,0,0,0,0,2,1,0,1200,70.5,1,0,0,0,16,4,4,57,11,10,0,0,35.3,456,-8,0.3,0,0,0,0,1,0,0,0,0,0,7,0,1,1300,80.6,1,0,0,0,16,3,4,57,4,3,0,0,38.1,464,+4,1.6,0,0,0,0,0,0,1,0,0,0,3,0,1,1200,72.9,1,0,0,0,16,14,4,56,6,4,0,0,36.7,460,+4,0.2,0,0,0,0,0,0,1,0,0,0,7,0,1,1200,73.5,1,0,0,0,16,11,4,56,14,14,0,0,36.7,456,-4,0.7,0,0,0,0,1,0,0,0,0,0,6,0,1,1300,78.3,0,0,0,1,16,5,4,55,1,1,0,0,36.8,460,0,1.3
カトルラポール,3,6.2,1,0,1400,1,0,0,0,4,7,2,476,+6,0,1,0,5,55.0,0,0,1,0,0,0,0,0,0,0,5,1,0,1200,69.9,1,0,0,0,14,2,5,52,6,7,0,0,35.1,470,-4,0.3,0,0,1,0,0,0,0,0,0,0,2,1,0,1200,70.0,1,0,0,0,16,4,5,52,6,5,0,0,35.6,474,0,0.3,0,0,0,0,0,0,1,0,0,0,5,1,0,1400,83.8,0,1,0,0,18,7,5,55,8,8,0,0,35.0,474,-6,0.5,0,0,0,0,0,0,0,0,0,1,12,1,0,1200,69.9,0,1,0,0,18,18,5,55,9,9,0,0,35.5,480,+10,1.1,0,0,0,0,0,0,1,0,0,0,3,1,0,1400,82.3,1,0,0,0,18,1,5,52,4,3,0,0,35.7,470,-2,0.3
ネームユアポイズン,6,7.0,1,0,1400,1,0,0,0,4,8,8,462,+2,0,0,1,4,57.0,0,0,0,0,0,0,1,0,0,0,6,1,0,1400,84.0,0,1,0,0,18,13,4,57,15,13,0,0,34.7,460,-14,0.7,0,0,1,0,0,0,0,0,0,0,9,1,0,1800,108.7,1,0,0,0,14,14,4,55,14,14,12,12,36.2,474,-8,1.4,0,0,1,0,0,0,0,0,0,0,5,1,0,1800,107.3,1,0,0,0,16,4,4,54,15,15,9,7,35.1,482,+2,0.4,0,0,0,0,1,0,0,0,0,0,4,1,0,2000,124.6,0,0,1,0,10,4,4,56,8,7,6,0,35.0,480,-2,0.5,0,0,0,0,0,1,0,0,0,0,1,1,0,1800,110.7,1,0,0,0,16,15,4,56,12,13,2,2,35.9,482,+6,-0.3
オールイン,13,135.9,1,0,1400,1,0,0,0,5,9,1,438,-6,1,0,0,4,57.0,0,0,0,0,1,0,0,0,0,0,13,0,1,1400,87.2,1,0,0,0,15,16,4,57,1,1,0,0,39.0,444,+12,1.8,0,0,0,0,0,0,1,0,0,0,16,0,1,1400,87.0,1,0,0,0,16,15,4,56,11,11,0,0,38.0,432,-4,1.7,0,0,1,0,0,0,0,0,0,0,10,0,1,1700,107.7,0,1,0,0,15,1,4,52,6,6,9,9,38.2,436,-6,1.2,0,0,0,1,0,0,0,0,0,0,15,0,1,1200,73.8,0,0,0,1,15,14,4,52,8,7,0,0,38.6,442,-2,2.4,0,0,0,0,1,0,0,0,0,0,6,0,1,1400,83.8,0,1,0,0,16,8,4,55,8,8,0,0,36.7,444,+6,0.6
ブラディーリッパー,15,43.9,1,0,1400,1,0,0,0,5,10,3,498,+12,0,1,0,4,55.0,0,0,1,0,0,0,0,0,0,0,7,1,0,1200,71.1,1,0,0,0,16,16,4,55,10,10,0,0,36.1,486,-18,0.9,0,0,0,0,0,0,0,0,0,1,13,1,0,1200,70.5,0,1,0,0,18,6,4,55,5,5,0,0,36.7,504,+4,1.7,0,0,0,0,0,1,0,0,0,0,10,1,0,1200,69.3,1,0,0,0,16,13,4,53,13,11,0,0,33.9,500,+4,1.0,0,0,0,1,0,0,0,0,0,0,5,1,0,1400,81.5,1,0,0,0,18,11,4,53,4,3,0,0,35.6,496,0,0.2,0,0,0,1,0,0,0,0,0,0,11,1,0,1200,69.7,0,1,0,0,18,10,4,52,10,10,0,0,35.5,496,+8,1.0
