馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ニシノシノブ,2,22.9,1,0,1200,0,1,0,0,1,1,9,436,-4,0,1,0,3,54.0,0,0,0,0,1,0,0,0,0,0,15,0,1,1300,82.0,0,0,0,1,16,14,3,54,10,9,0,0,38.3,440,0,2.4,0,0,0,0,0,1,0,0,0,0,5,0,1,1200,74.9,1,0,0,0,16,13,3,54,8,8,0,0,39.6,440,+4,1.7,0,0,0,0,0,0,1,0,0,0,12,1,0,1200,71.0,1,0,0,0,18,11,3,54,6,6,0,0,36.1,436,+2,1.0,0,0,0,0,1,0,0,0,0,0,9,1,0,1400,83.6,1,0,0,0,18,2,3,51,1,1,0,0,36.7,434,-2,1.1,0,0,0,0,0,1,0,0,0,0,7,1,0,1200,70.3,1,0,0,0,14,4,3,51,2,3,0,0,36.6,436,+4,1.0
サンドラフラッシュ,5,19.4,1,0,1200,0,1,0,0,1,2,20,418,+4,0,1,0,3,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,1,0,1600,96.7,1,0,0,0,18,3,3,54,12,13,0,0,36.3,414,-2,2.8,0,0,0,1,0,0,0,0,0,0,9,1,0,1800,109.9,1,0,0,0,13,9,3,54,3,3,0,0,35.8,416,+6,1.3,0,0,0,1,0,0,0,0,0,0,4,1,0,1600,97.0,1,0,0,0,9,5,3,54,6,7,0,0,35.3,410,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
アイアムヒメ,1,2.1,1,0,1200,0,1,0,0,2,3,3,452,+10,0,1,0,3,53.0,0,0,0,0,0,0,1,0,0,0,3,1,0,1400,82.3,1,0,0,0,18,7,3,53,9,8,0,0,35.7,442,-12,0.8,0,0,0,0,0,1,0,0,0,0,7,1,0,1600,96.6,1,0,0,0,16,2,3,54,12,11,11,0,35.4,454,-6,1.0,0,0,0,0,0,1,0,0,0,0,5,0,1,1200,74.0,1,0,0,0,16,13,3,54,7,6,0,0,39.1,460,-2,0.5,0,0,0,0,1,0,0,0,0,0,11,0,1,1600,101.6,1,0,0,0,16,15,3,54,2,2,0,0,41.4,462,+2,3.7,0,0,0,0,1,0,0,0,0,0,2,1,0,1600,96.1,1,0,0,0,16,10,3,54,8,8,0,0,34.5,460,0,0.6
スイートハート,16,18.2,1,0,1200,0,1,0,0,2,4,0,426,0,0,1,0,3,51.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
デックテープ,11,268.2,1,0,1200,0,1,0,0,3,5,11,430,+4,0,1,0,3,51.0,0,0,0,0,0,0,1,0,0,0,15,1,0,1400,85.8,1,0,0,0,18,8,3,51,15,13,0,0,37.3,426,-4,1.8,0,0,1,0,0,0,0,0,0,0,13,0,1,1700,113.7,0,1,0,0,13,3,3,51,11,11,13,13,42.4,430,-12,4.2,0,0,0,0,1,0,0,0,0,0,12,1,0,1600,102.8,0,0,1,0,18,4,3,51,3,4,0,0,35.9,442,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヴィアプライド,13,127.3,1,0,1200,0,1,0,0,3,6,12,504,0,1,0,0,3,56.0,0,0,0,0,0,1,0,0,0,0,16,1,0,1600,99.3,1,0,0,0,16,15,3,53,14,14,16,0,37.7,504,+18,3.7,0,0,0,0,0,0,0,1,0,0,13,0,1,1400,91.4,0,0,0,1,13,4,3,55,11,11,0,0,41.6,486,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ララマ,8,27.2,1,0,1200,0,1,0,0,4,7,10,474,-8,0,0,1,3,53.0,0,0,0,0,0,0,1,0,0,0,9,1,0,1400,84.4,0,1,0,0,18,17,3,56,13,11,0,0,36.0,482,+8,1.3,0,0,0,0,1,0,0,0,0,0,10,0,1,1400,86.9,0,0,0,1,16,15,3,55,16,16,0,0,35.5,474,-2,1.3,0,0,0,0,0,1,0,0,0,0,12,1,0,1200,70.7,1,0,0,0,15,14,3,54,14,14,0,0,34.4,476,0,1.2,0,0,0,0,0,1,0,0,0,0,11,1,0,1600,95.7,1,0,0,0,12,2,3,51,5,7,7,0,35.7,476,+16,1.3,0,0,0,1,0,0,0,0,0,0,7,1,0,1400,83.9,1,0,0,0,18,16,3,51,11,12,0,0,35.4,460,0,1.1
テルキーネス,14,11.6,1,0,1200,0,1,0,0,4,8,15,404,-14,0,1,0,3,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,1,1200,75.7,1,0,0,0,16,9,3,54,10,11,0,0,40.2,418,+6,2.5,0,0,0,0,1,0,0,0,0,0,7,1,0,1400,83.2,1,0,0,0,15,11,3,54,5,5,0,0,35.0,412,-6,1.1,0,0,0,0,0,1,0,0,0,0,6,1,0,1200,70.7,0,1,0,0,16,15,3,54,10,9,0,0,35.1,418,+6,0.8,0,0,1,0,0,0,0,0,0,0,2,1,0,1200,71.1,1,0,0,0,12,2,3,54,2,2,0,0,35.3,412,0,0.1
プライマル,7,40.8,1,0,1200,0,1,0,0,5,9,11,458,-4,0,1,0,3,54.0,0,0,0,0,0,1,0,0,0,0,9,0,1,1200,73.9,0,1,0,0,16,5,3,54,5,5,0,0,39.5,462,-2,0.8,0,0,0,0,0,1,0,0,0,0,8,1,0,1600,98.3,1,0,0,0,15,5,3,54,11,13,12,0,35.0,464,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ケイヴェイロン,12,246.3,1,0,1200,0,1,0,0,5,10,11,412,-8,1,0,0,3,55.0,0,0,0,0,0,0,1,0,0,0,8,0,1,1800,119.0,0,1,0,0,13,4,3,53,5,7,8,6,40.2,420,0,3.2,0,0,0,0,0,1,0,0,0,0,12,0,1,1200,76.8,1,0,0,0,16,13,3,55,13,14,0,0,38.9,420,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
