馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ゴーアブロード,16,408.6,1,0,1200,1,0,0,0,1,1,15,510,+18,1,0,0,2,55.0,0,0,1,0,0,0,0,0,0,0,15,1,0,1200,73.6,1,0,0,0,15,8,2,54,15,15,0,0,37.7,492,0,2.6,0,0,1,0,0,0,0,0,0,0,12,1,0,1200,73.0,1,0,0,0,15,14,2,54,11,12,0,0,36.2,492,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
グリーンティー,8,20.0,1,0,1200,1,0,0,0,1,2,10,416,-8,0,1,0,2,54.0,0,0,0,1,0,0,0,0,0,0,10,1,0,1400,83.1,1,0,0,0,18,10,2,54,7,6,0,0,36.7,424,+4,1.3,0,0,0,1,0,0,0,0,0,0,2,1,0,1400,82.6,1,0,0,0,13,13,2,54,3,2,0,0,36.3,420,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ドゥシャンパーニュ,2,2.2,1,0,1200,1,0,0,0,2,3,3,418,-2,0,1,0,2,52.0,0,0,0,0,0,0,0,1,0,0,2,1,0,1200,70.8,1,0,0,0,11,8,2,54,2,2,0,0,34.7,420,-2,0.1,1,0,0,0,0,0,0,0,0,0,3,1,0,1200,71.7,1,0,0,0,15,3,2,54,3,3,0,0,36.1,422,+8,0.2,1,0,0,0,0,0,0,0,0,0,2,1,0,1200,69.9,1,0,0,0,8,1,2,54,1,1,0,0,34.7,414,0,0.1,0,1,0,0,0,0,0,0,0,0,3,1,0,1200,70.8,1,0,0,0,10,6,2,54,6,6,0,0,35.3,414,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
タナロット,11,16.6,1,0,1200,1,0,0,0,2,4,2,458,-4,0,1,0,2,54.0,0,0,0,1,0,0,0,0,0,0,2,1,0,1000,56.3,1,0,0,0,18,10,2,54,0,0,0,0,33.4,462,+4,0.1,1,0,0,0,0,0,0,0,0,0,6,1,0,1200,71.9,1,0,0,0,7,5,2,54,6,5,0,0,36.0,458,+6,1.9,0,1,0,0,0,0,0,0,0,0,11,1,0,1200,72.0,0,1,0,0,12,11,2,53,12,12,0,0,35.9,452,-4,2.3,0,0,0,0,1,0,0,0,0,0,11,1,0,1400,86.7,1,0,0,0,16,16,2,54,14,7,0,0,35.4,456,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
フレンドリボン,9,19.5,1,0,1200,1,0,0,0,3,5,2,434,-4,0,1,0,2,54.0,0,0,0,1,0,0,0,0,0,0,4,1,0,1000,56.6,1,0,0,0,18,6,2,53,13,0,0,0,33.1,438,+2,0.4,0,0,0,0,0,1,0,0,0,0,5,1,0,1600,96.7,0,1,0,0,15,6,2,52,1,1,1,0,35.7,436,0,0.5,0,0,0,1,0,0,0,0,0,0,9,1,0,1000,58.9,0,1,0,0,18,1,2,54,14,0,0,0,34.8,436,+2,1.2,0,0,0,1,0,0,0,0,0,0,2,1,0,1000,56.6,1,0,0,0,18,12,2,54,10,0,0,0,33.2,434,-10,0.0,0,1,0,0,0,0,0,0,0,0,6,1,0,1200,71.8,1,0,0,0,12,7,2,54,5,5,0,0,36.0,444,-2,0.7
ホットスタンプ,6,121.8,1,0,1200,1,0,0,0,3,6,7,454,+4,0,1,0,2,53.0,0,0,0,0,0,1,0,0,0,0,15,1,0,1600,98.1,1,0,0,0,16,4,2,54,12,11,10,0,35.7,450,-2,1.9,0,0,0,1,0,0,0,0,0,0,8,1,0,1800,110.7,1,0,0,0,13,6,2,54,10,11,0,0,35.4,452,+4,1.8,0,0,1,0,0,0,0,0,0,0,12,1,0,1800,112.6,1,0,0,0,16,6,2,54,5,5,8,10,39.3,448,0,2.9,0,0,0,0,1,0,0,0,0,0,14,1,0,1600,98.8,1,0,0,0,15,4,2,54,13,12,0,0,36.6,448,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
バイラール,15,308.1,1,0,1200,1,0,0,0,4,7,6,402,0,0,1,0,2,54.0,0,0,0,0,0,1,0,0,0,0,15,1,0,1600,99.7,0,1,0,0,15,15,2,54,15,15,15,0,36.9,402,0,3.5,0,0,0,1,0,0,0,0,0,0,12,1,0,1200,73.3,0,1,0,0,17,12,2,54,12,12,0,0,36.4,402,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ナタラディーヴァ,1,5.4,1,0,1200,1,0,0,0,4,8,2,440,-6,0,1,0,2,54.0,0,0,0,1,0,0,0,0,0,0,3,1,0,1400,82.4,1,0,0,0,17,15,2,54,3,3,0,0,35.9,446,0,0.2,0,0,0,0,0,1,0,0,0,0,4,1,0,1200,70.1,0,1,0,0,16,3,2,53,9,10,0,0,35.3,446,0,0.7,0,0,1,0,0,0,0,0,0,0,6,1,0,1200,71.7,1,0,0,0,15,4,2,53,2,2,0,0,37.2,446,+6,0.7,0,0,0,0,1,0,0,0,0,0,3,1,0,1400,83.9,1,0,0,0,18,13,2,52,4,3,0,0,34.4,440,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
モメチョッタ,4,15.0,1,0,1200,1,0,0,0,5,9,2,434,-6,0,1,0,2,54.0,0,0,0,1,0,0,0,0,0,0,3,1,0,1000,56.6,1,0,0,0,18,16,2,54,0,0,0,0,33.6,440,+14,0.4,0,0,0,1,0,0,0,0,0,0,2,1,0,1000,58.0,0,1,0,0,18,18,2,54,0,0,0,0,34.6,426,+2,0.3,0,0,0,1,0,0,0,0,0,0,5,1,0,1000,57.2,1,0,0,0,18,8,2,54,0,0,0,0,34.0,424,-4,0.6,0,0,1,0,0,0,0,0,0,0,2,1,0,1200,74.0,1,0,0,0,16,8,2,54,3,2,0,0,36.7,428,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ギュウホ,10,208.1,1,0,1200,1,0,0,0,5,10,7,434,+8,1,0,0,2,55.0,0,0,0,0,0,1,0,0,0,0,7,1,0,1600,96.6,1,0,0,0,8,4,2,54,5,6,7,0,35.3,426,-2,1.7,0,0,0,1,0,0,0,0,0,0,10,1,0,1600,97.6,0,1,0,0,13,11,2,54,3,4,0,0,35.8,428,+6,2.1,0,0,0,1,0,0,0,0,0,0,10,1,0,1200,71.5,1,0,0,0,18,1,2,54,10,10,0,0,35.7,422,-2,1.7,0,0,1,0,0,0,0,0,0,0,13,1,0,1200,73.1,1,0,0,0,15,9,2,54,12,14,0,0,37.3,424,0,2.1,0,0,0,0,1,0,0,0,0,0,10,1,0,1400,86.1,1,0,0,0,18,14,2,54,9,7,0,0,35.3,424,0,2.4
