馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
レッドアーサー,8,13.6,0,1,1800,1,0,0,0,1,1,10,462,-2,1,0,0,4,54.0,0,0,0,0,0,0,1,0,0,0,14,1,0,1600,95.6,1,0,0,0,15,5,4,56,5,5,6,0,35.9,464,-2,1.7,0,0,0,1,0,0,0,0,0,0,9,1,0,1600,94.8,1,0,0,0,17,12,4,54,10,9,0,0,33.1,466,-6,0.9,0,0,0,1,0,0,0,0,0,0,2,1,0,1800,106.4,1,0,0,0,10,6,4,54,3,3,0,0,33.4,472,+10,0.2,0,0,0,0,0,1,0,0,0,0,1,1,0,1600,95.4,0,1,0,0,16,12,4,56,4,2,2,0,35.5,462,-4,0.0,0,0,0,0,0,1,0,0,0,0,4,1,0,1800,110.7,1,0,0,0,16,8,4,56,5,5,6,6,35.7,466,-2,0.5
ショウナンハドル,9,52.5,0,1,1800,1,0,0,0,1,2,10,470,-7,1,0,0,4,56.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1700,113.9,1,0,0,0,9,3,4,56,3,3,3,3,39.4,477,+2,-0.3,0,0,0,0,0,0,0,0,0,0,3,0,1,1700,113.1,0,0,1,0,12,10,4,57,4,4,3,3,39.5,475,-5,0.7,0,0,0,0,0,0,0,0,0,0,1,0,1,1700,113.4,1,0,0,0,11,1,4,56,1,1,1,1,39.9,480,+10,-0.1,0,0,0,1,0,0,0,0,0,0,6,0,1,1800,116.0,1,0,0,0,15,11,4,56,3,4,6,7,40.3,470,+4,1.3,0,0,1,0,0,0,0,0,0,0,2,0,1,1700,109.9,1,0,0,0,14,12,4,56,4,3,2,2,39.7,466,+2,0.7
ドラゴンホマレ,10,101.8,0,1,1800,1,0,0,0,2,3,19,470,0,0,1,0,4,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,0,1,1600,98.8,0,1,0,0,16,1,4,52,4,4,0,0,38.9,470,-6,2.1,0,0,0,0,0,1,0,0,0,0,6,0,1,1800,116.3,1,0,0,0,13,12,4,52,5,5,4,5,38.4,476,+20,1.2,0,0,0,0,0,1,0,0,0,0,7,1,0,1800,114.4,0,0,1,0,11,9,4,54,7,7,7,7,36.9,456,-8,0.8,0,0,0,0,0,1,0,0,0,0,1,0,1,1800,116.6,0,0,1,0,11,8,4,54,2,2,2,2,38.9,464,0,-0.1
カシノランド,14,277.0,0,1,1800,1,0,0,0,2,4,26,474,+28,1,0,0,6,57.0,0,0,0,0,0,0,0,0,0,1,14,0,1,1700,107.5,0,1,0,0,16,2,6,56,7,7,8,9,39.9,446,-14,2.6,0,0,0,0,0,0,0,0,0,0,7,0,1,1600,104.0,1,0,0,0,14,13,6,57,3,4,3,6,40.5,460,+2,1.2,0,0,0,0,0,0,0,0,1,0,13,0,1,1800,114.6,0,1,0,0,15,11,6,57,8,8,10,10,38.6,458,-2,1.8,0,0,0,0,0,0,0,1,0,0,5,0,1,1800,112.3,0,0,1,0,12,10,6,57,3,3,2,3,37.1,460,-2,0.8,0,0,0,0,0,0,0,1,0,0,12,0,1,1400,86.8,1,0,0,0,15,3,6,57,6,5,0,0,37.7,462,+4,1.4
シチテンハッキ,12,219.2,0,1,1800,1,0,0,0,3,5,8,454,+6,0,1,0,4,54.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1400,91.5,1,0,0,0,9,5,4,54,5,4,3,0,38.4,448,-3,-0.2,0,0,0,0,0,0,0,0,0,0,1,0,1,1400,90.1,1,0,0,0,8,3,4,54,2,2,1,0,40.0,451,+6,-0.2,0,0,0,0,0,0,0,0,0,0,1,0,1,1500,98.7,1,0,0,0,12,6,4,54,2,2,2,2,39.0,445,-2,-0.7,0,0,0,0,0,0,0,0,0,0,6,0,1,1500,98.5,1,0,0,0,12,10,4,54,3,4,2,2,40.5,447,+12,1.0,0,0,0,0,0,0,0,0,0,0,2,0,1,1500,97.3,0,0,1,0,11,9,4,54,3,3,2,2,41.1,435,-4,0.0
ビーチマリカ,11,7.2,0,1,1800,1,0,0,0,3,6,16,490,+14,0,1,0,4,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,1,1400,86.6,1,0,0,0,16,9,4,53,3,3,0,0,36.5,476,-4,0.5,0,0,0,0,1,0,0,0,0,0,5,0,1,1400,83.5,0,0,1,0,16,10,4,53,5,4,0,0,35.8,480,+2,0.5,0,0,0,1,0,0,0,0,0,0,9,0,1,1800,115.6,1,0,0,0,14,12,4,52,3,4,3,3,40.1,478,+8,1.9,0,0,0,0,0,0,0,1,0,0,5,0,1,1400,85.8,1,0,0,0,16,10,4,54,8,4,0,0,37.8,470,+4,0.8
ディアチャイブ,15,199.2,0,1,1800,1,0,0,0,4,7,5,472,-6,0,1,0,4,54.0,0,0,0,0,0,0,1,0,0,0,16,0,1,1800,125.7,1,0,0,0,16,3,4,54,2,3,16,16,48.9,478,+6,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1800,120.4,1,0,0,0,8,5,4,54,1,1,1,1,42.3,472,+2,-0.2,0,1,0,0,0,0,0,0,0,0,7,0,1,1700,111.4,1,0,0,0,13,3,4,54,2,2,2,2,44.0,470,-2,3.2,0,0,0,0,1,0,0,0,0,0,5,0,1,1600,97.9,0,0,1,0,16,14,4,54,2,2,0,0,37.2,472,+10,0.3
プリエンプト,5,30.7,0,1,1800,1,0,0,0,4,8,9,476,-2,0,1,0,4,54.0,0,0,0,0,0,0,1,0,0,0,12,1,0,2000,122.4,1,0,0,0,18,4,4,54,8,8,6,6,34.7,478,-4,0.6,0,0,0,0,1,0,0,0,0,0,16,0,1,1600,101.0,1,0,0,0,16,6,4,54,4,6,0,0,39.0,482,0,2.5,0,0,0,1,0,0,0,0,0,0,6,0,1,1800,113.8,1,0,0,0,15,7,4,53,3,2,2,2,39.8,482,+10,1.0,0,0,0,0,1,0,0,0,0,0,8,0,1,1600,98.5,1,0,0,0,16,5,4,52,1,1,0,0,38.7,472,+8,1.7,0,0,0,0,0,1,0,0,0,0,11,0,1,1800,115.9,0,0,0,1,14,8,4,54,7,7,8,12,41.5,464,-2,2.3
ロジブリランテ,13,17.5,0,1,1800,1,0,0,0,5,9,6,542,-6,1,0,0,4,56.0,0,0,0,0,0,1,0,0,0,0,6,1,0,1600,96.5,1,0,0,0,16,4,4,56,8,5,8,0,35.1,548,0,0.4,0,0,0,0,0,1,0,0,0,0,16,0,1,1800,118.0,1,0,0,0,16,9,4,54,13,13,12,13,41.5,548,+2,3.3,0,0,0,1,0,0,0,0,0,0,7,1,0,1600,93.4,1,0,0,0,15,10,4,54,2,2,0,0,35.0,546,-2,0.6,0,0,0,0,1,0,0,0,0,0,9,1,0,1400,82.3,1,0,0,0,17,13,4,54,3,3,0,0,34.7,548,0,0.4,0,0,0,0,1,0,0,0,0,0,1,1,0,1600,94.1,1,0,0,0,17,1,4,56,1,1,0,0,34.7,548,+18,-0.3
ポルトドレーヴ,6,33.4,0,1,1800,1,0,0,0,5,10,14,462,+16,0,0,1,5,57.0,0,0,1,0,0,0,0,0,0,0,8,0,1,1700,108.4,1,0,0,0,15,7,5,54,9,9,15,14,38.1,446,+4,0.9,0,0,0,1,0,0,0,0,0,0,3,0,1,1800,111.8,0,0,0,1,13,13,5,54,6,6,6,5,38.2,442,-6,1.3,0,0,0,1,0,0,0,0,0,0,10,0,1,1800,115.7,0,1,0,0,15,15,5,57,6,6,4,4,40.9,448,-14,2.6,0,0,0,0,0,1,0,0,0,0,8,0,1,1800,116.1,1,0,0,0,16,6,5,57,13,13,15,15,37.9,462,-6,1.2,0,0,0,0,0,1,0,0,0,0,12,0,1,1800,117.1,1,0,0,0,16,15,5,56,3,4,4,6,41.8,468,+8,1.9
