馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
マサノアッレーグラ,1,2.0,1,0,1200,0,1,0,0,1,1,2,488,+2,0,1,0,3,54.0,0,0,0,1,0,0,0,0,0,0,5,1,0,1200,69.2,1,0,0,0,18,14,3,54,8,8,0,0,34.6,486,-12,0.2,0,0,1,0,0,0,0,0,0,0,2,1,0,1200,69.1,1,0,0,0,16,2,3,54,4,3,0,0,34.6,498,+6,0.1,0,0,0,0,1,0,0,0,0,0,2,1,0,1400,81.1,1,0,0,0,18,1,3,54,2,1,0,0,34.8,492,-8,0.1,0,0,0,0,1,0,0,0,0,0,2,0,1,1300,80.8,1,0,0,0,16,1,3,54,5,5,0,0,36.8,500,+8,0.1,0,0,0,0,0,0,1,0,0,0,3,0,1,1400,86.2,1,0,0,0,16,13,3,54,2,2,0,0,37.9,492,+10,0.4
ヒロノエイタツ,14,23.0,1,0,1200,0,1,0,0,1,2,5,466,-4,1,0,0,3,54.0,0,1,0,0,0,0,0,0,0,0,9,1,0,1200,70.8,0,1,0,0,16,3,3,56,7,6,0,0,36.3,470,-6,0.6,0,1,0,0,0,0,0,0,0,0,4,1,0,1200,69.8,1,0,0,0,16,13,3,56,5,2,0,0,35.4,476,+6,0.4,0,1,0,0,0,0,0,0,0,0,4,1,0,1200,69.9,1,0,0,0,16,12,3,56,5,5,0,0,35.3,470,+10,0.3,0,0,0,1,0,0,0,0,0,0,5,1,0,1200,69.9,1,0,0,0,16,5,3,56,4,4,0,0,35.5,460,-2,0.4,0,0,1,0,0,0,0,0,0,0,3,1,0,1200,70.5,1,0,0,0,16,1,3,56,5,5,0,0,35.5,462,+4,0.5
ワンダースイルーロ,5,33.1,1,0,1200,0,1,0,0,2,3,5,508,+4,1,0,0,3,56.0,0,1,0,0,0,0,0,0,0,0,8,1,0,1200,70.6,0,1,0,0,16,11,3,56,14,13,0,0,35.3,504,+2,0.4,0,1,0,0,0,0,0,0,0,0,5,1,0,1200,69.9,1,0,0,0,16,6,3,56,15,13,0,0,34.4,502,+6,0.5,0,0,0,1,0,0,0,0,0,0,14,0,1,1800,118.0,0,0,1,0,15,9,3,56,14,14,14,15,41.5,496,-4,4.0,0,0,0,0,0,0,1,0,0,0,9,1,0,2000,125.4,1,0,0,0,14,2,3,56,9,10,11,10,36.3,500,0,1.1,0,0,0,0,0,0,1,0,0,0,11,1,0,1600,98.1,0,1,0,0,15,6,3,56,12,13,13,0,36.1,500,0,1.4
レッドテオドーラ,10,134.2,1,0,1200,0,1,0,0,2,4,14,438,+8,0,1,0,3,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,1,1600,102.4,1,0,0,0,12,2,3,54,4,4,0,0,40.5,430,-20,2.9,0,0,0,0,1,0,0,0,0,0,11,1,0,1400,84.6,0,1,0,0,16,2,3,54,14,13,0,0,35.4,450,-6,1.6,0,0,0,0,1,0,0,0,0,0,12,1,0,1600,97.0,1,0,0,0,16,6,3,54,6,4,0,0,35.7,456,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ファーベライト,4,4.0,1,0,1200,0,1,0,0,3,5,2,476,0,0,1,0,3,54.0,0,0,0,1,0,0,0,0,0,0,4,1,0,1200,69.2,1,0,0,0,18,7,3,54,5,5,0,0,34.8,476,+8,0.2,0,0,1,0,0,0,0,0,0,0,2,1,0,1200,70.2,0,1,0,0,16,13,3,54,4,3,0,0,35.5,468,-4,0.1,0,0,0,0,1,0,0,0,0,0,2,1,0,1400,81.7,0,1,0,0,16,10,3,54,5,5,0,0,34.5,472,0,0.1,0,0,0,0,1,0,0,0,0,0,3,1,0,1400,81.6,1,0,0,0,18,14,3,54,8,8,0,0,34.5,472,+4,0.6,0,0,0,0,1,0,0,0,0,0,2,1,0,1400,82.5,1,0,0,0,18,15,3,54,3,3,0,0,34.8,468,-4,0.1
サルーバアスール,6,162.4,1,0,1200,0,1,0,0,3,6,6,478,-14,0,1,0,3,54.0,0,0,1,0,0,0,0,0,0,0,11,0,1,1700,110.6,1,0,0,0,15,5,3,52,1,1,1,2,41.0,492,+12,2.3,0,0,0,0,1,0,0,0,0,0,14,1,0,1600,95.7,1,0,0,0,18,16,3,54,3,2,0,0,36.6,480,0,1.4,0,0,0,0,1,0,0,0,0,0,12,0,1,1600,101.4,1,0,0,0,16,2,3,54,11,11,0,0,39.0,480,+2,1.6,0,0,0,0,0,1,0,0,0,0,7,0,1,1200,73.5,0,0,1,0,15,4,3,54,5,5,0,0,38.3,478,-8,1.9,0,0,0,0,0,1,0,0,0,0,3,0,1,1200,74.3,0,1,0,0,16,2,3,54,4,3,0,0,38.9,486,0,1.5
モンパルナス,7,24.2,1,0,1200,0,1,0,0,4,7,2,466,+10,1,0,0,3,56.0,1,0,0,0,0,0,0,0,0,0,5,0,1,1000,60.7,1,0,0,0,12,11,3,56,5,5,0,0,36.2,456,-2,1.5,0,0,0,0,0,0,0,0,1,0,11,0,1,1400,87.9,1,0,0,0,16,2,3,56,8,8,0,0,38.8,458,+8,1.2,0,0,0,0,0,0,1,0,0,0,11,1,0,1400,84.5,0,1,0,0,18,6,3,56,4,4,0,0,36.8,450,-4,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,1400,84.7,1,0,0,0,12,4,3,55,4,3,0,0,34.6,454,0,0.3
デルマシードル,11,100.4,1,0,1200,0,1,0,0,4,8,7,422,-6,0,1,0,3,53.0,0,1,0,0,0,0,0,0,0,0,14,0,1,1700,116.8,1,0,0,0,14,13,3,53,8,8,14,14,44.4,428,-2,8.8,0,1,0,0,0,0,0,0,0,0,8,1,0,1200,70.1,1,0,0,0,16,10,3,54,16,16,0,0,34.7,430,+2,1.0,0,0,0,0,0,1,0,0,0,0,13,1,0,1600,98.3,1,0,0,0,16,1,3,54,16,15,12,0,36.0,428,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
セイウンキャンティ,9,187.7,1,0,1200,0,1,0,0,5,9,6,426,0,0,1,0,3,53.0,0,1,0,0,0,0,0,0,0,0,12,1,0,1800,111.7,0,0,1,0,15,13,3,54,15,15,15,11,37.5,426,0,2.4,0,1,0,0,0,0,0,0,0,0,5,1,0,1800,108.8,1,0,0,0,14,14,3,54,14,14,14,12,35.4,426,-4,1.4,0,0,0,0,0,1,0,0,0,0,11,1,0,2000,124.1,1,0,0,0,18,2,3,54,9,9,11,10,35.5,430,-6,1.7,0,0,0,0,0,1,0,0,0,0,11,0,1,1800,120.2,0,0,0,1,13,3,3,51,9,9,13,13,40.2,436,-10,3.8,0,0,0,0,0,1,0,0,0,0,9,0,1,1800,119.0,1,0,0,0,16,1,3,51,3,3,4,4,41.6,446,+4,1.3
エイワファースト,12,31.4,1,0,1200,0,1,0,0,5,10,1,450,+2,0,1,0,3,54.0,1,0,0,0,0,0,0,0,0,0,5,0,1,1000,60.8,1,0,0,0,12,4,3,54,3,3,0,0,36.6,448,-4,1.1,0,0,0,0,1,0,0,0,0,0,9,0,1,1600,100.1,0,1,0,0,16,8,3,54,2,2,0,0,39.7,452,0,1.4,0,0,0,0,1,0,0,0,0,0,6,0,1,1600,97.9,0,0,0,1,16,13,3,54,2,2,0,0,38.5,452,-4,0.9,0,0,0,0,0,1,0,0,0,0,7,1,0,1600,95.9,1,0,0,0,16,15,3,54,7,11,8,0,36.6,456,+6,0.6,0,0,0,0,1,0,0,0,0,0,5,1,0,1400,83.1,1,0,0,0,15,8,3,54,1,1,0,0,35.4,450,-8,1.0
