馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ヴァロリザー,14,11.5,0,1,1800,1,0,0,0,1,1,2,492,-8,1,0,0,3,55.0,0,0,0,1,0,0,0,0,0,0,7,1,0,2200,138.1,0,0,1,0,11,11,3,56,1,1,1,1,38.9,500,+4,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,1,0,2000,125.0,0,1,0,0,16,4,3,55,2,2,2,2,37.8,496,-6,1.1,0,0,0,0,0,0,0,1,0,0,14,0,1,1800,119.8,1,0,0,0,14,5,3,55,8,7,7,8,43.3,502,-6,5.0,0,0,0,0,0,0,0,0,1,0,3,1,0,2000,124.9,1,0,0,0,5,1,3,54,1,1,1,1,36.4,508,0,0.5
ヤマカツライアン,12,97.8,0,1,1800,1,0,0,0,2,2,5,508,0,1,0,0,3,56.0,0,0,0,0,0,0,0,0,1,0,8,0,1,1800,116.9,1,0,0,0,16,15,3,56,9,9,10,9,40.3,508,-6,1.6,0,0,0,0,0,0,1,0,0,0,10,1,0,2200,138.5,1,0,0,0,10,9,3,56,8,9,8,10,39.5,514,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ハーベストゴールド,2,3.8,0,1,1800,1,0,0,0,2,3,1,442,-2,1,0,0,3,55.0,0,0,0,1,0,0,0,0,0,0,2,0,1,1800,114.9,1,0,0,0,15,13,3,56,2,2,2,2,39.2,444,-6,0.2,0,0,0,0,1,0,0,0,0,0,8,0,1,1300,82.0,0,0,1,0,16,4,3,54,5,7,0,0,38.0,450,-2,1.4,0,0,0,0,0,1,0,0,0,0,4,0,1,1200,74.3,1,0,0,0,16,1,3,56,4,3,0,0,39.7,452,+14,1.4,0,0,0,0,0,1,0,0,0,0,4,0,1,1200,72.6,1,0,0,0,16,1,3,55,5,5,0,0,37.8,438,+4,0.5,0,0,1,0,0,0,0,0,0,0,6,0,1,1150,70.7,1,0,0,0,16,10,3,55,9,7,0,0,37.7,434,+12,1.3
アケル,9,29.3,0,1,1800,1,0,0,0,3,4,1,458,0,1,0,0,3,56.0,0,0,0,1,0,0,0,0,0,0,5,0,1,1800,115.7,1,0,0,0,15,14,3,56,7,6,6,5,39.1,458,-2,1.0,0,0,1,0,0,0,0,0,0,0,8,0,1,1700,110.2,1,0,0,0,15,11,3,56,6,6,4,5,40.4,460,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スカイファルコン,11,122.3,0,1,1800,1,0,0,0,3,5,17,462,+2,1,0,0,3,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0,1,1800,120.4,1,0,0,0,16,11,3,56,8,9,10,13,41.2,460,0,3.2,0,0,0,0,0,1,0,0,0,0,7,0,1,1800,117.3,1,0,0,0,14,9,3,54,4,4,4,5,40.2,460,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ウインドカクテル,6,38.7,0,1,1800,1,0,0,0,4,6,2,444,-6,0,1,0,3,51.0,0,0,0,1,0,0,0,0,0,0,8,0,1,1800,115.1,0,1,0,0,14,14,3,51,11,11,10,10,38.8,450,-6,1.0,0,0,0,0,0,1,0,0,0,0,8,0,1,1800,118.5,0,1,0,0,16,9,3,51,11,11,12,11,41.5,456,-6,2.7,0,0,0,0,1,0,0,0,0,0,12,0,1,1600,103.7,1,0,0,0,16,1,3,54,15,15,0,0,39.2,462,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
シービークラーケン,4,2.6,0,1,1800,1,0,0,0,4,7,2,510,-2,1,0,0,3,56.0,0,0,0,0,1,0,0,0,0,0,4,0,1,1600,101.0,0,1,0,0,16,10,3,56,3,3,0,0,38.6,512,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ベルウッドヒビキ,10,4.7,0,1,1800,1,0,0,0,5,8,1,476,0,1,0,0,3,56.0,0,0,0,1,0,0,0,0,0,0,3,0,1,1800,115.1,1,0,0,0,14,11,3,56,8,7,4,3,39.0,476,-6,0.6,0,0,0,0,0,1,0,0,0,0,2,0,1,1800,115.9,1,0,0,0,14,13,3,56,7,5,3,3,39.2,482,-2,0.5,0,0,0,0,0,1,0,0,0,0,8,0,1,1800,116.5,1,0,0,0,16,7,3,56,7,7,7,9,40.1,484,+2,1.7,0,0,0,0,0,1,0,0,0,0,6,0,1,1800,117.5,0,1,0,0,13,8,3,56,9,9,10,8,39.3,482,+4,0.8,0,0,0,0,0,0,0,0,1,0,9,0,1,1800,117.3,1,0,0,0,15,11,3,56,14,14,14,14,38.2,478,-4,1.5
ブルベアブロンゾ,7,63.6,0,1,1800,1,0,0,0,5,9,2,556,+2,1,0,0,3,56.0,0,0,0,0,0,0,0,1,0,0,8,0,1,1200,74.3,1,0,0,0,16,14,3,56,4,5,0,0,38.4,554,+2,2.0,0,0,0,0,0,1,0,0,0,0,8,0,1,1800,117.3,1,0,0,0,14,3,3,56,9,9,9,7,40.2,552,-2,1.9,0,0,0,0,0,0,0,0,1,0,9,0,1,1400,87.6,0,1,0,0,16,3,3,56,8,6,0,0,39.9,554,0,1.5,0,0,0,0,0,0,0,0,1,0,5,0,1,1400,87.0,0,1,0,0,16,13,3,56,5,6,0,0,38.1,554,-6,0.4,0,0,0,0,0,0,0,0,0,1,9,0,1,1000,60.6,0,1,0,0,14,6,3,56,13,13,0,0,35.8,560,-26,1.8
テンプテーション,5,23.9,0,1,1800,1,0,0,0,6,10,3,468,+6,1,0,0,3,56.0,0,0,1,0,0,0,0,0,0,0,6,0,1,1700,110.0,1,0,0,0,15,3,3,53,10,9,11,9,39.6,462,-4,2.0,0,0,0,0,0,1,0,0,0,0,7,0,1,1800,118.0,0,1,0,0,16,14,3,56,4,3,4,2,41.1,466,-6,1.2,0,0,0,0,0,1,0,0,0,0,3,0,1,1800,117.4,0,1,0,0,13,9,3,56,1,2,2,2,39.8,472,+2,0.7,0,0,0,0,0,1,0,0,0,0,7,0,1,1800,117.7,1,0,0,0,16,4,3,56,10,10,2,2,41.2,470,-6,1.9,0,0,0,0,0,1,0,0,0,0,12,1,0,2000,123.6,1,0,0,0,17,10,3,55,11,11,10,10,36.4,476,+4,2.1
