馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
マルターズアポジー,15,22.9,1,0,2000,0,1,0,0,1,1,10,530,-2,1,0,0,6,57.0,0,0,0,0,0,0,0,0,1,0,4,1,0,2000,117.9,1,0,0,0,11,6,6,56,1,1,1,1,36.0,532,+2,0.7,0,0,0,0,0,1,0,0,0,0,9,1,0,1600,93.0,1,0,0,0,16,13,6,58,1,1,1,0,35.6,530,+2,0.8,0,0,0,0,0,1,0,0,0,0,3,1,0,1800,107.6,1,0,0,0,10,8,6,56,1,1,1,1,36.6,528,+6,0.0,0,0,0,0,0,0,0,1,0,0,15,1,0,1600,94.9,0,1,0,0,18,8,6,57,1,1,0,0,36.3,522,-6,1.1,0,0,0,0,0,1,0,0,0,0,4,1,0,1600,92.2,1,0,0,0,15,5,6,58,1,1,1,0,35.1,528,0,0.6
サングレーザー,1,5.2,1,0,2000,0,1,0,0,1,2,10,488,+2,1,0,0,4,57.0,0,0,0,0,1,0,0,0,0,0,5,1,0,1600,91.5,1,0,0,0,16,15,4,58,7,7,0,0,33.7,486,+4,0.2,0,0,0,0,0,0,0,1,0,0,1,1,0,1600,91.3,1,0,0,0,14,5,4,57,9,9,0,0,33.2,482,0,-0.2,0,0,0,0,0,0,0,0,1,0,3,1,0,1400,79.7,1,0,0,0,18,10,4,56,14,13,0,0,33.5,482,0,0.2,0,0,0,0,0,0,0,1,0,0,3,1,0,1600,93.9,0,1,0,0,18,4,4,56,10,9,0,0,34.4,482,+6,0.1,0,0,0,0,0,0,0,1,0,0,1,1,0,1400,82.4,0,0,1,0,18,3,4,54,12,9,0,0,34.8,476,+2,0.0
アストラエンブレム,11,98.6,1,0,2000,0,1,0,0,2,3,6,476,+12,0,0,1,5,57.0,0,1,0,0,0,0,0,0,0,0,2,1,0,1800,109.9,0,0,1,0,11,7,5,57,7,4,3,3,35.0,464,+4,0.0,0,0,0,0,1,0,0,0,0,0,5,1,0,1800,106.0,1,0,0,0,15,1,5,57,4,6,7,0,34.5,460,-18,0.4,0,0,0,0,0,0,0,0,1,0,10,1,0,1800,106.2,1,0,0,0,12,11,5,57,8,8,0,0,34.0,478,+8,0.9,0,0,0,0,1,0,0,0,0,0,11,1,0,1800,106.5,1,0,0,0,12,4,5,56,12,12,12,0,32.8,470,-4,0.9,0,0,0,1,0,0,0,0,0,0,2,1,0,2000,117.9,1,0,0,0,17,11,5,56,4,5,0,0,34.1,474,+4,0.0
マイスタイル,9,10.4,1,0,2000,0,1,0,0,2,4,5,454,-6,1,0,0,4,57.0,0,1,0,0,0,0,0,0,0,0,1,1,0,2000,121.5,0,1,0,0,11,11,4,57,1,1,1,1,36.1,460,-2,-0.5,0,1,0,0,0,0,0,0,0,0,1,1,0,2000,119.6,0,1,0,0,13,3,4,57,1,1,1,1,34.9,462,-4,-0.3,0,0,0,1,0,0,0,0,0,0,6,1,0,2000,120.4,1,0,0,0,16,12,4,55,6,6,0,0,33.1,466,+12,0.4,0,0,1,0,0,0,0,0,0,0,2,1,0,2000,120.8,1,0,0,0,16,8,4,55,2,2,2,1,37.9,454,-6,0.0,0,0,0,0,0,0,0,1,0,0,18,1,0,3000,210.0,0,0,0,1,18,18,4,57,1,1,18,18,46.9,460,-2,11.1
マカヒキ,2,4.3,1,0,2000,0,1,0,0,3,5,37,506,+6,1,0,0,5,57.0,0,0,0,0,1,0,0,0,0,0,4,1,0,2400,144.6,1,0,0,0,17,11,5,57,12,12,11,11,35.1,500,-4,0.9,0,0,0,0,1,0,0,0,0,0,5,1,0,2000,129.5,0,0,0,1,18,15,5,58,15,17,15,0,38.6,504,+2,1.2,0,0,0,0,1,0,0,0,0,0,6,1,0,1800,105.9,1,0,0,0,12,2,5,57,5,6,6,0,33.3,502,0,0.3,0,0,0,0,0,0,0,0,1,0,4,1,0,2000,119.3,1,0,0,0,14,14,5,57,11,12,13,10,33.9,502,0,0.4,0,0,0,0,0,0,0,1,0,0,3,1,0,2200,134.3,0,1,0,0,10,3,5,57,5,5,5,4,34.9,502,0,0.2
クロコスミア,8,52.6,1,0,2000,0,1,0,0,3,6,19,430,0,0,1,0,5,55.0,0,0,0,0,0,0,0,0,0,0,7,1,0,1800,0,1,0,0,0,15,11,5,55,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,8,1,0,2200,137.4,0,0,1,0,10,7,5,54,1,1,1,1,37.4,434,+6,1.1,0,0,0,0,0,0,0,1,0,0,2,1,0,2200,134.3,1,0,0,0,18,4,5,56,2,2,2,2,34.3,428,+4,0.0,0,0,0,0,1,0,0,0,0,0,1,1,0,1800,108.1,0,1,0,0,14,11,5,54,1,1,1,0,33.7,424,+8,0.0,1,0,0,0,0,0,0,0,0,0,1,1,0,2000,121.0,1,0,0,0,14,12,5,56,1,1,1,1,36.2,416,-2,-0.5
ゴーフォザサミット,7,19.2,1,0,2000,0,1,0,0,4,7,11,498,+2,1,0,0,3,54.0,0,0,0,0,1,0,0,0,0,0,7,1,0,2400,144.0,1,0,0,0,18,6,3,57,8,8,8,7,34.5,496,0,0.4,0,0,0,0,1,0,0,0,0,0,1,1,0,2400,144.4,1,0,0,0,18,9,3,56,7,6,5,5,34.1,496,-4,-0.3,0,0,0,0,0,1,0,0,0,0,7,1,0,1800,108.8,1,0,0,0,13,11,3,56,11,11,11,12,34.4,500,0,0.7,0,0,0,0,1,0,0,0,0,0,4,1,0,1800,107.7,1,0,0,0,12,10,3,56,12,11,10,0,33.2,500,+8,0.3,0,0,0,0,1,0,0,0,0,0,1,1,0,2000,120.9,1,0,0,0,8,2,3,55,3,3,3,0,33.6,492,0,-0.1
ネオリアリズム,14,7.6,1,0,2000,0,1,0,0,4,8,19,512,0,1,0,0,7,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,1800,0,1,0,0,0,15,2,7,57,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,3,1,0,2000,0,1,0,0,0,12,2,7,57,0,0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,13,1,0,2000,132.0,0,0,0,1,18,3,7,58,3,5,8,0,41.9,526,+16,3.7,0,0,0,0,0,0,0,0,0,0,1,1,0,2000,124.5,1,0,0,0,8,5,7,57,0,0,0,0,0.0,510,0,0.0
サクラアンプルール,6,13.1,1,0,2000,0,1,0,0,5,9,4,480,+2,1,0,0,7,57.0,0,1,0,0,0,0,0,0,0,0,2,1,0,2000,119.9,1,0,0,0,15,3,7,57,7,7,8,5,34.6,478,-8,0.1,0,0,0,0,0,1,0,0,0,0,3,1,0,2500,154.1,1,0,0,0,15,11,7,57,10,10,11,10,34.6,486,-4,0.2,0,0,0,0,0,1,0,0,0,0,4,1,0,1800,107.8,1,0,0,0,10,2,7,57,5,5,5,5,34.9,490,-4,0.2,0,0,0,0,0,1,0,0,0,0,16,1,0,2500,155.5,1,0,0,0,16,9,7,57,8,8,8,8,36.6,494,+12,1.9,0,0,0,0,1,0,0,0,0,0,8,1,0,2000,130.2,0,0,0,1,18,1,7,58,2,2,2,0,40.4,482,+6,1.9
スティッフェリオ,5,57.5,1,0,2000,0,1,0,0,5,10,2,442,0,1,0,0,4,57.0,1,0,0,0,0,0,0,0,0,0,1,1,0,1800,107.2,1,0,0,0,14,13,4,56,2,2,2,2,34.8,442,-8,-0.3,0,1,0,0,0,0,0,0,0,0,2,1,0,2000,122.0,0,1,0,0,11,4,4,57,3,3,3,2,36.2,450,0,0.5,0,1,0,0,0,0,0,0,0,0,1,1,0,1800,107.5,1,0,0,0,15,8,4,57,1,1,1,1,34.4,450,+2,-0.3,0,0,0,0,0,1,0,0,0,0,5,1,0,2000,120.9,1,0,0,0,11,6,4,57,7,7,7,8,35.9,448,-4,1.0,0,0,0,0,0,0,0,0,1,0,1,1,0,2000,119.9,1,0,0,0,9,4,4,57,2,2,2,2,35.4,452,-6,0.0
