馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
トーセンバイオ,4,4.8,1,1,2,444,+4,0,1,0,3,54.0,0,0,1,0,0,0,0,0,0,0,2,0,1200,69.4,1,0,0,0,16,10,3,54,7,5,0,0,34.2,440,-18,0.0,0,0,0,0,0,1,0,0,0,0,12,0,1600,97.6,1,0,0,0,16,6,3,54,2,2,1,0,38.9,458,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
バニュルス,6,5.9,1,2,15,464,-14,1,0,0,3,53.0,0,0,0,0,0,0,1,0,0,0,11,0,2000,123.5,1,0,0,0,18,1,3,55,14,14,14,14,34.9,478,+18,1.1,0,0,0,0,0,0,0,1,0,0,4,0,1800,110.8,1,0,0,0,8,6,3,55,2,2,0,0,35.7,460,+6,1.1,0,0,0,0,0,0,1,0,0,0,2,0,1600,97.1,1,0,0,0,10,1,3,54,9,10,8,0,34.8,454,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ブラックアーシャ,9,144.7,2,3,10,476,+16,0,1,0,3,54.0,0,0,0,0,0,0,0,0,0,1,15,0,1800,111.7,1,0,0,0,16,16,3,54,4,5,6,10,38.5,460,-24,2.8,0,0,0,1,0,0,0,0,0,0,11,0,1600,97.6,1,0,0,0,18,16,3,52,15,15,0,0,35.4,484,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
エムアイグランツ,5,24.1,2,4,10,504,+2,1,0,0,3,55.0,0,0,0,0,0,1,0,0,0,0,6,0,1600,95.8,1,0,0,0,11,10,3,56,7,2,3,0,35.9,502,-6,1.3,0,0,0,0,0,0,1,0,0,0,13,1,1400,89.4,0,1,0,0,16,13,3,55,11,11,0,0,40.2,508,+2,3.8,0,0,0,0,0,1,0,0,0,0,16,1,1200,75.9,1,0,0,0,16,4,3,56,15,15,0,0,39.9,506,-4,2.3,0,0,0,0,0,1,0,0,0,0,10,1,1800,118.9,1,0,0,0,16,14,3,55,6,6,5,5,39.9,510,0,2.4,0,0,0,0,1,0,0,0,0,0,7,1,1600,100.6,1,0,0,0,9,6,3,55,8,7,0,0,38.8,510,+2,1.7
ペイシャスムーズ,8,99.2,3,5,11,462,+14,0,1,0,3,51.0,0,0,0,0,0,0,0,1,0,0,13,0,2000,125.8,1,0,0,0,14,13,3,54,12,12,12,12,38.5,448,-6,3.7,0,0,0,0,1,0,0,0,0,0,13,0,1800,110.1,1,0,0,0,16,9,3,54,14,16,15,0,35.4,454,-4,1.4,0,0,0,0,0,0,0,1,0,0,4,0,1600,97.6,1,0,0,0,15,10,3,54,9,9,0,0,36.6,458,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ジューンシルフィア,3,8.9,3,6,9,430,+2,0,1,0,3,54.0,0,0,0,0,0,0,0,0,0,1,9,0,1200,70.1,1,0,0,0,18,15,3,54,8,10,0,0,35.6,428,-8,0.9,0,0,0,0,0,0,0,0,0,1,2,0,1200,70.2,0,1,0,0,18,2,3,54,9,7,0,0,35.3,436,-10,0.5,0,0,0,0,0,0,0,1,0,0,2,0,1200,71.7,1,0,0,0,9,7,3,54,7,8,0,0,33.7,446,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
フロリール,15,24.3,4,7,9,432,-4,0,1,0,3,52.0,0,0,0,0,0,1,0,0,0,0,13,1,1800,119.9,0,1,0,0,16,10,3,54,16,16,16,16,40.5,436,-6,2.5,0,0,0,0,1,0,0,0,0,0,10,1,1400,90.8,0,0,1,0,15,11,3,54,5,6,0,0,40.3,442,+6,3.1,0,0,0,0,1,0,0,0,0,0,8,0,1600,96.4,1,0,0,0,18,17,3,51,7,8,0,0,35.1,436,0,0.9,0,0,0,0,1,0,0,0,0,0,7,0,1600,96.6,1,0,0,0,18,6,3,54,6,5,0,0,35.1,436,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ウインエルカミーノ,11,71.5,4,8,0,446,0,1,0,0,3,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ミヤビパーフェクト,2,2.1,5,9,2,464,0,0,0,1,3,56.0,0,0,0,0,0,0,0,1,0,0,3,0,1800,107.1,1,0,0,0,13,10,3,56,2,2,0,0,35.2,464,-2,0.4,0,0,0,0,0,0,0,0,1,0,4,0,1800,107.9,1,0,0,0,18,12,3,56,10,8,0,0,35.5,466,0,0.5,0,0,0,0,0,0,0,0,1,0,3,0,1800,108.6,1,0,0,0,12,12,3,56,3,2,0,0,36.1,466,-6,0.6,0,0,0,0,0,0,0,0,0,1,10,0,2000,124.5,1,0,0,0,18,3,3,56,7,7,10,10,36.2,472,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヴェネレ,12,71.9,5,10,9,440,+4,0,1,0,3,54.0,0,0,0,0,0,0,0,0,0,1,10,0,1800,110.6,1,0,0,0,16,5,3,54,6,6,10,9,36.1,436,0,1.2,0,0,0,0,0,0,0,0,0,1,10,0,1200,71.4,0,1,0,0,18,14,3,54,16,16,0,0,36.1,436,-8,0.8,0,0,0,0,1,0,0,0,0,0,13,0,1400,84.0,1,0,0,0,18,7,3,54,6,6,0,0,36.2,444,+6,1.8,0,0,0,0,1,0,0,0,0,0,8,0,1400,84.8,1,0,0,0,17,2,3,53,7,7,0,0,34.6,438,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
