馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ウインラナキラ,8,9.6,1,0,2000,1,0,0,0,1,1,12,412,0,0,1,0,4,54.0,0,0,0,0,0,0,0,1,0,0,7,1,0,2000,121.6,1,0,0,0,14,13,4,53,14,14,12,12,34.8,412,+6,0.4,0,0,0,1,0,0,0,0,0,0,5,1,0,2000,120.9,1,0,0,0,15,14,4,53,7,7,0,0,33.4,406,-10,0.3,1,0,0,0,0,0,0,0,0,0,4,1,0,2000,123.9,1,0,0,0,16,14,4,52,10,10,10,10,36.5,416,0,0.8,1,0,0,0,0,0,0,0,0,0,2,1,0,2000,124.6,0,1,0,0,16,15,4,52,11,12,5,3,37.1,416,+14,0.4,0,0,0,0,1,0,0,0,0,0,15,1,0,2400,146.3,1,0,0,0,17,16,4,55,16,16,16,15,34.7,402,+4,2.5
ソシアルクラブ,6,2.4,1,0,2000,1,0,0,0,2,2,42,462,+10,0,1,0,4,54.0,0,0,0,0,0,0,0,0,1,0,4,1,0,2000,120.7,1,0,0,0,14,8,4,54,12,12,12,10,36.0,452,+2,0.2,0,0,0,0,1,0,0,0,0,0,7,1,0,1600,94.3,1,0,0,0,16,5,4,54,15,15,0,0,34.9,450,-8,0.6,0,0,0,0,0,0,0,0,1,0,8,1,0,1600,95.3,1,0,0,0,18,12,4,54,13,13,0,0,34.3,458,-12,1.0,0,0,0,0,0,0,0,1,0,0,1,1,0,1600,96.9,1,0,0,0,16,3,4,54,11,9,0,0,34.4,470,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ハートオブスワロー,10,75.7,1,0,2000,1,0,0,0,3,3,1,438,0,0,1,0,5,55.0,0,0,0,0,0,0,1,0,0,0,12,1,0,2000,123.3,1,0,0,0,18,16,5,52,12,10,10,11,34.5,438,-2,1.0,0,0,0,0,0,1,0,0,0,0,13,1,0,2200,135.4,1,0,0,0,18,15,5,55,11,11,8,7,37.0,440,+4,1.1,0,0,0,0,1,0,0,0,0,0,7,0,1,1600,99.8,1,0,0,0,16,8,5,55,9,8,0,0,37.6,436,0,1.8,0,0,0,0,0,1,0,0,0,0,6,0,1,1800,114.9,0,1,0,0,16,15,5,55,4,4,6,7,39.2,436,+4,1.2,0,0,0,0,0,1,0,0,0,0,7,0,1,1800,114.0,1,0,0,0,13,2,5,55,13,13,11,10,39.0,432,0,1.0
ウインルチル,1,15.6,1,0,2000,1,0,0,0,4,4,1,432,-4,0,1,0,4,54.0,0,0,0,0,0,0,0,1,0,0,5,1,0,1800,109.7,0,1,0,0,15,8,4,54,12,13,0,0,36.5,436,-2,0.7,0,0,0,0,0,0,0,1,0,0,15,1,0,2000,124.3,1,0,0,0,16,13,4,54,5,5,4,5,38.0,438,+10,2.3,0,0,0,0,0,0,1,0,0,0,6,1,0,2000,122.3,1,0,0,0,18,7,4,54,9,9,13,15,35.4,428,-4,0.9,0,0,0,0,0,0,0,1,0,0,1,1,0,2000,122.8,0,1,0,0,16,13,4,54,12,13,11,11,35.6,432,-2,-0.2,0,0,0,0,0,0,0,1,0,0,9,1,0,2000,123.4,1,0,0,0,12,4,4,54,2,2,2,2,35.8,434,+8,1.4
レユシット,9,51.0,1,0,2000,1,0,0,0,5,5,7,466,+2,0,1,0,4,54.0,0,0,0,0,0,0,1,0,0,0,8,1,0,2000,122.3,1,0,0,0,18,4,4,52,7,7,10,10,35.7,464,+2,0.9,1,0,0,0,0,0,0,0,0,0,4,1,0,2000,125.1,0,1,0,0,16,12,4,50,13,13,15,11,36.7,462,+4,0.9,1,0,0,0,0,0,0,0,0,0,10,1,0,2000,123.9,0,1,0,0,13,7,4,52,2,2,1,4,37.8,458,+4,1.6,1,0,0,0,0,0,0,0,0,0,6,0,1,1700,105.9,1,0,0,0,11,5,4,52,2,2,2,2,38.3,454,0,0.6,0,0,1,0,0,0,0,0,0,0,7,0,1,1700,107.7,1,0,0,0,14,4,4,52,2,2,3,3,38.7,454,+6,0.8
アオイプリンセス,2,5.3,1,0,2000,1,0,0,0,6,6,13,462,+14,0,1,0,6,55.0,0,0,0,1,0,0,0,0,0,0,7,1,0,1800,109.7,0,0,1,0,17,9,6,55,14,12,0,0,35.6,448,-8,1.1,0,0,0,1,0,0,0,0,0,0,2,1,0,1800,106.2,1,0,0,0,17,6,6,55,13,13,0,0,33.5,456,+10,0.0,0,0,1,0,0,0,0,0,0,0,10,1,0,2000,123.1,1,0,0,0,16,15,6,55,11,12,12,14,36.2,446,-4,0.8,0,0,0,0,0,0,0,0,0,1,4,1,0,2000,122.1,1,0,0,0,10,8,6,55,3,3,3,4,35.4,450,-4,0.6,0,0,0,0,0,0,0,0,0,1,3,1,0,2000,120.6,1,0,0,0,12,5,6,55,11,11,11,8,36.0,454,-2,0.2
ベラソヴラーノ,11,53.2,1,0,2000,1,0,0,0,6,7,10,462,+20,0,1,0,4,54.0,0,0,1,0,0,0,0,0,0,0,16,1,0,1200,71.9,1,0,0,0,16,16,4,51,16,16,0,0,35.5,442,-14,3.1,0,0,0,0,0,0,0,0,1,0,16,1,0,1600,95.4,1,0,0,0,18,12,4,53,5,8,0,0,36.0,456,-4,1.5,1,0,0,0,0,0,0,0,0,0,1,1,0,1500,91.9,0,1,0,0,14,1,4,52,1,1,1,0,36.0,460,0,0.0,1,0,0,0,0,0,0,0,0,0,3,1,0,1500,90.7,0,1,0,0,14,9,4,52,2,2,2,0,36.4,460,-4,0.1,0,1,0,0,0,0,0,0,0,0,5,1,0,1200,70.4,1,0,0,0,16,7,4,52,7,7,0,0,35.3,464,0,0.6
エフティアテナ,4,17.4,1,0,2000,1,0,0,0,7,8,1,440,-2,0,1,0,4,54.0,0,0,0,0,0,0,1,0,0,0,6,1,0,2200,134.7,1,0,0,0,15,9,4,54,15,15,15,14,34.5,442,+8,0.9,0,0,0,0,0,0,1,0,0,0,10,1,0,2000,122.9,1,0,0,0,18,10,4,54,7,6,6,10,35.2,434,-2,0.8,0,0,0,0,0,1,0,0,0,0,7,1,0,2000,122.0,0,1,0,0,16,9,4,52,16,16,16,14,33.6,436,+6,0.6,0,0,0,0,1,0,0,0,0,0,6,1,0,1800,109.3,1,0,0,0,12,1,4,54,2,3,3,0,34.0,430,-2,0.7,0,0,0,0,0,1,0,0,0,0,4,1,0,1800,110.0,1,0,0,0,14,6,4,54,2,2,2,2,35.6,432,+6,0.2
キャンディストーム,5,8.1,1,0,2000,1,0,0,0,7,9,1,480,0,0,1,0,5,55.0,0,0,0,0,0,0,1,0,0,0,10,1,0,2000,123.1,1,0,0,0,18,12,5,55,9,8,10,9,34.4,480,-4,0.8,0,0,0,1,0,0,0,0,0,0,8,1,0,2000,121.2,1,0,0,0,15,2,5,53,14,14,0,0,33.2,484,-2,0.6,0,0,0,0,0,0,0,0,1,0,4,1,0,2000,122.2,0,1,0,0,11,1,5,55,3,3,4,4,35.4,486,+6,1.1,0,0,0,0,1,0,0,0,0,0,8,1,0,2400,148.5,1,0,0,0,11,1,5,55,4,4,5,5,34.7,480,0,0.9,0,0,0,0,1,0,0,0,0,0,9,1,0,1800,108.5,1,0,0,0,11,3,5,55,5,6,5,0,34.4,480,+8,1.5
シャイントレイル,3,21.6,1,0,2000,1,0,0,0,8,10,12,450,+8,0,1,0,5,55.0,0,0,1,0,0,0,0,0,0,0,11,1,0,1800,107.4,1,0,0,0,16,11,5,55,14,14,14,14,34.8,442,-4,0.9,0,0,0,1,0,0,0,0,0,0,4,1,0,1800,106.4,1,0,0,0,17,15,5,55,15,15,0,0,33.5,446,+4,0.2,0,0,1,0,0,0,0,0,0,0,6,1,0,2000,120.8,1,0,0,0,9,4,5,55,6,6,6,6,35.3,442,0,1.0,0,0,0,0,0,0,0,0,0,1,1,1,0,1800,108.3,1,0,0,0,16,16,5,54,14,14,11,10,35.5,442,+4,-0.2,0,0,0,0,0,0,0,0,0,1,5,1,0,2000,121.4,1,0,0,0,18,1,5,54,4,3,2,3,36.7,438,-8,0.4
