馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
シンフォニア,13,40.3,1,0,1500,0,1,0,0,1,1,1,494,+2,0,1,0,6,55.0,1,0,0,0,0,0,0,0,0,0,6,1,0,1500,89.1,1,0,0,0,9,8,6,55,6,7,6,0,34.1,492,-6,0.8,0,1,0,0,0,0,0,0,0,0,10,1,0,1200,69.2,1,0,0,0,16,1,6,51,16,16,0,0,33.8,498,+4,0.3,0,0,0,0,1,0,0,0,0,0,10,1,0,1400,81.5,1,0,0,0,16,3,6,55,10,10,0,0,33.7,494,-4,0.9,0,0,0,0,0,1,0,0,0,0,11,1,0,1200,70.4,0,1,0,0,12,4,6,55,6,4,0,0,34.8,498,-2,0.9,0,0,0,0,0,1,0,0,0,0,9,1,0,1200,69.2,1,0,0,0,16,4,6,55,11,10,0,0,34.4,500,+14,0.6
シグナライズ,6,4.6,1,0,1500,0,1,0,0,2,2,17,478,-6,0,1,0,3,52.0,0,0,0,0,0,0,0,0,1,0,6,1,0,2000,121.2,1,0,0,0,14,6,3,54,6,6,2,2,37.7,484,0,0.7,0,0,0,0,0,0,0,0,1,0,6,1,0,1600,94.3,1,0,0,0,10,8,3,54,6,6,0,0,33.8,484,-4,0.9,0,0,0,0,0,0,0,1,0,0,4,1,0,1400,83.2,1,0,0,0,9,1,3,54,4,3,0,0,35.1,488,0,0.5,0,0,0,0,0,0,0,1,0,0,1,1,0,1400,83.6,0,1,0,0,10,7,3,54,7,6,0,0,34.3,488,+4,-0.4,0,0,0,0,0,0,0,1,0,0,1,1,0,1600,95.1,1,0,0,0,15,10,3,54,2,2,0,0,34.9,484,0,-0.3
ヴェアリアスサマー,7,33.3,1,0,1500,0,1,0,0,3,3,2,496,-10,1,0,0,7,57.0,0,0,1,0,0,0,0,0,0,0,10,1,0,1200,70.5,1,0,0,0,16,7,7,54,2,7,0,0,36.6,506,-16,1.4,0,0,0,0,1,0,0,0,0,0,4,1,0,1400,82.0,1,0,0,0,15,7,7,57,1,1,0,0,34.5,522,0,0.5,0,0,0,0,0,1,0,0,0,0,9,1,0,1600,95.2,1,0,0,0,15,10,7,54,1,1,1,0,36.3,522,+8,0.6,0,0,0,0,0,1,0,0,0,0,7,1,0,1600,94.9,1,0,0,0,16,8,7,54,1,1,1,0,36.3,514,+2,0.8,0,0,0,0,1,0,0,0,0,0,5,1,0,1400,82.8,0,0,1,0,18,12,7,57,1,1,0,0,35.1,512,0,0.3
レヴァンテライオン,9,20.6,1,0,1500,0,1,0,0,4,4,3,492,-12,1,0,0,4,57.0,0,1,0,0,0,0,0,0,0,0,11,1,0,1200,69.7,1,0,0,0,13,12,4,57,3,3,0,0,35.9,504,-2,0.7,0,1,0,0,0,0,0,0,0,0,10,1,0,1200,71.0,0,0,1,0,16,5,4,57,9,11,0,0,36.3,506,-8,1.1,0,0,0,0,0,0,0,1,0,0,11,1,0,1200,70.8,1,0,0,0,11,4,4,55,9,10,0,0,35.0,514,+10,2.0,0,0,0,0,0,1,0,0,0,0,9,1,0,1200,70.0,1,0,0,0,9,4,4,55,6,7,0,0,34.9,504,+6,1.7,0,0,0,0,0,0,0,1,0,0,13,0,1,1200,75.3,1,0,0,0,13,9,4,55,6,8,0,0,39.5,498,+2,4.1
アロンザモナ,10,94.1,1,0,1500,0,1,0,0,4,5,1,474,-6,0,1,0,4,55.0,1,0,0,0,0,0,0,0,0,0,8,1,0,1500,89.5,1,0,0,0,9,6,4,55,9,8,7,0,34.3,480,+10,1.2,0,0,0,0,0,0,0,1,0,0,14,1,0,2000,121.7,1,0,0,0,16,16,4,51,8,7,9,10,37.4,470,-8,2.9,0,0,0,0,0,0,0,1,0,0,9,1,0,1800,108.6,1,0,0,0,9,9,4,55,5,5,0,0,35.9,478,+8,2.0,0,0,0,0,1,0,0,0,0,0,14,0,1,1400,84.8,0,1,0,0,16,2,4,51,10,10,0,0,37.1,470,-2,2.0,0,0,0,0,1,0,0,0,0,0,15,1,0,1400,81.8,1,0,0,0,18,7,4,54,3,3,0,0,35.5,472,0,1.2
ウォーターバオバブ,8,266.1,1,0,1500,0,1,0,0,5,6,2,480,-16,1,0,0,5,57.0,0,1,0,0,0,0,0,0,0,0,12,0,1,1700,107.5,1,0,0,0,14,7,5,57,2,2,2,4,39.0,496,-2,2.7,0,1,0,0,0,0,0,0,0,0,11,0,1,1700,107.0,1,0,0,0,14,11,5,57,4,4,5,6,38.3,498,+8,2.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1400,89.0,1,0,0,0,11,3,5,56,5,5,4,1,38.9,490,-6,-0.1,0,0,0,0,0,0,0,0,1,0,11,0,1,1200,73.1,1,0,0,0,16,9,5,57,14,15,0,0,36.7,496,+4,1.1,0,0,1,0,0,0,0,0,0,0,9,0,1,1700,107.8,0,1,0,0,15,2,5,56,12,12,12,12,39.9,492,+10,1.5
ニシノカブケ,3,19.8,1,0,1500,0,1,0,0,5,7,1,498,-4,1,0,0,6,57.0,1,0,0,0,0,0,0,0,0,0,4,1,0,1500,88.8,1,0,0,0,9,7,6,57,7,4,3,0,34.1,502,-2,0.5,0,0,0,0,0,1,0,0,0,0,7,1,0,1600,95.6,1,0,0,0,8,8,6,57,7,6,5,0,35.6,504,+2,1.2,0,0,0,0,0,1,0,0,0,0,8,1,0,1600,95.1,1,0,0,0,12,7,6,57,11,10,9,0,34.7,502,-2,1.4,0,0,0,0,0,0,0,1,0,0,8,1,0,1400,84.6,0,0,1,0,16,6,6,54,14,14,0,0,35.5,504,-10,0.8,0,0,0,0,0,1,0,0,0,0,9,1,0,1600,95.0,1,0,0,0,13,10,6,54,11,9,8,0,34.6,514,0,0.4
スカルバン,4,6.7,1,0,1500,0,1,0,0,6,8,1,502,-6,1,0,0,4,57.0,1,0,0,0,0,0,0,0,0,0,1,1,0,1500,88.8,1,0,0,0,14,2,4,57,4,4,2,0,35.1,508,+4,0.0,0,0,0,0,0,1,0,0,0,0,4,1,0,1600,95.3,1,0,0,0,10,7,4,55,3,5,5,0,34.8,504,+6,0.3,0,0,0,0,1,0,0,0,0,0,8,1,0,1600,95.0,1,0,0,0,14,8,4,57,6,6,0,0,34.1,498,-2,0.9,0,0,0,0,0,1,0,0,0,0,3,1,0,1600,94.7,1,0,0,0,15,1,4,56,7,4,4,0,35.3,500,+6,0.1,0,0,0,0,1,0,0,0,0,0,9,1,0,1400,82.0,1,0,0,0,16,13,4,56,9,9,0,0,34.6,494,+2,0.9
ユアスイスイ,2,21.7,1,0,1500,0,1,0,0,6,9,3,482,-4,0,1,0,4,55.0,0,1,0,0,0,0,0,0,0,0,1,1,0,1200,69.6,1,0,0,0,12,3,4,54,1,1,0,0,35.4,486,-2,0.0,0,1,0,0,0,0,0,0,0,0,12,1,0,1200,70.1,1,0,0,0,15,7,4,55,3,3,0,0,35.9,488,+4,1.3,0,0,0,0,0,0,0,1,0,0,12,1,0,1200,74.9,0,0,0,1,14,8,4,55,10,11,0,0,38.0,484,0,2.7,0,0,0,0,0,0,0,0,1,0,2,1,0,1200,69.4,0,1,0,0,14,12,4,52,3,3,0,0,35.1,484,+2,0.0,0,0,0,0,0,0,1,0,0,0,1,1,0,1200,70.1,1,0,0,0,18,14,4,53,1,1,0,0,34.7,482,0,-0.3
リュウノユキナ,5,29.3,1,0,1500,0,1,0,0,7,10,3,492,+4,1,0,0,3,54.0,0,1,0,0,0,0,0,0,0,0,8,1,0,1200,69.5,1,0,0,0,13,3,3,54,1,1,0,0,36.7,488,+4,0.5,0,1,0,0,0,0,0,0,0,0,16,1,0,1200,68.7,1,0,0,0,16,1,3,54,15,15,0,0,34.4,484,+2,0.8,0,0,0,0,0,0,0,0,1,0,12,1,0,1600,94.5,1,0,0,0,13,3,3,56,6,5,0,0,35.5,482,+8,1.1,0,0,0,0,1,0,0,0,0,0,12,1,0,1800,110.1,1,0,0,0,12,11,3,56,11,12,12,0,35.0,474,-2,2.7,0,0,0,0,0,1,0,0,0,0,9,1,0,1200,70.0,1,0,0,0,15,2,3,56,11,12,0,0,34.6,476,0,1.0
メイショウナゴミ,11,287.7,1,0,1500,0,1,0,0,7,11,1,454,+4,0,1,0,6,55.0,1,0,0,0,0,0,0,0,0,0,10,0,1,1700,107.2,1,0,0,0,12,9,6,55,11,11,12,10,38.1,450,-10,3.0,0,1,0,0,0,0,0,0,0,0,8,1,0,1800,112.3,0,1,0,0,8,5,6,55,7,5,3,3,37.2,460,+4,1.6,0,0,1,0,0,0,0,0,0,0,1,0,1,1700,107.8,1,0,0,0,14,9,6,52,9,10,11,7,38.7,456,+2,-0.1,0,0,0,0,0,0,0,0,1,0,5,0,1,1800,114.0,0,1,0,0,11,11,6,55,8,8,8,9,38.0,454,-2,0.9,0,0,0,0,0,0,0,0,0,1,4,0,1,1700,107.9,1,0,0,0,14,5,6,52,9,9,9,8,38.6,456,-2,0.2
タガノモーサン,12,205.8,1,0,1500,0,1,0,0,8,12,2,492,-8,1,0,0,5,57.0,0,1,0,0,0,0,0,0,0,0,13,0,1,1700,107.7,1,0,0,0,14,12,5,57,14,14,14,14,37.5,500,-4,2.9,0,0,0,0,0,0,0,1,0,0,14,0,1,1200,74.6,1,0,0,0,16,14,5,54,9,9,0,0,37.8,504,-2,2.0,0,0,0,0,0,0,1,0,0,0,1,0,1,1200,72.8,0,1,0,0,16,13,5,56,4,4,0,0,37.0,506,0,-0.2,0,0,0,0,0,0,1,0,0,0,4,0,1,1200,73.2,1,0,0,0,16,1,5,56,4,4,0,0,37.1,506,+2,0.5,0,0,0,0,0,0,0,1,0,0,8,0,1,1400,85.7,0,1,0,0,16,6,5,57,6,5,0,0,37.5,504,+2,0.9
ハッピーグリン,1,1.5,1,0,1500,0,1,0,0,8,13,5,456,+2,1,0,0,3,54.0,0,1,0,0,0,0,0,0,0,0,3,1,0,1800,109.9,0,0,1,0,11,10,3,52,7,6,6,4,34.8,454,0,0.0,0,0,0,0,1,0,0,0,0,0,4,1,0,2000,118.5,1,0,0,0,14,8,3,56,13,14,14,0,33.7,454,-4,0.3,0,0,0,0,0,1,0,0,0,0,8,1,0,1800,108.9,1,0,0,0,13,6,3,56,7,6,5,3,35.1,458,-4,0.8,0,0,0,0,1,0,0,0,0,0,1,1,0,1800,109.8,1,0,0,0,12,4,3,56,6,10,8,0,33.3,462,-6,-0.2,0,0,0,0,0,0,0,0,0,0,9,0,1,1600,103.5,1,0,0,0,13,4,3,55,7,7,4,7,40.5,468,+8,1.9
