馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ダノンロイヤル,6,7.8,1,1,3,524,-10,1,0,0,4,57.0,0,0,0,0,0,0,0,0,0,1,1,1,1700,105.9,0,1,0,0,13,7,4,56,2,1,2,1,37.9,534,+2,-0.4,0,0,0,0,0,0,0,0,1,0,4,1,1800,113.5,1,0,0,0,15,11,4,56,3,3,3,2,38.7,532,-4,1.3,0,0,0,0,0,0,0,1,0,0,5,1,1800,113.7,1,0,0,0,15,14,4,55,5,5,2,2,38.5,536,+16,0.9,0,0,0,0,0,0,0,0,1,0,11,1,1800,116.0,1,0,0,0,13,6,4,54,8,8,7,6,41.3,520,-8,2.6,0,0,0,0,0,0,0,0,1,0,1,1,1800,114.1,1,0,0,0,15,5,4,56,2,2,2,2,38.6,528,+16,-0.5
マンハッタンロック,13,16.6,2,2,9,462,+4,1,0,0,5,57.0,0,0,0,0,0,0,0,1,0,0,7,1,1800,112.9,1,0,0,0,16,5,5,57,10,9,11,10,38.1,458,+2,0.5,0,0,0,0,0,0,1,0,0,0,1,1,1800,113.2,1,0,0,0,13,10,5,54,6,6,8,7,37.6,456,-2,-0.1,0,0,0,0,0,0,0,1,0,0,3,1,1800,113.5,1,0,0,0,12,4,5,57,7,7,5,4,39.2,458,+2,1.0,0,0,0,0,0,0,0,0,1,0,3,1,2000,123.8,0,0,0,1,16,9,5,57,10,9,7,7,37.5,456,-2,0.4,0,0,0,0,0,0,0,0,0,1,2,1,1700,104.0,0,0,0,1,16,5,5,57,10,10,9,6,37.4,458,+6,0.5
レントラー,7,10.2,3,3,2,460,+2,0,0,1,7,56.0,0,0,0,0,0,0,0,0,1,0,4,1,1800,112.8,0,1,0,0,14,8,7,57,7,8,7,7,37.6,458,-4,0.6,0,0,0,0,0,0,0,1,0,0,2,1,1800,113.1,0,1,0,0,14,12,7,57,3,3,3,3,36.9,462,+14,0.2,0,0,0,0,0,0,0,1,0,0,4,1,1800,111.9,1,0,0,0,13,5,7,55,3,5,6,5,37.9,448,+2,1.8,0,0,0,0,0,0,0,0,1,0,3,1,1800,112.9,0,1,0,0,15,9,7,55,3,3,3,2,39.1,446,-10,0.8,0,0,0,0,0,0,0,1,0,0,9,0,1400,84.7,0,0,1,0,16,13,7,54,15,14,0,0,35.4,456,0,0.9
タガノアンピール,10,8.6,4,4,2,552,0,1,0,0,5,57.0,0,0,0,0,0,0,0,0,1,0,3,1,1800,112.6,0,1,0,0,14,14,5,57,3,3,3,2,37.9,552,+2,0.4,0,0,0,0,0,0,0,1,0,0,1,1,1800,112.7,0,1,0,0,10,1,5,57,1,1,1,1,39.1,550,-4,0.0,0,0,0,1,0,0,0,0,0,0,11,0,2200,137.1,0,1,0,0,13,8,5,57,5,5,5,8,37.2,554,+12,1.2,0,0,0,0,0,0,1,0,0,0,12,1,1800,113.6,1,0,0,0,15,8,5,57,10,10,10,12,38.6,542,0,2.3,0,0,0,0,0,0,0,0,1,0,2,1,1800,110.8,0,0,0,1,14,2,5,57,6,4,5,3,37.9,542,+2,0.2
カレンカカ,2,5.6,4,5,3,494,-6,1,0,0,5,54.0,0,0,0,0,0,1,0,0,0,0,5,1,1800,113.9,1,0,0,0,15,5,5,57,7,6,6,6,38.7,500,-6,0.4,0,0,0,0,0,0,0,1,0,0,3,1,1800,113.2,1,0,0,0,13,8,5,57,11,11,10,9,38.2,506,+2,0.5,0,0,0,0,0,1,0,0,0,0,4,1,1800,114.5,1,0,0,0,16,3,5,57,8,8,8,7,37.9,504,+8,0.6,0,0,1,0,0,0,0,0,0,0,1,1,1700,106.0,1,0,0,0,15,15,5,57,3,3,3,2,37.5,496,+2,0.0,0,0,0,0,0,0,0,1,0,0,2,1,1800,112.7,1,0,0,0,8,5,5,57,4,5,4,4,38.1,494,-4,0.0
サウスザスナイパー,8,17.5,5,6,2,524,-2,1,0,0,5,57.0,0,0,0,0,0,0,0,0,1,0,10,1,1800,113.4,0,1,0,0,14,10,5,57,1,1,1,2,39.0,526,-14,1.2,0,0,0,0,0,0,0,1,0,0,6,1,1800,113.6,1,0,0,0,13,2,5,57,4,3,3,4,39.1,540,+14,0.9,0,0,0,0,1,0,0,0,0,0,4,1,1600,96.1,0,1,0,0,16,2,5,57,3,3,0,0,37.1,526,-14,0.7,1,0,0,0,0,0,0,0,0,0,8,1,1700,106.0,1,0,0,0,14,11,5,57,2,2,2,2,37.5,540,+8,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ランドハイパワー,11,280.0,5,7,2,500,-2,1,0,0,6,57.0,0,0,0,0,0,0,0,0,1,0,8,1,1800,113.1,0,1,0,0,14,12,6,57,9,9,9,9,37.8,502,0,0.9,0,0,0,0,0,0,0,0,0,1,10,1,1700,107.0,0,1,0,0,16,1,6,57,14,15,13,13,38.8,502,0,1.4,0,0,0,0,0,0,0,1,0,0,9,1,1400,86.0,0,1,0,0,13,11,6,57,11,10,0,0,36.1,502,+2,1.1,0,0,0,0,0,0,0,1,0,0,12,1,1400,85.8,1,0,0,0,16,6,6,57,14,15,0,0,36.5,500,+14,1.5,0,0,0,0,1,0,0,0,0,0,12,1,1600,97.6,0,0,1,0,15,14,6,57,11,11,0,0,37.0,486,-4,2.4
テイエムテツジン,12,189.4,6,8,2,460,-2,1,0,0,7,57.0,0,0,0,0,0,0,0,0,1,0,14,1,1800,116.6,0,1,0,0,14,13,7,56,13,12,12,13,40.9,462,+8,4.4,0,1,0,0,0,0,0,0,0,0,6,1,1700,106.4,1,0,0,0,14,13,7,57,12,12,12,11,37.2,454,+4,1.6,0,0,0,0,0,0,0,0,1,0,10,1,1800,114.2,0,0,1,0,15,15,7,57,3,5,3,3,39.1,450,+4,1.8,0,0,0,0,1,0,0,0,0,0,5,1,1600,97.6,1,0,0,0,16,10,7,57,15,16,0,0,35.4,446,-10,0.2,0,0,0,0,0,0,0,0,0,1,6,1,1700,105.1,0,1,0,0,14,14,7,57,14,13,4,2,37.9,456,-14,0.8
スノードルフィン,9,66.7,6,9,9,486,-6,1,0,0,6,57.0,0,0,0,0,0,0,0,1,0,0,8,1,1800,113.0,1,0,0,0,16,1,6,57,16,16,16,15,37.5,492,-2,0.6,0,0,0,0,0,0,0,0,1,0,10,1,1800,112.4,0,1,0,0,16,1,6,57,16,16,16,16,35.6,494,+10,1.5,0,0,0,0,0,0,0,1,0,0,14,1,1900,123.3,1,0,0,0,14,11,6,57,14,14,14,14,38.5,484,-8,5.2,0,0,0,0,0,1,0,0,0,0,7,1,2400,155.4,0,1,0,0,11,5,6,56,6,5,4,8,40.0,492,-6,1.9,0,0,0,1,0,0,0,0,0,0,10,1,1800,113.6,1,0,0,0,15,3,6,57,13,13,12,14,38.6,498,+14,2.3
カリーニョミノル,3,35.8,7,10,13,492,+2,0,1,0,5,54.0,0,0,0,0,0,0,1,0,0,0,1,1,1800,113.9,0,1,0,0,16,2,5,53,9,9,3,2,37.7,490,0,-0.2,0,0,0,0,0,0,1,0,0,0,2,1,1800,113.3,1,0,0,0,13,3,5,55,8,8,8,7,38.2,490,0,0.3,0,0,1,0,0,0,0,0,0,0,2,1,1700,107.0,1,0,0,0,15,9,5,55,9,8,7,6,38.2,490,+14,0.2,0,0,0,0,1,0,0,0,0,0,12,1,1600,99.4,1,0,0,0,14,9,5,55,6,6,0,0,38.2,476,0,2.0,0,0,0,0,0,1,0,0,0,0,9,0,1800,110.4,1,0,0,0,9,4,5,55,9,8,9,9,37.5,476,-2,3.1
