馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
メイショウショウブ,5,29.1,1,1,6,482,-2,0,1,0,3,54.0,1,0,0,0,0,0,0,0,0,0,8,0,1800,107.5,1,0,0,0,14,5,3,51,3,3,3,2,34.7,484,+2,0.5,0,0,0,0,1,0,0,0,0,0,17,0,2400,146.6,1,0,0,0,18,17,3,55,9,12,13,13,38.1,482,+2,3.8,0,0,0,0,0,1,0,0,0,0,2,0,1600,94.2,1,0,0,0,14,3,3,54,2,3,4,0,33.6,480,-2,0.0,0,0,0,0,0,0,0,0,1,0,9,0,1600,95.2,1,0,0,0,13,5,3,54,6,3,0,0,35.1,482,0,1.1,0,0,0,0,0,0,0,0,1,0,6,0,1600,94.8,1,0,0,0,18,5,3,54,2,2,0,0,35.7,482,0,0.7
ベストクィーン,11,214.3,2,2,8,414,+2,0,1,0,3,54.0,0,0,0,0,0,0,1,0,0,0,1,0,1600,96.4,0,0,0,1,16,6,3,54,5,5,2,0,35.3,412,-6,-0.5,0,0,0,0,0,0,0,0,0,0,2,1,1400,85.6,0,0,1,0,10,2,3,54,5,4,4,0,36.9,418,+2,0.0,0,0,0,0,0,0,0,0,1,0,6,0,1600,96.5,1,0,0,0,18,11,3,54,10,10,0,0,34.7,416,+2,0.4,0,0,0,0,0,0,0,1,0,0,2,0,1600,95.0,1,0,0,0,15,12,3,54,5,5,0,0,34.6,414,+2,0.1,0,0,0,0,0,0,0,0,1,0,14,0,1400,83.3,1,0,0,0,18,6,3,54,11,11,0,0,35.0,412,-4,0.7
ビックピクチャー,10,46.1,3,3,2,416,-2,0,1,0,3,54.0,0,0,0,0,0,0,0,0,0,1,1,0,1800,107.0,1,0,0,0,15,2,3,49,5,4,5,3,34.8,418,0,-0.6,0,0,0,0,0,0,0,0,0,1,2,0,1800,108.9,1,0,0,0,14,9,3,49,4,4,4,4,35.2,418,+4,0.1,0,0,0,0,0,0,0,0,0,1,3,0,2000,120.3,1,0,0,0,13,7,3,52,3,3,3,4,36.1,414,+14,0.2,0,0,0,0,0,0,0,0,1,0,3,0,1800,107.1,1,0,0,0,11,2,3,54,7,8,0,0,34.8,400,0,0.3,0,0,0,0,0,0,0,1,0,0,2,0,1400,83.4,1,0,0,0,8,8,3,54,7,7,0,0,34.6,400,0,0.3
ダノンファンタジー,1,2.2,4,4,16,458,+2,0,1,0,3,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,2400,143.3,1,0,0,0,18,8,3,55,4,6,6,5,35.5,456,-6,0.5,0,0,0,0,0,0,0,0,1,0,4,0,1600,93.1,1,0,0,0,18,15,3,55,5,4,0,0,33.4,462,+2,0.4,0,0,0,0,0,0,0,0,1,0,1,0,1600,94.1,1,0,0,0,13,1,3,54,3,3,0,0,34.0,460,0,-0.2,0,0,0,0,0,0,0,0,1,0,1,0,1600,94.1,1,0,0,0,18,13,3,54,15,16,0,0,34.0,460,0,-0.1
モアナアネラ,7,52.8,5,5,5,420,+2,0,1,0,3,54.0,0,0,0,0,0,0,0,0,0,1,1,0,2000,120.1,1,0,0,0,13,11,3,52,3,3,3,3,35.9,418,-6,-0.2,0,0,0,0,0,0,1,0,0,0,2,0,2000,120.9,0,1,0,0,15,1,3,52,9,8,8,5,34.6,424,+4,0.1,0,0,0,0,0,0,0,1,0,0,1,0,2000,120.8,1,0,0,0,12,10,3,54,7,7,4,4,34.4,420,+2,-0.5,0,0,0,0,0,0,0,0,1,0,5,0,2000,124.0,0,1,0,0,13,13,3,54,9,10,9,8,36.4,418,-8,0.7,0,0,0,0,0,0,0,0,1,0,8,0,1800,109.0,1,0,0,0,14,6,3,54,11,10,0,0,35.5,426,0,0.6
シャドウディーヴァ,9,13.1,5,6,16,472,+8,0,1,0,3,54.0,0,0,0,0,1,0,0,0,0,0,6,0,2400,143.3,1,0,0,0,18,7,3,55,9,8,7,7,35.3,464,0,0.5,0,0,0,0,1,0,0,0,0,0,2,0,2000,119.5,1,0,0,0,18,2,3,54,7,8,7,0,33.5,464,-2,0.0,0,0,0,0,0,1,0,0,0,0,4,0,1800,108.1,1,0,0,0,13,2,3,54,10,10,9,9,34.0,466,-2,0.7,0,0,0,0,1,0,0,0,0,0,3,0,2000,120.2,1,0,0,0,8,3,3,54,4,4,4,0,33.6,468,0,0.3,0,0,0,0,1,0,0,0,0,0,1,0,2000,121.1,0,1,0,0,10,5,3,54,4,5,5,0,33.4,468,0,-0.6
アルティマリガーレ,8,17.6,6,7,7,444,0,0,1,0,3,54.0,0,0,0,0,0,0,1,0,0,0,1,0,1600,94.7,0,1,0,0,12,1,3,52,6,6,5,0,34.6,444,+2,-0.1,0,0,0,0,0,0,0,0,1,0,1,0,1400,81.9,0,1,0,0,18,2,3,49,4,5,0,0,35.5,442,0,-0.2,0,0,0,0,0,0,0,1,0,0,2,0,1600,94.0,1,0,0,0,8,4,3,54,5,5,0,0,33.8,442,+4,0.3,0,0,0,0,0,0,0,0,1,0,1,0,1400,82.4,1,0,0,0,17,6,3,54,9,8,0,0,35.0,438,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ウィクトーリア,3,4.3,6,8,16,466,+6,0,1,0,3,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,2400,143.3,1,0,0,0,18,12,3,55,14,14,15,15,34.6,460,-6,0.5,0,0,0,0,1,0,0,0,0,0,1,0,2000,119.5,1,0,0,0,18,4,3,54,12,12,11,0,33.2,466,-4,0.0,0,0,0,0,0,1,0,0,0,0,1,0,1800,107.9,1,0,0,0,12,5,3,54,1,1,1,1,34.6,470,+12,-0.3,0,0,0,0,1,0,0,0,0,0,5,0,1600,95.0,1,0,0,0,12,8,3,54,8,8,0,0,33.9,458,-4,0.7
ラシェーラ,12,184.7,7,9,1,446,-8,0,1,0,3,54.0,0,0,0,1,0,0,0,0,0,0,12,0,2000,120.8,1,0,0,0,15,13,3,52,1,1,0,0,39.3,454,+10,1.1,0,0,0,0,1,0,0,0,0,0,7,0,1800,108.2,1,0,0,0,12,12,3,54,9,8,8,0,33.1,444,+2,0.5,0,0,0,0,0,0,0,0,1,0,5,0,2000,121.2,1,0,0,0,9,5,3,54,6,6,7,7,35.0,442,-4,0.6,0,0,0,0,0,0,0,0,1,0,1,0,1800,109.6,0,1,0,0,16,9,3,54,4,3,0,0,36.4,446,+2,-0.3,0,0,0,0,0,0,0,0,1,0,2,0,1600,94.2,1,0,0,0,16,3,3,54,5,4,0,0,35.1,444,-2,0.2
シゲルピンクダイヤ,4,6.8,7,10,16,460,+6,0,1,0,3,54.0,0,0,0,0,1,0,0,0,0,0,12,0,2400,145.2,1,0,0,0,18,11,3,55,9,10,9,10,36.9,454,-4,2.4,0,0,0,0,0,0,0,0,1,0,2,0,1600,93.1,1,0,0,0,18,16,3,55,15,12,0,0,32.7,458,+6,0.4,0,0,0,0,0,0,0,0,1,0,2,0,1600,94.3,1,0,0,0,13,13,3,54,12,12,0,0,33.6,452,-10,0.2,0,0,0,0,0,0,0,1,0,0,1,0,1600,94.7,1,0,0,0,16,9,3,54,7,8,0,0,34.5,462,+2,-0.2,0,0,0,0,0,0,0,1,0,0,3,0,1600,94.6,1,0,0,0,17,7,3,54,3,9,0,0,35.8,460,0,0.3
