馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
リュミエールドール,4,21.7,0,1,1700,0,1,0,0,1,1,11,506,-12,0,1,0,4,55.0,0,0,0,0,0,0,0,1,0,0,4,0,1,1800,113.3,1,0,0,0,16,13,4,55,11,11,11,10,38.2,518,+2,0.6,0,0,0,1,0,0,0,0,0,0,3,0,1,1800,113.1,1,0,0,0,13,12,4,55,13,13,12,10,37.6,516,+4,0.6,0,0,0,1,0,0,0,0,0,0,4,0,1,1800,114.7,1,0,0,0,15,13,4,55,4,4,2,2,38.1,512,+4,0.6,0,0,0,0,0,0,0,0,0,1,3,0,1,1700,107.0,1,0,0,0,16,10,4,54,7,7,4,3,38.7,508,-6,0.4,0,0,0,0,0,0,0,1,0,0,6,0,1,1800,114.6,0,1,0,0,13,3,4,54,7,7,2,1,39.0,514,+6,1.0
ワタシノロザリオ,5,26.1,0,1,1700,0,1,0,0,2,2,1,444,+2,0,1,0,4,55.0,1,0,0,0,0,0,0,0,0,0,4,0,1,1700,105.6,1,0,0,0,11,9,4,55,10,10,10,7,37.2,442,-4,0.3,0,1,0,0,0,0,0,0,0,0,7,0,1,1700,107.3,0,1,0,0,13,10,4,55,11,11,8,7,38.6,446,-4,1.1,0,1,0,0,0,0,0,0,0,0,9,0,1,1700,107.1,0,0,1,0,13,3,4,55,10,10,8,8,38.6,450,+6,1.3,0,0,0,0,0,0,0,0,1,0,5,0,1,1800,112.5,1,0,0,0,12,4,4,54,8,8,7,8,37.3,444,-2,0.7,0,0,0,0,0,0,0,1,0,0,1,0,1,1800,113.6,0,1,0,0,13,2,4,54,6,6,5,3,37.7,446,+2,-0.3
ボードウォーク,3,5.9,0,1,1700,0,1,0,0,3,3,1,442,+2,0,1,0,3,52.0,1,0,0,0,0,0,0,0,0,0,2,0,1,1700,105.4,1,0,0,0,11,4,3,52,1,1,1,1,37.9,440,-8,0.1,0,1,0,0,0,0,0,0,0,0,2,0,1,1700,106.7,1,0,0,0,14,14,3,52,1,1,1,1,38.2,448,+10,0.2,0,1,0,0,0,0,0,0,0,0,3,0,1,1700,107.0,1,0,0,0,14,12,3,52,2,2,2,2,39.7,438,-12,0.1,0,0,0,0,0,0,0,0,1,0,2,0,1,1800,114.3,1,0,0,0,12,1,3,52,2,1,1,1,38.6,450,-6,1.2,0,0,0,0,0,0,0,1,0,0,1,0,1,1800,114.0,1,0,0,0,14,7,3,53,2,2,2,1,38.7,456,+12,-0.3
クルークハイト,1,3.7,0,1,1700,0,1,0,0,4,4,6,466,+4,0,1,0,4,55.0,0,1,0,0,0,0,0,0,0,0,2,0,1,1700,105.8,0,0,1,0,8,7,4,55,4,4,4,3,38.1,462,+4,0.4,0,1,0,0,0,0,0,0,0,0,5,0,1,1700,107.2,1,0,0,0,14,9,4,55,9,8,6,5,39.3,458,+6,0.3,0,0,1,0,0,0,0,0,0,0,6,0,1,1700,106.6,1,0,0,0,15,15,4,55,3,3,4,6,39.0,452,-4,0.9,0,0,0,0,0,0,0,0,0,1,4,0,1,1700,106.8,1,0,0,0,15,7,4,52,4,4,3,3,38.4,456,-6,0.9,0,0,0,0,0,0,1,0,0,0,1,0,1,1800,113.7,1,0,0,0,16,2,4,51,4,4,3,2,38.3,462,0,-0.9
タガノアニード,7,15.5,0,1,1700,0,1,0,0,4,5,1,470,+6,0,1,0,4,53.0,1,0,0,0,0,0,0,0,0,0,3,0,1,1700,105.5,1,0,0,0,11,2,4,53,3,4,6,4,37.5,464,-4,0.2,0,1,0,0,0,0,0,0,0,0,3,0,1,1700,106.6,0,1,0,0,13,2,4,53,3,3,4,5,38.2,468,+2,0.4,0,1,0,0,0,0,0,0,0,0,2,0,1,1700,106.0,0,0,1,0,13,11,4,53,5,5,5,5,37.7,466,0,0.2,0,1,0,0,0,0,0,0,0,0,12,0,1,1700,109.0,1,0,0,0,14,11,4,52,7,8,13,13,40.3,466,-6,2.1,0,0,0,0,0,0,0,1,0,0,7,1,0,2000,123.1,1,0,0,0,7,7,4,55,2,2,3,4,38.1,472,+18,2.8
プティットクルール,10,68.3,0,1,1700,0,1,0,0,5,6,8,466,+26,0,1,0,4,55.0,0,1,0,0,0,0,0,0,0,0,12,1,0,2600,161.3,1,0,0,0,12,11,4,55,2,2,2,5,37.4,440,+2,1.9,0,0,0,0,0,0,0,1,0,0,9,1,0,2200,134.9,1,0,0,0,9,2,4,51,2,2,3,3,35.4,438,+6,1.1,0,0,0,0,0,0,0,0,1,0,3,1,0,2400,148.7,1,0,0,0,9,5,4,50,2,2,2,2,34.6,432,+6,0.2,0,0,0,0,0,0,0,0,0,1,11,1,0,2600,160.0,1,0,0,0,12,3,4,54,4,3,7,8,36.1,426,-12,1.7,0,0,0,0,0,0,0,1,0,0,5,1,0,2400,148.5,1,0,0,0,13,10,4,50,2,2,2,2,36.2,438,-2,0.7
バニーテール,2,2.0,0,1,1700,0,1,0,0,5,7,2,486,+2,0,1,0,4,55.0,1,0,0,0,0,0,0,0,0,0,4,0,1,1700,106.5,1,0,0,0,12,5,4,55,3,3,4,3,37.4,484,+2,0.3,0,0,0,0,0,0,0,0,1,0,11,0,1,1800,112.2,0,0,1,0,15,5,4,55,3,3,4,9,38.1,482,+2,1.7,0,0,0,0,0,0,0,0,1,0,2,0,1,1800,112.1,0,1,0,0,12,2,4,55,7,6,6,5,37.2,480,-6,0.2,0,0,0,0,0,0,0,1,0,0,4,0,1,1800,114.6,1,0,0,0,16,10,4,54,6,7,6,5,37.3,486,+10,0.8,0,0,0,0,0,0,1,0,0,0,6,0,1,1800,113.7,1,0,0,0,16,12,4,54,2,2,6,6,37.2,476,-4,0.8
ブルレジーナ,11,67.8,0,1,1700,0,1,0,0,6,8,2,450,+12,0,1,0,3,52.0,1,0,0,0,0,0,0,0,0,0,1,0,1,1700,107.3,1,0,0,0,14,14,3,54,4,4,5,5,38.5,438,-20,0.0,0,1,0,0,0,0,0,0,0,0,10,0,1,1700,108.3,0,0,1,0,11,3,3,53,4,5,7,7,39.6,458,+8,1.7,0,1,0,0,0,0,0,0,0,0,2,0,1,1700,108.7,1,0,0,0,10,5,3,54,2,2,2,2,39.2,450,+12,0.4,0,0,0,0,0,0,0,1,0,0,11,1,0,1800,112.6,0,1,0,0,18,5,3,54,7,8,0,0,37.7,438,-4,1.9,0,0,0,0,0,0,0,1,0,0,2,0,1,1800,116.3,1,0,0,0,16,5,3,54,8,7,5,3,40.0,442,0,1.2
サンヘレナ,8,85.7,0,1,1700,0,1,0,0,6,9,4,496,-2,0,1,0,5,55.0,0,1,0,0,0,0,0,0,0,0,8,0,1,1700,107.3,0,1,0,0,13,11,5,55,8,9,4,5,38.9,498,-12,1.1,0,0,0,0,1,0,0,0,0,0,13,0,1,1600,100.4,1,0,0,0,16,3,5,55,15,15,0,0,37.4,510,0,2.7,0,0,0,0,1,0,0,0,0,0,7,0,1,1600,99.5,1,0,0,0,14,2,5,55,10,10,0,0,38.0,510,+14,1.2,1,0,0,0,0,0,0,0,0,0,6,0,1,1700,105.2,0,0,0,1,14,9,5,55,6,6,3,3,38.4,496,+2,1.1,1,0,0,0,0,0,0,0,0,0,5,0,1,1700,105.7,1,0,0,0,13,6,5,55,5,5,5,4,36.0,494,+2,0.3
プリエンプト,9,30.0,0,1,1700,0,1,0,0,7,10,12,476,+6,0,1,0,4,55.0,0,0,0,0,1,0,0,0,0,0,3,0,1,1600,98.8,1,0,0,0,14,14,4,55,1,1,0,0,38.2,470,-2,0.5,0,0,0,1,0,0,0,0,0,0,4,0,1,1800,113.8,1,0,0,0,15,13,4,55,2,2,2,2,40.0,472,-4,0.8,0,0,0,0,0,1,0,0,0,0,2,0,1,1800,114.7,1,0,0,0,12,7,4,55,3,3,3,3,38.6,476,-6,0.1,0,0,0,0,0,1,0,0,0,0,4,0,1,1800,113.7,0,1,0,0,11,11,4,55,2,2,2,2,39.0,482,+6,0.4,0,0,0,0,0,1,0,0,0,0,5,0,1,1800,116.2,1,0,0,0,16,8,4,54,6,6,3,4,38.8,476,-2,1.0
