馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ハローマイフレンド,9,128.4,1,0,1200,1,0,0,0,1,1,0,404,0,1,0,0,3,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヒロシゲウェーブ,4,27.6,1,0,1200,1,0,0,0,1,2,17,434,+10,1,0,0,3,55.0,0,0,0,0,0,0,0,0,1,0,8,1,0,2000,125.8,1,0,0,0,8,1,3,55,6,6,6,8,37.3,424,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
カーヴィー,8,32.9,1,0,1200,1,0,0,0,2,3,0,436,0,0,1,0,3,52.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ケンアンドランス,11,128.5,1,0,1200,1,0,0,0,2,4,22,492,+14,1,0,0,3,56.0,0,0,0,1,0,0,0,0,0,0,14,1,0,1800,113.4,0,1,0,0,14,10,3,55,1,1,0,0,39.5,478,+2,4.1,1,0,0,0,0,0,0,0,0,0,12,1,0,1200,74.8,1,0,0,0,12,11,3,54,2,8,0,0,40.0,476,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ウインドシャルム,13,180.4,1,0,1200,1,0,0,0,3,5,28,438,+32,0,1,0,3,53.0,0,0,0,0,0,1,0,0,0,0,15,1,0,1200,71.6,0,1,0,0,16,15,3,53,12,14,0,0,35.6,406,+4,3.0,0,1,0,0,0,0,0,0,0,0,9,1,0,1200,72.1,1,0,0,0,12,10,3,53,8,7,0,0,35.9,402,+2,1.0,0,1,0,0,0,0,0,0,0,0,6,1,0,1000,60.3,0,1,0,0,7,1,3,53,6,6,0,0,35.5,400,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ラスティングライ,12,77.1,1,0,1200,1,0,0,0,3,6,15,498,+20,1,0,0,3,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,0,1,1800,123.8,0,1,0,0,16,12,3,52,1,1,2,9,45.2,478,-10,5.9,0,0,0,0,0,1,0,0,0,0,13,0,1,1200,74.6,1,0,0,0,16,14,3,55,6,8,0,0,39.5,488,0,2.5,0,0,0,0,1,0,0,0,0,0,14,0,1,1600,104.8,0,1,0,0,16,8,3,55,1,1,0,0,42.5,488,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
メイクアンシー,3,2.2,1,0,1200,1,0,0,0,4,7,1,454,+2,1,0,0,3,56.0,0,0,0,0,0,0,1,0,0,0,3,1,0,1200,68.9,1,0,0,0,18,1,3,56,9,9,0,0,34.1,452,+6,0.3,0,1,0,0,0,0,0,0,0,0,2,1,0,1000,58.4,0,1,0,0,7,6,3,54,4,4,0,0,33.9,446,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スキップ,1,5.2,1,0,1200,1,0,0,0,4,8,2,452,-8,1,0,0,3,56.0,0,0,0,0,0,0,1,0,0,0,5,1,0,1400,82.7,0,1,0,0,17,4,3,53,7,7,0,0,35.2,460,0,0.9,0,0,0,0,0,0,0,0,0,1,3,1,0,1200,70.0,1,0,0,0,18,17,3,56,4,4,0,0,35.5,460,-4,0.3,0,0,0,0,0,0,0,1,0,0,13,0,1,1400,88.7,1,0,0,0,16,2,3,56,3,4,0,0,40.9,464,+2,2.3,0,0,0,0,0,0,1,0,0,0,3,1,0,1200,69.5,1,0,0,0,18,1,3,55,7,5,0,0,34.6,462,-2,0.2,0,0,1,0,0,0,0,0,0,0,6,1,0,1200,71.5,1,0,0,0,16,2,3,55,9,7,0,0,35.6,464,-8,0.4
ガーデンコンサート,5,9.8,1,0,1200,1,0,0,0,5,9,39,456,0,0,1,0,3,54.0,0,0,1,0,0,0,0,0,0,0,12,1,0,1200,74.0,1,0,0,0,12,5,3,54,12,12,0,0,36.9,456,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ペイシャマキアージ,10,185.5,1,0,1200,1,0,0,0,5,10,15,466,0,0,1,0,3,53.0,0,0,0,0,0,0,0,0,1,0,16,0,1,1400,89.5,1,0,0,0,16,14,3,51,6,8,0,0,41.3,466,-2,3.8,0,0,0,0,0,0,0,0,1,0,12,1,0,1600,98.6,1,0,0,0,13,11,3,54,2,2,0,0,36.2,468,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
