馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ミッキースワロー,2,4.9,1,1,10,476,-2,1,0,0,5,56.0,0,0,1,0,0,0,0,0,0,0,1,0,2000,119.6,0,1,0,0,16,12,5,57,10,10,9,4,36.7,478,-2,-0.1,0,0,0,0,1,0,0,0,0,0,10,0,1800,110.1,0,1,0,0,13,8,5,56,11,10,11,0,33.2,480,-2,1.0,0,0,0,1,0,0,0,0,0,0,2,0,2000,118.7,1,0,0,0,16,1,5,57,13,12,0,0,32.9,482,+2,0.1,0,0,0,0,0,1,0,0,0,0,11,0,2500,153.1,0,1,0,0,16,10,5,57,16,16,16,16,35.4,480,-2,0.9,0,0,0,0,1,0,0,0,0,0,5,0,2400,141.9,1,0,0,0,14,5,5,57,13,13,13,13,33.9,482,0,1.3
ゴーフォザサミット,6,25.6,2,2,4,504,+16,1,0,0,4,56.0,1,0,0,0,0,0,0,0,0,0,10,0,2000,121.0,1,0,0,0,14,8,4,57,12,12,12,13,35.3,488,-12,0.9,0,0,0,0,1,0,0,0,0,0,4,0,2500,148.7,1,0,0,0,13,7,4,57,3,4,4,3,35.6,500,-12,0.5,0,0,0,0,0,1,0,0,0,0,5,0,2500,154.9,0,1,0,0,12,2,4,56,3,3,3,3,35.9,512,+18,0.7,0,0,0,0,0,0,0,0,1,0,8,0,2400,146.8,1,0,0,0,10,1,4,56,6,6,6,5,35.3,494,-4,1.2,1,0,0,0,0,0,0,0,0,0,7,0,2000,121.7,0,1,0,0,16,7,4,54,7,7,7,3,37.4,498,+2,0.6
クレッシェンドラヴ,5,14.6,3,3,10,490,-8,1,0,0,5,56.0,0,0,1,0,0,0,0,0,0,0,2,0,2000,119.7,0,1,0,0,16,15,5,55,14,12,10,8,36.6,498,+8,0.1,0,0,1,0,0,0,0,0,0,0,2,0,2000,118.7,1,0,0,0,15,1,5,54,13,12,4,2,36.4,490,+2,0.1,0,0,0,0,0,1,0,0,0,0,1,0,2000,120.2,1,0,0,0,10,5,5,57,9,8,6,6,35.6,488,0,0.0,0,0,0,0,0,1,0,0,0,0,3,0,2200,134.3,1,0,0,0,12,4,5,57,7,7,5,4,34.6,488,+4,0.2,0,0,0,0,0,1,0,0,0,0,1,0,2000,120.8,1,0,0,0,12,8,5,57,8,7,6,4,34.9,484,0,-0.4
グレイル,3,21.4,4,4,8,494,-16,1,0,0,4,56.0,0,0,1,0,0,0,0,0,0,0,6,0,1800,109.8,0,1,0,0,14,12,4,56,9,9,10,9,35.5,510,+16,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,2000,120.7,1,0,0,0,14,3,4,55,10,9,9,9,36.5,494,+4,1.4,0,0,0,0,0,0,0,1,0,0,10,0,3000,187.4,1,0,0,0,18,2,4,57,17,17,17,17,34.3,490,-4,1.3,0,0,0,0,0,1,0,0,0,0,3,0,2200,132.5,1,0,0,0,15,2,4,56,13,13,13,13,34.3,494,+8,0.4
トニーファイブ,10,171.2,5,5,3,444,+8,0,0,1,4,56.0,0,0,0,0,0,0,0,0,0,1,13,0,1200,69.5,1,0,0,0,16,15,4,53,8,8,0,0,35.8,436,-6,1.5,0,0,0,0,0,0,0,0,0,1,8,0,1800,110.3,1,0,0,0,10,4,4,57,2,2,2,3,36.7,442,+10,2.8,0,1,0,0,0,0,0,0,0,0,7,0,1200,72.3,1,0,0,0,7,6,4,57,1,2,0,0,37.8,432,-4,2.2,0,1,0,0,0,0,0,0,0,0,14,1,1700,109.2,0,1,0,0,14,10,4,53,6,5,8,14,42.2,436,+2,3.1,0,0,0,0,0,0,0,0,0,0,1,1,1700,110.7,1,0,0,0,9,5,4,56,1,1,1,1,39.7,434,+11,0.0
エンジニア,8,286.6,6,6,10,480,-6,1,0,0,6,56.0,0,0,1,0,0,0,0,0,0,0,10,0,2000,120.9,0,1,0,0,16,1,6,54,7,7,7,8,38.2,486,0,1.3,0,0,0,0,1,0,0,0,0,0,7,0,1800,106.4,1,0,0,0,15,9,6,54,12,13,11,0,33.4,486,+2,0.6,0,0,0,0,1,0,0,0,0,0,6,0,2000,120.0,1,0,0,0,9,7,6,56,5,6,6,0,34.2,484,+2,0.7,0,0,0,0,0,0,1,0,0,0,6,0,2000,120.2,1,0,0,0,14,1,6,54,6,6,6,7,36.2,482,0,0.9,0,0,0,0,1,0,0,0,0,0,5,0,2500,154.2,1,0,0,0,12,1,6,54,4,4,4,5,33.2,482,+2,0.5
ウインブライト,9,3.0,7,7,20,494,+11,1,0,0,5,58.0,0,0,0,0,0,0,0,0,0,0,1,0,2000,118.8,1,0,0,0,13,4,5,57,0,0,0,0,0.0,483,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,1800,105.5,1,0,0,0,11,1,5,57,4,4,4,4,33.7,492,+2,0.0,0,0,0,0,0,1,0,0,0,0,1,0,2000,119.2,1,0,0,0,16,11,5,58,7,8,9,7,34.9,490,+12,-0.1,0,0,0,0,0,0,0,1,0,0,9,0,1600,93.7,1,0,0,0,18,9,5,57,4,5,0,0,34.5,478,+2,0.4,0,0,0,0,1,0,0,0,0,0,10,0,1600,92.5,1,0,0,0,18,4,5,58,4,4,0,0,34.4,476,+8,0.8
レイデオロ,4,2.2,7,8,12,482,0,1,0,0,5,58.0,0,0,0,0,0,0,0,0,1,0,5,0,2200,132.1,1,0,0,0,12,2,5,58,6,6,5,5,36.0,482,0,1.3,0,0,0,0,0,0,0,0,0,0,6,0,2410,0,1,0,0,0,8,6,5,57,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,2,0,2500,152.2,0,1,0,0,16,12,5,57,9,9,9,8,35.4,490,+8,0.0,0,0,0,0,1,0,0,0,0,0,1,0,2000,116.8,1,0,0,0,12,4,5,58,6,5,5,0,33.6,482,-2,-0.2,0,0,0,0,0,1,0,0,0,0,1,0,2200,131.2,1,0,0,0,12,7,5,57,8,8,8,8,34.3,484,0,0.0
スティッフェリオ,1,11.2,8,9,12,442,0,1,0,0,5,56.0,0,0,0,0,0,0,0,0,1,0,7,0,2200,132.4,1,0,0,0,12,6,5,58,4,4,5,5,36.3,442,-8,1.6,0,0,0,0,0,0,0,0,1,0,7,0,2000,121.5,1,0,0,0,14,13,5,57,2,3,2,3,35.9,450,0,0.5,0,0,0,0,0,0,0,0,0,1,1,0,1800,106.7,1,0,0,0,14,12,5,57,5,4,4,4,34.2,450,+10,0.0,0,0,1,0,0,0,0,0,0,0,1,0,2000,118.3,1,0,0,0,16,2,5,55,3,3,3,3,35.9,440,-2,-0.2,0,0,0,0,1,0,0,0,0,0,4,0,2000,119.5,1,0,0,0,10,6,5,56,8,8,8,0,33.7,442,0,0.3
ショウナンバッハ,7,79.2,8,10,2,450,-6,1,0,0,8,56.0,0,0,0,1,0,0,0,0,0,0,6,0,2000,118.0,1,0,0,0,18,12,8,54,17,17,0,0,33.6,456,-2,0.5,0,0,0,0,0,0,0,0,1,0,10,0,2200,132.6,1,0,0,0,12,8,8,58,11,11,11,11,35.9,458,0,1.8,0,0,0,0,1,0,0,0,0,0,4,0,1800,109.6,0,1,0,0,13,1,8,56,9,10,11,0,32.7,458,0,0.5,0,0,0,0,1,0,0,0,0,0,3,0,1800,106.2,1,0,0,0,15,14,8,54,14,14,14,0,33.1,458,-2,0.4,0,0,0,1,0,0,0,0,0,0,10,0,2000,119.5,1,0,0,0,16,2,8,54,15,15,0,0,33.5,460,+4,0.9
