馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
セブンレジェンド,10,47.7,1,1,2,516,0,1,0,0,5,55.0,0,0,0,0,0,1,0,0,0,0,9,1,1200,73.1,1,0,0,0,16,7,5,54,15,15,0,0,36.7,516,0,0.9,0,0,0,0,1,0,0,0,0,0,10,1,1300,80.7,1,0,0,0,16,13,5,54,11,11,0,0,37.5,516,+2,1.4,0,0,0,0,0,1,0,0,0,0,11,1,1200,73.1,1,0,0,0,16,11,5,55,15,15,0,0,36.8,514,+2,1.7,0,0,0,1,0,0,0,0,0,0,9,1,1200,73.1,1,0,0,0,15,6,5,55,12,12,0,0,36.9,512,-17,1.1,0,0,0,0,0,0,0,0,0,0,1,1,1200,73.4,0,1,0,0,10,3,5,56,5,4,0,0,37.7,529,0,-0.2
グロンフォール,1,2.8,2,2,7,572,-4,1,0,0,4,57.0,0,0,0,0,1,0,0,0,0,0,4,1,2100,133.8,0,0,1,0,16,16,4,56,15,15,15,13,38.9,576,+4,0.5,0,0,0,0,0,1,0,0,0,0,5,1,1800,115.9,1,0,0,0,16,11,4,56,12,12,9,8,39.3,572,-2,1.1,0,0,0,0,0,1,0,0,0,0,2,1,1800,112.2,1,0,0,0,15,7,4,56,10,10,1,1,38.7,574,-6,0.8,0,0,0,0,1,0,0,0,0,0,4,1,2100,133.6,1,0,0,0,16,15,4,56,11,11,10,7,37.5,580,+4,0.5,0,0,0,0,0,1,0,0,0,0,4,1,1800,114.0,0,1,0,0,14,6,4,56,8,8,8,6,39.6,576,0,1.1
ゴールドパッション,5,6.9,3,3,2,520,+2,1,0,0,4,57.0,0,0,0,0,0,1,0,0,0,0,3,1,1800,114.9,1,0,0,0,14,12,4,57,6,6,4,3,39.0,518,-4,0.9,0,0,0,0,0,1,0,0,0,0,5,1,1800,115.3,1,0,0,0,16,8,4,56,2,3,1,1,39.2,522,-6,0.6,0,0,0,0,1,0,0,0,0,0,14,1,1400,88.0,1,0,0,0,16,2,4,57,6,8,0,0,38.0,528,+12,2.0,0,0,0,0,0,1,0,0,0,0,11,1,1800,114.5,1,0,0,0,15,14,4,56,8,8,11,11,39.7,516,+4,3.1,0,0,1,0,0,0,0,0,0,0,8,1,1700,108.2,1,0,0,0,13,3,4,55,8,8,10,9,38.6,512,-2,1.4
レアバード,4,15.4,4,4,1,534,-2,1,0,0,4,57.0,0,0,0,0,0,1,0,0,0,0,7,1,1800,116.6,1,0,0,0,15,5,4,57,1,1,1,1,40.0,536,0,0.7,0,0,0,0,0,1,0,0,0,0,4,1,1800,115.1,1,0,0,0,14,5,4,57,3,3,4,4,38.5,536,0,0.4,0,0,0,0,1,0,0,0,0,0,8,1,1600,98.3,0,1,0,0,16,1,4,57,10,10,0,0,37.7,536,-2,1.0,0,0,0,0,0,1,0,0,0,0,7,1,1800,116.7,1,0,0,0,16,8,4,56,6,6,7,6,40.6,538,+12,1.3,0,0,0,0,0,0,1,0,0,0,7,1,1800,115.0,1,0,0,0,16,9,4,54,5,6,7,7,37.5,526,+8,1.3
タイキダイヤモンド,2,2.2,5,5,1,474,-2,1,0,0,5,54.0,0,0,0,0,0,1,0,0,0,0,3,1,1800,115.9,1,0,0,0,15,14,5,54,6,4,4,7,39.0,476,0,0.0,0,0,0,0,0,1,0,0,0,0,2,1,1800,114.2,0,1,0,0,16,9,5,54,4,3,3,2,38.6,476,+2,0.1,0,0,0,0,1,0,0,0,0,0,5,1,1600,99.4,0,1,0,0,16,2,5,56,3,4,0,0,36.5,474,+2,0.4,0,0,1,0,0,0,0,0,0,0,14,1,1700,112.4,1,0,0,0,15,11,5,57,9,9,8,9,42.4,472,0,5.3,0,0,0,0,1,0,0,0,0,0,4,1,1600,98.8,1,0,0,0,16,7,5,57,7,7,0,0,37.3,472,0,0.5
フィールブリーズ,7,40.7,6,6,1,530,-12,1,0,0,6,57.0,0,0,0,0,0,0,0,0,0,0,10,1,1900,129.1,1,0,0,0,10,6,6,57,3,3,4,0,41.9,542,+26,3.1,0,0,0,0,0,0,1,0,0,0,7,1,1800,115.1,1,0,0,0,13,12,6,57,4,4,3,4,39.8,516,-18,1.9,0,0,0,0,0,0,0,0,1,0,13,1,1400,86.1,1,0,0,0,15,14,6,57,12,14,0,0,38.2,534,+10,1.5,0,0,0,0,0,0,0,0,1,0,9,1,1200,73.0,1,0,0,0,16,7,6,57,14,15,0,0,36.3,524,0,1.2,0,0,0,0,0,0,0,0,1,0,12,1,1200,72.8,0,0,0,1,16,7,6,56,14,15,0,0,35.7,524,0,2.0
キョウワスピネル,8,76.0,6,7,2,504,-8,1,0,0,4,56.0,0,0,0,0,0,0,1,0,0,0,14,1,1400,88.6,1,0,0,0,16,8,4,57,16,16,0,0,38.7,512,+24,2.6,0,0,1,0,0,0,0,0,0,0,10,1,2400,157.4,1,0,0,0,16,9,4,55,15,15,16,14,39.3,488,+4,2.0,0,0,0,1,0,0,0,0,0,0,9,1,1800,112.7,0,0,1,0,12,9,4,55,8,9,11,11,38.0,484,+4,1.5,0,0,0,0,0,1,0,0,0,0,7,1,1800,115.9,0,1,0,0,12,7,4,54,2,2,3,5,37.7,480,0,1.4,0,0,0,1,0,0,0,0,0,0,11,1,1800,116.2,1,0,0,0,15,2,4,53,3,3,4,5,41.6,480,-2,2.3
ヤマタケパンチ,11,188.7,7,8,9,494,-10,1,0,0,4,57.0,0,0,0,0,1,0,0,0,0,0,10,1,2100,137.9,1,0,0,0,11,4,4,56,7,7,7,6,39.7,504,+4,3.1,0,0,0,0,0,1,0,0,0,0,11,1,2400,161.8,1,0,0,0,16,12,4,56,14,14,13,12,41.0,500,-2,2.8,0,0,0,0,0,1,0,0,0,0,12,1,1800,116.4,1,0,0,0,16,1,4,56,13,13,13,15,39.7,502,+8,2.1,0,0,0,0,0,1,0,0,0,0,13,1,1800,114.9,1,0,0,0,15,6,4,56,13,13,13,11,40.0,494,+4,3.5,0,0,0,0,1,0,0,0,0,0,8,1,1600,99.8,1,0,0,0,12,5,4,55,12,12,0,0,36.4,490,0,1.1
プロトスター,9,10.6,7,9,3,484,-4,1,0,0,4,57.0,0,0,0,0,0,1,0,0,0,0,11,1,1800,116.2,1,0,0,0,14,14,4,57,2,2,2,2,39.8,488,-2,1.5,0,0,0,0,0,1,0,0,0,0,14,0,1600,96.3,1,0,0,0,16,11,4,56,5,6,4,0,36.4,490,+6,1.6,0,0,0,0,1,0,0,0,0,0,8,0,1600,93.8,1,0,0,0,18,2,4,54,3,4,0,0,35.2,484,+10,1.1,0,0,0,1,0,0,0,0,0,0,4,0,1600,93.9,1,0,0,0,11,2,4,54,3,3,0,0,33.3,474,-6,0.2,0,0,0,0,1,0,0,0,0,0,11,0,2000,124.2,1,0,0,0,11,6,4,56,5,4,4,0,36.6,480,-2,2.7
ブレイブウォリアー,6,147.7,8,10,0,484,-2,1,0,0,5,57.0,0,0,0,0,0,1,0,0,0,0,8,1,1800,116.8,0,1,0,0,10,8,5,57,5,5,6,7,39.9,486,-4,2.9,0,0,0,0,0,1,0,0,0,0,12,1,1200,73.2,1,0,0,0,16,1,5,57,13,13,0,0,37.2,490,-2,1.0,0,0,0,0,0,1,0,0,0,0,10,1,1200,72.5,0,0,1,0,16,1,5,57,11,10,0,0,37.8,492,+2,1.4,0,0,0,0,0,1,0,0,0,0,6,1,1800,116.7,1,0,0,0,16,8,5,57,6,6,5,4,39.2,490,+6,1.3,0,0,0,0,0,0,0,0,0,0,1,1,1400,89.0,0,1,0,0,11,1,5,56,1,1,1,1,39.5,484,-1,-0.2
