馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
タムロドリーム,16,71.9,0,1,1400,1,0,0,0,1,1,10,482,+2,0,1,0,3,54.0,0,0,0,0,0,0,0,0,0,1,15,1,0,1200,71.4,1,0,0,0,16,5,3,54,5,6,0,0,36.6,480,+10,1.8,0,0,0,0,0,1,0,0,0,0,9,1,0,1200,71.6,0,1,0,0,9,5,3,54,2,2,0,0,37.1,470,+2,2.1,0,0,0,0,0,0,0,0,0,1,12,1,0,1200,70.4,1,0,0,0,14,11,3,54,4,7,0,0,36.7,468,+2,1.5,0,0,0,0,0,0,0,0,0,1,1,1,0,1200,69.2,1,0,0,0,10,7,3,54,1,1,0,0,36.0,466,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
モルトグランデ,6,32.9,0,1,1400,1,0,0,0,1,2,4,510,+4,1,0,0,3,56.0,0,0,0,0,0,0,0,0,1,0,1,0,1,1400,86.1,0,1,0,0,16,16,3,56,14,14,0,0,37.3,506,+16,-0.2,0,0,0,0,0,0,0,1,0,0,11,0,1,1400,88.9,0,1,0,0,16,13,3,54,11,11,0,0,40.3,490,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
パレニア,7,7.7,0,1,1400,1,0,0,0,2,3,6,492,+4,0,1,0,3,54.0,0,0,0,0,0,0,0,0,1,0,2,0,1,1400,85.6,0,1,0,0,14,6,3,54,9,6,0,0,37.3,488,-6,0.2,0,0,0,0,0,0,0,1,0,0,1,0,1,1400,86.5,1,0,0,0,16,10,3,54,5,5,0,0,38.1,494,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ファタリテ,13,47.5,0,1,1400,1,0,0,0,2,4,2,444,0,1,0,0,3,56.0,0,0,0,0,0,0,0,0,1,0,13,1,0,1200,71.0,1,0,0,0,16,16,3,56,10,5,0,0,35.5,444,0,1.6,0,0,0,0,0,0,0,1,0,0,13,1,0,1600,96.8,1,0,0,0,15,13,3,56,14,14,0,0,35.9,444,+6,1.4,0,0,0,0,0,0,0,0,1,0,1,1,0,1200,70.3,1,0,0,0,8,1,3,55,1,1,0,0,35.7,438,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
イメル,1,2.7,0,1,1400,1,0,0,0,3,5,7,466,-6,1,0,0,3,56.0,0,0,0,0,0,0,1,0,0,0,6,0,1,1400,84.6,0,1,0,0,13,2,3,56,5,4,0,0,37.8,472,+4,1.0,0,0,0,0,1,0,0,0,0,0,5,0,1,1600,99.4,1,0,0,0,10,10,3,56,2,2,0,0,37.1,468,-10,0.8,0,0,0,0,0,0,1,0,0,0,3,1,0,1400,81.1,1,0,0,0,13,13,3,56,3,3,0,0,34.2,478,+8,0.2,0,0,0,0,0,1,0,0,0,0,4,1,0,1200,68.9,1,0,0,0,14,1,3,55,5,4,0,0,35.0,470,-4,0.4,0,0,0,0,0,0,0,0,1,0,1,1,0,1200,70.1,1,0,0,0,16,8,3,55,2,2,0,0,35.0,474,+10,0.0
レサイヤ,9,25.4,0,1,1400,1,0,0,0,3,6,1,480,0,1,0,0,3,55.0,0,0,0,0,0,0,0,1,0,0,5,0,1,1200,73.4,1,0,0,0,15,11,3,56,2,3,0,0,38.4,480,0,0.8,0,0,0,0,0,0,0,0,1,0,12,0,1,1200,74.3,0,1,0,0,16,15,3,56,11,12,0,0,38.3,480,+4,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1200,73.2,1,0,0,0,16,1,3,55,1,1,0,0,38.1,480,+4,-0.5,0,0,0,0,0,0,0,1,0,0,9,0,1,1200,74.1,1,0,0,0,16,6,3,55,4,4,0,0,38.2,476,-8,1.5
サンライズハイアー,11,84.5,0,1,1400,1,0,0,0,4,7,3,478,-2,1,0,0,3,56.0,0,0,0,0,0,0,0,0,1,0,6,0,1,1400,86.8,1,0,0,0,16,12,3,56,3,4,0,0,38.1,480,+6,1.5,0,0,0,0,0,0,0,0,1,0,11,0,1,1400,87.6,1,0,0,0,12,4,3,56,4,5,0,0,39.6,474,-6,1.9,0,0,0,0,0,0,1,0,0,0,1,0,1,1400,85.6,0,1,0,0,16,4,3,53,4,3,0,0,37.4,480,+2,-0.3,0,0,0,0,0,0,1,0,0,0,2,0,1,1400,87.6,1,0,0,0,16,13,3,53,4,3,0,0,38.5,478,-4,0.1,0,0,0,0,0,0,0,0,1,0,3,0,1,1400,86.6,0,1,0,0,11,6,3,53,7,5,0,0,38.1,482,-4,1.0
スパンキーワールド,10,26.7,0,1,1400,1,0,0,0,4,8,1,514,+10,1,0,0,3,56.0,0,0,0,0,1,0,0,0,0,0,8,0,1,1600,100.3,1,0,0,0,13,7,3,56,3,4,0,0,38.0,504,-10,1.1,0,0,0,0,0,0,0,0,1,0,7,0,1,1800,115.7,1,0,0,0,9,2,3,56,3,3,5,8,38.6,514,+2,2.2,0,0,0,0,0,0,0,0,1,0,1,0,1,1800,114.7,1,0,0,0,11,1,3,55,3,3,4,4,38.6,512,-4,-0.6,0,0,0,0,0,0,0,0,1,0,3,0,1,1800,116.3,1,0,0,0,10,10,3,55,6,6,5,4,38.7,516,+8,0.8,0,0,0,0,0,0,0,1,0,0,2,0,1,1800,114.9,1,0,0,0,11,11,3,55,3,3,5,5,38.5,508,+4,0.4
ペガサス,4,4.1,0,1,1400,1,0,0,0,5,9,3,452,0,1,0,0,3,56.0,0,0,0,0,0,0,0,0,1,0,2,0,1,1400,85.8,1,0,0,0,16,6,3,56,8,7,0,0,36.5,452,+4,0.5,0,0,0,0,0,0,0,1,0,0,1,0,1,1400,87.6,0,1,0,0,16,6,3,56,4,4,0,0,39.0,448,0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
イチバンヤリ,14,46.0,0,1,1400,1,0,0,0,5,10,1,498,-2,1,0,0,3,55.0,0,0,0,0,0,0,0,1,0,0,8,0,1,1200,73.6,1,0,0,0,15,6,3,56,14,13,0,0,37.0,500,+4,1.0,0,0,0,0,0,0,1,0,0,0,1,0,1,1200,73.7,1,0,0,0,15,3,3,56,7,7,0,0,37.4,496,-2,-0.1,0,0,0,0,0,0,0,1,0,0,4,0,1,1200,74.3,1,0,0,0,16,9,3,56,4,3,0,0,38.0,498,+4,0.7,0,0,0,0,0,0,0,0,1,0,3,0,1,1200,72.2,0,1,0,0,15,5,3,55,1,1,0,0,37.2,494,+2,0.4,0,0,0,0,0,0,1,0,0,0,3,0,1,1200,73.9,1,0,0,0,16,12,3,55,2,2,0,0,37.7,492,+2,0.4
