馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ジャッキー,10,29.1,0,1,1800,1,0,0,0,1,1,2,484,0,1,0,0,5,57.0,0,0,1,0,0,0,0,0,0,0,5,1,0,1200,70.7,0,1,0,0,14,8,5,55,14,13,0,0,34.4,484,-4,0.8,0,0,1,0,0,0,0,0,0,0,8,1,0,1200,71.7,0,0,0,1,16,5,5,57,14,10,0,0,36.1,488,+4,0.2,0,0,0,0,1,0,0,0,0,0,8,1,0,2400,148.4,1,0,0,0,9,9,5,54,5,5,5,7,35.7,484,-6,1.7,0,0,0,0,0,1,0,0,0,0,16,1,0,2000,123.2,0,1,0,0,16,8,5,57,14,14,14,14,35.0,490,+4,1.8,0,0,0,0,1,0,0,0,0,0,12,1,0,1600,94.6,1,0,0,0,15,6,5,57,12,12,0,0,34.9,486,-2,1.6
サクラトップスター,12,162.1,0,1,1800,1,0,0,0,2,2,16,470,+10,1,0,0,4,57.0,0,0,1,0,0,0,0,0,0,0,12,0,1,1700,108.8,1,0,0,0,15,13,4,54,8,9,12,13,39.8,460,-2,1.8,0,0,0,0,0,1,0,0,0,0,9,0,1,1800,116.0,1,0,0,0,14,11,4,55,8,7,8,8,39.0,462,-4,1.3,0,0,0,0,0,1,0,0,0,0,10,0,1,2500,163.6,1,0,0,0,16,11,4,55,10,10,12,10,40.7,466,-4,2.1,0,0,0,0,0,1,0,0,0,0,12,0,1,1800,114.9,1,0,0,0,15,4,4,56,11,11,14,15,39.8,470,+12,3.5,0,0,0,0,1,0,0,0,0,0,11,0,1,2100,132.3,0,0,1,0,16,13,4,54,7,8,12,12,37.0,458,-2,2.2
パークス,14,296.9,0,1,1800,1,0,0,0,2,3,1,526,0,0,1,0,3,49.0,1,0,0,0,0,0,0,0,0,0,10,0,1,1700,107.3,1,0,0,0,10,7,3,52,7,7,10,10,37.7,526,+2,2.2,0,1,0,0,0,0,0,0,0,0,9,0,1,1700,107.7,1,0,0,0,14,14,3,52,5,6,8,8,40.3,524,-8,2.5,0,1,0,0,0,0,0,0,0,0,12,0,1,1000,60.4,0,0,1,0,12,4,3,52,12,12,0,0,35.9,532,+12,2.0,0,0,0,0,0,0,0,0,0,0,11,0,1,1400,91.9,1,0,0,0,11,5,3,54,4,3,5,0,41.8,520,0,3.1,0,0,0,0,0,0,0,0,0,0,9,0,1,1600,107.9,1,0,0,0,13,3,3,54,8,10,11,8,42.3,520,+6,1.5
コングールテソーロ,7,9.3,0,1,1800,1,0,0,0,3,4,17,476,0,1,0,0,3,53.0,0,0,0,0,0,1,0,0,0,0,1,0,1,1800,117.3,1,0,0,0,12,10,3,56,2,2,2,1,38.5,476,+2,-0.2,0,0,0,0,0,1,0,0,0,0,2,0,1,1800,118.3,1,0,0,0,16,14,3,56,3,3,3,2,41.2,474,-8,0.3,0,0,0,0,0,0,0,1,0,0,5,0,1,1800,115.9,1,0,0,0,12,5,3,55,5,5,6,5,38.9,482,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
プレゼンス,8,48.3,0,1,1800,1,0,0,0,3,5,4,490,-4,0,0,1,5,57.0,0,0,1,0,0,0,0,0,0,0,11,0,1,1700,108.7,0,1,0,0,15,9,5,55,5,6,5,8,39.1,494,0,2.2,0,0,1,0,0,0,0,0,0,0,9,0,1,1700,108.4,1,0,0,0,15,14,5,57,3,5,3,5,38.8,494,-4,1.3,0,0,0,0,1,0,0,0,0,0,6,0,1,2100,135.9,1,0,0,0,10,2,5,57,3,3,3,3,39.4,498,+8,2.5,0,0,1,0,0,0,0,0,0,0,2,0,1,1700,106.4,1,0,0,0,14,15,5,57,10,10,3,3,37.7,490,0,0.2,0,0,0,0,1,0,0,0,0,0,7,1,0,2400,148.4,1,0,0,0,11,4,5,57,5,5,5,5,34.7,490,0,0.8
キュリオス,13,65.2,0,1,1800,1,0,0,0,4,6,8,472,+2,1,0,0,3,54.0,0,0,0,0,1,0,0,0,0,0,11,0,1,1600,97.7,0,0,1,0,16,14,3,53,10,10,0,0,37.0,470,+6,1.1,0,0,0,0,1,0,0,0,0,0,11,0,1,1600,99.8,1,0,0,0,16,14,3,56,5,4,0,0,38.3,464,-4,1.6,0,0,0,0,0,1,0,0,0,0,4,0,1,1800,115.6,1,0,0,0,14,4,3,54,2,3,3,3,39.9,468,+4,0.7,0,0,0,0,0,0,1,0,0,0,1,0,1,1800,116.0,0,1,0,0,15,10,3,53,3,3,3,3,39.5,464,+8,-0.6,0,0,0,0,0,1,0,0,0,0,6,0,1,1800,119.1,1,0,0,0,16,1,3,54,3,3,6,6,41.0,456,+6,0.9
チェリートリトン,2,22.5,0,1,1800,1,0,0,0,4,7,5,482,-6,1,0,0,5,56.0,0,0,1,0,0,0,0,0,0,0,6,0,1,1700,106.6,0,1,0,0,15,15,5,54,3,3,7,4,38.6,488,-2,0.8,0,0,0,0,1,0,0,0,0,0,4,0,1,1600,98.4,1,0,0,0,16,6,5,54,3,3,0,0,37.9,490,-4,0.4,0,0,0,0,1,0,0,0,0,0,8,0,1,1600,98.8,1,0,0,0,16,3,5,56,3,4,0,0,37.0,494,0,0.7,0,0,1,0,0,0,0,0,0,0,12,0,1,1700,109.9,1,0,0,0,13,8,5,57,3,3,2,1,40.9,494,-4,2.7,0,0,0,0,1,0,0,0,0,0,2,0,1,1600,98.8,1,0,0,0,9,7,5,57,2,2,0,0,36.9,498,0,0.3
フーズサイド,1,28.9,0,1,1800,1,0,0,0,5,8,11,464,-6,1,0,0,3,54.0,0,0,0,0,1,0,0,0,0,0,11,0,1,2100,135.8,1,0,0,0,16,2,3,56,15,14,15,14,39.6,470,+4,3.0,0,0,0,0,0,1,0,0,0,0,1,0,1,1800,116.8,0,1,0,0,16,1,3,56,15,15,11,8,39.1,466,+4,0.0,0,0,0,0,0,1,0,0,0,0,2,0,1,1800,117.3,0,1,0,0,13,12,3,56,11,11,12,9,39.0,462,-2,0.6,0,0,0,0,1,0,0,0,0,0,2,0,1,2100,137.6,1,0,0,0,16,2,3,56,13,13,10,7,38.6,464,-2,0.1,0,0,0,0,1,0,0,0,0,0,2,0,1,2100,138.0,1,0,0,0,15,12,3,56,13,13,9,7,38.8,466,+8,0.9
ファイナルマズル,15,10.2,0,1,1800,1,0,0,0,5,9,3,474,-2,1,0,0,3,54.0,0,0,1,0,0,0,0,0,0,0,2,0,1,1700,105.5,0,0,1,0,15,1,3,51,3,3,5,3,37.3,476,-2,0.3,0,0,0,0,1,0,0,0,0,0,9,0,1,1400,86.5,1,0,0,0,16,3,3,51,9,8,0,0,37.9,478,+6,1.7,0,0,0,0,1,0,0,0,0,0,1,0,1,1400,86.2,1,0,0,0,15,11,3,53,2,2,0,0,37.6,472,-4,-0.4,0,0,0,0,1,0,0,0,0,0,2,0,1,1400,87.1,1,0,0,0,16,16,3,53,3,3,0,0,37.1,476,-2,0.2,0,0,0,0,0,1,0,0,0,0,9,0,1,1800,118.2,0,1,0,0,16,4,3,56,2,2,2,1,41.6,478,-6,1.4
ニシノフルバンク,9,154.0,0,1,1800,1,0,0,0,6,10,1,494,0,1,0,0,3,52.0,0,0,0,1,0,0,0,0,0,0,13,0,1,1200,73.5,1,0,0,0,15,3,3,54,12,12,0,0,38.4,494,-6,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0,1,1200,73.4,1,0,0,0,16,9,3,53,15,15,0,0,37.7,500,0,2.1,0,0,0,0,0,1,0,0,0,0,14,0,1,1200,73.2,1,0,0,0,16,13,3,56,4,5,0,0,39.1,500,0,1.7,0,0,0,0,0,1,0,0,0,0,12,0,1,1200,74.1,1,0,0,0,14,2,3,56,2,2,0,0,40.5,500,+10,2.8
ベンガラグンジョウ,6,2.6,0,1,1800,1,0,0,0,6,11,8,528,+8,1,0,0,3,54.0,0,0,0,0,1,0,0,0,0,0,8,0,1,2100,131.0,0,0,1,0,16,12,3,54,16,16,16,16,35.9,520,0,1.3,0,0,0,0,0,1,0,0,0,0,1,0,1,1800,116.3,1,0,0,0,16,10,3,56,5,5,3,2,38.1,520,-8,0.0,0,0,0,0,0,1,0,0,0,0,2,0,1,1800,115.8,0,1,0,0,16,15,3,56,8,7,7,3,38.7,528,-4,0.4,0,0,0,0,0,1,0,0,0,0,2,0,1,1800,117.9,1,0,0,0,16,7,3,55,3,2,3,2,39.9,532,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ロゼフェニックス,5,182.5,0,1,1800,1,0,0,0,7,12,3,420,-4,1,0,0,4,57.0,0,0,1,0,0,0,0,0,0,0,12,1,0,2600,167.6,0,0,1,0,14,11,4,57,5,5,7,12,41.8,424,-14,4.8,0,0,0,0,1,0,0,0,0,0,5,1,0,2400,155.6,0,0,0,1,9,6,4,57,1,1,1,1,37.6,438,+2,1.7,0,0,0,0,0,1,0,0,0,0,11,1,0,2200,135.2,1,0,0,0,18,1,4,52,8,8,12,11,36.4,436,-2,0.9,0,0,0,0,1,0,0,0,0,0,13,1,0,2400,147.7,1,0,0,0,15,7,4,55,3,4,4,4,35.5,438,+2,1.7,0,0,1,0,0,0,0,0,0,0,5,1,0,2600,160.9,1,0,0,0,10,5,4,55,3,3,5,4,35.2,436,+10,0.7
