馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
サンライズエール,9,54.0,0,1,1900,1,0,0,0,1,1,10,464,+2,1,0,0,3,53.0,0,0,0,0,0,0,1,0,0,0,12,0,1,1400,89.0,0,1,0,0,16,5,3,56,12,12,0,0,39.1,462,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
オルクドール,15,258.1,0,1,1900,1,0,0,0,1,2,1,426,-10,0,1,0,3,54.0,0,0,0,0,0,0,0,0,1,0,8,0,1,1800,118.9,1,0,0,0,16,7,3,54,15,15,11,12,40.9,436,0,3.4,0,0,0,0,0,0,1,0,0,0,16,1,0,1600,102.9,1,0,0,0,16,8,3,54,13,15,15,0,37.0,436,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
エイシンゴエモン,3,6.5,0,1,1900,1,0,0,0,2,3,3,492,+4,1,0,0,3,56.0,0,0,0,0,0,0,1,0,0,0,9,0,1,1900,124.3,1,0,0,0,16,2,3,55,13,14,14,11,38.5,488,-16,1.8,0,0,0,0,0,0,0,0,1,0,4,0,1,1800,116.0,1,0,0,0,15,8,3,56,8,7,7,5,38.2,504,+2,0.2,0,0,0,0,0,0,0,1,0,0,4,0,1,1800,117.0,1,0,0,0,13,5,3,56,9,8,7,7,37.7,502,+4,0.2,0,0,0,0,0,0,0,0,1,0,11,1,0,1800,111.8,0,1,0,0,18,1,3,55,13,11,0,0,36.1,498,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
デルマシャンティ,4,4.9,0,1,1900,1,0,0,0,2,4,1,518,0,1,0,0,3,56.0,0,0,0,0,0,0,0,0,1,0,2,0,1,1800,115.5,1,0,0,0,16,4,3,56,11,11,11,11,38.5,518,+6,0.2,0,0,0,0,0,0,1,0,0,0,5,0,1,1800,116.9,0,1,0,0,12,1,3,55,11,11,11,11,37.4,512,0,1.3,0,0,0,0,0,0,0,0,1,0,12,0,1,1800,116.2,0,1,0,0,14,8,3,56,13,13,9,7,40.2,512,+12,2.5,0,0,0,0,0,0,0,1,0,0,6,0,1,1800,116.5,0,1,0,0,15,10,3,55,13,15,9,7,39.9,500,+6,1.8,0,0,0,0,0,0,0,1,0,0,5,0,1,1800,115.6,1,0,0,0,14,3,3,55,12,12,13,11,38.5,494,+2,0.8
レイジングブレイズ,5,14.1,0,1,1900,1,0,0,0,3,5,27,464,+4,1,0,0,3,56.0,0,0,0,0,0,0,0,1,0,0,8,1,0,2000,127.5,1,0,0,0,10,1,3,55,10,10,9,9,36.3,460,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ブルーリップグロス,13,241.5,0,1,1900,1,0,0,0,3,6,2,492,-6,0,1,0,3,54.0,0,0,0,0,0,0,0,0,1,0,10,0,1,1800,119.2,0,1,0,0,16,8,3,54,10,11,14,11,39.1,498,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ザプリオレス,8,6.0,0,1,1900,1,0,0,0,4,7,11,508,+4,1,0,0,3,56.0,0,0,0,0,0,0,0,1,0,0,6,1,0,1800,111.0,1,0,0,0,11,3,3,56,6,7,0,0,35.1,504,+2,0.9,0,0,0,0,0,0,0,1,0,0,10,1,0,2200,137.9,1,0,0,0,15,5,3,56,3,3,4,4,38.2,502,+2,1.3,0,0,0,0,0,0,0,0,1,0,4,1,0,2000,124.2,0,1,0,0,16,7,3,55,3,3,3,3,36.8,500,+2,0.3,0,0,0,0,0,0,1,0,0,0,3,1,0,2000,124.3,1,0,0,0,8,7,3,55,3,3,2,3,36.0,498,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
アマリリステソーロ,6,27.0,0,1,1900,1,0,0,0,4,8,2,428,+2,0,1,0,3,54.0,0,0,0,0,0,0,0,0,1,0,7,0,1,1800,118.1,0,1,0,0,16,14,3,54,8,9,9,6,38.6,426,+6,0.9,0,0,0,0,0,0,1,0,0,0,2,0,1,1800,115.7,1,0,0,0,11,1,3,54,7,7,9,6,39.0,420,+2,0.3,0,0,0,0,0,0,1,0,0,0,14,1,0,2000,123.7,1,0,0,0,16,7,3,53,5,8,8,10,37.8,418,-4,2.6,0,0,0,0,0,0,0,1,0,0,7,1,0,1800,109.6,1,0,0,0,9,4,3,54,8,8,0,0,37.1,422,+2,1.6,0,0,0,0,0,0,0,1,0,0,10,1,0,1800,111.2,1,0,0,0,12,7,3,54,10,9,0,0,35.1,420,0,1.2
ケントホープ,12,181.8,0,1,1900,1,0,0,0,5,9,1,468,-2,1,0,0,3,56.0,0,0,0,0,0,0,0,0,1,0,10,0,1,1200,75.0,1,0,0,0,16,2,3,56,9,9,0,0,38.2,470,-4,1.6,0,0,0,0,0,0,0,0,1,0,9,0,1,1400,87.9,0,1,0,0,16,11,3,56,10,10,0,0,38.5,474,-2,1.3,0,0,0,0,0,0,0,0,1,0,5,0,1,1400,88.1,1,0,0,0,16,6,3,55,5,6,0,0,39.5,476,-4,1.4,0,0,1,0,0,0,0,0,0,0,7,0,1,1700,109.9,1,0,0,0,14,1,3,55,7,6,10,9,38.6,480,-4,1.0,0,0,0,0,0,0,0,1,0,0,8,0,1,1400,87.9,1,0,0,0,11,4,3,55,6,5,0,0,39.7,484,0,2.6
オウケンシャトル,14,86.5,0,1,1900,1,0,0,0,5,10,0,534,0,1,0,0,3,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
