馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
テーオージーニアス,1,3.8,0,1,1200,0,0,1,0,1,1,1,502,-4,1,0,0,4,57.0,0,0,0,0,0,0,0,1,0,0,2,0,1,1200,70.8,1,0,0,0,13,5,4,57,12,12,0,0,35.1,506,+18,0.1,0,0,0,0,0,0,0,0,1,0,5,0,1,1400,84.3,0,1,0,0,11,5,4,57,6,7,0,0,36.2,488,-4,1.0,0,0,0,0,1,0,0,0,0,0,11,0,1,1400,84.7,1,0,0,0,16,6,4,57,4,7,0,0,36.6,492,+2,1.2,0,0,0,0,0,0,0,0,1,0,4,0,1,1200,71.8,1,0,0,0,16,3,4,56,5,4,0,0,36.5,490,-2,0.4,0,0,0,0,0,0,0,0,1,0,3,0,1,1200,70.7,0,1,0,0,15,13,4,57,6,6,0,0,35.5,492,-4,0.3
ワンダーアマービレ,4,11.0,0,1,1200,0,0,1,0,2,2,10,466,+4,0,1,0,5,55.0,0,0,0,1,0,0,0,0,0,0,5,0,1,1200,71.1,1,0,0,0,15,13,5,52,12,12,0,0,35.7,462,+10,0.5,0,0,0,0,1,0,0,0,0,0,7,0,1,1400,84.4,1,0,0,0,16,4,5,55,7,9,0,0,36.1,452,0,0.9,0,0,0,1,0,0,0,0,0,0,1,0,1,1200,70.9,0,1,0,0,15,4,5,55,9,9,0,0,35.8,452,-2,0.0,0,0,0,0,0,0,1,0,0,0,4,0,1,1200,72.2,1,0,0,0,16,15,5,53,16,15,0,0,35.9,454,-4,0.2,0,0,0,0,0,0,0,1,0,0,4,0,1,1400,84.8,0,1,0,0,16,7,5,55,12,11,0,0,35.6,458,+4,0.6
リモンディ,10,41.3,0,1,1200,0,0,1,0,2,3,10,554,-2,1,0,0,5,57.0,0,0,0,1,0,0,0,0,0,0,15,0,1,1200,72.9,1,0,0,0,15,11,5,54,10,9,0,0,37.8,556,+8,2.3,0,0,0,0,0,1,0,0,0,0,1,0,1,1200,71.3,1,0,0,0,16,15,5,54,2,2,0,0,37.4,548,+4,0.0,0,0,0,1,0,0,0,0,0,0,13,0,1,1200,73.0,0,1,0,0,15,13,5,57,8,9,0,0,37.9,544,+10,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1200,71.2,1,0,0,0,16,14,5,55,1,2,0,0,36.8,534,+8,-0.1
マンカストラップ,13,104.0,0,1,1200,0,0,1,0,3,4,29,488,-8,1,0,0,5,57.0,0,0,0,0,0,1,0,0,0,0,13,0,1,1200,71.8,0,1,0,0,15,9,5,57,8,7,0,0,37.4,496,-6,1.2,0,0,0,0,0,1,0,0,0,0,16,0,1,1200,73.6,1,0,0,0,16,2,5,57,7,8,0,0,39.2,502,+2,2.3,0,0,0,0,0,1,0,0,0,0,7,0,1,1200,71.2,1,0,0,0,16,2,5,55,16,14,0,0,36.0,500,+2,0.3,0,0,0,0,0,1,0,0,0,0,1,0,1,1200,70.6,1,0,0,0,16,5,5,57,2,2,0,0,36.9,498,+8,0.0,0,0,0,0,1,0,0,0,0,0,9,0,1,1300,79.2,1,0,0,0,14,5,5,57,5,6,0,0,37.5,490,-4,1.5
アヴァンティスト,11,10.6,0,1,1200,0,0,1,0,3,5,3,470,+2,1,0,0,3,55.0,0,0,0,0,0,0,0,0,1,0,1,0,1,1200,71.5,1,0,0,0,16,16,3,55,3,3,0,0,36.2,468,0,0.0,0,0,0,0,0,0,1,0,0,0,4,0,1,1200,70.2,0,1,0,0,16,1,3,54,10,8,0,0,35.7,468,+6,0.5,0,0,0,0,0,0,0,0,1,0,3,0,1,1400,85.0,0,1,0,0,16,8,3,54,6,7,0,0,36.8,462,-2,0.5,0,0,0,0,0,0,0,1,0,0,8,0,1,1400,84.7,1,0,0,0,15,5,3,56,11,10,0,0,36.3,464,-2,0.6,0,0,0,0,0,0,0,0,1,0,1,0,1,1200,72.2,0,1,0,0,8,5,3,56,1,1,0,0,36.4,466,-6,-0.6
ベルエスメラルダ,7,36.6,0,1,1200,0,0,1,0,4,6,16,438,+6,0,1,0,5,55.0,0,0,0,0,1,0,0,0,0,0,12,0,1,1600,96.8,0,0,1,0,14,1,5,51,11,10,0,0,36.1,432,-2,1.8,0,0,0,0,0,0,0,0,1,0,11,0,1,1400,85.6,0,1,0,0,11,3,5,55,11,11,0,0,36.5,434,0,2.3,0,0,0,0,0,0,0,0,1,0,1,0,1,1400,84.7,0,1,0,0,15,10,5,55,9,5,0,0,36.5,434,-18,-0.3,0,0,0,0,0,0,0,0,1,0,6,0,1,1400,84.7,1,0,0,0,16,2,5,55,15,16,0,0,36.5,452,-10,0.7,0,0,0,0,0,0,0,1,0,0,3,0,1,1400,84.7,0,1,0,0,16,13,5,55,2,2,0,0,36.2,462,0,0.5
ルッジェーロ,3,14.9,0,1,1200,0,0,1,0,4,7,19,510,0,0,0,1,4,57.0,0,0,0,0,1,0,0,0,0,0,5,0,1,1400,84.2,1,0,0,0,16,8,4,57,2,2,0,0,36.7,510,0,0.7,0,0,0,0,1,0,0,0,0,0,5,0,1,1400,84.9,1,0,0,0,16,10,4,57,5,3,0,0,35.5,510,-6,0.4,0,0,0,0,1,0,0,0,0,0,6,0,1,1400,85.1,1,0,0,0,16,5,4,55,6,6,0,0,36.5,516,-4,0.4,0,0,0,0,0,1,0,0,0,0,4,0,1,1200,71.0,0,1,0,0,15,12,4,57,5,2,0,0,36.9,520,0,0.4,0,0,0,0,0,1,0,0,0,0,10,0,1,1200,72.3,1,0,0,0,16,16,4,57,7,6,0,0,37.8,520,-8,1.0
メイショウコゴミ,8,11.0,0,1,1200,0,0,1,0,5,8,1,460,+4,0,1,0,4,55.0,0,0,0,0,0,0,0,1,0,0,5,0,1,1200,71.3,1,0,0,0,13,4,4,55,6,5,0,0,36.2,456,+2,0.6,0,0,0,0,0,0,1,0,0,0,4,0,1,1400,82.6,0,0,1,0,14,4,4,55,7,8,0,0,36.6,454,0,0.4,0,0,0,0,0,0,0,0,1,0,10,0,1,1200,72.2,1,0,0,0,16,3,4,55,9,9,0,0,36.7,454,+6,1.2,0,0,0,0,0,0,0,1,0,0,5,0,1,1200,71.5,1,0,0,0,14,14,4,55,5,5,0,0,36.6,448,-2,0.1,0,0,0,0,0,0,0,1,0,0,4,0,1,1400,84.1,1,0,0,0,13,3,4,54,2,2,0,0,36.9,450,+10,0.3
メイショウサチシオ,12,6.2,0,1,1200,0,0,1,0,5,9,5,512,+10,0,1,0,5,55.0,0,0,0,0,0,1,0,0,0,0,5,0,1,1200,70.2,1,0,0,0,16,9,5,55,3,3,0,0,36.6,502,-6,0.4,0,0,0,0,0,0,0,0,0,1,3,0,1,1000,58.1,0,0,1,0,12,3,5,55,5,3,0,0,35.2,508,+6,0.8,0,0,0,0,1,0,0,0,0,0,1,0,1,1300,78.4,1,0,0,0,16,7,5,55,1,1,0,0,36.5,502,+2,-0.1,0,0,0,0,0,0,0,0,1,0,4,0,1,1400,83.9,1,0,0,0,16,9,5,55,2,2,0,0,36.8,500,-2,0.5,0,0,0,0,0,0,0,0,1,0,3,0,1,1400,83.1,1,0,0,0,15,3,5,55,1,1,0,0,36.6,502,-4,0.3
コカボムクイーン,14,31.5,0,1,1200,0,0,1,0,6,10,2,500,+8,0,1,0,4,55.0,0,0,0,0,0,1,0,0,0,0,1,0,1,1200,71.2,1,0,0,0,16,2,4,55,11,9,0,0,35.3,492,+4,0.0,0,0,0,0,0,0,0,0,0,1,16,0,1,1700,106.1,0,0,0,1,16,11,4,55,5,5,2,5,39.4,488,+4,2.3,0,0,0,0,0,0,0,0,0,1,4,0,1,1700,106.5,1,0,0,0,10,6,4,55,2,2,2,2,37.1,484,+12,0.2,0,0,0,0,1,0,0,0,0,0,13,0,1,1600,97.7,0,0,1,0,16,10,4,55,6,7,0,0,38.2,472,+2,2.4,0,0,0,1,0,0,0,0,0,0,13,0,1,1800,115.2,1,0,0,0,14,11,4,52,3,3,3,3,38.5,470,-8,1.7
