馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ダイシンバルカン,3,53.8,1,0,1200,1,0,0,0,1,1,4,516,+6,1,0,0,7,57.0,0,0,0,0,0,0,0,0,1,0,9,1,0,1200,69.3,1,0,0,0,16,5,7,57,7,6,0,0,34.5,510,+12,0.5,0,0,0,1,0,0,0,0,0,0,5,1,0,1000,55.4,0,1,0,0,18,5,7,54,0,0,0,0,32.7,498,+14,0.4,1,0,0,0,0,0,0,0,0,0,9,1,0,1200,69.4,1,0,0,0,14,7,7,57,2,2,0,0,35.3,484,-16,0.5,0,1,0,0,0,0,0,0,0,0,5,1,0,1200,68.9,0,1,0,0,14,1,7,52,4,2,0,0,34.5,500,+6,0.3,0,1,0,0,0,0,0,0,0,0,4,1,0,1200,68.1,1,0,0,0,16,10,7,57,6,6,0,0,34.7,494,-22,0.2
エンゲルヘン,1,2.3,1,0,1200,1,0,0,0,1,2,4,466,0,0,1,0,5,55.0,0,0,0,0,0,0,1,0,0,0,2,1,0,1400,80.7,1,0,0,0,16,6,5,55,1,1,0,0,35.0,466,0,0.1,0,0,0,0,0,0,0,1,0,0,2,1,0,1200,68.5,1,0,0,0,18,9,5,55,2,2,0,0,33.9,466,-2,0.0,0,0,0,0,0,0,0,1,0,0,5,1,0,1200,69.5,1,0,0,0,18,15,5,55,10,10,0,0,34.8,468,+4,0.2,0,0,0,0,0,0,0,0,1,0,5,1,0,1200,70.4,0,0,1,0,16,13,5,55,6,5,0,0,35.1,464,+10,0.6,0,0,0,0,0,1,0,0,0,0,6,1,0,1200,68.9,1,0,0,0,15,1,5,53,4,5,0,0,35.3,454,+2,0.6
オフクヒメ,14,122.7,1,0,1200,1,0,0,0,2,3,6,464,+2,0,1,0,6,55.0,0,0,0,0,0,0,0,1,0,0,9,1,0,1400,82.3,1,0,0,0,15,15,6,55,10,8,0,0,34.9,462,0,1.1,0,0,0,0,0,0,0,1,0,0,11,1,0,1200,69.3,1,0,0,0,18,15,6,55,16,16,0,0,33.5,462,+2,0.8,0,0,0,0,0,1,0,0,0,0,11,1,0,1200,69.3,0,1,0,0,13,1,6,52,12,9,0,0,34.4,460,+4,0.7,0,0,0,0,0,1,0,0,0,0,12,1,0,1200,69.2,1,0,0,0,13,8,6,55,11,13,0,0,34.1,456,+6,1.3,0,0,0,0,0,0,0,0,0,1,3,1,0,1200,67.1,1,0,0,0,12,5,6,52,8,8,0,0,34.0,450,-2,0.0
スペードクイーン,2,38.8,1,0,1200,1,0,0,0,2,4,4,460,-6,0,1,0,6,55.0,0,0,0,0,0,0,0,0,1,0,12,1,0,1200,69.4,1,0,0,0,16,10,6,55,10,11,0,0,34.3,466,-2,0.6,0,0,0,0,0,0,0,1,0,0,4,1,0,1200,68.7,1,0,0,0,18,4,6,55,5,5,0,0,33.9,468,-4,0.2,0,0,0,0,0,0,0,0,0,1,8,1,0,1200,67.6,1,0,0,0,12,1,6,53,2,2,0,0,35.0,472,-2,0.5,0,0,0,0,0,0,0,0,0,1,13,1,0,1200,68.3,1,0,0,0,14,1,6,55,7,7,0,0,34.1,474,+4,0.8,0,0,0,0,0,0,0,0,0,1,6,1,0,1200,67.7,1,0,0,0,13,3,6,55,5,5,0,0,34.2,470,0,0.8
トロワゼトワル,4,2.9,1,0,1200,1,0,0,0,3,5,8,466,+4,0,1,0,4,54.0,0,0,1,0,0,0,0,0,0,0,2,1,0,1200,68.3,1,0,0,0,16,13,4,53,8,8,0,0,33.7,462,+2,0.0,1,0,0,0,0,0,0,0,0,0,5,1,0,1200,69.2,1,0,0,0,14,8,4,52,6,6,0,0,34.8,460,+2,0.3,1,0,0,0,0,0,0,0,0,0,1,1,0,1200,68.7,1,0,0,0,10,6,4,52,3,3,0,0,34.5,458,0,-0.2,0,0,0,0,0,0,0,1,0,0,2,1,0,1200,68.6,1,0,0,0,12,3,4,54,4,4,0,0,33.8,458,-2,0.0,0,0,0,0,0,0,0,0,1,0,2,1,0,1200,69.5,1,0,0,0,14,13,4,54,11,5,0,0,34.0,460,0,0.0
カネトシブレス,13,28.9,1,0,1200,1,0,0,0,3,6,2,446,+2,0,1,0,6,54.0,0,0,0,0,0,0,1,0,0,0,2,1,0,1200,69.0,1,0,0,0,18,17,6,55,2,2,0,0,34.2,444,+2,0.6,0,0,0,0,0,0,1,0,0,0,9,1,0,1400,81.1,1,0,0,0,16,3,6,55,7,7,0,0,34.5,442,-2,0.5,0,0,0,0,0,0,0,1,0,0,7,1,0,1400,82.3,0,1,0,0,10,3,6,55,5,5,0,0,34.5,444,+2,0.7,0,0,0,0,0,0,0,0,1,0,9,1,0,1200,70.6,0,0,1,0,16,4,6,55,4,5,0,0,35.3,442,0,0.8,0,0,0,0,0,0,0,0,0,1,4,1,0,1200,67.7,1,0,0,0,14,7,6,55,7,7,0,0,33.5,442,+6,0.2
メイショウモウコ,9,12.9,1,0,1200,1,0,0,0,4,7,2,498,+6,1,0,0,5,57.0,0,0,0,0,0,0,0,0,1,0,8,1,0,1400,81.7,1,0,0,0,17,2,5,57,1,1,0,0,36.8,492,+8,0.9,0,0,0,0,0,0,0,0,1,0,1,1,0,1400,80.8,0,0,1,0,15,4,5,57,1,1,0,0,35.1,484,-6,-0.1,0,0,0,0,0,0,0,0,0,1,4,1,0,1800,107.1,1,0,0,0,8,1,5,57,1,1,1,1,35.5,490,-12,0.5,0,0,0,0,0,0,0,0,0,1,9,1,0,1800,111.8,0,1,0,0,9,3,5,57,1,1,1,2,40.4,502,+8,3.4,0,0,0,0,0,0,1,0,0,0,5,1,0,1600,93.5,1,0,0,0,16,9,5,57,2,2,2,0,34.9,494,0,0.4
ブレッシングテレサ,6,20.2,1,0,1200,1,0,0,0,4,8,4,488,+2,0,1,0,6,55.0,0,0,0,0,0,0,0,0,1,0,5,1,0,1200,69.1,1,0,0,0,16,3,6,55,5,6,0,0,34.4,486,-6,0.3,0,0,0,0,0,0,0,1,0,0,3,1,0,1200,69.5,1,0,0,0,18,2,6,53,11,10,0,0,34.8,492,+6,0.2,0,0,0,0,0,0,0,1,0,0,4,1,0,1400,81.8,0,1,0,0,10,1,6,55,3,3,0,0,34.3,486,0,0.2,0,1,0,0,0,0,0,0,0,0,3,1,0,1200,69.0,1,0,0,0,16,13,6,53,7,9,0,0,34.3,486,-2,0.1,0,1,0,0,0,0,0,0,0,0,1,1,0,1200,70.1,0,1,0,0,16,9,6,55,6,7,0,0,35.6,488,+4,-0.3
ワールドフォーラブ,5,10.6,1,0,1200,1,0,0,0,5,9,2,452,+4,0,1,0,5,55.0,0,0,0,0,0,0,1,0,0,0,1,1,0,1200,69.0,1,0,0,0,18,5,5,55,4,3,0,0,34.2,448,-8,-0.1,0,0,0,1,0,0,0,0,0,0,6,1,0,1200,69.6,0,1,0,0,18,1,5,55,2,3,0,0,35.7,456,+8,0.4,0,0,0,0,0,0,1,0,0,0,2,1,0,1200,68.2,1,0,0,0,15,7,5,55,4,5,0,0,33.8,448,-4,0.1,0,0,0,0,0,0,1,0,0,0,4,1,0,1200,68.6,1,0,0,0,18,4,5,55,5,5,0,0,33.3,452,+12,0.4,0,0,0,0,1,0,0,0,0,0,5,1,0,1400,81.2,1,0,0,0,16,13,5,55,10,10,0,0,33.5,440,0,0.6
アンティグラビティ,16,82.4,1,0,1200,1,0,0,0,5,10,3,478,-2,0,1,0,4,54.0,0,0,0,0,0,0,0,0,1,0,16,0,1,1200,73.4,1,0,0,0,16,4,4,54,3,4,0,0,38.3,480,-6,2.3,0,0,0,0,0,0,0,1,0,0,14,0,1,1200,72.8,1,0,0,0,16,1,4,54,1,2,0,0,38.1,486,+4,1.5,0,0,0,0,0,0,0,0,0,1,1,0,1,1000,57.7,0,0,0,1,14,4,4,53,1,1,0,0,35.3,482,+8,-0.4,0,0,0,0,0,0,0,0,0,1,1,0,1,1000,59.0,1,0,0,0,14,1,4,54,1,1,0,0,36.4,474,-2,0.0,0,0,0,0,0,0,1,0,0,0,5,0,1,1200,73.8,1,0,0,0,16,8,4,54,5,4,0,0,38.2,476,0,1.3
