馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
サザンブリーズ,5,3.6,1,1,0,524,-6,1,0,0,5,57.0,0,1,0,0,0,0,0,0,0,0,2,1,1700,104.4,1,0,0,0,13,5,5,57,8,8,7,6,37.1,530,0,0.1,0,0,0,0,0,0,0,1,0,0,6,1,1900,119.3,1,0,0,0,15,2,5,57,11,12,10,11,37.1,530,0,0.8,0,0,0,0,0,0,0,1,0,0,4,1,1800,112.7,1,0,0,0,16,5,5,57,12,12,11,9,38.5,530,+8,1.0,0,0,0,0,0,0,0,1,0,0,1,1,1800,114.1,0,1,0,0,12,12,5,57,5,5,6,6,37.8,522,+4,-0.1,0,0,0,0,0,0,0,1,0,0,3,1,1800,113.1,1,0,0,0,16,7,5,57,3,2,2,2,38.9,518,+2,0.1
タイキダイヤモンド,9,57.1,2,2,1,472,-2,1,0,0,5,57.0,0,1,0,0,0,0,0,0,0,0,12,1,1700,106.8,0,1,0,0,12,2,5,57,4,3,4,4,40.0,474,+2,2.3,0,0,1,0,0,0,0,0,0,0,1,1,1700,107.2,1,0,0,0,13,6,5,54,5,5,5,5,37.8,472,-2,-0.5,0,0,0,0,0,1,0,0,0,0,2,1,1800,114.6,1,0,0,0,11,5,5,54,2,2,3,3,37.8,474,-2,0.0,0,0,0,0,0,1,0,0,0,0,3,1,1800,115.9,1,0,0,0,15,14,5,54,6,4,4,7,39.0,476,0,0.0,0,0,0,0,0,1,0,0,0,0,2,1,1800,114.2,0,1,0,0,16,9,5,54,4,3,3,2,38.6,476,+2,0.1
カフジキング,4,2.4,3,3,4,470,+6,1,0,0,6,57.0,0,1,0,0,0,0,0,0,0,0,2,1,1700,104.7,0,1,0,0,11,7,6,57,8,7,6,6,38.0,464,-10,0.2,0,0,0,0,0,0,0,1,0,0,3,1,1800,112.3,1,0,0,0,16,1,6,57,7,7,8,5,37.2,474,0,0.6,0,0,0,0,0,0,0,1,0,0,2,1,1800,112.5,1,0,0,0,16,5,6,57,12,9,7,7,37.6,474,0,0.3,0,0,0,0,0,0,0,0,1,0,3,1,1800,112.7,1,0,0,0,8,2,6,57,5,5,4,4,37.1,474,+4,0.1,0,0,0,0,0,0,0,1,0,0,2,1,1800,112.4,0,1,0,0,12,10,6,57,6,6,7,5,37.1,470,+4,0.1
セイリスペクト,11,21.3,4,4,1,476,0,1,0,0,4,57.0,0,1,0,0,0,0,0,0,0,0,5,1,1700,105.9,0,1,0,0,12,3,4,57,1,1,1,2,39.5,476,-4,1.4,0,1,0,0,0,0,0,0,0,0,11,1,1700,107.2,0,1,0,0,14,6,4,54,4,3,5,9,40.5,480,+4,1.1,0,0,1,0,0,0,0,0,0,0,13,1,1700,108.1,1,0,0,0,15,2,4,57,1,1,1,4,40.4,476,+2,2.3,0,0,0,0,0,0,0,0,1,0,7,1,1800,114.5,1,0,0,0,8,5,4,56,1,1,1,1,39.3,474,-4,1.9,0,0,0,0,0,0,0,1,0,0,4,1,1800,113.2,0,1,0,0,14,13,4,56,1,1,1,1,37.4,478,+2,0.3
リキサンダイオー,10,87.6,5,5,27,466,0,1,0,0,6,57.0,0,0,0,0,0,1,0,0,0,0,12,1,2400,159.5,1,0,0,0,13,2,6,57,3,3,3,5,40.6,466,+6,2.6,0,0,0,0,0,1,0,0,0,0,13,1,2400,157.7,1,0,0,0,15,1,6,57,1,1,2,5,42.1,460,0,3.2,0,0,1,0,0,0,0,0,0,0,8,1,1700,106.9,1,0,0,0,15,12,6,57,13,13,9,10,39.1,460,+6,1.3,0,0,0,0,0,1,0,0,0,0,8,1,2400,156.4,0,1,0,0,11,3,6,55,2,2,2,2,41.3,454,-8,2.9,1,0,0,0,0,0,0,0,0,0,4,1,1700,105.5,0,0,1,0,14,11,6,58,1,1,2,3,37.8,462,0,0.6
フォルツァエフ,3,20.9,5,6,1,480,-2,1,0,0,4,57.0,0,1,0,0,0,0,0,0,0,0,3,1,1700,105.6,0,1,0,0,12,11,4,57,3,3,3,3,38.9,482,0,1.1,0,1,0,0,0,0,0,0,0,0,10,1,1700,107.5,0,1,0,0,11,8,4,57,2,2,2,4,41.0,482,+8,3.0,0,0,0,0,0,0,0,1,0,0,7,1,1400,85.3,1,0,0,0,16,13,4,57,10,11,0,0,37.5,474,+2,1.0,0,0,0,0,0,0,0,0,0,0,1,1,1400,87.7,1,0,0,0,12,2,4,57,1,1,1,1,39.4,472,-18,-0.5,0,0,0,0,0,0,0,0,1,0,7,1,1800,114.3,0,1,0,0,9,7,4,56,1,1,1,1,39.7,490,+10,1.0
メイショウテンダン,12,20.7,6,7,0,470,-2,1,0,0,3,54.0,0,1,0,0,0,0,0,0,0,0,13,1,1700,108.0,1,0,0,0,13,13,3,54,3,3,3,6,41.0,472,+4,3.7,0,1,0,0,0,0,0,0,0,0,1,1,1700,105.4,0,1,0,0,12,12,3,54,2,2,2,2,38.0,468,+10,0.0,0,0,0,0,0,0,0,1,0,0,5,1,1800,113.3,1,0,0,0,10,6,3,56,2,2,2,2,38.2,458,0,2.0,0,0,0,0,0,0,0,0,1,0,2,1,1800,113.8,1,0,0,0,13,13,3,56,2,3,2,2,38.1,458,-8,0.1,0,0,0,0,0,0,0,0,1,0,1,1,1800,114.2,1,0,0,0,15,15,3,56,2,2,2,2,38.4,466,+8,0.0
サトノゲイル,6,16.8,6,8,9,466,0,1,0,0,4,57.0,0,0,0,0,0,0,0,1,0,0,12,1,1800,114.6,1,0,0,0,16,5,4,57,8,8,8,5,37.8,466,+10,1.4,0,0,1,0,0,0,0,0,0,0,3,1,1700,106.2,1,0,0,0,15,14,4,57,7,5,5,6,38.2,456,-4,0.4,0,0,0,0,0,0,0,0,0,1,13,1,1700,106.6,0,1,0,0,16,14,4,55,10,10,9,9,38.9,460,-4,2.3,0,0,0,0,0,0,0,0,0,1,1,1,1700,107.2,0,1,0,0,11,1,4,56,3,3,4,3,38.2,464,-4,-0.1,0,0,0,0,0,0,0,1,0,0,5,1,1800,113.8,1,0,0,0,8,7,4,55,8,8,5,5,38.2,468,-2,1.7
ケルティックソード,2,8.2,7,9,6,490,+8,1,0,0,6,57.0,0,0,0,0,0,0,0,0,1,0,6,1,1400,85.5,0,1,0,0,16,7,6,57,11,12,0,0,36.9,482,-2,1.0,0,0,0,0,1,0,0,0,0,0,15,1,1400,86.0,0,1,0,0,16,9,6,57,5,5,0,0,37.8,484,+6,1.7,0,0,0,0,0,0,0,0,0,1,4,1,1700,104.9,1,0,0,0,16,7,6,55,5,4,2,2,38.7,478,-18,0.5,0,0,0,0,0,0,0,0,0,1,5,1,1700,105.4,0,1,0,0,12,2,6,57,4,3,4,4,38.1,496,+14,0.8,0,0,0,0,1,0,0,0,0,0,4,1,1400,85.5,1,0,0,0,16,8,6,57,4,4,0,0,37.7,482,-12,0.3
シベリウス,1,15.8,7,10,11,470,-2,1,0,0,6,57.0,0,0,0,0,1,0,0,0,0,0,5,1,1600,95.8,0,0,1,0,16,3,6,57,16,16,0,0,35.8,472,0,0.4,0,0,0,0,0,1,0,0,0,0,3,1,1800,113.2,1,0,0,0,15,8,6,57,11,11,5,5,39.0,472,+2,1.7,0,0,0,0,0,1,0,0,0,0,4,1,1800,113.9,1,0,0,0,15,10,6,57,14,14,9,10,38.1,470,-2,0.5,0,0,0,0,0,1,0,0,0,0,4,1,1800,113.9,1,0,0,0,15,4,6,57,13,13,13,13,37.9,472,-4,0.4,0,0,0,0,1,0,0,0,0,0,8,1,2100,133.8,1,0,0,0,11,3,6,57,5,5,5,5,38.5,476,+4,1.8
