馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ティソーナ,3,25.2,1,0,2000,0,1,0,0,1,1,13,502,0,0,0,1,6,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,1800,108.8,1,0,0,0,8,8,6,55,1,1,2,4,35.8,502,+4,0.5,0,0,0,0,0,1,0,0,0,0,12,1,0,1600,94.4,1,0,0,0,16,6,6,55,1,2,2,0,34.8,498,-4,0.7,0,0,0,0,0,1,0,0,0,0,2,1,0,1800,111.0,0,0,1,0,9,7,6,57,1,1,1,1,36.7,502,-2,0.2,0,0,0,0,0,1,0,0,0,0,4,1,0,1800,108.9,1,0,0,0,14,1,6,57,1,1,1,1,34.8,504,-2,0.3
アグネスフォルテ,7,121.9,1,0,2000,0,1,0,0,2,2,32,440,-14,0,0,1,6,53.0,0,0,0,0,0,0,0,0,1,0,9,1,0,2200,137.9,1,0,0,0,9,8,6,57,3,3,5,9,40.2,454,+10,5.5,0,0,0,0,0,0,0,0,0,1,14,1,0,1800,110.8,1,0,0,0,15,14,6,57,1,1,1,1,36.3,444,-8,0.9,0,0,0,0,0,0,0,1,0,0,6,1,0,1800,109.0,1,0,0,0,8,4,6,57,2,2,0,0,35.0,452,+6,1.0,0,0,0,0,0,0,0,1,0,0,1,1,0,1800,107.5,1,0,0,0,8,8,6,57,4,3,0,0,34.3,446,-2,-0.2,0,0,0,0,0,0,0,0,1,0,3,1,0,2000,120.2,1,0,0,0,9,1,6,57,1,1,1,1,35.1,448,-2,0.5
ミスディレクション,5,24.0,1,0,2000,0,1,0,0,3,3,15,498,+6,0,0,1,5,55.0,0,0,0,0,0,0,0,0,1,0,18,1,0,1800,110.0,1,0,0,0,18,1,5,55,2,2,0,0,40.3,492,-4,4.9,0,0,0,0,0,0,0,0,1,0,4,1,0,1800,107.4,0,1,0,0,12,11,5,57,1,1,0,0,34.8,496,0,0.2,0,0,0,0,0,0,0,0,1,0,10,1,0,2000,123.4,0,1,0,0,13,9,5,55,2,2,2,2,37.7,496,-6,1.3,0,0,0,0,0,0,0,0,1,0,5,1,0,2200,133.6,1,0,0,0,9,5,5,57,1,1,2,2,36.6,502,+4,1.2,0,0,0,0,0,0,0,0,1,0,3,1,0,2000,122.0,0,1,0,0,14,3,5,57,2,2,1,1,37.1,498,+6,0.7
サトノケンシロウ,12,12.6,1,0,2000,0,1,0,0,4,4,20,478,+18,1,0,0,6,57.0,0,0,0,0,0,0,0,1,0,0,3,1,0,2000,120.5,1,0,0,0,8,2,6,57,4,4,5,5,33.3,460,-2,0.4,0,0,0,0,1,0,0,0,0,0,5,1,0,2000,118.6,1,0,0,0,11,2,6,57,3,3,3,0,34.3,462,+2,0.3,0,0,0,0,0,0,0,0,1,0,6,1,0,2000,122.5,0,1,0,0,14,2,6,57,9,9,7,8,36.5,460,-2,1.2,0,0,0,0,0,0,0,0,1,0,4,1,0,2400,146.6,1,0,0,0,8,1,6,57,5,5,6,7,34.8,462,-2,0.5,0,0,0,0,0,0,0,1,0,0,3,1,0,2400,149.0,1,0,0,0,8,6,6,57,7,7,6,6,34.5,464,-6,0.0
バイオレントブロー,2,44.4,1,0,2000,0,1,0,0,5,5,13,476,+10,0,0,1,4,54.0,0,1,0,0,0,0,0,0,0,0,15,1,0,2000,123.1,1,0,0,0,16,9,4,57,3,3,5,6,36.0,466,-16,1.1,0,0,0,0,0,0,0,0,1,0,8,1,0,2000,123.2,0,1,0,0,13,12,4,54,12,12,6,6,37.2,482,-2,1.1,0,0,0,0,0,0,0,0,0,1,1,1,0,2000,121.1,0,1,0,0,18,11,4,56,3,4,5,2,35.7,484,0,-0.2,0,0,0,0,0,0,0,1,0,0,6,1,0,2000,121.7,1,0,0,0,11,10,4,55,4,4,3,4,35.1,484,+4,0.8,0,0,0,0,0,0,0,1,0,0,5,1,0,2000,120.8,1,0,0,0,9,7,4,55,2,2,2,2,35.0,480,+2,0.6
ドリームソルジャー,9,8.1,1,0,2000,0,1,0,0,5,6,2,482,+4,1,0,0,5,55.0,0,0,0,0,0,0,0,0,1,0,4,1,0,2000,119.4,1,0,0,0,10,3,5,57,10,10,9,8,33.7,478,-8,0.2,0,0,0,0,0,0,0,0,0,1,5,1,0,2000,120.4,1,0,0,0,8,4,5,55,8,8,7,6,35.4,486,+6,1.0,0,0,0,0,0,0,0,1,0,0,1,1,0,2000,121.0,1,0,0,0,13,13,5,57,13,13,13,13,33.2,480,+4,0.0,0,0,0,0,0,0,0,1,0,0,3,1,0,1600,93.4,1,0,0,0,9,8,5,57,8,7,0,0,33.8,476,-4,0.8,0,0,0,0,0,0,0,0,0,1,11,1,0,2000,121.9,0,1,0,0,18,4,5,57,16,16,16,15,35.7,480,+8,0.8
ネプチュナイト,11,5.7,1,0,2000,0,1,0,0,6,7,18,484,+6,1,0,0,4,55.0,0,0,0,0,0,0,0,0,1,0,5,1,0,2400,148.2,1,0,0,0,7,7,4,57,7,6,6,6,36.5,478,+2,1.2,0,0,0,0,1,0,0,0,0,0,3,1,0,2400,144.0,1,0,0,0,9,7,4,55,2,2,2,2,36.0,476,-4,0.9,0,0,0,0,0,0,0,1,0,0,1,1,0,2200,129.7,1,0,0,0,13,7,4,55,6,6,5,5,35.0,480,0,-0.4,0,0,0,0,0,0,1,0,0,0,1,1,0,2200,134.3,1,0,0,0,13,2,4,56,5,5,5,5,34.2,480,-6,-0.1,0,0,0,0,0,0,0,1,0,0,5,1,0,2000,122.8,1,0,0,0,16,9,4,56,15,14,9,9,36.0,486,+4,0.8
レッドラフェスタ,6,2.6,1,0,2000,0,1,0,0,6,8,8,458,0,0,1,0,4,52.0,0,0,0,1,0,0,0,0,0,0,1,1,0,1800,106.7,1,0,0,0,14,12,4,55,3,3,0,0,32.8,458,+18,-0.1,0,0,0,0,0,0,0,0,1,0,4,1,0,1800,107.2,1,0,0,0,14,8,4,55,1,2,0,0,34.4,440,0,0.1,0,0,0,0,1,0,0,0,0,0,6,1,0,1800,107.7,1,0,0,0,12,10,4,54,12,11,10,0,33.4,440,-6,0.5,0,0,0,1,0,0,0,0,0,0,1,1,0,1800,108.6,0,0,1,0,17,15,4,53,15,15,0,0,34.4,446,+20,-0.1,0,0,0,0,1,0,0,0,0,0,1,1,0,2000,122.2,1,0,0,0,14,11,4,54,12,9,10,0,32.7,426,+2,-0.4
バレーノロッソ,4,28.7,1,0,2000,0,1,0,0,7,9,12,494,-2,1,0,0,4,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,0,2000,121.5,0,1,0,0,10,8,4,57,2,2,2,2,34.6,496,-6,0.7,0,0,0,0,0,0,0,1,0,0,4,1,0,2000,120.5,1,0,0,0,8,6,4,54,2,2,3,3,33.5,502,+6,0.4,0,0,0,0,0,0,0,1,0,0,1,1,0,2000,120.3,1,0,0,0,11,2,4,54,1,1,2,3,34.7,496,-4,-0.1,0,0,0,0,0,0,0,0,1,0,4,1,0,2000,125.2,1,0,0,0,11,4,4,57,2,2,2,2,34.8,500,+4,0.5
エーティーラッセン,8,23.8,1,0,2000,0,1,0,0,7,10,23,512,+2,1,0,0,5,54.0,0,0,0,0,0,0,0,1,0,0,5,1,0,2400,145.7,1,0,0,0,12,9,5,54,1,1,1,1,34.8,510,+4,0.4,0,0,0,0,0,0,0,0,1,0,1,1,0,2000,124.7,1,0,0,0,11,11,5,57,1,1,1,1,34.4,506,-2,-0.1,0,0,0,0,0,0,0,0,1,0,5,1,0,2400,148.1,1,0,0,0,10,4,5,55,2,4,6,5,36.6,508,-2,1.4,0,0,0,0,0,0,1,0,0,0,2,1,0,2000,121.6,1,0,0,0,12,1,5,57,1,1,1,1,35.3,510,-4,0.2,0,0,0,0,0,0,0,1,0,0,7,1,0,2400,147.9,1,0,0,0,9,4,5,55,1,1,1,1,35.4,514,+10,1.0
