馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ワタシヲマッテル,5,23.8,1,1,6,462,+2,0,1,0,4,55.0,0,0,0,1,0,0,0,0,0,0,7,0,2200,136.0,1,0,0,0,9,5,4,55,4,4,6,6,36.1,460,+4,1.0,0,0,1,0,0,0,0,0,0,0,3,0,2000,120.7,1,0,0,0,14,9,4,55,6,7,8,6,35.0,456,-8,0.6,0,0,0,0,0,0,1,0,0,0,12,0,2000,121.0,1,0,0,0,16,9,4,52,8,8,8,9,35.3,464,-4,1.4,0,0,0,0,0,0,0,0,0,1,5,0,2000,124.5,0,0,1,0,10,4,4,55,6,6,6,6,39.1,468,+2,1.6,0,0,0,0,0,0,0,0,0,1,4,0,2000,120.3,1,0,0,0,12,9,4,54,8,9,11,10,35.5,466,+4,0.7
マイネルザウバア,3,4.9,2,2,3,448,-4,1,0,0,5,57.0,0,0,0,0,1,0,0,0,0,0,7,0,1800,106.5,1,0,0,0,10,1,5,57,1,1,1,0,34.5,452,-4,0.6,0,0,0,0,0,0,0,0,0,1,2,0,1800,107.4,1,0,0,0,8,7,5,57,1,1,1,1,35.5,456,-4,0.0,0,0,0,0,0,0,0,0,0,1,3,0,1800,108.6,0,1,0,0,16,1,5,56,8,8,7,6,35.7,460,-4,0.4,0,0,0,0,0,1,0,0,0,0,7,0,2000,122.2,1,0,0,0,16,15,5,57,1,1,1,1,36.3,464,+18,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ラベルヴィー,11,191.4,3,3,5,468,-8,1,0,0,5,57.0,0,0,0,1,0,0,0,0,0,0,11,0,1600,95.9,1,0,0,0,16,4,5,57,7,8,0,0,34.0,476,-6,0.7,0,0,0,1,0,0,0,0,0,0,15,0,1800,108.9,1,0,0,0,15,4,5,57,7,5,0,0,34.9,482,-2,1.6,0,0,0,0,0,0,0,0,0,0,1,1,1400,91.8,0,0,0,1,10,8,5,56,1,1,1,1,40.7,484,+2,-0.5,0,0,0,0,0,0,0,0,0,0,4,1,1400,91.9,0,0,0,1,9,2,5,56,6,3,3,3,39.9,482,+2,0.9,0,0,0,0,0,0,0,0,0,0,1,1,1300,84.5,0,0,1,0,11,7,5,56,5,5,5,1,39.9,480,-1,-0.5
グリトニル,9,216.6,4,4,2,444,-2,1,0,0,5,57.0,0,0,0,0,1,0,0,0,0,0,14,1,1600,98.0,0,0,1,0,16,9,5,57,8,7,0,0,37.4,446,+2,1.4,0,0,0,0,0,1,0,0,0,0,9,1,1800,116.8,1,0,0,0,11,4,5,57,4,4,4,6,39.4,444,+4,2.6,0,0,0,0,0,1,0,0,0,0,11,1,1800,116.0,1,0,0,0,14,2,5,54,9,9,9,10,39.3,440,-2,2.0,0,0,0,0,0,0,0,0,0,1,14,1,1000,60.2,0,0,0,1,14,3,5,57,13,13,0,0,35.5,442,+4,1.8,0,0,0,0,0,0,0,0,0,1,10,1,1700,108.2,0,1,0,0,13,1,5,57,8,8,9,8,38.4,438,-6,2.1
ヴァンケドミンゴ,1,3.1,4,5,7,458,-2,1,0,0,3,54.0,0,0,0,0,0,0,0,1,0,0,10,0,2200,133.4,1,0,0,0,14,2,3,56,10,9,9,9,36.1,460,-2,1.5,0,0,0,0,0,1,0,0,0,0,4,0,1800,109.3,1,0,0,0,10,1,3,56,7,6,6,4,34.5,462,0,0.1,0,0,0,0,0,1,0,0,0,0,2,0,1800,111.9,1,0,0,0,11,6,3,56,10,10,11,10,34.2,462,-6,0.2,0,0,0,0,0,1,0,0,0,0,9,0,2000,125.3,0,0,1,0,10,6,3,56,2,2,2,5,38.9,468,+4,2.0,0,0,0,0,0,1,0,0,0,0,7,0,2000,120.1,1,0,0,0,13,3,3,55,5,5,7,6,35.3,464,+8,0.5
ショーヒデキラ,8,8.7,5,6,2,458,-14,1,0,0,3,54.0,0,0,0,0,1,0,0,0,0,0,4,0,1600,94.1,1,0,0,0,12,8,3,53,5,5,0,0,34.3,472,+2,0.3,0,0,0,0,0,1,0,0,0,0,5,0,1600,94.8,1,0,0,0,14,6,3,56,7,8,7,0,33.9,470,+2,0.6,0,0,0,0,0,0,1,0,0,0,1,0,1600,93.7,1,0,0,0,16,5,3,55,4,4,3,0,34.6,468,-8,-0.2,0,0,0,0,0,1,0,0,0,0,3,0,1600,96.1,0,1,0,0,16,10,3,56,8,10,9,0,35.7,476,-4,0.4,0,0,0,0,1,0,0,0,0,0,3,0,1400,82.2,1,0,0,0,16,15,3,54,11,11,0,0,34.6,480,+2,0.7
レッドイリーゼ,4,4.9,5,7,15,448,+4,0,1,0,4,55.0,0,0,0,0,0,0,1,0,0,0,5,0,1600,95.4,1,0,0,0,14,14,4,55,8,8,8,0,34.2,444,+2,0.3,0,0,0,0,0,1,0,0,0,0,2,0,1600,93.9,1,0,0,0,16,8,4,55,5,5,4,0,34.9,442,0,0.3,0,0,0,0,1,0,0,0,0,0,3,0,1600,94.5,1,0,0,0,16,14,4,54,4,5,0,0,34.5,442,-2,0.2,0,0,1,0,0,0,0,0,0,0,3,0,1800,108.0,1,0,0,0,16,3,4,53,8,9,8,9,35.4,444,+2,0.2,0,0,1,0,0,0,0,0,0,0,5,0,1800,107.1,1,0,0,0,16,6,4,53,7,9,11,11,34.8,442,+2,0.6
スターフィールド,10,183.3,6,8,3,474,-4,0,0,1,4,57.0,0,0,0,0,1,0,0,0,0,0,10,0,1800,107.7,1,0,0,0,10,10,4,57,6,6,5,0,35.3,478,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,1,1700,109.7,1,0,0,0,15,8,4,55,14,14,14,13,39.0,478,+2,2.6,0,0,0,0,1,0,0,0,0,0,14,1,1600,101.4,1,0,0,0,16,3,4,55,12,13,0,0,39.6,476,+8,3.1,0,0,0,1,0,0,0,0,0,0,12,0,1800,107.4,1,0,0,0,18,14,4,54,11,11,0,0,34.2,468,-16,1.4
セントウル,6,8.8,6,9,8,472,+6,1,0,0,3,54.0,0,0,0,0,1,0,0,0,0,0,7,0,2400,146.0,0,1,0,0,16,4,3,56,2,2,2,2,37.1,466,0,1.0,0,0,0,0,0,0,0,0,1,0,12,0,1800,108.6,1,0,0,0,13,10,3,56,8,10,0,0,35.1,466,0,1.4,0,0,0,0,1,0,0,0,0,0,6,0,1800,109.3,1,0,0,0,10,5,3,55,9,10,10,0,32.7,466,-10,0.7,0,0,0,0,0,1,0,0,0,0,1,0,2000,122.7,1,0,0,0,11,10,3,54,3,3,2,2,35.7,476,+12,0.0,0,0,0,0,0,0,0,0,0,1,3,0,2000,122.5,1,0,0,0,10,1,3,54,7,7,5,3,34.8,464,0,0.5
レンベルガー,12,231.7,7,10,7,426,-4,1,0,0,6,57.0,0,0,0,1,0,0,0,0,0,0,14,0,1800,108.8,1,0,0,0,15,14,6,57,14,13,0,0,34.4,430,-10,1.5,0,0,0,0,0,1,0,0,0,0,15,1,1200,73.6,1,0,0,0,16,2,6,57,16,16,0,0,36.5,440,0,1.7,0,0,0,0,0,0,1,0,0,0,15,0,1400,81.9,1,0,0,0,18,2,6,57,18,18,0,0,34.2,440,+18,1.6,0,0,1,0,0,0,0,0,0,0,9,0,1200,70.6,1,0,0,0,16,16,6,57,16,16,0,0,34.8,422,-6,0.8,0,0,0,0,0,0,0,0,0,0,1,1,1400,92.6,0,0,1,0,12,5,6,56,6,6,4,1,41.0,428,+1,-0.8
