馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
メイショウイッポン,6,48.9,0,1,1700,0,0,1,0,1,1,4,490,0,1,0,0,4,58.0,0,1,0,0,0,0,0,0,0,0,7,0,1,1700,106.5,1,0,0,0,14,14,4,57,9,9,8,8,37.5,490,-4,1.7,0,1,0,0,0,0,0,0,0,0,9,0,1,1700,104.6,0,0,0,1,13,7,4,54,12,12,12,10,36.8,494,-2,1.0,0,1,0,0,0,0,0,0,0,0,1,0,1,1700,106.9,1,0,0,0,14,3,4,57,10,10,8,10,38.7,496,+4,0.0,0,0,0,0,0,0,1,0,0,0,2,0,1,1800,113.1,1,0,0,0,11,10,4,54,7,7,7,4,38.1,492,+10,0.1,0,0,0,0,0,0,0,0,0,1,5,0,1,1700,107.4,1,0,0,0,16,12,4,53,10,8,9,10,37.2,482,-2,0.6
ボンナヴァン,7,32.0,0,1,1700,0,0,1,0,2,2,8,542,+6,1,0,0,5,58.0,0,0,0,0,0,0,0,0,1,0,11,0,1,1800,114.2,0,0,1,0,15,4,5,57,12,13,14,13,38.2,536,-2,1.8,0,0,0,0,0,0,0,0,1,0,12,0,1,1800,115.9,0,1,0,0,14,5,5,57,10,9,8,9,39.9,538,-2,3.6,0,0,0,0,0,0,0,1,0,0,15,0,1,1800,114.8,1,0,0,0,16,3,5,57,4,3,4,3,38.6,540,+10,2.8,0,0,0,0,0,0,0,0,1,0,4,0,1,1800,112.5,0,1,0,0,12,8,5,57,6,3,2,1,38.0,530,-16,0.8,0,1,0,0,0,0,0,0,0,0,1,0,1,1700,106.4,1,0,0,0,14,8,5,57,5,4,3,3,38.9,546,+14,0.0
マイネルボルソー,5,37.9,0,1,1700,0,0,1,0,3,3,2,480,+8,1,0,0,7,58.0,1,0,0,0,0,0,0,0,0,0,9,1,0,1800,108.9,1,0,0,0,9,2,7,53,7,7,8,9,36.9,472,-6,2.4,0,1,0,0,0,0,0,0,0,0,8,0,1,1700,106.8,1,0,0,0,14,9,7,57,7,7,10,11,37.7,478,-2,2.0,0,0,0,1,0,0,0,0,0,0,11,0,1,1800,114.0,1,0,0,0,15,11,7,53,5,5,4,4,38.2,480,+2,1.5,0,0,0,0,0,0,0,0,1,0,9,0,1,1800,114.3,1,0,0,0,16,14,7,57,5,5,5,5,38.6,478,-4,1.9,0,0,0,0,0,0,0,0,1,0,2,0,1,1800,112.7,0,1,0,0,12,1,7,57,8,8,6,6,36.8,482,0,0.7
ピントゥリッキオ,9,81.6,0,1,1700,0,0,1,0,3,4,1,452,-6,0,1,0,5,56.0,1,0,0,0,0,0,0,0,0,0,12,0,1,1700,106.0,0,0,1,0,14,13,5,52,11,12,12,14,39.0,458,+12,3.0,0,0,0,0,0,0,0,1,0,0,11,0,1,1800,113.9,1,0,0,0,16,8,5,55,6,7,6,6,37.4,446,-8,1.9,0,0,0,0,1,0,0,0,0,0,7,0,1,1600,98.1,1,0,0,0,14,6,5,55,12,11,0,0,36.5,454,0,0.7,0,0,0,0,0,0,0,1,0,0,5,0,1,1800,114.8,1,0,0,0,16,7,5,55,12,12,14,12,37.0,454,-6,1.0,0,0,0,0,0,1,0,0,0,0,5,0,1,1800,114.0,0,1,0,0,13,5,5,55,8,8,8,7,38.5,460,+2,2.1
ハシカミ,14,36.1,0,1,1700,0,0,1,0,4,5,5,476,-8,1,0,0,5,58.0,0,1,0,0,0,0,0,0,0,0,8,0,1,1700,106.9,0,1,0,0,14,8,5,57,13,12,11,11,38.1,484,+6,2.2,0,0,0,0,1,0,0,0,0,0,4,0,1,1600,96.4,0,0,1,0,15,5,5,57,14,13,0,0,35.5,478,+2,1.2,0,0,0,0,1,0,0,0,0,0,5,0,1,1400,85.9,1,0,0,0,16,15,5,57,12,13,0,0,37.0,476,+6,0.7,0,0,0,0,0,1,0,0,0,0,2,0,1,1800,114.0,1,0,0,0,16,2,5,57,15,15,15,12,36.9,470,-6,0.0,0,0,0,0,0,1,0,0,0,0,5,0,1,1800,114.0,0,1,0,0,12,12,5,57,9,8,2,2,38.1,476,0,1.0
フリーフリッカー,2,1.9,0,1,1700,0,0,1,0,4,6,7,472,-2,1,0,0,4,58.0,0,1,0,0,0,0,0,0,0,0,2,0,1,1700,103.8,0,0,0,1,13,12,4,55,3,3,3,3,36.8,474,+2,0.2,0,1,0,0,0,0,0,0,0,0,1,0,1,1700,106.7,1,0,0,0,11,6,4,57,2,2,3,2,37.4,472,+2,-0.6,0,0,0,0,0,0,0,0,1,0,4,0,1,1800,111.2,0,0,1,0,15,6,4,57,9,10,9,7,36.9,470,-2,0.7,0,0,0,0,0,0,0,0,1,0,1,0,1,2000,124.9,1,0,0,0,9,2,4,56,3,3,3,4,37.8,472,+2,0.0,0,0,0,0,0,0,0,1,0,0,5,0,1,1900,120.0,1,0,0,0,15,4,4,55,10,10,10,12,37.6,470,+8,0.5
リリカルホワイト,8,19.3,0,1,1700,0,0,1,0,5,7,4,538,+14,0,1,0,5,56.0,0,0,1,0,0,0,0,0,0,0,7,0,1,1700,106.5,1,0,0,0,15,5,5,55,9,9,10,9,38.5,524,-10,0.5,0,0,0,0,0,0,0,0,1,0,14,0,1,1800,114.8,0,0,1,0,15,5,5,55,14,13,11,13,39.2,534,-4,2.4,0,0,0,0,1,0,0,0,0,0,11,0,1,1600,97.5,0,0,1,0,15,6,5,55,5,6,0,0,37.4,538,+2,2.3,0,0,0,0,1,0,0,0,0,0,1,0,1,1600,95.1,0,0,0,1,14,2,5,55,7,4,0,0,35.9,536,+2,-0.8,0,0,0,0,0,1,0,0,0,0,7,0,1,1800,113.9,0,1,0,0,16,6,5,55,3,5,6,5,39.3,534,+2,1.4
シトロプシス,10,284.0,0,1,1700,0,0,1,0,5,8,7,464,0,0,1,0,5,56.0,0,1,0,0,0,0,0,0,0,0,13,0,1,1700,106.1,0,0,0,1,13,11,5,50,8,10,9,10,38.7,464,+4,2.5,0,0,1,0,0,0,0,0,0,0,15,0,1,1700,108.7,1,0,0,0,15,2,5,51,12,12,12,13,40.2,460,-4,3.0,0,0,0,0,0,1,0,0,0,0,7,0,1,1800,116.1,1,0,0,0,14,1,5,55,11,11,12,12,38.8,464,-6,1.9,0,0,0,0,0,1,0,0,0,0,14,0,1,1800,115.7,1,0,0,0,16,9,5,55,14,14,13,13,40.0,470,+2,3.2,0,0,1,0,0,0,0,0,0,0,1,0,1,1700,106.8,1,0,0,0,15,3,5,52,13,13,10,10,37.4,468,-6,0.0
ヴォカツィオーネ,3,10.8,0,1,1700,0,0,1,0,6,9,3,452,0,0,1,0,4,56.0,1,0,0,0,0,0,0,0,0,0,6,0,1,1700,105.9,1,0,0,0,12,12,4,55,11,11,9,9,37.0,452,-14,1.7,0,1,0,0,0,0,0,0,0,0,12,0,1,1700,106.1,0,0,0,1,13,13,4,54,4,6,5,5,39.0,466,+24,2.5,0,0,0,0,0,1,0,0,0,0,16,0,1,1800,116.1,0,1,0,0,16,10,4,52,9,9,8,14,39.9,442,+2,3.8,0,0,0,0,0,0,0,0,0,1,12,0,1,1700,105.9,0,1,0,0,16,5,4,52,9,9,12,10,38.8,440,+6,2.1,1,0,0,0,0,0,0,0,0,0,1,0,1,1700,105.8,1,0,0,0,14,12,4,52,5,4,4,2,36.9,434,+2,-0.1
エヴォリューション,13,70.9,0,1,1700,0,0,1,0,6,10,3,480,-4,0,1,0,7,56.0,1,0,0,0,0,0,0,0,0,0,11,0,1,1700,108.0,1,0,0,0,12,2,7,55,6,5,9,11,39.1,484,+8,3.8,0,1,0,0,0,0,0,0,0,0,5,0,1,1700,106.0,0,1,0,0,14,3,7,55,6,5,6,5,38.0,476,0,1.3,0,0,0,0,0,0,0,1,0,0,6,0,1,1800,113.1,1,0,0,0,16,1,7,55,6,5,6,6,36.6,476,+2,1.1,0,0,0,0,1,0,0,0,0,0,6,0,1,1600,98.0,0,1,0,0,16,12,7,55,3,3,0,0,37.3,474,-14,0.5,0,0,0,0,0,0,0,0,1,0,10,0,1,2000,128.0,1,0,0,0,13,4,7,55,8,8,11,12,38.7,488,+8,2.0
リキサンダイオー,4,13.3,0,1,1700,0,0,1,0,7,11,2,462,0,1,0,0,5,58.0,1,0,0,0,0,0,0,0,0,0,12,0,1,1700,106.6,1,0,0,0,14,1,5,57,8,7,10,12,38.6,462,-4,1.1,0,0,0,0,1,0,0,0,0,0,7,0,1,2100,133.9,1,0,0,0,16,1,5,57,3,4,5,4,38.4,466,+8,1.9,0,0,0,0,0,1,0,0,0,0,3,0,1,2400,156.2,1,0,0,0,13,11,5,57,2,2,2,2,38.4,458,-6,0.0,0,0,0,0,0,0,0,0,0,1,1,0,1,2400,153.6,1,0,0,0,16,11,5,57,2,2,2,2,40.0,464,0,-1.0,0,1,0,0,0,0,0,0,0,0,4,0,1,1700,105.5,0,1,0,0,12,7,5,57,6,6,8,7,38.3,464,-2,0.6
