馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
スパークルメノウ,14,232.6,1,0,2000,1,0,0,0,1,1,2,472,+8,1,0,0,4,55.0,1,0,0,0,0,0,0,0,0,0,6,1,0,2000,124.9,0,1,0,0,9,3,4,57,5,5,6,5,36.0,464,-8,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,1,1600,99.9,1,0,0,0,16,2,4,57,13,13,0,0,38.2,472,+10,1.2,0,0,0,0,1,0,0,0,0,0,16,1,0,1600,95.6,1,0,0,0,18,15,4,56,15,15,0,0,34.2,462,-4,1.1,0,0,0,0,0,1,0,0,0,0,11,1,0,2200,136.4,1,0,0,0,17,14,4,54,8,8,10,9,34.8,466,0,1.1
ショウナンサニー,9,160.3,1,0,2000,1,0,0,0,1,2,0,464,0,1,0,0,4,57.0,1,0,0,0,0,0,0,0,0,0,5,1,0,2000,125.3,0,1,0,0,16,9,4,57,8,8,7,6,37.4,464,-8,1.1,0,1,0,0,0,0,0,0,0,0,5,1,0,1800,109.4,1,0,0,0,10,5,4,57,9,9,9,8,34.4,472,-8,1.1,0,1,0,0,0,0,0,0,0,0,4,1,0,1800,111.4,0,1,0,0,8,6,4,57,3,5,3,2,36.2,480,-4,0.7,0,0,0,0,0,0,0,0,1,0,7,1,0,2000,121.5,1,0,0,0,10,6,4,57,5,5,5,6,34.8,484,+2,0.8,0,0,0,0,0,0,0,1,0,0,11,1,0,1800,109.6,1,0,0,0,18,17,4,55,16,15,0,0,35.3,482,+12,1.2
スリーパスポート,15,287.0,1,0,2000,1,0,0,0,2,3,0,480,-8,1,0,0,5,54.0,1,0,0,0,0,0,0,0,0,0,10,1,0,1500,91.7,0,1,0,0,13,7,5,57,12,11,11,0,37.3,488,0,1.4,1,0,0,0,0,0,0,0,0,0,13,1,0,1200,69.7,1,0,0,0,16,3,5,55,4,2,0,0,35.5,488,-2,0.8,0,0,0,0,0,0,0,1,0,0,12,0,1,1200,73.8,1,0,0,0,16,1,5,57,8,10,0,0,38.4,490,+4,2.2,0,0,0,1,0,0,0,0,0,0,6,0,1,1200,72.0,0,1,0,0,15,12,5,55,8,8,0,0,38.0,486,-9,0.6,0,0,0,0,0,0,0,0,0,0,8,0,1,1400,91.4,1,0,0,0,11,5,5,56,5,5,3,4,41.1,495,+1,1.3
キョウワベルナルド,13,189.2,1,0,2000,1,0,0,0,2,4,1,458,+4,1,0,0,4,57.0,1,0,0,0,0,0,0,0,0,0,8,1,0,1800,110.2,1,0,0,0,11,1,4,57,5,4,4,6,36.6,454,-2,1.1,1,0,0,0,0,0,0,0,0,0,10,1,0,2000,123.3,1,0,0,0,13,6,4,57,8,9,8,9,36.4,456,-6,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,1,0,2000,120.3,1,0,0,0,14,1,4,55,4,4,3,3,36.2,462,+4,0.7,0,0,0,1,0,0,0,0,0,0,11,1,0,2000,120.7,1,0,0,0,18,10,4,55,4,3,0,0,36.3,458,-12,1.7
ホワイトソニック,16,218.1,1,0,2000,1,0,0,0,3,5,0,452,-4,1,0,0,4,56.0,1,0,0,0,0,0,0,0,0,0,14,1,0,2000,126.9,0,1,0,0,16,3,4,56,5,5,7,13,39.0,456,+2,2.7,0,0,0,0,0,1,0,0,0,0,8,1,0,1600,95.7,1,0,0,0,10,6,4,53,7,8,8,0,34.7,454,+2,0.7,0,0,0,0,0,1,0,0,0,0,6,1,0,1600,95.6,1,0,0,0,8,5,4,57,7,8,8,0,35.4,452,0,1.2,0,0,0,0,0,1,0,0,0,0,6,1,0,1600,94.9,1,0,0,0,12,10,4,54,7,7,8,0,35.1,452,-8,1.2,0,0,0,0,1,0,0,0,0,0,9,1,0,2000,123.6,1,0,0,0,11,4,4,53,4,5,6,0,33.8,460,-4,0.7
ステイキングダム,5,57.7,1,0,2000,1,0,0,0,3,6,5,422,-4,1,0,0,5,57.0,0,1,0,0,0,0,0,0,0,0,4,1,0,1800,109.3,1,0,0,0,10,9,5,57,10,9,6,5,34.5,426,0,1.0,0,1,0,0,0,0,0,0,0,0,3,1,0,1800,108.9,1,0,0,0,12,6,5,57,12,12,10,10,34.2,426,-4,0.4,0,0,0,0,0,0,0,0,1,0,6,1,0,2000,120.2,1,0,0,0,12,11,5,57,7,9,6,6,35.9,430,0,0.7,0,0,0,0,0,0,0,0,0,1,4,1,0,2000,121.1,1,0,0,0,12,2,5,57,8,8,3,1,35.6,430,+2,0.1,0,0,0,0,0,0,0,1,0,0,15,1,0,2200,136.1,1,0,0,0,16,12,5,57,14,14,15,15,36.4,428,-2,2.2
モンテグロッソ,2,2.5,1,0,2000,1,0,0,0,4,7,17,508,+8,1,0,0,3,54.0,0,0,0,0,1,0,0,0,0,0,4,1,0,2400,145.0,1,0,0,0,18,17,3,56,3,3,4,2,35.0,500,-8,0.6,0,0,0,0,0,1,0,0,0,0,1,1,0,2000,122.4,1,0,0,0,18,5,3,56,12,13,9,9,35.3,508,-6,-0.1,0,0,0,0,0,1,0,0,0,0,2,1,0,2000,123.2,1,0,0,0,16,13,3,56,11,11,11,10,35.0,514,0,0.2,0,0,0,0,0,1,0,0,0,0,5,1,0,2000,126.7,1,0,0,0,18,5,3,55,6,6,9,7,35.6,514,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ダンサール,3,3.3,1,0,2000,1,0,0,0,4,8,2,524,-2,0,1,0,3,52.0,1,0,0,0,0,0,0,0,0,0,2,1,0,1800,110.3,1,0,0,0,13,9,3,52,1,1,1,1,35.2,526,+22,0.1,0,0,0,0,0,0,0,0,0,1,1,1,0,2000,122.7,1,0,0,0,17,7,3,53,1,1,1,1,35.4,504,0,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
リュヌルージュ,1,3.3,1,0,2000,1,0,0,0,5,9,9,452,+2,0,1,0,3,52.0,0,0,0,0,0,0,0,0,1,0,2,1,0,2200,134.2,0,1,0,0,10,10,3,51,3,3,2,2,37.0,450,+2,0.0,0,0,0,0,0,0,0,1,0,0,3,1,0,2200,135.3,1,0,0,0,12,2,3,54,6,6,8,8,34.2,448,+2,0.3,0,0,0,0,0,0,0,0,1,0,2,1,0,2000,120.5,1,0,0,0,14,1,3,54,5,4,6,6,36.4,446,0,0.0,0,0,0,0,0,0,0,0,1,0,7,1,0,2400,148.8,1,0,0,0,10,2,3,54,3,3,3,3,36.1,446,+4,1.8,0,0,0,0,0,1,0,0,0,0,11,1,0,2000,123.3,1,0,0,0,17,1,3,54,8,7,11,12,37.6,442,-4,1.9
ディバインブリーズ,6,28.9,1,0,2000,1,0,0,0,5,10,3,476,-4,1,0,0,3,54.0,1,0,0,0,0,0,0,0,0,0,11,1,0,2600,162.0,1,0,0,0,14,9,3,54,2,2,2,2,36.4,480,-2,1.2,0,1,0,0,0,0,0,0,0,0,3,1,0,2600,162.0,1,0,0,0,12,12,3,54,1,1,1,1,35.4,482,-4,0.4,0,1,0,0,0,0,0,0,0,0,2,1,0,2600,159.6,1,0,0,0,12,1,3,53,3,3,2,2,35.6,486,-2,0.2,0,0,0,0,0,0,0,0,1,0,12,0,1,1800,115.2,1,0,0,0,14,11,3,56,10,10,10,7,39.4,488,-2,2.7,0,0,0,0,0,0,0,0,1,0,7,0,1,1800,114.4,1,0,0,0,16,8,3,56,10,10,7,7,39.3,490,-10,1.7
