馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
スマートアムール,13,112.3,1,1,5,462,+4,0,1,0,5,55.0,0,0,0,0,0,1,0,0,0,0,9,1,1200,72.0,1,0,0,0,16,6,5,55,7,8,0,0,37.8,458,+4,1.7,0,0,0,0,0,0,1,0,0,0,15,1,1400,84.9,0,0,0,1,16,5,5,55,6,5,0,0,39.2,454,+16,2.8,0,0,0,0,0,0,1,0,0,0,6,1,1400,86.2,0,1,0,0,15,3,5,55,2,2,0,0,39.1,438,-12,0.9,0,0,0,0,0,0,0,1,0,0,3,1,1400,87.1,0,1,0,0,16,1,5,54,16,14,0,0,36.8,450,+10,0.3,1,0,0,0,0,0,0,0,0,0,6,1,1000,59.3,1,0,0,0,12,1,5,52,9,7,0,0,34.9,440,-2,0.3
デルマカミカゼ,4,108.6,1,2,5,458,-6,1,0,0,4,57.0,0,0,0,0,0,1,0,0,0,0,11,1,1800,114.4,1,0,0,0,16,4,4,56,6,7,6,8,39.7,464,+20,1.8,0,1,0,0,0,0,0,0,0,0,1,1,1700,109.0,1,0,0,0,12,6,4,56,5,4,5,4,40.4,444,0,0.0,0,0,0,0,1,0,0,0,0,0,6,1,1600,100.7,1,0,0,0,15,8,4,56,2,2,0,0,39.2,444,+4,1.0,0,0,1,0,0,0,0,0,0,0,6,1,1150,71.1,1,0,0,0,16,1,4,53,4,4,0,0,38.4,440,-14,1.3,0,0,0,0,0,1,0,0,0,0,3,1,1200,73.8,1,0,0,0,16,8,4,53,4,4,0,0,38.5,454,-2,0.4
カタナ,1,26.5,2,3,5,508,+14,1,0,0,4,57.0,0,0,0,0,0,1,0,0,0,0,7,1,1200,71.8,1,0,0,0,16,13,4,56,6,6,0,0,37.7,494,+16,1.5,0,0,0,0,0,1,0,0,0,0,9,1,1200,71.8,0,1,0,0,15,9,4,55,12,11,0,0,37.1,478,+4,0.6,0,0,0,1,0,0,0,0,0,0,5,1,1200,72.4,0,0,1,0,15,8,4,54,8,9,0,0,37.7,474,+4,0.9,0,0,0,0,1,0,0,0,0,0,10,1,1300,78.1,0,0,1,0,16,8,4,51,8,10,0,0,36.5,470,-16,1.4,0,0,0,0,0,1,0,0,0,0,1,1,1200,72.7,1,0,0,0,16,13,4,56,5,3,0,0,37.3,486,-8,-0.7
マナツノヨノユメ,8,22.1,2,4,12,464,+4,0,1,0,5,53.0,0,0,0,0,1,0,0,0,0,0,4,1,1600,98.4,1,0,0,0,11,9,5,54,7,7,0,0,37.7,460,0,0.2,0,0,0,1,0,0,0,0,0,0,6,1,1200,72.2,0,0,1,0,14,9,5,53,8,6,0,0,37.4,460,-12,1.1,1,0,0,0,0,0,0,0,0,0,14,0,1200,72.5,0,1,0,0,16,2,5,53,1,2,0,0,37.6,472,+24,1.6,0,0,0,0,0,0,0,0,0,0,1,1,1400,87.3,0,0,1,0,10,2,5,54,2,2,2,0,36.7,448,-4,-0.8,0,0,0,0,0,0,0,0,0,0,2,1,1400,87.9,0,0,1,0,10,6,5,54,3,4,3,0,37.6,452,-5,0.1
アメリカンツイスト,7,9.5,3,5,8,474,-2,1,0,0,4,55.0,0,0,0,0,0,1,0,0,0,0,9,1,1200,71.8,1,0,0,0,16,1,4,56,13,13,0,0,36.7,476,+2,1.0,0,0,0,0,1,0,0,0,0,0,3,1,1400,85.5,1,0,0,0,16,2,4,55,4,4,0,0,37.0,474,0,0.7,0,0,0,0,1,0,0,0,0,0,4,1,1300,78.5,0,0,1,0,13,5,4,55,4,5,0,0,36.4,474,0,1.3,0,0,0,0,0,1,0,0,0,0,6,1,1200,71.2,0,0,1,0,16,12,4,55,7,6,0,0,35.8,474,-4,0.6,0,0,0,0,1,0,0,0,0,0,4,1,1400,85.8,0,1,0,0,16,8,4,54,6,5,0,0,36.2,478,0,0.4
クリノロマン,16,412.1,3,6,6,466,-2,0,1,0,4,54.0,0,0,0,0,0,1,0,0,0,0,15,1,1200,73.5,1,0,0,0,16,6,4,54,1,1,0,0,39.7,468,+10,2.1,0,0,0,1,0,0,0,0,0,0,15,1,1200,75.1,0,1,0,0,15,10,4,53,4,7,0,0,40.8,458,-6,3.4,0,0,0,0,0,1,0,0,0,0,9,1,1200,71.6,0,0,1,0,16,7,4,53,2,2,0,0,37.0,464,+4,1.0,0,0,0,0,0,1,0,0,0,0,13,1,1200,73.6,1,0,0,0,16,8,4,53,2,2,0,0,38.7,460,+2,2.0,0,1,0,0,0,0,0,0,0,0,8,1,1700,111.1,0,0,1,0,8,4,4,51,2,2,4,7,43.3,458,0,5.7
ハヤブサレジェンド,3,3.3,4,7,73,506,+12,1,0,0,4,57.0,1,0,0,0,0,0,0,0,0,0,1,1,1700,105.7,1,0,0,0,13,1,4,54,1,1,1,1,38.5,494,+2,-1.3,1,0,0,0,0,0,0,0,0,0,2,1,1700,104.9,0,1,0,0,14,11,4,54,2,2,2,2,37.9,492,-6,0.0,0,0,0,0,1,0,0,0,0,0,5,0,1600,96.3,1,0,0,0,16,1,4,54,2,2,0,0,36.0,498,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ルーチェソラーレ,6,2.3,4,8,2,484,-6,0,1,0,4,55.0,0,0,0,0,0,1,0,0,0,0,2,1,1200,72.0,1,0,0,0,15,4,4,54,4,3,0,0,38.3,490,+14,0.0,0,0,0,0,0,1,0,0,0,0,1,1,1200,73.3,1,0,0,0,16,16,4,54,1,1,0,0,38.0,476,-2,-0.5,0,0,0,0,1,0,0,0,0,0,3,1,1600,101.6,1,0,0,0,14,2,4,54,8,7,0,0,37.9,478,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スフバータル,12,433.5,5,9,9,530,+21,1,0,0,6,56.0,0,0,0,0,0,0,0,0,0,0,4,1,1500,97.3,0,0,1,0,7,8,6,56,2,2,2,3,39.9,509,-3,1.0,0,0,0,1,0,0,0,0,0,0,11,1,1200,72.0,0,0,1,0,15,12,6,57,13,13,0,0,36.3,512,-6,1.7,0,0,0,0,1,0,0,0,0,0,6,1,1300,79.2,0,0,1,0,13,8,6,57,11,12,0,0,36.6,518,-2,2.0,0,0,0,0,0,1,0,0,0,0,9,1,1200,72.6,0,1,0,0,16,16,6,55,16,16,0,0,36.6,520,-1,1.4,0,0,0,0,0,0,0,0,0,0,2,1,1400,89.0,0,1,0,0,12,2,6,57,12,12,5,3,39.2,521,+17,0.1
ハイアーグラウンド,10,19.8,5,10,14,500,-4,0,0,1,5,57.0,0,0,0,0,1,0,0,0,0,0,9,1,1600,99.9,1,0,0,0,11,8,5,57,7,7,0,0,38.0,504,+4,2.2,0,0,0,1,0,0,0,0,0,0,13,0,1400,81.7,1,0,0,0,18,3,5,57,18,18,0,0,34.4,500,+4,1.1,0,0,0,1,0,0,0,0,0,0,6,0,1400,82.3,1,0,0,0,16,9,5,54,8,8,0,0,34.5,496,-8,0.3,0,0,0,0,1,0,0,0,0,0,4,1,1600,98.4,1,0,0,0,16,2,5,57,3,4,0,0,37.7,504,+6,0.8,0,0,0,0,1,0,0,0,0,0,10,1,1600,100.2,1,0,0,0,16,7,5,57,6,9,0,0,38.9,498,-2,1.5
