馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
サンデーミラージュ,3,2.1,1,0,1800,0,1,0,0,1,1,9,478,+12,1,0,0,2,55.0,0,0,0,0,0,0,0,0,0,1,2,1,0,1800,110.3,1,0,0,0,16,12,2,54,7,6,2,2,35.6,466,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ロードドミニオン,5,38.7,1,0,1800,0,1,0,0,2,2,1,448,-6,1,0,0,2,55.0,0,0,0,0,0,0,0,0,1,0,16,1,0,1600,97.2,1,0,0,0,18,16,2,54,8,6,0,0,37.4,454,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
コルテジア,1,3.6,1,0,1800,0,1,0,0,3,3,2,450,0,1,0,0,2,55.0,0,0,0,0,0,0,0,0,1,0,2,1,0,1600,94.3,1,0,0,0,14,1,2,54,4,3,0,0,34.7,450,0,0.0,0,0,0,0,0,0,1,0,0,0,5,1,0,1400,84.7,0,0,1,0,13,12,2,54,10,10,0,0,35.5,450,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ラボエーム,4,41.7,1,0,1800,0,1,0,0,4,4,2,448,-2,0,1,0,2,54.0,0,0,0,0,0,0,0,0,1,0,11,1,0,1600,98.0,1,0,0,0,15,3,2,54,9,8,0,0,34.3,450,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
マルカブレーブ,8,93.1,1,0,1800,0,1,0,0,5,5,1,464,+6,1,0,0,2,52.0,0,0,0,0,0,0,0,0,1,0,7,0,1,1400,87.8,1,0,0,0,16,12,2,51,8,7,0,0,38.6,458,+6,1.7,0,0,0,0,0,0,0,0,1,0,7,0,1,1400,87.9,1,0,0,0,12,7,2,51,2,2,0,0,39.5,452,-4,1.3,0,0,0,0,0,0,0,0,0,1,12,1,0,1200,71.4,1,0,0,0,15,3,2,54,9,10,0,0,36.0,456,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
デュボンタン,7,190.2,1,0,1800,0,1,0,0,6,6,1,484,-4,0,1,0,2,52.0,0,0,0,0,0,0,0,0,1,0,15,0,1,1800,119.6,1,0,0,0,16,1,2,54,16,16,16,16,41.3,488,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
シェイクスピア,9,74.8,1,0,1800,0,1,0,0,6,7,1,484,+2,1,0,0,2,55.0,0,0,0,0,0,0,0,0,1,0,9,1,0,1800,110.0,1,0,0,0,9,6,2,54,9,8,0,0,35.2,482,+2,2.0,0,0,0,0,0,0,1,0,0,0,10,1,0,2000,128.7,0,1,0,0,10,4,2,54,2,2,2,2,37.2,480,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
マイネルクライマー,6,14.1,1,0,1800,0,1,0,0,7,8,2,486,0,1,0,0,2,55.0,0,0,0,0,0,0,0,0,1,0,4,1,0,1600,94.7,1,0,0,0,14,8,2,54,9,8,0,0,34.7,486,+4,0.4,0,0,0,0,0,0,0,0,0,1,9,1,0,1200,73.5,0,0,1,0,13,9,2,54,9,10,0,0,38.0,482,0,2.6,0,0,0,0,0,0,0,0,0,1,6,1,0,1200,70.8,1,0,0,0,15,9,2,54,7,7,0,0,35.5,482,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ウインマイティー,2,3.7,1,0,1800,0,1,0,0,7,9,3,458,+6,0,1,0,2,54.0,0,0,0,0,0,0,0,0,1,0,4,1,0,1600,95.3,1,0,0,0,9,6,2,54,7,8,0,0,35.6,452,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ジュンジュン,10,87.3,1,0,1800,0,1,0,0,8,10,2,474,+2,1,0,0,2,55.0,0,0,0,0,0,0,0,0,1,0,14,1,0,1600,98.7,1,0,0,0,15,6,2,54,5,3,0,0,35.3,472,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
