馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
チェアリングソング,1,6.4,1,1,4,454,+4,1,0,0,2,52.0,0,0,0,0,0,1,0,0,0,0,3,0,1200,70.0,1,0,0,0,16,12,2,54,7,3,0,0,35.1,450,+10,0.4,0,0,0,1,0,0,0,0,0,0,4,0,1200,72.7,1,0,0,0,12,7,2,54,5,5,0,0,36.3,440,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ブラックトマホーク,8,9.8,1,2,12,470,+4,1,0,0,2,55.0,0,0,1,0,0,0,0,0,0,0,5,0,1200,73.0,0,1,0,0,9,2,2,54,3,2,0,0,37.9,466,+2,1.1,0,0,1,0,0,0,0,0,0,0,4,0,1200,73.3,0,0,0,1,16,11,2,54,4,4,0,0,37.9,464,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
サントマリー,7,20.5,2,3,2,444,-2,0,1,0,2,52.0,0,0,0,0,0,1,0,0,0,0,3,0,1200,69.9,1,0,0,0,16,3,2,52,1,1,0,0,35.0,446,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
フレンドピース,10,17.5,2,4,10,434,+10,0,1,0,2,54.0,0,0,0,1,0,0,0,0,0,0,5,0,1000,56.5,1,0,0,0,18,18,2,54,0,0,0,0,33.9,424,+6,0.5,0,0,1,0,0,0,0,0,0,0,2,0,1200,71.9,0,1,0,0,9,6,2,54,1,1,0,0,37.0,418,-6,0.0,0,0,1,0,0,0,0,0,0,0,2,0,1200,72.0,0,1,0,0,15,6,2,54,1,1,0,0,36.3,424,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ブルーベル,16,238.7,3,5,6,434,-2,1,0,0,2,55.0,0,0,0,1,0,0,0,0,0,0,18,0,1600,100.9,0,1,0,0,18,6,2,54,18,18,0,0,37.9,436,-10,6.6,0,0,1,0,0,0,0,0,0,0,14,0,1200,75.3,0,1,0,0,16,16,2,54,13,14,0,0,37.0,446,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ロードカバチ,11,43.8,3,6,1,428,+2,1,0,0,2,52.0,0,0,0,0,1,0,0,0,0,0,10,0,1400,83.0,1,0,0,0,14,13,2,54,9,10,0,0,34.0,426,-4,0.9,0,0,0,0,0,1,0,0,0,0,12,0,1200,70.0,1,0,0,0,16,13,2,53,12,10,0,0,34.8,430,+4,1.3,0,0,0,1,0,0,0,0,0,0,7,0,1200,71.2,1,0,0,0,16,3,2,53,13,12,0,0,35.2,426,+2,0.4,0,0,1,0,0,0,0,0,0,0,10,0,1800,114.5,0,1,0,0,16,8,2,52,3,4,7,9,37.5,424,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
テンジュイン,6,4.8,4,7,3,418,+6,0,1,0,2,51.0,0,0,0,0,0,1,0,0,0,0,2,0,1200,69.1,1,0,0,0,13,9,2,54,5,3,0,0,35.2,412,+2,0.1,0,0,0,1,0,0,0,0,0,0,6,0,1000,56.5,1,0,0,0,18,17,2,54,0,0,0,0,33.7,410,-4,0.5,0,0,1,0,0,0,0,0,0,0,3,0,1200,71.0,1,0,0,0,16,14,2,54,1,1,0,0,35.8,414,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
コパノラクラク,13,89.3,4,8,11,434,0,0,1,0,2,51.0,0,0,0,1,0,0,0,0,0,0,9,1,1200,74.3,1,0,0,0,14,2,2,51,9,8,0,0,38.6,434,-2,1.6,0,0,1,0,0,0,0,0,0,0,7,1,1150,70.8,0,1,0,0,14,8,2,51,5,5,0,0,39.2,436,+6,1.3,0,0,0,0,1,0,0,0,0,0,8,1,1400,88.5,0,0,0,1,15,13,2,51,5,3,0,0,38.6,430,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ハワーマハル,5,114.0,5,9,5,458,+14,0,1,0,2,54.0,0,0,0,0,0,1,0,0,0,0,10,0,1200,69.6,1,0,0,0,16,8,2,54,12,10,0,0,34.4,444,-12,0.9,0,0,0,1,0,0,0,0,0,0,3,0,1000,57.8,0,1,0,0,14,3,2,54,0,0,0,0,33.8,456,-2,0.3,0,0,0,1,0,0,0,0,0,0,16,0,1600,98.9,1,0,0,0,18,1,2,54,18,17,0,0,36.3,458,0,3.0,0,0,0,1,0,0,0,0,0,0,12,0,1400,85.5,1,0,0,0,18,13,2,54,14,14,0,0,36.6,458,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
インテレット,12,17.2,5,10,4,412,+8,1,0,0,2,53.0,0,0,0,0,0,0,0,0,1,0,2,0,1200,70.6,1,0,0,0,12,1,2,51,8,8,0,0,34.9,404,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
