馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
デアフルーグ,2,2.3,0,1,1600,1,0,0,0,1,1,5,500,-4,1,0,0,3,57.0,0,0,0,0,0,1,0,0,0,0,1,0,1,1800,113.2,1,0,0,0,8,8,3,56,7,7,6,6,37.3,504,-2,-0.2,0,0,0,0,0,1,0,0,0,0,1,0,1,1800,114.3,1,0,0,0,16,12,3,56,13,13,6,4,38.5,506,+8,-0.8,0,0,0,0,0,1,0,0,0,0,1,0,1,1800,114.7,1,0,0,0,16,9,3,55,6,6,5,4,38.1,498,0,-1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
カナシバリ,10,167.8,0,1,1600,1,0,0,0,2,2,3,500,-8,0,1,0,3,54.0,0,0,0,0,0,1,0,0,0,0,1,0,1,1800,114.3,1,0,0,0,12,2,3,54,8,8,8,7,38.1,508,+6,0.0,0,0,0,0,0,1,0,0,0,0,4,0,1,1800,115.1,1,0,0,0,16,8,3,54,13,13,13,9,38.2,502,-4,0.8,0,0,0,0,0,1,0,0,0,0,4,0,1,1800,115.4,0,1,0,0,10,7,3,54,6,7,7,6,38.0,506,+10,1.1,0,0,0,0,1,0,0,0,0,0,7,0,1,1600,99.4,1,0,0,0,14,13,3,54,11,10,0,0,37.2,496,-4,1.1,0,0,0,0,1,0,0,0,0,0,1,0,1,1600,98.9,1,0,0,0,9,3,3,54,6,6,0,0,37.8,500,0,-0.2
ハヤヤッコ,8,18.9,0,1,1600,1,0,0,0,3,3,6,464,-4,1,0,0,3,56.0,0,0,0,0,0,1,0,0,0,0,1,0,1,1800,114.3,1,0,0,0,16,15,3,56,4,5,4,2,38.2,468,-2,-0.6,0,0,0,0,0,1,0,0,0,0,2,0,1,1800,114.5,0,1,0,0,10,8,3,56,2,2,2,2,37.9,470,+4,0.2,0,0,0,0,1,0,0,0,0,0,2,0,1,1600,99.4,1,0,0,0,14,4,3,56,8,9,0,0,36.9,466,+6,0.0,0,0,0,0,0,0,0,1,0,0,4,0,1,1800,113.0,1,0,0,0,10,8,3,55,4,4,3,3,37.8,460,+4,0.8,0,0,0,0,1,0,0,0,0,0,8,1,0,1800,109.5,1,0,0,0,10,6,3,55,7,7,7,0,33.1,456,+4,0.9
アガラス,9,16.0,0,1,1600,1,0,0,0,4,4,4,508,+4,1,0,0,3,56.0,0,0,0,0,0,1,0,0,0,0,4,1,0,1600,94.6,1,0,0,0,14,11,3,56,9,8,9,0,33.7,504,-4,0.4,0,0,0,0,0,0,0,1,0,0,7,1,0,1800,110.2,1,0,0,0,8,7,3,56,5,4,0,0,35.7,508,+12,1.2,0,0,0,0,1,0,0,0,0,0,2,1,0,1800,106.6,1,0,0,0,16,4,3,55,12,13,13,0,33.7,496,0,0.0,1,0,0,0,0,0,0,0,0,0,2,1,0,1800,110.4,0,1,0,0,10,4,3,54,1,1,1,1,37.8,496,+8,0.2,0,0,0,0,1,0,0,0,0,0,1,1,0,1800,111.2,1,0,0,0,16,6,3,54,4,3,3,0,34.1,488,0,-0.4
ニューモニュメント,3,36.7,0,1,1600,1,0,0,0,5,5,1,468,+2,1,0,0,3,56.0,0,0,0,0,0,0,0,1,0,0,9,0,1,1400,84.9,1,0,0,0,15,15,3,56,15,13,0,0,36.2,466,0,0.8,0,0,0,0,0,0,1,0,0,0,2,0,1,1400,83.8,0,1,0,0,13,9,3,56,11,11,0,0,35.9,466,-8,0.2,0,0,0,0,1,0,0,0,0,0,1,0,1,1600,98.5,1,0,0,0,14,7,3,56,13,13,0,0,37.2,474,0,-0.3,0,0,0,0,0,0,1,0,0,0,6,0,1,1400,85.8,1,0,0,0,16,4,3,56,15,14,0,0,37.9,474,0,1.4,0,0,0,0,0,0,0,1,0,0,5,0,1,1800,114.0,1,0,0,0,10,5,3,55,10,10,8,6,38.1,474,-6,1.8
ブルベアイリーデ,4,62.6,0,1,1600,1,0,0,0,5,6,1,482,+6,1,0,0,3,56.0,0,0,0,0,0,0,0,1,0,0,4,0,1,1400,84.3,1,0,0,0,15,3,3,56,8,8,0,0,36.2,476,+4,0.2,0,0,0,0,0,0,1,0,0,0,10,0,1,1400,85.1,0,1,0,0,13,13,3,56,9,8,0,0,37.5,472,-2,1.5,0,0,0,0,0,0,0,1,0,0,1,0,1,1400,85.7,0,1,0,0,9,7,3,56,6,6,0,0,36.8,474,+6,-0.4,0,0,0,0,0,0,0,1,0,0,5,0,1,1200,73.3,1,0,0,0,16,6,3,56,8,7,0,0,37.0,468,+4,0.8,0,0,0,0,0,0,0,0,1,0,8,0,1,1200,73.2,1,0,0,0,12,8,3,55,2,2,0,0,38.5,464,+2,1.3
カフェクラウン,12,3.3,0,1,1600,1,0,0,0,6,7,2,516,0,1,0,0,3,56.0,0,0,0,0,1,0,0,0,0,0,1,0,1,1600,99.2,1,0,0,0,13,12,3,56,5,4,0,0,36.9,516,0,-0.3,0,0,0,0,1,0,0,0,0,0,1,0,1,1600,99.3,1,0,0,0,16,12,3,56,1,1,0,0,38.1,516,0,-1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
メイクハッピー,5,40.9,0,1,1600,1,0,0,0,6,8,11,480,-2,0,1,0,3,54.0,0,0,0,0,1,0,0,0,0,0,9,0,1,1600,100.8,1,0,0,0,10,4,3,54,4,4,0,0,38.3,482,+11,2.2,0,0,0,0,0,0,0,0,0,0,4,0,1,1600,103.7,0,0,1,0,14,2,3,54,4,3,4,3,40.7,471,-5,0.9,0,0,0,0,1,0,0,0,0,0,1,0,1,1600,98.3,1,0,0,0,14,14,3,54,6,4,0,0,36.6,476,-4,-0.4,0,0,0,0,1,0,0,0,0,0,1,0,1,1600,97.9,0,1,0,0,16,10,3,54,3,3,0,0,37.2,480,0,-1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ナンヨーイザヨイ,6,96.2,0,1,1600,1,0,0,0,7,9,5,458,-8,1,0,0,3,56.0,0,0,0,0,0,1,0,0,0,0,6,0,1,1800,114.7,1,0,0,0,8,2,3,56,5,5,4,5,39.2,466,-6,1.5,0,0,0,0,1,0,0,0,0,0,6,0,1,1600,99.5,1,0,0,0,10,5,3,56,5,4,0,0,37.0,472,+6,0.9,0,0,0,0,0,0,0,0,1,0,1,0,1,1800,113.6,1,0,0,0,12,12,3,55,9,10,8,4,37.5,466,0,-0.2,0,0,0,0,1,0,0,0,0,0,2,0,1,1400,84.6,0,1,0,0,16,1,3,55,7,6,0,0,35.7,466,+10,0.2,0,0,0,0,0,0,0,0,1,0,3,0,1,1400,84.2,0,0,0,1,13,2,3,54,3,4,0,0,37.6,456,-14,0.2
アシャカトブ,7,35.0,0,1,1600,1,0,0,0,7,10,1,490,-2,1,0,0,3,56.0,0,0,0,0,1,0,0,0,0,0,1,0,1,1600,98.0,0,1,0,0,15,9,3,55,5,5,0,0,36.3,492,-10,-0.2,0,0,0,0,0,1,0,0,0,0,1,0,1,1800,115.8,1,0,0,0,16,2,3,55,5,5,8,5,38.9,502,+6,-0.1,0,0,0,0,0,1,0,0,0,0,2,0,1,1800,118.1,0,1,0,0,16,10,3,54,13,13,11,9,38.7,496,+4,0.2,0,0,0,0,1,0,0,0,0,0,3,0,1,1600,99.4,1,0,0,0,16,15,3,54,10,7,0,0,37.9,492,-2,0.2,0,0,0,0,1,0,0,0,0,0,4,0,1,1600,102.3,1,0,0,0,14,7,3,54,11,9,0,0,37.4,494,0,1.1
