馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ヒロノオウカン,15,456.9,1,0,2000,0,1,0,0,1,1,0,438,-4,1,0,0,4,57.0,1,0,0,0,0,0,0,0,0,0,12,1,0,1200,71.6,0,1,0,0,16,5,4,57,13,12,0,0,36.2,442,+4,1.9,1,0,0,0,0,0,0,0,0,0,12,1,0,1500,90.7,1,0,0,0,14,4,4,57,3,3,6,0,36.8,438,+8,2.3,1,0,0,0,0,0,0,0,0,0,5,1,0,1500,89.1,1,0,0,0,10,4,4,57,6,5,7,0,35.2,430,-14,0.8,0,1,0,0,0,0,0,0,0,0,13,0,1,1700,109.1,1,0,0,0,14,6,4,57,7,7,9,13,41.4,444,-2,3.9,0,1,0,0,0,0,0,0,0,0,12,1,0,1200,70.4,0,1,0,0,16,10,4,56,9,10,0,0,36.0,446,-4,1.2
ジン,8,119.2,1,0,2000,0,1,0,0,1,2,11,462,+2,1,0,0,3,53.0,0,0,0,0,1,0,0,0,0,0,9,1,0,2000,121.1,1,0,0,0,11,3,3,54,8,10,10,0,34.4,460,-2,1.5,0,0,0,0,0,0,0,0,0,0,1,0,1,1500,97.7,1,0,0,0,12,11,3,56,5,5,3,2,40.1,462,+2,-0.1,0,0,0,0,0,1,0,0,0,0,9,0,1,1800,116.8,1,0,0,0,16,14,3,56,5,5,5,5,40.8,460,+4,2.0,0,0,0,0,0,0,0,1,0,0,8,0,1,1800,117.2,0,1,0,0,11,10,3,56,5,5,4,4,39.8,456,+3,1.3,0,0,0,0,0,0,0,0,0,0,2,0,1,1400,93.0,1,0,0,0,10,7,3,55,3,3,3,2,41.2,453,+3,0.5
アリスブルー,2,8.3,1,0,2000,0,1,0,0,2,3,1,452,-2,0,1,0,3,52.0,1,0,0,0,0,0,0,0,0,0,1,1,0,2000,123.3,1,0,0,0,16,6,3,54,6,7,5,4,36.7,454,-8,-0.2,1,0,0,0,0,0,0,0,0,0,4,1,0,2000,121.9,1,0,0,0,13,3,3,54,2,2,2,1,37.0,462,+24,0.5,0,0,0,0,1,0,0,0,0,0,6,1,0,2000,122.6,1,0,0,0,10,6,3,54,5,5,5,0,34.9,438,+4,1.0,0,0,1,0,0,0,0,0,0,0,4,1,0,2000,122.0,1,0,0,0,16,1,3,54,12,9,7,7,37.0,434,-6,0.5,0,0,0,0,1,0,0,0,0,0,3,1,0,1600,96.5,1,0,0,0,12,2,3,54,5,5,0,0,34.6,440,+4,0.6
ブラヴァス,1,3.0,1,0,2000,0,1,0,0,2,4,31,484,+16,1,0,0,3,54.0,0,0,0,0,0,0,0,1,0,0,8,1,0,2000,122.7,1,0,0,0,8,4,3,56,2,2,2,2,36.4,468,-6,2.0,0,0,0,0,0,0,0,0,1,0,2,1,0,2000,121.6,1,0,0,0,7,4,3,55,6,6,6,6,34.8,474,-2,0.2,0,0,0,0,0,0,0,1,0,0,1,1,0,2000,122.3,1,0,0,0,8,5,3,55,2,2,2,2,37.7,476,+12,-0.2,0,0,0,0,0,0,1,0,0,0,3,1,0,2000,126.6,0,0,1,0,10,10,3,54,4,4,3,3,34.8,464,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
コスモレリア,11,22.3,1,0,2000,0,1,0,0,3,5,1,466,0,1,0,0,4,56.0,1,0,0,0,0,0,0,0,0,0,8,1,0,2000,122.1,1,0,0,0,12,7,4,57,4,4,3,3,37.7,466,-8,1.7,1,0,0,0,0,0,0,0,0,0,7,1,0,2000,123.4,1,0,0,0,9,3,4,57,2,2,2,1,36.1,474,+2,1.0,0,0,0,1,0,0,0,0,0,0,3,1,0,2200,135.4,1,0,0,0,9,6,4,57,2,2,2,2,35.8,472,+6,0.4,0,0,1,0,0,0,0,0,0,0,3,1,0,2000,120.5,1,0,0,0,12,6,4,57,4,3,4,4,36.4,466,-2,0.6,0,0,0,0,0,0,0,0,0,1,3,1,0,2000,123.5,0,0,1,0,10,3,4,57,1,1,1,2,38.8,468,0,0.6
トップギア,13,480.8,1,0,2000,0,1,0,0,3,6,0,454,0,1,0,0,4,57.0,1,0,0,0,0,0,0,0,0,0,14,1,0,1200,71.6,0,1,0,0,16,6,4,57,16,15,0,0,35.4,454,-8,1.9,1,0,0,0,0,0,0,0,0,0,10,0,1,1700,108.1,0,1,0,0,14,1,4,57,13,13,12,12,39.6,462,+10,2.0,1,0,0,0,0,0,0,0,0,0,10,0,1,1000,59.9,1,0,0,0,12,2,4,57,10,12,0,0,35.5,452,+10,1.3,0,0,0,1,0,0,0,0,0,0,15,1,0,1600,96.5,1,0,0,0,16,12,4,57,13,16,0,0,34.0,442,0,1.3,0,0,0,0,1,0,0,0,0,0,15,0,1,1600,98.9,0,0,1,0,15,1,4,57,8,7,0,0,39.0,442,+4,3.6
ワセダインブルー,3,2.8,1,0,2000,0,1,0,0,4,7,16,438,-2,1,0,0,4,57.0,0,0,0,0,1,0,0,0,0,0,6,1,0,2400,150.4,1,0,0,0,7,7,4,57,3,3,3,4,35.4,440,-10,1.5,0,0,0,0,1,0,0,0,0,0,2,1,0,2400,146.1,1,0,0,0,14,13,4,56,11,10,9,10,34.0,450,+12,0.2,0,0,0,0,1,0,0,0,0,0,6,1,0,2000,118.7,1,0,0,0,14,5,4,56,12,12,10,0,34.2,438,+2,0.5,0,0,0,0,0,1,0,0,0,0,1,1,0,2200,135.5,0,1,0,0,18,3,4,56,12,12,8,6,35.4,436,-2,-0.3,0,0,0,0,1,0,0,0,0,0,2,1,0,2400,150.2,1,0,0,0,16,3,4,56,11,12,12,14,34.5,438,-2,0.0
ジュブリーユ,9,41.5,1,0,2000,0,1,0,0,4,8,1,492,+4,0,1,0,5,55.0,1,0,0,0,0,0,0,0,0,0,9,1,0,1200,70.0,1,0,0,0,15,5,5,55,6,6,0,0,35.6,488,-2,0.7,1,0,0,0,0,0,0,0,0,0,3,1,0,1200,68.9,1,0,0,0,11,2,5,55,4,4,0,0,34.9,490,0,0.2,0,1,0,0,0,0,0,0,0,0,7,1,0,1200,69.4,1,0,0,0,16,5,5,55,16,15,0,0,34.7,490,-2,0.7,0,1,0,0,0,0,0,0,0,0,3,1,0,1200,69.8,1,0,0,0,11,6,5,55,5,5,0,0,34.9,492,0,0.5,0,1,0,0,0,0,0,0,0,0,2,1,0,1200,69.5,1,0,0,0,12,6,5,55,10,9,0,0,35.0,492,0,0.0
ナミブ,7,22.7,1,0,2000,0,1,0,0,5,9,3,452,+12,1,0,0,3,54.0,1,0,0,0,0,0,0,0,0,0,1,1,0,2000,122.8,1,0,0,0,13,5,3,53,6,6,9,4,35.9,440,-2,0.0,0,1,0,0,0,0,0,0,0,0,3,1,0,2000,123.4,1,0,0,0,9,9,3,53,6,6,5,4,35.9,442,+4,0.2,0,1,0,0,0,0,0,0,0,0,4,1,0,2000,123.1,0,1,0,0,10,3,3,53,2,2,2,2,37.1,438,+2,0.3,0,1,0,0,0,0,0,0,0,0,10,1,0,2000,121.3,1,0,0,0,14,5,3,56,3,3,3,4,37.1,436,-12,0.8,0,0,0,0,0,1,0,0,0,0,10,1,0,2000,122.3,1,0,0,0,18,18,3,56,6,7,7,10,37.5,448,0,1.5
トゥービーシック,10,263.6,1,0,2000,0,1,0,0,5,10,2,440,0,0,1,0,3,52.0,1,0,0,0,0,0,0,0,0,0,11,0,1,1700,105.3,0,0,1,0,13,7,3,52,13,13,13,13,36.7,440,-4,2.0,0,1,0,0,0,0,0,0,0,0,9,0,1,1700,107.8,1,0,0,0,14,11,3,52,13,14,12,10,39.5,444,+10,3.4,0,1,0,0,0,0,0,0,0,0,1,0,1,1700,107.6,0,0,1,0,14,2,3,54,13,13,4,3,39.6,434,-2,-0.2,0,0,0,0,1,0,0,0,0,0,4,0,1,1600,99.7,1,0,0,0,16,12,3,54,10,10,0,0,37.8,436,+4,0.5,0,0,0,1,0,0,0,0,0,0,5,0,1,1800,116.2,1,0,0,0,10,1,3,54,5,6,7,7,39.8,432,-12,2.5
