馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
セルリアンユウガ,9,194.3,0,1,1200,0,1,0,0,1,1,2,464,+5,1,0,0,4,57.0,0,0,0,0,0,0,0,0,0,0,5,0,1,1400,90.0,1,0,0,0,9,7,4,57,2,1,1,0,42.2,459,-19,2.5,0,0,0,0,0,0,0,0,0,0,1,0,1,1400,92.1,1,0,0,0,10,1,4,56,5,2,1,0,39.6,478,0,-0.3,0,0,0,0,0,0,0,0,0,0,5,0,1,1600,107.8,0,1,0,0,10,6,4,56,1,1,2,0,40.3,478,-2,1.5,0,0,0,0,0,0,0,0,0,0,1,0,1,1400,91.5,0,0,0,1,10,10,4,56,1,1,1,0,40.1,480,+2,-1.1,0,0,0,0,0,0,0,0,0,0,3,0,1,1600,108.2,0,1,0,0,10,6,4,56,2,2,3,0,40.3,478,-5,1.1
ソフトポジション,1,16.1,0,1,1200,0,1,0,0,2,2,7,470,+4,1,0,0,4,56.0,1,0,0,0,0,0,0,0,0,0,10,1,0,1500,90.9,0,1,0,0,14,2,4,57,4,4,4,0,37.4,466,0,1.2,1,0,0,0,0,0,0,0,0,0,3,1,0,1500,89.2,1,0,0,0,14,5,4,57,5,5,3,0,35.1,466,-2,0.8,1,0,0,0,0,0,0,0,0,0,10,1,0,1200,70.1,1,0,0,0,11,11,4,57,7,7,0,0,35.9,468,+2,1.4,0,1,0,0,0,0,0,0,0,0,6,1,0,1200,69.3,1,0,0,0,16,11,4,57,9,8,0,0,35.3,466,0,0.6,0,1,0,0,0,0,0,0,0,0,9,1,0,1200,70.5,1,0,0,0,12,9,4,57,4,4,0,0,36.5,466,-2,1.0
ベルアーシュ,4,5.6,0,1,1200,0,1,0,0,3,3,1,470,+6,0,1,0,4,55.0,0,0,0,1,0,0,0,0,0,0,2,0,1,1200,71.8,0,1,0,0,13,10,4,55,6,8,0,0,36.8,464,-14,0.3,0,0,0,0,0,0,0,0,0,1,17,1,0,1200,70.2,1,0,0,0,18,9,4,55,16,17,0,0,36.0,478,+8,1.8,0,0,0,0,0,0,1,0,0,0,5,1,0,1200,69.5,0,1,0,0,12,2,4,55,6,5,0,0,34.4,470,-12,0.7,0,0,0,1,0,0,0,0,0,0,6,0,1,1200,73.4,1,0,0,0,15,11,4,55,10,10,0,0,37.4,482,+10,1.1,0,0,0,0,0,0,1,0,0,0,12,1,0,1600,95.4,1,0,0,0,16,7,4,55,7,10,13,0,34.9,472,-2,1.6
コンセッションズ,5,12.3,0,1,1200,0,1,0,0,4,4,1,436,-4,0,1,0,4,55.0,0,0,0,1,0,0,0,0,0,0,10,0,1,1200,72.6,0,1,0,0,14,5,4,55,12,13,0,0,37.3,440,0,0.8,0,0,0,0,0,0,0,0,1,0,3,0,1,1200,72.3,1,0,0,0,15,4,4,55,11,11,0,0,36.9,440,0,0.8,0,0,0,0,0,0,0,0,0,1,10,1,0,1200,69.0,1,0,0,0,15,2,4,55,10,11,0,0,34.4,440,+6,0.6,0,0,0,1,0,0,0,0,0,0,13,1,0,1200,69.9,1,0,0,0,16,1,4,55,3,3,0,0,35.4,434,-4,0.9,0,0,1,0,0,0,0,0,0,0,3,1,0,1200,69.3,1,0,0,0,13,2,4,55,7,6,0,0,34.7,438,-2,0.1
シゲルスピネル,2,7.7,0,1,1200,0,1,0,0,5,5,3,454,0,0,1,0,3,50.0,0,0,0,0,0,1,0,0,0,0,5,0,1,1200,71.8,1,0,0,0,14,13,3,50,1,1,0,0,38.3,454,+4,0.7,0,0,0,0,0,1,0,0,0,0,9,0,1,1200,72.4,1,0,0,0,16,7,3,50,2,2,0,0,38.2,450,-2,1.7,0,0,0,1,0,0,0,0,0,0,9,0,1,1200,72.5,1,0,0,0,15,2,3,51,2,2,0,0,38.1,452,+6,0.8,0,0,0,0,1,0,0,0,0,0,10,0,1,1400,85.9,0,1,0,0,16,11,3,51,6,8,0,0,37.6,446,-2,1.3,0,0,0,0,0,1,0,0,0,0,8,0,1,1200,72.3,1,0,0,0,16,10,3,54,5,5,0,0,37.7,448,+2,1.0
アマデウス,6,3.9,0,1,1200,0,1,0,0,6,6,3,456,+2,1,0,0,3,54.0,0,0,0,0,0,1,0,0,0,0,3,0,1,1200,71.6,1,0,0,0,14,14,3,54,4,2,0,0,37.8,454,+2,0.5,0,0,0,0,0,1,0,0,0,0,10,0,1,1200,72.4,1,0,0,0,16,10,3,52,7,7,0,0,37.4,452,+2,1.7,0,1,0,0,0,0,0,0,0,0,8,1,0,1200,70.3,1,0,0,0,12,2,3,54,4,4,0,0,36.3,450,-4,0.8,0,1,0,0,0,0,0,0,0,0,14,1,0,1200,70.4,0,1,0,0,16,4,3,51,7,8,0,0,36.1,454,0,1.2,0,0,0,1,0,0,0,0,0,0,7,1,0,1200,70.7,0,0,1,0,16,11,3,56,10,10,0,0,35.5,454,0,0.7
スマートアムール,7,50.3,0,1,1200,0,1,0,0,7,7,2,464,-6,0,1,0,5,55.0,0,0,0,0,0,1,0,0,0,0,9,0,1,1200,72.5,1,0,0,0,16,13,5,55,16,15,0,0,36.4,470,+6,1.4,0,0,1,0,0,0,0,0,0,0,6,0,1,1150,68.9,0,1,0,0,15,2,5,55,3,3,0,0,37.4,464,+6,1.0,0,0,0,0,1,0,0,0,0,0,6,0,1,1400,87.1,1,0,0,0,16,3,5,55,9,7,0,0,37.4,458,+2,0.8,0,0,0,0,1,0,0,0,0,0,8,0,1,1400,86.0,0,1,0,0,16,6,5,55,14,15,0,0,37.1,456,-6,1.1,0,0,0,0,0,1,0,0,0,0,6,0,1,1200,72.8,1,0,0,0,16,11,5,55,10,10,0,0,37.2,462,0,0.5
ダディフィンガー,10,25.4,0,1,1200,0,1,0,0,7,8,3,490,+8,1,0,0,3,55.0,0,0,0,0,0,1,0,0,0,0,6,0,1,1200,71.8,1,0,0,0,13,11,3,55,3,4,0,0,37.6,482,-12,1.0,0,0,1,0,0,0,0,0,0,0,14,0,1,1150,69.2,0,0,1,0,16,3,3,54,13,14,0,0,37.4,494,-2,1.9,0,0,0,0,0,1,0,0,0,0,1,0,1,1200,72.8,1,0,0,0,16,2,3,56,1,1,0,0,38.5,496,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,1200,72.7,1,0,0,0,16,9,3,55,1,1,0,0,38.6,496,+6,0.3
メイショウモルサ,8,4.5,0,1,1200,0,1,0,0,8,9,2,494,+2,1,0,0,3,52.0,0,0,0,0,0,0,0,0,1,0,4,0,1,1200,72.7,1,0,0,0,16,14,3,52,3,2,0,0,37.0,492,0,0.2,0,0,0,0,0,0,0,0,1,0,13,0,1,1200,73.1,1,0,0,0,15,12,3,55,8,7,0,0,38.1,492,+12,1.6,0,0,0,0,0,0,0,0,0,1,8,0,1,1000,59.5,1,0,0,0,12,5,3,54,7,6,0,0,35.9,480,-4,1.3,0,0,0,0,0,0,0,0,1,0,4,0,1,1200,73.5,0,1,0,0,8,4,3,56,3,2,0,0,37.5,484,0,1.3,0,0,0,0,0,0,0,1,0,0,1,0,1,1200,73.1,0,1,0,0,16,12,3,56,1,1,0,0,37.4,484,+4,-0.8
メープルリキュール,3,3.7,0,1,1200,0,1,0,0,8,10,5,450,+6,0,1,0,4,52.0,0,0,0,0,0,1,0,0,0,0,6,0,1,1200,72.2,1,0,0,0,16,7,4,55,2,2,0,0,37.8,444,-2,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1400,93.0,1,0,0,0,11,4,4,55,1,1,1,1,39.3,446,+2,-0.4,0,0,0,0,0,0,0,0,0,0,1,0,1,1400,91.9,1,0,0,0,11,7,4,54,2,2,1,1,39.4,444,-1,-0.1,0,0,0,0,0,0,0,0,0,0,2,0,1,1400,91.1,0,1,0,0,11,2,4,54,1,1,1,1,39.7,445,+6,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1400,90.1,1,0,0,0,10,8,4,54,1,1,1,1,38.9,439,-2,-0.3
