馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ハギノアグレッシブ,9,35.0,0,1,1700,0,1,0,0,1,1,2,480,-2,1,0,0,3,54.0,1,0,0,0,0,0,0,0,0,0,1,0,1,1700,108.5,1,0,0,0,14,4,3,56,10,11,9,10,38.8,482,+10,-0.1,0,0,0,0,0,0,0,0,1,0,9,1,0,1600,97.2,0,1,0,0,18,16,3,56,4,4,0,0,37.0,472,0,1.6,0,0,0,0,0,0,0,1,0,0,3,1,0,1600,95.2,1,0,0,0,18,2,3,56,3,2,0,0,36.4,472,-4,0.2,0,0,0,0,0,0,0,1,0,0,4,1,0,1600,95.0,1,0,0,0,14,11,3,56,3,3,0,0,35.0,476,-4,0.9,0,0,0,0,0,0,0,0,1,0,10,1,0,1600,95.4,1,0,0,0,18,14,3,56,5,4,0,0,35.3,480,0,1.1
スパイスマジック,1,6.3,0,1,1700,0,1,0,0,2,2,2,466,-8,1,0,0,3,54.0,1,0,0,0,0,0,0,0,0,0,2,0,1,1700,106.2,1,0,0,0,12,8,3,54,3,3,2,2,37.2,474,-8,0.0,0,0,0,0,1,0,0,0,0,0,8,0,1,1600,99.4,1,0,0,0,15,13,3,56,12,14,0,0,37.7,482,-4,1.6,0,0,0,0,1,0,0,0,0,0,6,0,1,1400,86.1,1,0,0,0,16,2,3,56,10,10,0,0,37.3,486,-2,1.2,0,0,0,0,0,1,0,0,0,0,6,0,1,1800,115.6,0,1,0,0,13,6,3,56,13,13,8,8,39.7,488,-4,1.3,0,0,0,0,1,0,0,0,0,0,1,0,1,1600,99.3,1,0,0,0,16,5,3,56,2,2,0,0,39.0,492,+6,0.0
ミュゼット,4,7.2,0,1,1700,0,1,0,0,3,3,1,448,-6,0,1,0,3,52.0,1,0,0,0,0,0,0,0,0,0,5,0,1,1700,105.8,1,0,0,0,11,10,3,52,9,9,10,11,37.4,454,+2,0.5,0,0,0,0,1,0,0,0,0,0,1,0,1,1600,97.0,0,0,0,1,16,6,3,54,7,6,0,0,36.9,452,-4,-0.2,0,0,0,0,1,0,0,0,0,0,7,0,1,1600,100.7,1,0,0,0,12,5,3,54,4,4,0,0,38.8,456,0,1.2,0,0,0,0,0,1,0,0,0,0,4,0,1,1800,116.0,0,1,0,0,16,16,3,54,6,6,8,6,40.5,456,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ペプチドオーキッド,12,20.8,0,1,1700,0,1,0,0,3,4,20,494,+14,1,0,0,3,54.0,0,0,0,0,0,0,1,0,0,0,11,1,0,2200,139.8,0,1,0,0,11,7,3,56,1,1,1,1,37.8,480,+14,2.0,1,0,0,0,0,0,0,0,0,0,1,1,0,1800,111.1,1,0,0,0,13,12,3,54,2,2,2,2,35.1,466,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
グローバルビジネス,13,198.7,0,1,1700,0,1,0,0,4,5,13,494,+10,1,0,0,3,53.0,0,0,0,0,0,0,0,1,0,0,10,0,1,1800,114.4,0,0,1,0,10,8,3,55,3,3,4,9,39.9,484,-2,3.1,0,0,0,1,0,0,0,0,0,0,1,0,1,1800,116.6,1,0,0,0,15,13,3,55,2,2,2,2,37.8,486,-6,-0.1,0,0,1,0,0,0,0,0,0,0,11,0,1,1700,111.4,1,0,0,0,15,7,3,56,14,15,11,12,40.2,492,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ペイシャボム,10,48.4,0,1,1700,0,1,0,0,4,6,15,470,-2,1,0,0,4,57.0,0,0,0,1,0,0,0,0,0,0,11,0,1,1800,116.6,1,0,0,0,14,4,4,56,5,5,5,5,41.8,472,+2,2.3,0,0,0,0,0,1,0,0,0,0,8,0,1,1800,115.1,0,1,0,0,15,9,4,57,2,2,2,1,40.0,470,-10,1.2,0,0,0,0,0,1,0,0,0,0,12,0,1,1800,115.6,1,0,0,0,16,10,4,56,4,4,4,5,38.8,480,+10,1.4,0,0,1,0,0,0,0,0,0,0,5,0,1,1700,107.9,1,0,0,0,15,10,4,55,7,9,4,6,38.4,470,+2,0.6,0,0,1,0,0,0,0,0,0,0,7,0,1,1700,107.5,0,1,0,0,13,2,4,55,4,4,6,5,38.7,468,-2,0.8
ペイシャブルー,14,297.0,0,1,1700,0,1,0,0,5,7,24,434,+18,0,1,0,4,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,1,1700,109.5,1,0,0,0,16,3,4,53,13,13,14,13,39.9,416,-8,2.9,0,0,0,0,0,0,0,1,0,0,14,0,1,1200,74.5,0,0,0,1,14,6,4,55,8,10,0,0,39.0,424,+2,3.5,0,0,0,0,0,0,0,1,0,0,12,0,1,1400,88.4,0,1,0,0,15,13,4,54,3,2,0,0,40.1,422,-17,2.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1600,102.9,0,0,0,1,12,1,4,54,1,1,1,1,40.2,439,-3,0.0
ロードラナキラ,7,7.2,0,1,1700,0,1,0,0,5,8,26,454,-2,1,0,0,3,54.0,0,0,0,0,1,0,0,0,0,0,16,1,0,1400,85.5,1,0,0,0,16,16,3,56,7,9,0,0,37.9,456,+8,3.0,0,0,0,0,0,0,1,0,0,0,6,1,0,1400,83.7,1,0,0,0,11,11,3,56,3,3,0,0,35.7,448,-6,0.7,0,0,0,0,0,0,0,1,0,0,1,1,0,1400,84.3,0,1,0,0,12,11,3,55,8,7,0,0,35.5,454,0,0.0,0,0,0,0,0,0,0,1,0,0,4,1,0,1400,82.9,1,0,0,0,8,4,3,55,2,2,0,0,34.8,454,+8,0.7,0,0,0,0,0,0,0,0,1,0,2,1,0,1600,97.5,1,0,0,0,11,8,3,54,5,4,0,0,33.7,446,0,0.2
トウシンタイガー,8,214.7,0,1,1700,0,1,0,0,6,9,12,498,-8,0,0,1,5,54.0,0,0,0,1,0,0,0,0,0,0,15,0,1,1800,115.4,0,0,1,0,15,13,5,55,11,13,13,14,39.1,506,-2,3.1,0,0,0,1,0,0,0,0,0,0,4,0,1,1800,114.6,0,1,0,0,15,3,5,55,9,10,10,10,40.0,508,-2,0.4,0,0,0,0,0,0,1,0,0,0,9,0,1,1900,122.7,0,1,0,0,13,3,5,55,8,9,8,7,38.6,510,-2,1.3,0,0,0,0,0,0,1,0,0,0,13,0,1,1800,114.8,0,1,0,0,16,12,5,55,14,15,15,12,38.3,512,+20,2.2,0,0,0,0,0,0,0,0,1,0,16,0,1,1800,120.6,0,1,0,0,16,2,5,54,9,9,13,15,42.6,492,-2,6.9
マイネルネッツ,3,8.9,0,1,1700,0,1,0,0,6,10,0,484,0,1,0,0,6,57.0,1,0,0,0,0,0,0,0,0,0,3,0,1,1700,104.0,0,0,0,1,14,10,6,57,2,2,2,2,38.4,484,0,0.1,0,0,1,0,0,0,0,0,0,0,8,0,1,1700,106.7,1,0,0,0,15,10,6,57,4,5,4,4,38.0,484,-2,1.1,0,0,1,0,0,0,0,0,0,0,3,0,1,1700,106.6,1,0,0,0,14,13,6,57,1,1,1,1,38.1,486,+6,0.4,0,0,0,1,0,0,0,0,0,0,14,0,1,1800,115.6,1,0,0,0,15,1,6,57,1,1,1,1,42.4,480,-4,3.4,0,0,0,0,0,0,0,0,0,1,8,0,1,1700,107.2,1,0,0,0,15,11,6,57,8,8,9,5,39.8,484,-4,1.6
