馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
イリュージョニスト,11,140.5,1,0,1500,1,0,0,0,1,1,1,474,-4,1,0,0,2,54.0,1,0,0,0,0,0,0,0,0,0,7,1,0,1800,113.6,1,0,0,0,7,1,2,54,4,5,4,3,39.2,478,0,2.5,0,0,0,1,0,0,0,0,0,0,10,1,0,1600,98.7,1,0,0,0,14,11,2,54,11,11,0,0,34.4,478,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
タカノアンジェラス,8,17.6,1,0,1500,1,0,0,0,2,2,10,440,+6,1,0,0,2,54.0,0,1,0,0,0,0,0,0,0,0,7,1,0,1200,70.6,1,0,0,0,14,6,2,54,9,9,0,0,35.2,434,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
プレイングラン,13,41.0,1,0,1500,1,0,0,0,3,3,4,470,+16,1,0,0,2,53.0,1,0,0,0,0,0,0,0,0,0,8,1,0,1500,92.6,1,0,0,0,13,4,2,53,7,9,9,0,35.7,454,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ニシノバモス,2,11.5,1,0,1500,1,0,0,0,3,4,3,440,+4,1,0,0,2,54.0,1,0,0,0,0,0,0,0,0,0,9,0,1,1000,61.9,1,0,0,0,12,4,2,54,10,10,0,0,37.0,436,-4,1.8,0,1,0,0,0,0,0,0,0,0,4,1,0,1200,71.8,1,0,0,0,12,12,2,54,2,2,0,0,36.3,440,-8,0.7,0,1,0,0,0,0,0,0,0,0,3,1,0,1000,58.9,0,1,0,0,7,2,2,54,2,2,0,0,34.9,448,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ストロングジェット,12,30.9,1,0,1500,1,0,0,0,4,5,0,406,-2,1,0,0,2,54.0,1,0,0,0,0,0,0,0,0,0,5,1,0,1800,115.4,0,1,0,0,5,5,2,54,1,1,1,2,38.3,408,+2,2.0,1,0,0,0,0,0,0,0,0,0,5,1,0,1800,113.3,0,1,0,0,8,7,2,54,6,6,6,6,37.9,406,+10,0.9,0,1,0,0,0,0,0,0,0,0,5,1,0,1800,110.5,1,0,0,0,12,8,2,54,6,7,6,6,36.5,396,-6,0.8,0,0,1,0,0,0,0,0,0,0,8,1,0,1200,72.7,0,1,0,0,15,9,2,54,10,9,0,0,35.8,402,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ライデンシャフト,1,2.8,1,0,1500,1,0,0,0,4,6,4,464,0,0,1,0,2,52.0,1,0,0,0,0,0,0,0,0,0,6,1,0,1500,92.3,1,0,0,0,13,3,2,52,12,12,11,0,35.0,464,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
フライトゥヘヴン,9,118.7,1,0,1500,1,0,0,0,5,7,3,414,+8,0,1,0,2,52.0,1,0,0,0,0,0,0,0,0,0,11,0,1,1000,62.8,1,0,0,0,12,5,2,52,9,10,0,0,38.2,406,+2,2.7,0,1,0,0,0,0,0,0,0,0,6,1,0,1200,72.7,0,1,0,0,7,3,2,54,3,4,0,0,37.1,404,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
エピローグ,4,5.5,1,0,1500,1,0,0,0,5,8,2,462,-10,0,1,0,2,54.0,1,0,0,0,0,0,0,0,0,0,6,1,0,1800,112.5,0,1,0,0,10,5,2,54,2,2,2,2,36.8,472,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
マイネルハイボーン,7,168.0,1,0,1500,1,0,0,0,6,9,1,440,+4,1,0,0,2,54.0,1,0,0,0,0,0,0,0,0,0,9,1,0,1500,93.6,1,0,0,0,9,6,2,54,5,5,6,0,36.1,436,-2,1.1,1,0,0,0,0,0,0,0,0,0,5,1,0,1200,72.6,0,1,0,0,9,6,2,54,8,7,0,0,36.7,438,+8,1.1,0,1,0,0,0,0,0,0,0,0,10,1,0,1800,111.8,1,0,0,0,13,13,2,54,6,7,7,9,37.4,430,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
トワイライトビギン,6,136.1,1,0,1500,1,0,0,0,6,10,9,454,-6,0,1,0,2,54.0,0,0,0,0,1,0,0,0,0,0,14,1,0,1600,99.9,1,0,0,0,15,13,2,54,12,13,0,0,36.7,460,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
