馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ゴースト,3,30.2,1,1,1,492,0,0,0,1,3,56.0,0,0,0,0,0,0,1,0,0,0,8,0,2200,137.7,0,1,0,0,13,3,3,56,9,9,10,10,35.0,492,-26,1.1,0,0,0,0,0,0,0,1,0,0,15,0,1600,103.7,1,0,0,0,15,15,3,56,15,15,0,0,37.6,518,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
アスターブリザード,14,435.9,1,2,1,476,-2,1,0,0,3,56.0,0,0,0,0,0,0,1,0,0,0,10,0,2200,137.9,0,1,0,0,13,9,3,56,11,11,8,8,35.4,478,0,1.3,0,0,0,0,0,0,0,0,1,0,15,0,2200,137.9,1,0,0,0,18,4,3,56,18,18,16,13,38.0,478,0,2.3,0,0,0,0,0,0,0,0,1,0,9,0,2400,153.1,1,0,0,0,10,2,3,56,3,3,3,5,35.4,478,-4,1.0,0,0,0,0,0,0,0,0,1,0,9,1,1800,118.1,0,1,0,0,11,1,3,56,7,7,9,8,41.2,482,+4,3.4,0,0,0,0,0,0,0,0,1,0,9,0,2000,125.0,1,0,0,0,15,11,3,56,14,14,12,11,34.6,478,0,0.9
エイシンフォーラン,13,12.0,2,3,2,482,-6,1,0,0,3,56.0,0,0,0,0,0,0,0,0,1,0,6,0,1800,108.1,1,0,0,0,18,9,3,56,13,11,0,0,36.0,488,+8,0.6,0,0,0,0,0,0,0,1,0,0,9,0,1800,108.9,1,0,0,0,13,8,3,56,12,11,0,0,35.7,480,0,2.2,0,0,0,0,0,0,0,0,1,0,3,0,1800,107.9,1,0,0,0,18,4,3,56,8,6,0,0,35.8,480,-24,0.5,0,0,0,0,0,0,0,0,0,1,9,1,1700,110.1,1,0,0,0,16,3,3,55,15,16,15,13,38.4,504,+8,1.9,0,0,0,0,0,0,0,1,0,0,9,1,1800,117.1,1,0,0,0,16,2,3,56,10,10,10,11,39.3,496,0,1.2
ヤマカツマッハ,8,91.4,2,4,12,500,-12,1,0,0,3,56.0,0,0,0,0,0,0,0,0,1,0,13,0,2200,137.7,1,0,0,0,18,7,3,56,1,1,1,1,39.1,512,+4,2.1,0,0,0,0,0,0,0,0,1,0,7,0,2400,152.9,1,0,0,0,10,10,3,56,1,1,1,1,35.5,508,-6,0.8,0,0,0,0,0,0,0,0,0,1,14,0,2000,127.6,0,0,1,0,18,2,3,53,5,4,6,11,41.0,514,+4,3.0,0,0,0,0,0,0,0,1,0,0,14,0,2000,125.6,1,0,0,0,16,2,3,56,13,13,13,11,38.7,510,+4,2.7,0,0,0,0,0,0,0,1,0,0,8,1,1800,120.4,1,0,0,0,11,2,3,55,5,4,6,7,42.9,506,0,6.4
ダノングレーター,10,15.4,3,5,0,482,0,1,0,0,3,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
シャドウアロング,11,3.2,3,6,9,468,-4,1,0,0,3,56.0,0,0,0,0,0,0,0,1,0,0,6,0,1800,107.5,1,0,0,0,14,7,3,56,8,6,0,0,35.2,472,-10,0.6,0,0,0,0,0,0,0,1,0,0,2,0,1800,106.9,1,0,0,0,13,1,3,56,10,7,0,0,34.2,482,+2,0.2,0,0,0,0,0,0,0,0,0,1,5,0,2000,123.7,1,0,0,0,18,2,3,56,7,9,7,7,35.6,480,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ルデュック,2,18.4,4,7,10,472,-2,1,0,0,3,56.0,0,0,0,1,0,0,0,0,0,0,10,0,1800,110.1,1,0,0,0,12,5,3,55,6,6,0,0,34.7,474,-2,1.4,0,0,0,0,0,0,0,0,0,1,6,0,2000,122.6,1,0,0,0,18,12,3,56,11,11,10,11,36.7,476,-6,0.7,0,0,0,0,0,0,0,0,1,0,3,0,2000,122.1,1,0,0,0,10,6,3,55,3,3,2,2,36.0,482,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ディオーネプリンス,9,34.5,4,8,3,468,+4,1,0,0,3,54.0,0,0,0,0,0,0,0,0,1,0,4,0,2400,150.7,0,1,0,0,13,13,3,54,8,9,10,9,37.8,464,-4,1.9,0,0,0,0,0,0,0,1,0,0,8,0,2000,122.4,1,0,0,0,14,7,3,56,13,13,14,13,35.3,468,-8,1.2,0,0,0,0,0,0,0,0,1,0,7,0,1800,110.2,1,0,0,0,12,1,3,56,8,5,0,0,37.4,476,-8,2.2,0,0,0,0,0,0,0,0,1,0,10,0,2000,125.2,1,0,0,0,15,7,3,56,9,9,7,5,35.4,484,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
オルディーインラヴ,17,275.6,5,9,6,504,+8,1,0,0,3,55.0,0,0,0,0,0,0,0,0,0,0,11,1,1400,92.1,1,0,0,0,12,3,3,56,12,12,12,12,40.1,496,-2,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,2000,130.3,1,0,0,0,16,11,3,56,16,15,14,13,38.0,498,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スペシャルワン,4,16.8,5,10,1,452,-2,1,0,0,3,56.0,0,0,0,0,0,0,1,0,0,0,6,0,2000,123.8,0,0,1,0,18,3,3,56,16,16,13,13,35.4,454,-8,0.3,0,0,0,0,0,0,0,0,1,0,12,1,1800,118.3,1,0,0,0,16,14,3,56,12,12,13,13,40.2,462,+2,3.0,0,0,0,0,0,0,0,1,0,0,6,1,1800,116.7,1,0,0,0,9,3,3,56,8,8,9,9,39.9,460,0,1.6,0,0,0,0,0,0,0,1,0,0,14,0,1600,97.7,1,0,0,0,16,9,3,56,15,15,0,0,37.2,460,+2,2.2,0,0,0,0,0,0,0,1,0,0,7,1,1800,120.1,1,0,0,0,11,5,3,55,11,11,10,10,40.3,458,0,6.1
