馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
クリノアスコット,13,66.1,1,0,1500,1,0,0,0,1,1,1,428,-4,0,1,0,3,52.0,1,0,0,0,0,0,0,0,0,0,11,0,1,1700,108.3,1,0,0,0,11,7,3,52,3,3,4,9,40.4,432,+14,3.0,0,0,0,0,0,0,0,1,0,0,8,0,1,1800,113.8,0,0,1,0,10,4,3,54,1,1,1,1,39.9,418,-4,2.5,0,0,0,0,0,0,0,1,0,0,1,0,1,1800,115.1,1,0,0,0,16,14,3,54,1,1,1,1,39.3,422,+8,-1.2,0,0,0,0,0,0,0,0,1,0,3,0,1,1800,115.5,0,0,1,0,15,1,3,54,5,5,4,4,39.6,414,-6,1.4,0,0,0,0,0,0,0,0,1,0,3,0,1,1800,114.6,0,1,0,0,10,4,3,54,1,1,1,1,38.6,420,+4,0.6
ステイオンザトップ,6,7.2,1,0,1500,1,0,0,0,2,2,1,474,+4,1,0,0,4,57.0,1,0,0,0,0,0,0,0,0,0,3,1,0,1200,69.1,1,0,0,0,16,15,4,57,10,10,0,0,34.2,470,-2,0.2,0,0,0,0,0,0,1,0,0,0,2,1,0,1400,82.1,0,1,0,0,13,2,4,57,9,6,0,0,34.6,472,+6,0.0,0,0,0,0,0,0,0,0,0,1,5,0,1,1700,106.1,1,0,0,0,15,14,4,57,12,11,5,4,39.0,466,0,0.5,0,0,0,0,0,0,0,0,0,1,2,0,1,1700,105.9,1,0,0,0,16,14,4,56,14,13,7,5,38.1,466,-2,0.4,0,0,0,0,0,0,1,0,0,0,8,0,1,1800,114.6,0,1,0,0,15,6,4,55,10,10,8,8,38.1,468,-4,1.1
ソフトポジション,5,125.9,1,0,1500,1,0,0,0,3,3,1,450,0,1,0,0,3,54.0,1,0,0,0,0,0,0,0,0,0,12,1,0,1200,69.7,1,0,0,0,16,6,3,54,4,5,0,0,35.4,450,+2,0.8,0,0,0,0,0,0,0,1,0,0,13,1,0,1400,82.9,1,0,0,0,16,5,3,54,5,7,0,0,35.9,448,-10,1.5,0,0,0,1,0,0,0,0,0,0,14,1,0,1000,56.7,1,0,0,0,16,2,3,56,0,0,0,0,34.0,458,+8,1.1,0,0,1,0,0,0,0,0,0,0,2,1,0,1200,70.3,1,0,0,0,16,10,3,56,7,6,0,0,35.8,450,+2,0.0,0,0,0,0,0,0,0,0,1,0,8,0,1,1200,74.0,1,0,0,0,16,16,3,54,9,9,0,0,38.5,448,0,0.6
ホッコーモモタン,2,86.1,1,0,1500,1,0,0,0,4,4,2,424,-2,0,1,0,5,55.0,1,0,0,0,0,0,0,0,0,0,8,1,0,1500,89.5,1,0,0,0,14,3,5,55,13,11,12,0,35.2,426,+4,0.7,0,0,0,1,0,0,0,0,0,0,14,1,0,1400,83.2,1,0,0,0,16,5,5,54,12,11,0,0,35.0,422,+6,1.2,0,0,0,0,0,0,1,0,0,0,13,1,0,1600,97.1,1,0,0,0,16,14,5,55,14,13,13,0,35.7,416,-12,1.4,0,0,0,1,0,0,0,0,0,0,16,1,0,1200,72.0,0,0,1,0,18,5,5,54,4,7,0,0,37.4,428,+2,2.2,0,0,0,0,0,1,0,0,0,0,15,0,1,1200,74.3,0,1,0,0,15,5,5,55,5,11,0,0,40.3,426,-4,3.8
マルターズルーメン,4,15.8,1,0,1500,1,0,0,0,4,5,1,420,+12,0,1,0,3,52.0,1,0,0,0,0,0,0,0,0,0,5,1,0,1800,109.7,1,0,0,0,12,10,3,52,2,2,2,2,35.9,408,-4,0.5,0,0,1,0,0,0,0,0,0,0,8,1,0,1800,106.8,1,0,0,0,13,9,3,49,13,13,11,8,34.8,412,+8,0.7,0,0,0,0,0,1,0,0,0,0,11,1,0,1600,96.9,1,0,0,0,14,10,3,54,5,3,6,0,37.1,404,-14,1.6,0,0,0,0,1,0,0,0,0,0,16,1,0,1600,96.8,1,0,0,0,16,16,3,54,16,16,0,0,37.2,418,+4,3.1,0,0,0,0,0,1,0,0,0,0,1,1,0,1600,95.5,1,0,0,0,15,14,3,54,3,3,3,0,35.5,414,-6,0.0
ツキノミチ,9,285.9,1,0,1500,1,0,0,0,5,6,8,434,+10,0,1,0,4,55.0,0,0,0,0,0,0,0,0,1,0,15,1,0,1600,94.0,1,0,0,0,16,15,4,54,8,8,0,0,36.0,424,+6,1.6,0,0,0,1,0,0,0,0,0,0,10,1,0,1400,82.6,1,0,0,0,16,10,4,52,4,5,0,0,35.0,418,-2,0.6,0,0,0,0,0,0,1,0,0,0,7,1,0,1600,96.7,1,0,0,0,16,4,4,52,4,5,4,0,35.9,420,-12,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1400,91.3,1,0,0,0,10,8,4,54,2,2,1,0,39.8,432,-2,-1.4,0,0,0,0,0,0,0,0,0,0,2,0,1,1400,90.8,1,0,0,0,9,3,4,54,1,1,1,0,38.7,434,+1,0.0
ウインシャトレーヌ,1,2.1,1,0,1500,1,0,0,0,5,7,12,504,+10,0,1,0,4,55.0,0,0,0,0,0,0,0,1,0,0,1,1,0,1800,107.4,1,0,0,0,11,7,4,55,3,3,0,0,34.8,494,0,0.0,0,0,0,1,0,0,0,0,0,0,2,1,0,1400,81.0,1,0,0,0,16,14,4,55,5,5,0,0,34.4,494,0,0.0,0,0,0,0,0,0,0,0,1,0,2,1,0,1600,93.9,1,0,0,0,18,4,4,55,7,9,0,0,35.2,494,+2,0.0,0,0,0,0,0,0,1,0,0,0,2,1,0,1600,95.7,1,0,0,0,16,16,4,55,9,5,6,0,34.8,492,-2,0.0,0,0,0,0,0,0,0,1,0,0,2,1,0,1600,95.2,1,0,0,0,14,10,4,55,3,3,0,0,35.8,494,+6,0.3
ヤマニンペダラーダ,7,7.7,1,0,1500,1,0,0,0,6,8,2,476,+12,1,0,0,4,57.0,1,0,0,0,0,0,0,0,0,0,4,1,0,1500,88.9,1,0,0,0,14,11,4,57,10,11,9,0,34.6,464,-6,0.1,0,0,0,0,0,0,1,0,0,0,4,1,0,1400,82.3,0,1,0,0,13,11,4,57,11,10,0,0,34.5,470,+4,0.2,0,0,0,0,0,0,0,1,0,0,4,1,0,1400,83.2,1,0,0,0,18,8,4,57,10,12,0,0,35.0,466,+6,0.6,0,0,0,1,0,0,0,0,0,0,5,1,0,1400,81.5,1,0,0,0,16,7,4,57,5,5,0,0,34.9,460,-6,0.5,0,0,0,0,0,0,0,0,0,1,4,1,0,1200,68.5,1,0,0,0,17,7,4,57,14,13,0,0,33.2,466,0,0.6
ウインストラグル,10,85.1,1,0,1500,1,0,0,0,6,9,10,490,-4,1,0,0,4,57.0,0,0,0,0,0,0,0,0,1,0,9,1,0,1200,69.2,1,0,0,0,13,1,4,57,5,6,0,0,34.0,494,+4,0.7,0,0,0,1,0,0,0,0,0,0,4,1,0,1000,55.8,0,1,0,0,16,2,4,57,0,0,0,0,32.4,490,+4,0.5,0,0,1,0,0,0,0,0,0,0,3,1,0,1200,71.4,1,0,0,0,16,16,4,57,7,9,0,0,35.9,486,+4,0.1,0,0,0,0,0,0,0,0,0,1,7,1,0,1200,68.9,1,0,0,0,11,8,4,57,3,3,0,0,35.2,482,-2,0.7,0,0,0,0,0,0,0,0,1,0,15,1,0,2000,123.0,1,0,0,0,16,16,4,56,3,3,4,9,38.6,484,-6,2.8
シチテンハッキ,12,327.3,1,0,1500,1,0,0,0,7,10,13,464,+8,0,1,0,4,55.0,0,0,0,1,0,0,0,0,0,0,10,1,0,2000,121.1,1,0,0,0,12,12,4,52,1,1,0,0,35.7,456,+2,0.9,0,0,0,0,0,1,0,0,0,0,8,0,1,1800,114.8,0,1,0,0,11,9,4,53,5,5,5,6,39.2,454,0,1.5,0,0,0,0,0,1,0,0,0,0,12,0,1,1800,118.5,1,0,0,0,16,5,4,54,11,10,11,12,40.1,454,+6,3.3,0,0,0,0,0,0,0,0,0,0,1,0,1,1400,91.5,1,0,0,0,9,5,4,54,5,4,3,0,38.4,448,-3,-0.2,0,0,0,0,0,0,0,0,0,0,1,0,1,1400,90.1,1,0,0,0,8,3,4,54,2,2,1,0,40.0,451,+6,-0.2
レセディラローナ,11,68.1,1,0,1500,1,0,0,0,7,11,1,518,0,0,1,0,3,52.0,1,0,0,0,0,0,0,0,0,0,11,0,1,1700,107.2,1,0,0,0,14,9,3,52,2,3,3,5,39.2,518,+14,2.5,0,0,0,0,0,1,0,0,0,0,7,0,1,1800,117.2,1,0,0,0,14,5,3,54,6,6,9,6,40.2,504,-8,0.9,0,0,0,0,0,1,0,0,0,0,1,0,1,1800,116.8,1,0,0,0,16,7,3,54,5,5,5,2,39.9,512,+6,-0.5,0,0,0,0,0,1,0,0,0,0,2,0,1,1800,118.0,1,0,0,0,16,12,3,54,7,6,8,6,40.1,506,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ジェルミナーレ,8,227.3,1,0,1500,1,0,0,0,8,12,22,474,+28,0,1,0,5,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,1,0,1200,71.9,0,1,0,0,17,17,5,55,3,3,0,0,37.1,446,+6,1.9,0,0,1,0,0,0,0,0,0,0,14,1,0,1200,70.9,1,0,0,0,16,8,5,54,2,2,0,0,36.5,440,-10,1.2,0,0,1,0,0,0,0,0,0,0,13,1,0,1200,70.5,1,0,0,0,16,7,5,54,3,5,0,0,36.0,450,+2,0.7,0,0,0,1,0,0,0,0,0,0,8,1,0,1400,81.7,1,0,0,0,18,6,5,55,2,2,0,0,36.0,448,-4,0.4
