馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ハイエストクイーン,12,53.7,0,1,1200,0,0,1,0,1,1,10,494,+14,0,1,0,4,52.0,0,0,0,1,0,0,0,0,0,0,8,0,1,1800,115.1,1,0,0,0,11,7,4,52,11,11,8,9,39.1,480,+10,1.5,0,0,1,0,0,0,0,0,0,0,5,0,1,1700,107.2,0,0,1,0,14,7,4,52,13,12,8,8,39.5,470,-8,1.3,0,0,0,0,0,0,1,0,0,0,6,0,1,1800,116.1,1,0,0,0,11,3,4,52,11,10,10,8,38.9,478,+6,2.0,0,0,0,0,0,0,0,1,0,0,16,0,1,1800,115.9,1,0,0,0,16,8,4,53,10,11,12,12,38.4,472,+6,2.3,0,0,0,0,0,0,0,0,0,1,16,0,1,1700,115.8,1,0,0,0,16,4,4,52,7,6,15,16,47.2,466,+4,10.5
コラード,3,110.4,0,1,1200,0,0,1,0,2,2,16,492,-2,1,0,0,4,54.0,0,0,0,0,0,0,0,0,1,0,11,0,1,1800,118.2,1,0,0,0,11,8,4,57,1,1,1,2,41.9,494,+2,3.7,0,0,0,0,0,0,1,0,0,0,14,0,1,1200,74.2,0,1,0,0,16,15,4,57,7,8,0,0,38.4,492,+4,2.0,0,0,0,0,0,0,0,1,0,0,14,0,1,1200,73.4,0,1,0,0,15,13,4,56,3,5,0,0,38.2,488,-4,1.8,0,0,0,1,0,0,0,0,0,0,5,0,1,1200,71.6,0,0,0,1,15,6,4,54,7,5,0,0,37.0,492,+8,1.7,0,0,0,0,0,0,0,1,0,0,4,0,1,1200,72.7,1,0,0,0,14,3,4,55,1,1,0,0,37.0,484,-6,0.3
シゲルネコメイシ,13,28.3,0,1,1200,0,0,1,0,2,3,11,470,-6,1,0,0,3,54.0,0,0,0,0,0,0,0,1,0,0,1,0,1,1200,72.3,1,0,0,0,16,9,3,53,3,3,0,0,36.8,476,-4,0.0,0,0,1,0,0,0,0,0,0,0,11,0,1,1150,72.6,0,1,0,0,16,8,3,53,13,13,0,0,37.9,480,0,1.8,0,0,0,0,0,0,0,1,0,0,14,0,1,1200,84.2,1,0,0,0,14,1,3,55,14,14,0,0,44.2,480,0,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
タガノジェロディ,11,61.6,0,1,1200,0,0,1,0,3,4,7,456,-4,1,0,0,3,54.0,0,0,0,0,0,0,0,1,0,0,10,1,0,1200,69.8,1,0,0,0,16,13,3,53,13,12,0,0,34.1,460,-8,1.4,0,0,0,1,0,0,0,0,0,0,9,1,0,1200,71.1,0,0,1,0,16,6,3,56,13,14,0,0,35.5,468,+8,1.1,0,0,1,0,0,0,0,0,0,0,7,1,0,1200,69.8,1,0,0,0,15,6,3,56,15,15,0,0,35.1,460,-6,0.6,0,0,0,0,0,1,0,0,0,0,5,1,0,1200,70.4,1,0,0,0,10,6,3,56,6,8,0,0,35.1,466,0,0.4,0,0,0,0,0,0,0,0,0,1,6,1,0,1200,71.4,0,0,1,0,12,6,3,56,4,5,0,0,36.5,466,-2,0.9
タガノコルソ,8,28.5,0,1,1200,0,0,1,0,3,5,3,484,+2,1,0,0,3,54.0,0,1,0,0,0,0,0,0,0,0,10,0,1,1000,60.0,0,0,1,0,12,7,3,54,6,6,0,0,36.7,482,0,1.6,0,0,0,0,0,0,0,1,0,0,8,1,0,1200,70.2,1,0,0,0,11,8,3,56,1,1,0,0,35.8,482,+6,0.8,0,0,0,0,0,0,0,1,0,0,1,0,1,1200,73.1,1,0,0,0,15,5,3,56,1,1,0,0,37.0,476,-8,-0.3,0,0,0,0,0,0,0,0,1,0,11,0,1,1200,74.9,1,0,0,0,16,9,3,55,2,2,0,0,39.2,484,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
メイショウアマギ,6,4.3,0,1,1200,0,0,1,0,4,6,1,472,0,1,0,0,3,54.0,0,0,0,0,0,0,1,0,0,0,3,0,1,1200,70.9,0,0,1,0,16,16,3,54,12,12,0,0,36.1,472,-2,0.5,0,0,0,0,0,0,0,0,1,0,1,0,1,1200,71.8,0,0,0,1,15,13,3,56,8,8,0,0,36.1,474,-2,0.0,0,0,0,0,0,0,0,1,0,0,2,0,1,1200,73.2,1,0,0,0,16,5,3,56,2,2,0,0,37.8,476,-10,0.5,0,0,0,0,0,0,0,1,0,0,6,0,1,1200,74.1,1,0,0,0,16,4,3,56,8,8,0,0,37.9,486,+12,1.8,0,0,0,0,0,0,0,0,0,0,2,0,1,1400,92.2,1,0,0,0,10,6,3,56,4,3,2,0,39.3,474,+24,0.2
シャドウハンター,2,3.6,0,1,1200,0,0,1,0,4,7,7,532,0,1,0,0,3,54.0,0,0,0,0,1,0,0,0,0,0,10,0,1,1400,86.7,1,0,0,0,16,12,3,56,2,2,0,0,39.7,532,+6,1.9,0,0,0,0,0,0,1,0,0,0,13,0,1,1400,86.2,0,1,0,0,13,3,3,56,3,4,0,0,39.8,526,-10,2.6,0,0,0,0,0,0,0,1,0,0,1,0,1,1200,72.8,1,0,0,0,14,10,3,56,1,1,0,0,36.9,536,+2,-1.5,0,0,0,0,0,0,1,0,0,0,2,0,1,1400,87.1,1,0,0,0,16,2,3,56,1,1,0,0,37.2,534,+14,0.1,0,0,0,0,0,1,0,0,0,0,10,0,1,1800,118.7,1,0,0,0,14,11,3,54,9,10,10,11,40.8,520,0,3.5
ウインヒストリオン,9,62.8,0,1,1200,0,0,1,0,5,8,3,464,0,1,0,0,4,57.0,0,0,0,0,0,0,0,0,1,0,10,0,1,1400,85.8,1,0,0,0,16,7,4,57,14,14,0,0,37.8,464,0,1.5,0,0,1,0,0,0,0,0,0,0,15,1,0,1200,71.1,1,0,0,0,16,15,4,57,4,6,0,0,36.7,464,+8,1.6,0,0,0,0,0,0,1,0,0,0,11,1,0,1200,69.9,1,0,0,0,18,11,4,57,4,5,0,0,35.6,456,-12,0.8,0,0,0,0,0,0,0,1,0,0,10,0,1,1200,72.3,0,1,0,0,15,15,4,56,1,1,0,0,37.4,468,+20,0.7,0,1,0,0,0,0,0,0,0,0,14,1,0,1200,70.3,0,1,0,0,16,16,4,54,9,9,0,0,35.3,448,+2,1.2
ハウリング,7,7.5,0,1,1200,0,0,1,0,5,9,3,474,+8,0,1,0,4,55.0,0,0,0,0,0,0,0,0,1,0,3,0,1,1200,72.7,1,0,0,0,15,6,4,55,4,2,0,0,37.3,466,+2,0.3,0,0,0,0,0,0,0,1,0,0,6,0,1,1200,73.3,1,0,0,0,11,2,4,55,4,4,0,0,37.4,464,+2,0.6,0,0,0,0,0,0,0,0,1,0,4,0,1,1200,72.8,0,1,0,0,13,12,4,55,4,6,0,0,37.0,462,+2,0.2,0,0,0,0,0,0,1,0,0,0,9,0,1,1400,86.2,1,0,0,0,16,5,4,55,2,2,0,0,39.7,460,-10,1.4,0,0,0,0,0,0,1,0,0,0,8,0,1,1400,86.8,1,0,0,0,16,10,4,54,3,3,0,0,39.6,470,0,1.8
ヤマニンブルーベル,5,31.8,0,1,1200,0,0,1,0,6,10,6,470,+4,0,1,0,3,52.0,0,0,0,0,0,0,0,0,1,0,12,1,0,1200,70.3,1,0,0,0,16,12,3,52,3,2,0,0,35.6,466,+12,0.8,0,0,0,0,0,0,0,0,0,1,10,1,0,1200,70.4,1,0,0,0,16,14,3,54,13,14,0,0,35.1,454,-8,0.8,0,0,0,0,0,0,0,0,1,0,1,0,1,1200,74.1,1,0,0,0,14,4,3,54,1,1,0,0,38.6,462,0,-0.5,0,0,0,0,0,0,0,1,0,0,4,1,0,1200,71.9,1,0,0,0,9,5,3,54,1,1,0,0,34.6,462,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
