馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ワンダークラッシー,6,10.6,1,1,2,452,+4,1,0,0,3,56.0,0,0,0,0,0,0,1,0,0,0,2,1,1400,84.2,0,0,1,0,16,3,3,56,4,4,0,0,36.9,448,-6,0.4,0,0,0,0,0,0,0,1,0,0,6,1,1200,73.7,1,0,0,0,16,10,3,56,2,4,0,0,38.0,454,-6,1.1,0,0,0,0,0,0,0,1,0,0,3,1,1400,86.5,1,0,0,0,16,1,3,56,4,3,0,0,38.4,460,-18,0.7,0,0,0,0,0,0,0,0,1,0,14,1,1200,75.1,0,1,0,0,16,4,3,56,14,15,0,0,37.8,478,-2,2.3,0,0,0,0,0,0,0,1,0,0,10,1,1200,76.6,1,0,0,0,14,13,3,56,6,5,0,0,39.4,480,0,3.8
ムーンオブバローダ,5,13.6,1,2,16,490,-10,1,0,0,3,56.0,0,0,0,0,0,0,0,0,1,0,6,1,1800,115.2,1,0,0,0,12,4,3,56,2,2,2,2,40.0,500,-8,0.8,0,0,0,0,0,0,0,0,1,0,4,1,1800,116.7,0,1,0,0,16,12,3,56,7,4,4,2,39.5,508,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ライクトゥシャイン,15,29.2,2,3,1,444,-8,1,0,0,3,56.0,0,0,0,0,0,0,1,0,0,0,4,1,1400,84.2,0,0,1,0,16,16,3,56,2,3,0,0,36.7,452,-6,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,1400,87.3,0,1,0,0,16,15,3,56,5,4,0,0,38.5,458,+6,0.7,0,0,0,0,0,0,0,1,0,0,7,0,1400,83.0,1,0,0,0,16,4,3,55,14,14,0,0,35.0,452,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ハクサンカイザー,3,1.9,2,4,1,458,-2,1,0,0,3,56.0,0,0,0,0,0,0,1,0,0,0,2,1,1400,83.6,0,0,1,0,16,7,3,56,5,6,0,0,35.9,460,-4,0.2,0,0,0,0,0,0,0,0,1,0,3,1,1400,86.5,1,0,0,0,16,14,3,56,6,7,0,0,37.0,464,+4,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,1400,87.2,0,1,0,0,16,8,3,56,2,2,0,0,39.4,460,-4,0.7,0,0,0,0,0,0,0,0,1,0,2,1,1400,86.6,1,0,0,0,16,3,3,56,5,3,0,0,38.7,464,-4,0.0
クリー,7,8.8,3,5,1,466,0,1,0,0,3,56.0,0,0,0,0,0,0,1,0,0,0,2,1,1200,71.7,0,0,1,0,16,3,3,56,8,7,0,0,36.3,466,-2,0.3,0,0,0,0,0,0,0,0,1,0,2,1,1200,73.2,1,0,0,0,16,11,3,56,2,3,0,0,36.4,468,-4,0.0,0,0,0,0,0,0,0,0,1,0,4,1,1200,74.4,1,0,0,0,16,12,3,56,2,2,0,0,38.3,472,-2,1.0,0,0,0,0,0,0,1,0,0,0,4,1,1200,74.2,1,0,0,0,16,12,3,56,4,2,0,0,38.4,474,-8,0.7,0,0,0,0,0,0,0,1,0,0,2,1,1200,73.4,1,0,0,0,15,3,3,56,4,4,0,0,37.0,482,-2,0.3
アッフェルマーレ,8,30.0,3,6,0,472,+12,0,1,0,3,54.0,0,0,0,0,0,0,1,0,0,0,2,1,1400,84.9,0,0,1,0,16,6,3,54,2,2,0,0,38.3,460,+2,0.3,0,0,0,0,0,0,0,1,0,0,9,0,2000,122.8,1,0,0,0,13,6,3,53,13,13,13,13,35.7,458,-2,1.8,0,0,1,0,0,0,0,0,0,0,10,0,2000,123.9,1,0,0,0,11,5,3,53,2,2,2,6,38.4,460,-2,1.9,0,0,0,0,0,0,0,0,1,0,14,0,1600,98.6,0,1,0,0,15,15,3,54,8,5,0,0,36.2,462,-2,2.0,0,0,0,0,0,0,0,0,1,0,9,0,1600,97.7,1,0,0,0,13,3,3,54,11,12,0,0,34.1,464,0,1.1
カラスミヤビ,16,314.3,4,7,8,450,-4,0,1,0,3,51.0,0,0,0,0,0,0,0,1,0,0,14,0,2000,125.2,1,0,0,0,15,8,3,51,5,5,6,7,39.9,454,+6,4.6,0,0,0,0,0,0,1,0,0,0,13,0,2000,127.3,1,0,0,0,14,9,3,53,12,14,14,13,36.7,448,-4,3.1,0,0,0,0,0,0,0,1,0,0,12,1,1800,119.2,1,0,0,0,13,8,3,54,13,13,13,13,40.3,452,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ウェイクール,10,97.7,4,8,7,502,-8,1,0,0,3,56.0,0,0,0,0,0,0,0,1,0,0,9,1,1800,115.2,1,0,0,0,13,11,3,56,12,12,11,8,39.0,510,-4,1.1,0,0,0,0,0,0,0,1,0,0,6,1,1400,87.1,1,0,0,0,16,8,3,56,7,7,0,0,38.7,514,-8,1.6,0,0,0,0,0,0,0,1,0,0,6,1,1400,87.3,1,0,0,0,16,13,3,56,16,15,0,0,37.3,522,-8,1.5,0,0,0,0,0,0,0,1,0,0,16,0,2000,138.7,1,0,0,0,16,10,3,55,9,9,16,16,44.8,530,0,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ミスターホウジュ,14,232.6,5,9,12,456,0,1,0,0,3,56.0,0,0,1,0,0,0,0,0,0,0,7,1,1700,109.8,1,0,0,0,15,6,3,53,8,8,8,6,39.2,456,+2,0.6,0,0,0,0,0,0,0,0,1,0,6,1,1800,117.6,0,1,0,0,15,11,3,53,12,14,14,13,39.0,454,-4,1.0,0,0,0,0,0,0,0,0,1,0,6,1,1800,118.3,0,1,0,0,9,7,3,56,5,5,2,2,40.0,458,-6,2.0,0,0,0,0,0,0,0,0,1,0,8,1,1400,88.2,0,1,0,0,16,13,3,55,13,13,0,0,38.1,464,+8,1.6,0,0,0,0,0,0,1,0,0,0,4,1,1400,88.8,0,1,0,0,15,11,3,53,9,9,0,0,38.8,456,0,0.5
メイショウシンシン,12,334.7,5,10,7,444,+4,1,0,0,3,56.0,0,0,0,0,0,0,0,1,0,0,14,1,1400,87.5,1,0,0,0,16,7,3,56,15,14,0,0,38.6,440,-2,1.3,0,0,0,0,0,0,0,0,1,0,10,1,1400,87.7,0,1,0,0,16,9,3,56,13,13,0,0,38.2,442,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
プラネットアース,2,6.9,6,11,0,460,-6,1,0,0,3,54.0,0,0,0,0,0,0,1,0,0,0,3,0,1600,97.1,0,0,0,1,16,1,3,54,3,3,4,0,35.8,466,+2,0.7,0,0,0,0,0,0,0,0,1,0,3,0,1400,83.2,0,1,0,0,14,2,3,56,4,4,0,0,35.9,464,0,1.1,0,0,0,0,0,0,0,1,0,0,2,0,1400,80.9,1,0,0,0,18,1,3,56,3,3,0,0,34.3,464,-2,0.0,0,0,0,0,0,0,0,1,0,0,3,0,1400,81.6,1,0,0,0,18,12,3,55,3,3,0,0,36.0,466,+2,0.0,0,0,0,0,0,0,0,0,1,0,10,0,1400,83.7,1,0,0,0,17,16,3,56,3,3,0,0,36.8,464,+12,1.3
メイショウハナモリ,1,13.1,6,12,0,494,0,1,0,0,3,56.0,0,0,0,0,0,0,1,0,0,0,5,1,1800,112.5,0,0,0,1,15,16,3,56,1,1,1,2,39.4,494,-6,1.3,0,0,0,0,0,0,0,0,1,0,9,1,1800,116.3,0,1,0,0,13,3,3,56,1,1,1,1,42.5,500,-2,1.9,0,0,0,0,0,0,0,0,1,0,2,1,1800,115.2,1,0,0,0,15,13,3,56,1,1,1,1,40.4,502,-2,0.3,0,0,0,0,0,0,0,1,0,0,5,1,1800,115.3,1,0,0,0,13,12,3,56,4,4,4,5,39.1,504,-8,0.7,0,0,0,0,0,0,0,0,1,0,13,1,1800,118.6,1,0,0,0,16,12,3,56,1,1,1,1,43.3,512,+2,3.3
マイネルメーア,11,26.4,7,13,1,492,-2,1,0,0,3,56.0,0,0,0,0,0,0,1,0,0,0,3,1,1400,84.0,0,0,1,0,16,6,3,56,1,1,0,0,36.7,494,-4,0.6,0,0,0,0,0,0,0,1,0,0,8,1,1400,86.9,1,0,0,0,16,13,3,56,2,2,0,0,39.3,498,-4,0.7,0,0,0,0,0,0,0,1,0,0,5,1,1400,86.6,1,0,0,0,15,4,3,56,8,8,0,0,38.0,502,+12,1.0,0,0,0,0,0,0,1,0,0,0,9,1,1200,75.1,1,0,0,0,16,12,3,54,14,13,0,0,38.8,490,0,2.5,0,0,0,0,0,0,0,0,1,0,11,1,1200,75.3,1,0,0,0,15,7,3,54,3,4,0,0,39.6,490,0,1.5
サクラトップハロー,9,342.6,7,14,9,438,+2,1,0,0,3,56.0,0,0,0,0,0,0,0,1,0,0,13,1,1400,88.3,1,0,0,0,16,14,3,56,12,14,0,0,39.0,436,+6,2.8,0,0,1,0,0,0,0,0,0,0,11,1,1700,112.9,1,0,0,0,15,15,3,56,7,7,7,10,42.7,430,-2,4.2,0,0,0,0,0,0,0,0,1,0,12,1,1400,88.5,0,1,0,0,16,2,3,56,14,14,0,0,38.0,432,+10,1.9,0,0,0,0,0,0,1,0,0,0,10,0,1400,83.3,1,0,0,0,16,5,3,55,10,10,0,0,35.2,422,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
アルジェブラ,13,160.6,8,15,8,504,-20,1,0,0,3,56.0,0,0,0,1,0,0,0,0,0,0,10,1,1200,74.6,1,0,0,0,15,9,3,53,8,9,0,0,38.9,524,+16,1.7,0,0,0,0,0,1,0,0,0,0,3,1,1200,73.8,0,1,0,0,16,14,3,56,6,6,0,0,38.7,508,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ストームガスト,4,10.3,8,16,7,464,-6,1,0,0,3,56.0,0,0,0,0,0,0,0,1,0,0,6,1,1400,86.8,1,0,0,0,16,1,3,56,9,8,0,0,38.7,470,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
