馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
スピリットワンベル,3,10.2,0,1,1400,1,0,0,0,1,1,28,522,+6,1,0,0,4,56.0,0,0,0,0,0,0,1,0,0,0,12,0,1,1200,71.9,0,0,1,0,16,15,4,54,8,9,0,0,37.2,516,-10,1.6,0,0,0,0,0,0,0,0,1,0,1,0,1,1400,85.2,0,0,1,0,16,4,4,56,1,1,0,0,38.4,526,-4,0.0,0,0,0,0,0,0,0,1,0,0,2,0,1,1400,85.3,1,0,0,0,15,8,4,56,2,2,0,0,37.5,530,0,0.1,0,0,0,0,0,0,0,0,1,0,4,0,1,1800,116.5,0,1,0,0,13,1,4,56,1,1,1,1,40.1,530,+4,0.2,0,0,0,0,0,0,0,0,0,1,2,0,1,1700,108.2,1,0,0,0,16,13,4,56,2,2,2,2,39.5,526,+14,0.0
オオオヤブン,13,19.1,0,1,1400,1,0,0,0,1,2,5,480,+2,1,0,0,5,57.0,0,0,0,0,0,0,1,0,0,0,7,0,1,1200,73.2,1,0,0,0,15,5,5,57,9,12,0,0,37.6,478,+8,1.1,0,0,0,0,0,0,0,0,1,0,13,0,1,1200,74.4,0,1,0,0,16,4,5,57,8,7,0,0,38.4,470,-1,2.3,0,0,0,0,0,0,0,0,0,0,1,0,1,1400,89.4,0,1,0,0,10,5,5,56,3,3,1,1,38.3,471,-7,-1.5,0,0,0,0,0,0,0,0,0,0,1,0,1,1400,91.1,0,1,0,0,10,7,5,57,1,1,1,1,38.6,478,-1,-1.9,0,0,0,0,0,0,0,0,0,0,1,0,1,1400,91.5,0,1,0,0,9,1,5,56,4,5,4,1,39.5,479,-13,-0.4
ムーンシュトラール,11,33.7,0,1,1400,1,0,0,0,2,3,5,500,+6,1,0,0,5,56.0,0,0,0,0,0,0,1,0,0,0,9,1,0,1600,94.9,1,0,0,0,16,2,5,56,2,4,3,0,35.7,494,+2,0.7,0,0,0,1,0,0,0,0,0,0,9,1,0,1600,94.8,1,0,0,0,18,10,5,57,5,5,0,0,34.2,492,+4,0.9,0,0,0,0,0,0,0,0,0,0,1,1,0,1000,58.9,1,0,0,0,9,4,5,56,2,2,0,0,35.2,488,-10,-0.1,0,0,0,0,0,0,0,0,0,0,1,0,1,1300,83.3,0,0,1,0,9,1,5,56,1,1,1,1,39.7,498,+7,-0.1,0,0,0,0,0,0,0,0,0,0,1,0,1,1300,85.5,1,0,0,0,7,8,5,56,2,3,2,1,40.0,491,-3,-0.5
メダーリアフレイム,10,34.2,0,1,1400,1,0,0,0,2,4,6,466,-6,0,0,1,5,57.0,0,0,0,0,0,0,1,0,0,0,14,0,1,1200,74.8,1,0,0,0,16,10,5,55,3,4,0,0,39.2,472,+6,2.0,0,0,0,1,0,0,0,0,0,0,2,0,1,1200,71.3,0,0,0,1,15,9,5,56,3,3,0,0,37.2,466,+2,1.4,0,0,0,0,0,1,0,0,0,0,11,0,1,1200,72.6,1,0,0,0,16,9,5,57,2,2,0,0,37.8,464,0,1.1,0,0,0,1,0,0,0,0,0,0,4,0,1,1200,72.0,0,0,1,0,15,11,5,57,2,2,0,0,37.7,464,-2,0.8,0,0,0,1,0,0,0,0,0,0,6,0,1,1200,72.7,0,1,0,0,15,15,5,56,3,5,0,0,37.3,466,-4,0.5
クリノアントニヌス,2,29.5,0,1,1400,1,0,0,0,3,5,6,530,+2,1,0,0,5,57.0,0,0,0,0,0,0,0,0,1,0,8,0,1,1400,85.7,1,0,0,0,15,7,5,57,10,9,0,0,38.0,528,+8,1.1,0,0,1,0,0,0,0,0,0,0,11,0,1,1150,70.1,1,0,0,0,16,16,5,57,8,9,0,0,37.7,520,-10,0.9,0,0,0,0,0,0,0,1,0,0,7,0,1,1800,114.6,1,0,0,0,8,3,5,57,6,7,6,6,39.7,530,+2,1.9,0,0,0,0,0,0,0,1,0,0,9,0,1,1400,85.6,0,1,0,0,16,13,5,57,7,6,0,0,38.0,528,+4,0.9,0,0,0,0,0,0,0,0,1,0,7,0,1,1400,84.5,0,0,0,1,15,12,5,57,7,8,0,0,36.9,524,+4,1.2
セイウンスパイ,16,55.1,0,1,1400,1,0,0,0,3,6,10,496,+4,1,0,0,4,56.0,0,0,1,0,0,0,0,0,0,0,10,0,1,1150,70.2,1,0,0,0,16,3,4,56,6,3,0,0,38.2,492,+2,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,1,1000,60.0,1,0,0,0,12,7,4,52,5,6,0,0,36.5,490,+14,1.4,0,0,0,0,0,0,0,0,1,0,14,0,1,1400,86.4,0,0,1,0,15,13,4,56,2,3,0,0,40.6,476,-8,2.9,0,0,0,0,0,0,1,0,0,0,8,0,1,1200,74.0,1,0,0,0,12,2,4,56,4,4,0,0,38.0,484,-2,1.0
クインズラミントン,4,4.8,0,1,1400,1,0,0,0,4,7,6,482,0,1,0,0,5,57.0,0,0,0,0,0,0,1,0,0,0,3,0,1,1400,85.2,1,0,0,0,16,15,5,57,5,5,0,0,37.5,482,+6,0.1,0,0,0,0,1,0,0,0,0,0,7,0,1,1400,86.3,1,0,0,0,16,2,5,57,7,7,0,0,36.1,476,0,0.6,0,0,0,0,0,1,0,0,0,0,14,1,0,1600,96.1,1,0,0,0,15,10,5,57,12,7,8,0,35.8,476,-2,2.4,0,0,0,0,1,0,0,0,0,0,12,0,1,1400,87.4,1,0,0,0,16,13,5,57,10,10,0,0,36.8,478,+4,1.5,0,0,0,0,1,0,0,0,0,0,4,0,1,1400,86.5,1,0,0,0,16,1,5,57,11,11,0,0,37.0,474,-2,0.6
ニホンピロマーク,15,176.6,0,1,1400,1,0,0,0,4,8,33,502,+2,1,0,0,6,57.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1400,89.5,0,0,0,1,10,1,6,56,1,1,1,1,38.8,500,0,-0.3,0,0,0,0,0,0,0,0,0,0,1,0,1,1400,91.7,1,0,0,0,10,8,6,56,2,2,1,1,40.6,500,-3,-0.3,0,0,0,0,0,0,0,0,0,0,3,0,1,1400,92.5,0,0,1,0,10,5,6,56,1,1,1,1,42.0,503,+4,0.6,0,0,0,0,0,0,0,0,0,0,6,0,1,1400,93.6,1,0,0,0,10,6,6,56,2,2,2,4,41.1,499,-1,0.9,0,0,0,0,0,0,0,0,0,0,4,0,1,1400,93.1,1,0,0,0,10,3,6,56,4,4,4,4,41.0,500,+4,1.4
キタノナシラ,6,15.0,0,1,1400,1,0,0,0,5,9,5,490,-6,0,0,1,4,55.0,0,0,0,0,0,0,0,0,1,0,11,0,1,1400,85.4,1,0,0,0,16,14,4,56,10,8,0,0,37.8,496,+14,1.2,0,0,1,0,0,0,0,0,0,0,5,0,1,1700,107.7,1,0,0,0,15,9,4,55,7,9,10,8,39.1,482,+2,1.2,0,0,0,1,0,0,0,0,0,0,11,0,1,1200,73.1,0,1,0,0,12,1,4,55,8,8,0,0,37.4,480,0,0.9,0,0,0,0,0,0,0,1,0,0,5,0,1,1400,86.0,1,0,0,0,13,9,4,55,3,3,0,0,38.0,480,+2,1.7,0,0,0,0,0,0,1,0,0,0,9,0,1,1200,72.5,1,0,0,0,16,5,4,54,9,8,0,0,37.1,478,+2,1.0
ホマレ,7,4.8,0,1,1400,1,0,0,0,5,10,9,466,+2,0,1,0,4,54.0,0,0,0,0,1,0,0,0,0,0,5,0,1,1300,80.1,1,0,0,0,16,8,4,54,7,7,0,0,36.3,464,+2,0.6,0,0,0,0,1,0,0,0,0,0,4,0,1,1400,86.0,1,0,0,0,16,10,4,53,8,8,0,0,37.3,462,-4,0.5,0,0,0,0,1,0,0,0,0,0,3,0,1,1400,83.6,0,1,0,0,16,8,4,53,7,7,0,0,37.0,466,+2,0.9,0,0,0,0,1,0,0,0,0,0,1,0,1,1400,84.1,0,0,1,0,16,5,4,54,2,2,0,0,36.5,464,-2,-0.1,0,0,0,0,1,0,0,0,0,0,3,0,1,1400,86.7,1,0,0,0,16,10,4,54,12,13,0,0,37.1,466,-4,0.6
