馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
サーストンバーラム,5,51.9,0,1,1200,1,0,0,0,1,1,5,458,+2,1,0,0,3,54.0,0,0,0,0,0,0,0,1,0,0,11,0,1,1200,75.1,1,0,0,0,14,8,3,56,2,3,0,0,40.2,456,-6,2.3,0,0,0,0,0,0,0,1,0,0,3,0,1,1200,73.2,1,0,0,0,16,1,3,56,3,3,0,0,37.5,462,+6,0.7,0,0,0,0,0,1,0,0,0,0,8,0,1,1200,72.5,1,0,0,0,16,10,3,53,2,2,0,0,39.0,456,+6,0.9,0,0,0,1,0,0,0,0,0,0,1,0,1,1200,71.4,0,0,1,0,15,5,3,53,1,1,0,0,36.9,450,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
サリーバランセ,9,26.7,0,1,1200,1,0,0,0,1,2,4,456,-10,0,1,0,3,54.0,0,0,0,0,0,1,0,0,0,0,7,0,1,1200,72.3,1,0,0,0,16,5,3,54,6,7,0,0,38.2,466,+2,0.6,0,0,0,1,0,0,0,0,0,0,1,0,1,1200,72.5,0,1,0,0,15,13,3,54,3,3,0,0,38.0,464,-8,-0.5,0,0,0,0,1,0,0,0,0,0,3,0,1,1300,80.4,1,0,0,0,16,5,3,54,2,2,0,0,36.6,472,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
カシノウィング,15,413.1,0,1,1200,1,0,0,0,2,3,5,488,-2,1,0,0,3,56.0,0,0,0,0,0,0,0,0,0,0,4,0,1,1400,90.5,0,0,0,1,12,2,3,56,4,4,5,5,40.0,490,+7,1.4,0,0,0,0,0,0,0,0,0,0,1,0,1,1400,92.1,0,0,0,1,9,2,3,53,1,1,1,1,40.7,483,+9,-0.1,0,0,0,0,0,0,0,0,0,1,4,1,0,1200,70.4,1,0,0,0,10,6,3,54,5,5,0,0,35.6,474,+2,0.3,0,0,0,0,0,0,0,0,0,1,7,1,0,1200,70.4,1,0,0,0,12,12,3,54,4,5,0,0,36.3,472,-4,1.3,0,0,0,0,0,0,0,0,0,1,7,1,0,1200,72.2,1,0,0,0,16,9,3,54,14,11,0,0,34.7,476,0,1.3
オルダージュ,2,8.7,0,1,1200,1,0,0,0,2,4,4,468,-6,1,0,0,3,56.0,0,0,0,0,0,1,0,0,0,0,3,0,1,1200,72.0,1,0,0,0,16,3,3,56,2,2,0,0,38.4,474,+2,0.3,0,0,0,0,0,1,0,0,0,0,1,0,1,1200,72.2,0,1,0,0,16,10,3,55,1,1,0,0,38.1,472,+8,-0.2,0,0,1,0,0,0,0,0,0,0,4,0,1,1150,69.9,1,0,0,0,16,16,3,54,2,2,0,0,38.4,464,+2,0.5,0,0,0,1,0,0,0,0,0,0,2,0,1,1200,71.4,0,0,1,0,15,2,3,54,1,1,0,0,36.6,462,+2,0.2,0,0,0,0,1,0,0,0,0,0,7,1,0,1400,84.0,1,0,0,0,18,5,3,55,2,2,0,0,35.1,460,0,0.8
ナランフレグ,6,5.3,0,1,1200,1,0,0,0,3,5,7,464,+2,1,0,0,3,56.0,0,0,0,0,0,0,1,0,0,0,2,0,1,1200,72.3,0,1,0,0,11,5,3,56,6,5,0,0,36.4,462,-4,0.3,0,0,0,0,0,0,1,0,0,0,3,0,1,1400,86.1,0,1,0,0,13,7,3,55,5,5,0,0,38.2,466,-2,0.5,0,0,0,0,1,0,0,0,0,0,6,0,1,1600,99.2,1,0,0,0,14,12,3,55,8,7,0,0,37.3,468,+6,0.9,0,0,0,0,1,0,0,0,0,0,1,0,1,1300,80.0,1,0,0,0,16,9,3,55,3,3,0,0,36.0,462,0,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
メールデゾレ,3,5.1,0,1,1200,1,0,0,0,3,6,1,450,0,0,1,0,3,53.0,0,0,0,0,0,1,0,0,0,0,2,0,1,1200,71.5,1,0,0,0,16,10,3,54,2,2,0,0,37.6,450,-8,0.0,0,0,0,0,0,1,0,0,0,0,1,0,1,1200,72.9,1,0,0,0,16,10,3,53,1,1,0,0,38.6,458,-10,-0.4,0,0,0,0,0,1,0,0,0,0,4,0,1,1200,73.7,1,0,0,0,16,2,3,54,5,4,0,0,38.3,468,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
エルピド,10,207.2,0,1,1200,1,0,0,0,4,7,4,464,-8,1,0,0,3,56.0,0,0,0,0,0,1,0,0,0,0,11,0,1,1200,72.7,1,0,0,0,16,13,3,56,14,14,0,0,37.7,472,+14,1.0,0,0,0,0,0,1,0,0,0,0,13,0,1,1200,73.0,1,0,0,0,16,8,3,55,12,11,0,0,38.4,458,+8,1.4,0,0,0,0,1,0,0,0,0,0,1,0,1,1300,78.7,0,0,1,0,16,5,3,55,3,3,0,0,36.6,450,+6,0.0,0,1,0,0,0,0,0,0,0,0,5,0,1,1000,60.6,0,1,0,0,12,8,3,54,5,4,0,0,36.7,444,0,1.3,0,1,0,0,0,0,0,0,0,0,3,0,1,1000,62.0,1,0,0,0,9,6,3,54,2,4,0,0,38.0,444,0,1.0
ナスノダケ,1,3.5,0,1,1200,1,0,0,0,4,8,9,504,-6,1,0,0,3,56.0,0,0,0,0,0,1,0,0,0,0,3,0,1,1200,72.2,1,0,0,0,14,11,3,56,3,4,0,0,38.3,510,-2,0.9,0,0,0,0,0,1,0,0,0,0,1,0,1,1200,71.6,1,0,0,0,16,12,3,55,1,1,0,0,36.9,512,0,-1.2,0,0,0,0,0,1,0,0,0,0,3,0,1,1200,73.2,1,0,0,0,15,10,3,55,8,7,0,0,37.7,512,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ニシノフルバンク,14,181.2,0,1,1200,1,0,0,0,5,9,1,500,0,1,0,0,3,53.0,0,0,0,0,0,1,0,0,0,0,14,0,1,1200,73.2,1,0,0,0,16,13,3,56,4,5,0,0,39.1,500,0,1.7,0,0,0,0,0,1,0,0,0,0,12,0,1,1200,74.1,1,0,0,0,14,2,3,56,2,2,0,0,40.5,500,+10,2.8,0,0,0,0,0,1,0,0,0,0,5,0,1,1200,72.3,1,0,0,0,16,16,3,55,1,1,0,0,39.0,490,+2,0.7,0,0,0,0,0,0,0,0,1,0,13,0,1,1400,87.6,0,0,0,1,13,12,3,54,6,7,0,0,40.6,488,0,3.6,0,0,0,1,0,0,0,0,0,0,1,0,1,1200,73.6,1,0,0,0,15,13,3,54,1,1,0,0,37.9,488,-4,-0.6
シゲルスピネル,8,33.4,0,1,1200,1,0,0,0,5,10,10,448,+2,0,1,0,3,54.0,0,0,0,0,0,1,0,0,0,0,1,0,1,1200,73.6,1,0,0,0,16,1,3,54,1,1,0,0,39.2,446,+2,0.0,0,0,0,0,0,1,0,0,0,0,3,0,1,1200,72.2,1,0,0,0,16,10,3,54,2,2,0,0,38.2,444,0,0.6,0,0,0,0,1,0,0,0,0,0,6,0,1,1400,88.1,1,0,0,0,16,4,3,54,9,10,0,0,37.6,444,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
