馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ハルサカエ,1,4.3,1,1,25,498,+8,0,1,0,3,51.0,0,0,0,0,0,1,0,0,0,0,1,1,1200,72.3,0,1,0,0,16,9,3,52,1,1,0,0,37.9,490,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ケイゴールド,10,191.2,1,2,5,474,-4,0,1,0,3,51.0,0,0,0,0,0,0,1,0,0,0,8,1,1200,73.7,0,1,0,0,11,4,3,54,11,11,0,0,36.6,478,+2,1.7,0,0,0,0,0,1,0,0,0,0,13,1,1200,74.6,1,0,0,0,14,8,3,54,5,5,0,0,40.4,476,-2,3.3,0,0,0,0,0,0,0,1,0,0,9,0,1600,98.0,1,0,0,0,9,9,3,54,2,2,0,0,39.6,478,+4,4.4,0,0,1,0,0,0,0,0,0,0,13,0,1200,71.5,1,0,0,0,16,2,3,54,11,10,0,0,36.6,474,-2,1.0,0,0,0,0,0,0,0,0,0,0,10,1,1200,75.2,0,1,0,0,16,8,3,54,11,9,0,0,38.8,476,0,1.7
トーセンダイヤ,15,287.0,2,3,7,432,-3,0,1,0,3,54.0,0,0,0,0,0,0,0,0,0,0,13,1,1600,107.6,1,0,0,0,15,11,3,54,6,6,9,9,41.9,435,+4,2.5,0,0,0,0,0,0,0,0,0,0,6,1,1200,76.4,0,0,0,1,9,8,3,54,4,4,0,0,40.8,431,-2,1.8,0,0,0,0,0,0,0,0,0,0,4,1,1400,91.0,0,1,0,0,7,3,3,54,2,2,3,0,40.8,433,+3,2.4,0,0,0,0,0,0,0,0,0,0,6,1,1400,92.0,1,0,0,0,13,4,3,54,2,2,4,0,42.3,430,+5,2.1,0,0,0,0,0,0,0,0,0,0,1,1,1000,62.2,0,1,0,0,5,3,3,54,1,1,0,0,38.5,425,0,-1.2
パイロジェン,5,25.5,2,4,8,450,-8,1,0,0,3,56.0,0,0,0,0,0,1,0,0,0,0,1,1,1200,73.4,1,0,0,0,16,10,3,56,2,2,0,0,39.5,458,+6,-0.1,0,0,0,0,0,1,0,0,0,0,2,1,1200,72.1,1,0,0,0,16,15,3,55,2,3,0,0,38.1,452,-4,0.5,0,0,0,0,0,1,0,0,0,0,5,1,1200,73.3,1,0,0,0,16,11,3,55,4,4,0,0,38.5,456,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
アンジェリーブル,6,27.4,3,5,3,436,-8,0,1,0,3,54.0,0,0,0,0,1,0,0,0,0,0,5,1,1400,87.2,1,0,0,0,15,13,3,54,15,15,0,0,36.9,444,+2,0.7,0,0,0,0,1,0,0,0,0,0,9,1,1600,100.3,1,0,0,0,14,14,3,54,2,2,0,0,38.6,442,0,0.9,0,0,0,0,0,1,0,0,0,0,1,1,1800,115.5,1,0,0,0,16,8,3,54,1,1,1,1,40.0,442,+8,-0.6,0,0,1,0,0,0,0,0,0,0,13,1,1150,72.5,1,0,0,0,16,12,3,54,7,7,0,0,39.8,434,+10,2.1,0,0,0,0,1,0,0,0,0,0,6,1,1300,79.7,0,0,1,0,16,12,3,54,5,5,0,0,37.3,424,-8,1.0
テンブン,13,98.9,3,6,2,476,-14,0,1,0,3,52.0,0,0,0,0,0,1,0,0,0,0,16,1,1200,74.1,1,0,0,0,16,2,3,52,1,1,0,0,40.5,490,+8,2.4,0,0,0,0,0,1,0,0,0,0,1,1,1200,73.3,1,0,0,0,16,1,3,52,1,1,0,0,38.3,482,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ラブミーリッキー,16,37.3,4,7,3,478,-4,0,1,0,3,54.0,0,0,0,0,0,0,0,1,0,0,7,1,1200,74.0,1,0,0,0,14,2,3,53,12,13,0,0,37.9,482,+2,1.2,0,0,0,0,0,1,0,0,0,0,6,1,1200,72.8,1,0,0,0,14,9,3,53,5,7,0,0,38.6,480,+8,1.5,0,0,0,0,0,0,0,1,0,0,9,1,1400,87.9,1,0,0,0,9,3,3,54,2,2,0,0,40.4,472,+4,2.9,0,1,0,0,0,0,0,0,0,0,16,0,1200,71.6,1,0,0,0,16,1,3,54,1,2,0,0,37.7,468,+6,2.2,0,1,0,0,0,0,0,0,0,0,1,1,1000,61.0,1,0,0,0,9,5,3,54,1,1,0,0,37.1,462,0,-0.4
ペイシャネガノ,7,6.7,4,8,3,460,+2,0,1,0,3,54.0,0,0,0,0,1,0,0,0,0,0,1,1,1300,80.5,1,0,0,0,16,9,3,54,3,3,0,0,37.1,458,-2,-1.1,0,0,0,0,1,0,0,0,0,0,2,1,1300,80.3,0,1,0,0,16,4,3,54,3,4,0,0,36.5,460,-6,0.2,0,0,0,0,0,1,0,0,0,0,3,1,1200,73.9,1,0,0,0,16,14,3,54,7,5,0,0,37.8,466,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ワディアルヒタン,12,28.2,5,9,8,436,-4,0,1,0,3,54.0,0,0,0,0,0,1,0,0,0,0,1,1,1200,72.6,1,0,0,0,16,8,3,54,1,1,0,0,37.7,440,0,-0.1,0,0,0,0,0,1,0,0,0,0,5,1,1200,72.8,1,0,0,0,16,16,3,54,2,3,0,0,38.6,440,-2,0.4,0,0,0,0,0,1,0,0,0,0,10,0,1600,97.6,1,0,0,0,16,12,3,54,9,7,6,0,35.5,442,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
メールデゾレ,2,16.9,5,10,7,450,-8,0,1,0,3,54.0,0,0,0,0,0,1,0,0,0,0,1,1,1200,72.9,1,0,0,0,16,10,3,53,1,1,0,0,38.6,458,-10,-0.4,0,0,0,0,0,1,0,0,0,0,4,1,1200,73.7,1,0,0,0,16,2,3,54,5,4,0,0,38.3,468,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
