馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
タガノカルーア,10,247.6,1,1,0,472,-4,0,1,0,3,54.0,0,0,0,0,0,0,0,0,1,0,12,1,1800,118.9,1,0,0,0,15,13,3,54,12,12,12,13,40.4,476,+12,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,1,1400,87.8,0,1,0,0,15,2,3,54,14,13,0,0,38.7,464,+6,2.0,0,0,0,1,0,0,0,0,0,0,10,0,1400,85.1,0,1,0,0,13,4,3,54,9,9,0,0,37.4,458,-2,2.2,0,0,0,0,0,0,0,0,0,1,13,0,1800,111.2,1,0,0,0,16,7,3,54,3,2,2,3,36.8,460,0,2.5
ルプレジール,4,3.1,2,2,30,484,+10,0,1,0,3,51.0,1,0,0,0,0,0,0,0,0,0,4,1,1700,108.1,1,0,0,0,14,7,3,54,3,4,4,4,37.3,474,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
キングイチヒメ,12,382.2,3,3,1,476,-2,0,1,0,3,54.0,0,0,0,0,0,0,0,1,0,0,14,1,1200,76.9,1,0,0,0,16,12,3,53,13,14,0,0,39.2,478,+1,3.2,0,0,0,0,0,0,0,0,0,0,6,1,1400,90.1,0,1,0,0,10,6,3,54,6,6,5,0,39.1,477,-5,1.9,0,0,0,0,0,0,0,1,0,0,17,0,1400,87.6,1,0,0,0,18,3,3,54,8,13,0,0,39.9,482,0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
シルバースミス,6,8.4,4,4,2,488,-2,0,1,0,3,54.0,0,0,0,0,0,0,0,1,0,0,7,1,1400,88.4,0,1,0,0,16,15,3,54,8,7,0,0,39.2,490,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ピンクキャンディー,7,8.3,5,5,8,470,-2,0,1,0,3,54.0,0,0,0,0,0,0,0,0,1,0,12,0,1800,110.8,1,0,0,0,18,7,3,54,2,2,0,0,38.6,472,-6,2.8,0,0,0,0,0,0,0,0,1,0,2,0,2000,123.3,1,0,0,0,8,3,3,54,1,1,1,1,35.5,478,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
セブンティサン,5,28.0,5,6,1,416,-2,0,1,0,3,54.0,0,0,0,0,0,0,0,0,0,1,3,1,1700,110.0,0,1,0,0,16,14,3,51,11,11,6,5,40.1,418,0,0.3,0,0,0,0,0,0,1,0,0,0,6,1,1400,89.0,0,1,0,0,15,5,3,54,11,9,0,0,38.5,418,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ハハハ,11,195.0,6,7,0,416,+6,0,1,0,3,51.0,0,0,0,0,0,0,0,0,0,1,12,1,1700,110.8,0,1,0,0,16,15,3,54,15,15,15,15,40.7,410,-2,3.7,0,0,0,0,0,0,0,0,0,1,9,1,1700,111.4,0,1,0,0,10,8,3,54,10,10,10,10,39.8,412,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
オーパスメーカー,1,20.7,6,8,2,472,-4,0,1,0,3,54.0,0,0,0,0,0,0,0,1,0,0,6,1,1400,88.4,0,1,0,0,16,7,3,54,7,7,0,0,39.3,476,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ジュンサロベツ,8,15.6,7,9,1,488,0,0,1,0,3,54.0,0,0,0,0,0,0,0,1,0,0,3,1,1800,117.3,1,0,0,0,16,2,3,54,8,5,7,3,39.0,488,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ワインレッドローズ,2,3.2,7,10,2,470,0,0,1,0,3,54.0,0,0,0,0,0,0,0,1,0,0,3,1,1800,114.5,0,1,0,0,10,8,3,54,2,2,2,2,37.5,470,+4,0.5,0,0,0,0,0,0,0,1,0,0,2,1,1800,116.3,1,0,0,0,8,6,3,54,2,2,2,2,38.8,466,+4,0.0,0,0,0,0,0,0,0,1,0,0,7,1,1800,116.7,1,0,0,0,16,12,3,54,2,2,2,2,39.5,462,0,2.0,0,0,0,0,0,0,1,0,0,0,5,1,1800,117.1,0,1,0,0,13,1,3,54,8,4,2,2,41.2,462,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
クリノクルミチャン,9,137.4,8,11,4,474,-4,0,1,0,3,53.0,0,0,0,0,0,0,0,1,0,0,6,1,1800,118.0,1,0,0,0,8,1,3,51,5,5,7,7,39.9,478,-4,1.7,0,0,0,0,0,0,0,1,0,0,4,1,1800,116.3,1,0,0,0,16,3,3,51,13,13,15,12,38.0,482,+4,1.6,0,0,0,0,0,0,0,1,0,0,7,1,1400,87.7,1,0,0,0,16,11,3,51,16,16,0,0,38.3,478,0,2.7,0,0,0,0,0,0,0,1,0,0,10,1,1400,89.0,1,0,0,0,10,9,3,54,8,8,0,0,40.0,478,-2,2.5,0,0,0,0,0,0,0,1,0,0,9,1,1400,89.4,1,0,0,0,11,8,3,54,8,8,0,0,40.2,480,0,3.2
