馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
アグネッタ,12,33.2,0,1,1700,1,0,0,0,1,1,10,470,-4,0,1,0,5,55.0,0,0,0,0,0,0,0,1,0,0,7,0,1,1400,85.5,1,0,0,0,15,13,5,55,14,15,0,0,36.8,474,0,0.8,0,0,0,0,0,0,0,0,1,0,14,0,1,1400,84.5,0,0,0,1,16,15,5,54,2,2,0,0,38.0,474,+12,1.3,1,0,0,0,0,0,0,0,0,0,8,0,1,1700,106.6,1,0,0,0,14,9,5,55,1,1,1,2,38.0,462,+4,0.8,1,0,0,0,0,0,0,0,0,0,1,0,1,1700,104.1,0,0,0,1,14,10,5,55,2,2,2,2,37.5,458,-6,-0.5,0,1,0,0,0,0,0,0,0,0,4,0,1,1700,106.5,1,0,0,0,12,2,5,55,2,3,2,3,38.7,464,-2,0.5
エヴォリューション,11,52.0,0,1,1700,1,0,0,0,2,2,1,484,+8,0,1,0,7,55.0,0,1,0,0,0,0,0,0,0,0,5,0,1,1700,106.0,0,1,0,0,14,3,7,55,6,5,6,5,38.0,476,0,1.3,0,0,0,0,0,0,0,1,0,0,6,0,1,1800,113.1,1,0,0,0,16,1,7,55,6,5,6,6,36.6,476,+2,1.1,0,0,0,0,1,0,0,0,0,0,6,0,1,1600,98.0,0,1,0,0,16,12,7,55,3,3,0,0,37.3,474,-14,0.5,0,0,0,0,0,0,0,0,1,0,10,0,1,2000,128.0,1,0,0,0,13,4,7,55,8,8,11,12,38.7,488,+8,2.0,0,0,0,0,0,0,0,0,1,0,5,0,1,1800,113.1,0,1,0,0,12,9,7,55,8,8,10,9,36.8,480,-6,1.1
パレスハングリー,8,3.3,0,1,1700,1,0,0,0,3,3,1,480,-6,0,1,0,4,55.0,0,1,0,0,0,0,0,0,0,0,4,0,1,1700,105.6,0,1,0,0,14,5,4,55,3,3,3,4,37.9,486,+16,0.9,0,1,0,0,0,0,0,0,0,0,4,0,1,1700,106.2,1,0,0,0,14,3,4,55,5,5,7,6,37.3,470,-6,1.2,0,0,0,0,0,1,0,0,0,0,8,0,1,1800,113.4,1,0,0,0,16,7,4,55,6,7,11,10,38.2,476,+2,1.3,0,0,0,0,0,1,0,0,0,0,1,0,1,1800,114.2,1,0,0,0,14,6,4,52,4,4,3,4,38.1,474,-8,-0.8,0,0,0,0,0,1,0,0,0,0,2,0,1,1800,114.2,1,0,0,0,16,4,4,51,3,3,2,2,38.4,482,+4,0.5
メイショウタチマチ,1,3.5,0,1,1700,1,0,0,0,4,4,3,488,-16,0,1,0,5,55.0,0,1,0,0,0,0,0,0,0,0,1,0,1,1700,105.8,0,0,1,0,13,12,5,52,1,2,2,1,38.0,504,+2,-0.2,0,1,0,0,0,0,0,0,0,0,3,1,0,2000,120.6,1,0,0,0,12,1,5,55,4,3,3,2,35.7,502,+2,0.1,0,0,0,0,0,0,0,1,0,0,3,1,0,2200,133.7,1,0,0,0,14,5,5,55,2,2,2,1,36.0,500,-2,0.5,0,0,0,0,0,0,0,1,0,0,13,1,0,2400,150.1,0,1,0,0,15,11,5,55,1,1,1,1,40.3,502,+4,3.6,0,0,0,0,0,0,0,1,0,0,6,1,0,2000,120.0,1,0,0,0,14,5,5,55,1,1,1,1,37.5,498,-4,0.4
オージャイト,3,17.0,0,1,1700,1,0,0,0,5,5,10,490,0,0,1,0,5,55.0,0,0,0,0,1,0,0,0,0,0,11,0,1,1600,98.5,0,1,0,0,16,4,5,55,5,7,0,0,37.6,490,-2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0,1,1800,115.7,0,1,0,0,13,11,5,55,4,4,2,4,40.8,492,+12,3.8,0,0,0,0,0,0,0,1,0,0,14,0,1,1800,114.6,1,0,0,0,14,5,5,55,3,3,3,6,40.3,480,-6,3.6,0,0,0,0,0,0,0,0,0,0,3,0,1,2000,129.9,0,0,1,0,11,1,5,55,7,7,5,4,41.5,486,+8,1.5
アルスフェルト,4,4.6,0,1,1700,1,0,0,0,5,6,11,472,+6,0,1,0,5,55.0,0,0,0,1,0,0,0,0,0,0,1,0,1,1800,113.0,1,0,0,0,15,15,5,55,6,6,6,6,38.0,466,-8,-0.6,0,0,0,0,0,0,0,0,0,1,2,0,1,1700,106.9,1,0,0,0,16,5,5,55,10,10,6,5,38.4,474,+2,0.3,0,0,0,0,0,0,0,0,0,1,2,0,1,1700,105.7,0,1,0,0,16,4,5,55,10,11,10,8,37.8,472,+8,0.3,0,0,0,0,1,0,0,0,0,0,3,0,1,1600,98.0,0,0,1,0,16,9,5,55,7,10,0,0,35.4,464,0,0.6,0,0,1,0,0,0,0,0,0,0,4,0,1,1700,107.9,1,0,0,0,15,6,5,55,6,6,8,10,38.2,464,-4,0.4
タガノヴェローナ,2,6.3,0,1,1700,1,0,0,0,6,7,3,476,-6,0,1,0,4,55.0,0,1,0,0,0,0,0,0,0,0,5,0,1,1700,104.3,0,0,0,1,13,10,4,54,4,3,5,5,37.2,482,+10,0.7,0,0,0,0,0,0,0,1,0,0,11,0,1,1900,120.0,1,0,0,0,15,13,4,55,10,10,11,11,39.1,472,0,2.0,0,0,0,0,0,0,0,0,1,0,11,0,1,1800,113.5,1,0,0,0,16,3,4,54,10,10,9,7,38.0,472,+4,0.8,0,0,0,0,0,0,0,0,0,0,7,0,1,1800,115.8,0,0,0,1,14,10,4,54,8,7,7,7,39.9,468,-4,1.9,0,0,0,0,0,0,0,0,0,0,4,0,1,1800,113.7,1,0,0,0,9,8,4,51,3,3,4,4,39.5,472,+4,1.9
ウインポプリ,7,166.6,0,1,1700,1,0,0,0,6,8,6,444,-12,0,1,0,4,55.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1600,103.7,0,0,1,0,14,12,4,55,1,1,1,1,40.0,456,+8,-0.3,0,0,0,0,1,0,0,0,0,0,9,0,1,1600,100.2,1,0,0,0,16,10,4,55,5,4,0,0,39.9,448,-4,1.3,0,0,1,0,0,0,0,0,0,0,5,0,1,1700,108.3,1,0,0,0,14,3,4,55,6,5,4,4,40.1,452,-2,0.5,0,0,0,0,1,0,0,0,0,0,15,0,1,1600,101.7,0,0,1,0,16,7,4,54,4,4,0,0,39.4,454,0,4.3,0,0,0,0,0,1,0,0,0,0,9,0,1,1800,117.0,1,0,0,0,16,9,4,54,9,9,2,2,40.2,454,0,1.6
メイショウナゴミ,10,45.6,0,1,1700,1,0,0,0,7,9,2,450,-10,0,1,0,6,55.0,0,1,0,0,0,0,0,0,0,0,8,1,0,1800,112.3,0,1,0,0,8,5,6,55,7,5,3,3,37.2,460,+4,1.6,0,0,1,0,0,0,0,0,0,0,1,0,1,1700,107.8,1,0,0,0,14,9,6,52,9,10,11,7,38.7,456,+2,-0.1,0,0,0,0,0,0,0,0,1,0,5,0,1,1800,114.0,0,1,0,0,11,11,6,55,8,8,8,9,38.0,454,-2,0.9,0,0,0,0,0,0,0,0,0,1,4,0,1,1700,107.9,1,0,0,0,14,5,6,52,9,9,9,8,38.6,456,-2,0.2,0,0,0,0,0,0,0,0,0,1,4,0,1,1700,105.7,0,1,0,0,16,14,6,52,8,8,7,8,37.9,458,+8,0.3
シアワセデス,5,20.8,0,1,1700,1,0,0,0,7,10,8,492,+6,0,1,0,5,55.0,0,0,0,0,1,0,0,0,0,0,8,0,1,1400,85.1,1,0,0,0,16,4,5,55,9,9,0,0,36.5,486,-4,1.5,0,0,0,0,0,0,0,1,0,0,1,0,1,1400,85.2,1,0,0,0,16,11,5,53,5,5,0,0,36.3,490,-4,-0.6,0,0,0,0,0,0,1,0,0,0,3,0,1,1400,86.0,1,0,0,0,16,13,5,55,6,6,0,0,38.4,494,0,0.4,0,0,0,0,0,0,0,0,1,0,2,0,1,1400,85.7,1,0,0,0,16,12,5,55,12,10,0,0,36.9,494,-2,0.2,0,0,0,0,0,0,1,0,0,0,3,0,1,1400,85.4,1,0,0,0,16,2,5,55,11,12,0,0,37.6,496,+8,0.2
フィビュラ,9,29.6,0,1,1700,1,0,0,0,8,11,11,512,+8,0,1,0,5,55.0,0,0,0,0,1,0,0,0,0,0,11,0,1,1600,99.1,1,0,0,0,14,12,5,55,3,3,0,0,38.2,504,-8,1.7,0,0,0,0,1,0,0,0,0,0,1,0,1,1600,98.9,1,0,0,0,16,11,5,55,5,4,0,0,38.7,512,0,-0.1,0,0,0,0,0,0,1,0,0,0,5,0,1,1400,86.3,0,1,0,0,15,12,5,55,6,5,0,0,37.8,512,+4,0.4,0,0,0,0,1,0,0,0,0,0,3,0,1,1400,85.8,1,0,0,0,15,13,5,55,13,11,0,0,36.7,508,-6,0.8,0,0,0,0,0,0,1,0,0,0,8,0,1,1400,85.2,1,0,0,0,16,3,5,55,8,6,0,0,37.8,514,+2,1.4
ヴォカツィオーネ,6,12.0,0,1,1700,1,0,0,0,8,12,3,452,-14,0,1,0,4,55.0,0,1,0,0,0,0,0,0,0,0,12,0,1,1700,106.1,0,0,0,1,13,13,4,54,4,6,5,5,39.0,466,+24,2.5,0,0,0,0,0,1,0,0,0,0,16,0,1,1800,116.1,0,1,0,0,16,10,4,52,9,9,8,14,39.9,442,+2,3.8,0,0,0,0,0,0,0,0,0,1,12,0,1,1700,105.9,0,1,0,0,16,5,4,52,9,9,12,10,38.8,440,+6,2.1,1,0,0,0,0,0,0,0,0,0,1,0,1,1700,105.8,1,0,0,0,14,12,4,52,5,4,4,2,36.9,434,+2,-0.1,1,0,0,0,0,0,0,0,0,0,1,0,1,1700,105.6,1,0,0,0,14,9,4,52,8,9,11,7,37.2,432,-1,-0.2
