馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ケイディーズネイル,1,5.7,1,0,1200,1,0,0,0,1,1,6,422,+6,0,1,0,3,54.0,0,0,0,0,1,0,0,0,0,0,10,1,0,1400,82.8,1,0,0,0,18,13,3,54,5,5,0,0,36.1,416,0,1.6,0,0,0,0,1,0,0,0,0,0,8,1,0,1400,84.3,0,1,0,0,16,1,3,54,10,12,0,0,35.3,416,-4,1.3,0,0,0,0,0,0,1,0,0,0,2,1,0,1400,84.3,1,0,0,0,18,7,3,54,4,2,0,0,36.5,420,+4,0.3,0,0,0,0,0,0,0,0,1,0,3,1,0,1400,83.4,1,0,0,0,14,5,3,54,4,5,0,0,35.3,416,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
シーカー,9,130.6,1,0,1200,1,0,0,0,1,2,8,444,0,0,1,0,3,53.0,0,0,1,0,0,0,0,0,0,0,13,1,0,1200,72.6,1,0,0,0,16,1,3,53,14,15,0,0,36.3,444,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ペイシャプレゼント,11,29.3,1,0,1200,1,0,0,0,2,3,14,418,+8,0,1,0,3,51.0,0,0,0,0,0,1,0,0,0,0,16,0,1,1200,77.0,1,0,0,0,16,4,3,54,14,14,0,0,40.0,410,0,3.6,0,0,0,0,0,0,1,0,0,0,11,1,0,1600,98.5,1,0,0,0,16,3,3,54,11,8,8,0,36.0,410,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スカイシーアキラ,4,31.1,1,0,1200,1,0,0,0,2,4,5,462,-2,0,1,0,3,54.0,0,0,0,0,0,0,0,1,0,0,16,0,1,1200,76.5,1,0,0,0,16,8,3,54,8,8,0,0,39.8,464,-6,2.7,0,0,1,0,0,0,0,0,0,0,8,1,0,1200,71.6,1,0,0,0,16,10,3,52,11,7,0,0,36.2,470,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ハナオウギ,10,205.8,1,0,1200,1,0,0,0,3,5,9,428,+10,0,1,0,3,54.0,0,0,0,0,0,1,0,0,0,0,16,0,1,1200,77.2,1,0,0,0,16,9,3,54,14,15,0,0,40.8,418,-2,4.0,0,0,0,0,0,1,0,0,0,0,13,0,1,1200,75.9,0,1,0,0,16,13,3,54,12,14,0,0,39.7,420,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヤマニンヌヌース,2,5.5,1,0,1200,1,0,0,0,3,6,14,446,+10,0,1,0,3,54.0,0,0,0,0,0,0,0,0,1,0,9,1,0,1600,95.8,1,0,0,0,16,7,3,54,5,7,0,0,34.6,436,+4,0.9,0,0,0,0,0,0,0,0,0,1,9,1,0,1200,70.7,1,0,0,0,17,5,3,54,6,8,0,0,36.2,432,-2,1.5,0,0,0,0,0,0,1,0,0,0,6,1,0,1400,82.4,1,0,0,0,18,10,3,53,2,2,0,0,35.6,434,+6,0.7,0,0,0,0,0,0,1,0,0,0,2,1,0,1200,70.0,1,0,0,0,18,12,3,53,11,10,0,0,34.7,428,+2,0.0,0,0,0,0,0,0,0,1,0,0,3,1,0,1600,96.0,1,0,0,0,15,13,3,54,2,2,0,0,35.9,426,+4,0.9
セイルフィッシュ,16,53.7,1,0,1200,1,0,0,0,4,7,5,462,-18,0,1,0,3,54.0,0,0,0,1,0,0,0,0,0,0,15,1,0,1800,111.5,1,0,0,0,15,2,3,54,3,3,0,0,39.3,480,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
アメリカンドミンゴ,5,4.5,1,0,1200,1,0,0,0,4,8,7,412,+14,0,1,0,3,54.0,0,0,0,0,0,0,0,1,0,0,13,0,1,1400,89.3,1,0,0,0,16,11,3,54,4,6,0,0,40.9,398,-12,2.8,0,0,0,0,0,0,1,0,0,0,4,1,0,1400,82.8,1,0,0,0,18,2,3,54,3,3,0,0,36.7,410,-12,0.8,0,0,0,0,0,0,0,0,1,0,10,1,0,1200,71.0,1,0,0,0,15,1,3,54,4,2,0,0,35.5,422,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
アルマアノン,13,35.0,1,0,1200,1,0,0,0,5,9,14,450,+4,0,1,0,3,54.0,0,0,0,0,0,0,0,0,0,1,11,1,0,1200,70.1,1,0,0,0,18,17,3,52,11,11,0,0,35.5,446,-6,1.3,0,0,0,0,0,0,0,0,0,1,6,1,0,1200,70.4,1,0,0,0,17,7,3,52,10,9,0,0,35.5,452,+10,1.2,0,0,0,0,0,0,0,0,1,0,10,1,0,1400,83.8,1,0,0,0,13,7,3,54,11,11,0,0,35.6,442,+4,1.9,0,0,0,0,0,0,0,0,0,1,4,1,0,1200,70.3,1,0,0,0,8,3,3,54,7,7,0,0,35.4,438,-2,1.1,0,0,0,0,0,0,0,0,0,1,5,1,0,1200,71.5,1,0,0,0,7,4,3,54,3,5,0,0,35.7,440,0,1.4
デルマシードル,8,94.9,1,0,1200,1,0,0,0,5,10,10,430,+2,0,1,0,3,54.0,0,0,0,0,0,1,0,0,0,0,13,1,0,1600,98.3,1,0,0,0,16,1,3,54,16,15,12,0,36.0,428,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
