馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
アードラー,5,9.7,2.5,3.5,1200,1,1,1,478,+8,55.0,3,83.6,16,6,56,11,10,0,35.9,470,+4,0.2,5,71.2,13,9,9,9,35.5,466,0,0.5,1,83.6,15,6,11,11,35.9,466,-8,0.0,3,84.2,10,10,35.8,474,-2,0.0,1,84.3,4,36.2,476,-6,-0.3
バイラ,11,65.5,14.3,20.6,1200,1,2,13,500,-8,53.0,10,128.9,14,5,56,10,10,11,39.2,508,+20,3.1,14,96.9,16,10,5,4,37.1,488,-4,1.9,1,85.1,12,11,10,11,37.4,492,0,-0.2,6,85.6,6,8,38.1,492,0,1.3,1,85.2,8,37.0,492,0,0.0
ブライトライン,14,138.5,29.8,43.0,1200,2,3,8,532,+4,57.5,5,70.7,14,12,55,7,7,0,35.6,528,-12,1.6,10,81.6,14,4,10,7,36.0,540,+10,1.3,3,83.4,15,14,10,7,36.4,530,-2,0.5,10,97.3,6,5,36.8,532,0,0.7,2,72.7,2,36.7,532,-8,0.0
ナンチンノン,16,28.3,7.4,10.6,1200,2,4,24,540,-2,57.0,5,71.4,10,10,58,1,1,0,35.8,542,-2,0.6,15,73.3,16,1,4,7,38.1,544,+4,2.2,1,70.8,15,8,1,1,36.2,540,+2,-0.3,6,71.0,5,2,37.0,538,-6,0.6,11,71.9,11,37.8,544,+2,0.9
ブルミラコロ,6,4.2,1.5,1.8,1200,3,5,1,516,0,56.0,4,83.8,16,16,57,3,3,0,36.9,516,-1,0.4,2,85.8,10,3,1,1,37.1,517,-7,0.1,6,84.5,16,15,5,5,35.9,524,+4,0.7,2,70.9,7,3,34.8,520,+4,0.1,7,70.6,2,37.6,516,-12,0.7
ショコラブラン,10,105.1,18.4,26.5,1200,3,6,30,478,+4,56.0,3,71.3,16,16,56,6,5,0,35.9,474,-8,0.2,9,71.9,15,7,10,8,36.6,482,+12,1.1,13,72.3,16,6,9,10,37.7,470,-4,1.3,8,71.9,4,8,36.1,474,-3,0.7,4,72.3,4,36.7,477,+4,0.2
ゴールドクイーン,7,12.9,4.7,6.7,1200,4,7,1,462,-4,51.0,14,69.2,18,7,51,3,3,0,35.4,466,+8,1.0,16,68.5,17,1,2,1,36.1,458,+4,1.9,2,68.3,11,1,1,1,34.2,454,0,0.0,1,68.0,3,1,34.1,454,+4,-0.2,3,83.0,5,34.1,450,+8,0.1
キングズガード,4,8.9,2.9,3.9,1200,4,8,14,472,+2,58.0,7,81.2,14,7,57,12,12,0,35.2,470,+4,0.9,2,86.1,12,3,10,9,36.6,466,-3,0.2,2,87.3,11,8,7,7,38.1,469,-1,0.1,6,96.7,9,15,36.8,470,-6,0.7,6,82.6,7,35.9,476,+4,1.1
ドライヴナイト,13,31.7,8.0,11.5,1200,5,9,3,522,+9,56.0,6,86.6,12,3,54,7,8,8,37.2,513,-13,0.5,13,82.8,14,8,5,7,37.5,526,-2,2.5,4,84.1,16,1,1,1,37.8,528,-6,0.5,1,83.8,9,1,36.7,534,0,-0.3,3,83.9,16,37.1,534,+8,0.2
オールドベイリー,1,6.3,2.1,2.8,1200,5,10,8,468,-8,54.0,4,71.1,13,12,54,4,4,0,36.1,476,+8,0.4,1,70.9,15,14,5,4,36.3,468,+4,-0.2,1,71.6,16,3,4,4,36.3,464,0,-0.4,1,72.4,10,4,36.6,464,+2,-0.2,3,72.0,15,36.4,462,-2,0.3
ベストマッチョ,15,23.0,5.6,8.0,1200,6,11,8,474,-10,56.0,12,72.2,13,2,56,12,11,0,36.0,484,+2,1.5,17,55.8,17,4,0,0,33.3,482,-2,2.0,4,84.3,16,10,2,1,36.3,484,-2,0.5,2,70.1,1,1,37.3,486,-6,0.2,4,83.8,6,36.6,492,+2,0.3
スマートアヴァロン,3,9.8,2.0,2.7,1200,6,12,5,516,+4,57.0,7,83.2,16,15,58,14,13,0,36.5,512,-6,1.0,3,83.9,16,9,10,10,36.3,518,-2,0.3,3,71.1,10,1,6,5,34.7,520,0,0.3,8,83.8,1,11,36.6,520,0,1.4,2,70.6,5,34.4,520,+4,0.5
ヴェンジェンス,2,6.4,2.2,3.0,1200,7,13,3,486,+2,54.0,1,81.6,12,11,57,4,2,0,36.2,484,0,-0.6,2,71.3,16,5,11,10,36.1,484,0,0.6,6,84.5,11,4,4,4,36.6,484,-2,0.3,6,85.1,11,2,38.3,486,+2,0.8,1,82.6,14,37.1,484,-2,-0.6
サトノファンタシー,8,30.3,7.8,11.1,1200,7,14,17,490,+6,56.0,9,84.3,16,15,57,9,8,0,37.0,484,-2,0.7,3,84.2,16,13,2,3,36.0,486,+4,0.4,13,98.1,16,5,5,4,37.2,482,+2,1.4,1,82.4,14,1,37.0,480,+2,-0.4,3,83.8,8,36.2,478,-6,0.3
キタサンサジン,12,95.3,17.1,24.7,1200,8,15,17,542,+8,56.0,11,84.5,16,12,57,3,2,0,37.9,534,-4,0.9,3,83.1,16,2,1,1,36.3,538,+8,0.4,10,72.4,10,4,10,10,35.4,530,0,1.6,13,71.3,4,5,38.0,530,-6,1.4,7,71.1,3,36.9,536,-2,0.7
コウエイエンブレム,9,8.1,2.3,3.1,1200,8,16,5,530,0,57.5,6,83.0,16,5,56,3,3,0,37.4,530,-2,0.8,7,84.2,16,15,3,2,37.9,532,+2,0.8,4,82.8,14,9,2,1,37.5,530,-6,0.4,2,71.1,14,2,36.3,536,0,0.3,2,84.1,16,36.8,536,-6,0.3
