馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
アルター,10,244.2,24.6,42.4,2500,1,1,42,520,+18,56.0,16,152.6,18,5,55,13,13,13,35.2,502,-8,1.7,1,148.0,8,6,3,4,34.9,510,-10,-0.1,2,146.2,9,4,7,6,34.0,520,+12,0.3,3,146.5,8,6,34.4,508,0,0.2,2,133.7,6,34.8,508,-2,0.2
ショウナンバッハ,12,46.9,5.9,9.8,2500,2,2,3,452,0,56.0,7,108.0,10,9,56,9,9,9,34.5,452,0,0.4,6,134.1,11,8,4,4,35.3,452,+8,0.8,4,119.6,18,17,15,15,33.5,444,0,0.3,5,120.4,4,12,34.9,444,-4,0.2,5,134.0,3,33.5,448,0,0.2
チェスナットコート,2,20.6,3.6,6.0,2500,2,3,7,458,+2,55.0,1,147.0,10,9,54,8,8,8,33.9,456,-2,-0.1,1,135.8,11,8,6,6,36.6,458,+4,-0.4,2,133.1,13,2,7,7,35.3,454,+4,0.0,5,146.2,4,6,34.7,450,-2,0.3,1,148.7,3,34.1,452,-4,0.0
ロードヴァンドール,4,6.3,1.7,2.6,2500,3,4,9,498,-4,56.0,2,146.3,12,2,56,1,1,1,34.6,502,-2,0.0,3,119.6,18,12,1,1,34.6,504,+6,0.3,14,134.4,18,11,1,1,44.4,498,+16,6.1,6,120.8,4,1,36.1,482,-16,0.4,14,121.4,8,37.0,498,-6,2.5
ナスノセイカン,13,173.7,24.0,41.2,2500,3,5,40,476,+6,56.0,10,106.8,18,18,56,18,18,18,33.9,470,+6,0.9,6,106.6,11,11,6,6,33.5,464,-4,0.6,10,153.8,16,5,6,6,36.4,468,-2,1.0,4,119.5,3,6,35.0,470,-2,0.3,6,132.6,11,36.3,472,0,0.7
ノーブルマーズ,8,43.9,5.4,8.9,2500,4,6,10,492,-2,56.0,1,136.9,9,6,57,3,3,2,34.9,494,-4,-0.3,5,149.4,11,11,3,3,34.1,498,+2,0.3,2,133.9,9,9,3,3,35.2,496,+6,0.0,3,153.2,4,2,36.3,490,+6,0.2,1,131.4,2,34.5,484,+2,-0.3
トーセンバジル,5,3.5,1.3,1.8,2500,4,7,14,484,0,56.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,8,0,0,0.0,0,0,0.0,2,143.1,15,8,3,3,34.2,482,-2,0.1,7,118.1,13,14,33.7,484,+4,0.2,8,193.7,13,35.5,480,-2,1.2
サイモントルナーレ,15,625.9,117.2,202.5,2500,5,8,4,452,-6,56.0,14,218.4,14,11,48,14,14,14,40.0,458,+6,6.8,9,189.8,9,3,9,9,37.1,452,-2,2.8,10,234.1,10,8,10,10,43.0,454,-10,11.1,14,218.0,13,15,35.7,464,0,2.8,15,135.2,16,37.5,464,-6,3.3
ゼーヴィント,6,9.1,2.2,3.5,2500,5,9,36,498,+10,56.0,1,118.2,12,8,57,7,7,5,36.1,488,-4,-0.1,2,132.0,17,10,10,10,35.7,492,+6,0.1,2,121.0,16,13,9,7,35.6,486,+6,0.2,2,133.1,10,3,35.0,480,-2,0.0,1,107.0,1,34.5,482,-2,-0.2
ピンポン,11,465.2,62.6,108.1,2500,6,10,7,478,+8,56.0,8,120.4,10,2,56,9,9,9,34.9,470,0,1.4,8,95.0,10,1,8,9,34.7,470,-6,0.5,14,69.5,16,8,16,16,33.4,476,+6,0.7,12,93.6,3,13,34.2,470,0,1.0,7,81.4,9,33.7,470,0,0.6
サクラアンプルール,3,12.3,2.6,4.2,2500,6,11,3,486,-4,57.0,4,107.8,10,2,57,5,5,5,34.9,490,-4,0.2,16,155.5,16,9,8,8,36.6,494,+12,1.9,8,130.2,18,1,2,2,40.4,482,+6,1.9,1,120.4,1,6,35.0,476,+2,0.0,9,122.0,16,35.9,474,-4,0.8
ガンコ,1,5.4,1.7,2.7,2500,7,12,5,502,-2,56.0,1,148.2,9,5,56,3,3,3,35.9,504,+8,-0.6,3,146.5,12,9,2,2,34.8,496,+2,0.2,1,145.0,10,3,2,2,35.2,494,+4,-0.3,12,114.1,15,8,38.6,490,+4,1.9,15,114.1,3,40.8,486,-2,2.8
アクションスター,14,521.0,77.3,133.5,2500,7,13,1,472,-4,56.0,9,123.0,9,8,56,8,9,9,34.2,476,-4,1.4,9,139.5,10,8,10,10,38.6,480,0,3.2,9,147.8,12,6,10,9,35.4,480,+10,1.5,9,115.1,3,10,39.4,470,0,1.7,12,144.3,9,34.4,470,0,1.3
キセキ,9,3.3,1.3,1.7,2500,8,14,14,496,+5,57.0,9,0,12,12,55,0,0,0,0.0,0,0,0.0,1,198.9,18,13,14,14,39.6,488,+2,-0.3,2,144.9,14,5,9,10,33.9,486,-12,0.3,1,116.9,5,12,32.9,498,+8,-0.2,1,119.1,4,33.2,490,+8,-0.3
ソールインパクト,7,36.5,4.2,6.9,2500,8,15,4,490,0,56.0,3,212.1,14,6,54,6,7,7,36.0,490,-4,0.5,11,148.2,12,10,6,7,36.0,494,+4,1.9,2,150.4,16,7,5,5,35.5,490,0,0.4,3,145.3,10,4,34.8,490,+2,0.2,7,122.1,11,34.6,488,-2,0.7
