馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
メイショウゴテツ,9,39.7,5.6,10.0,1800,1,1,1,486,-2,56.0,5,121.3,16,11,54,11,11,11,38.8,488,+2,0.5,6,113.9,13,10,7,7,37.7,486,+8,1.2,6,156.4,14,5,5,4,41.7,478,+4,1.0,3,163.0,10,7,37.8,474,+4,0.7,5,126.4,6,38.7,470,-6,1.2
エジステンツァ,10,44.2,8.2,14.8,1800,2,2,1,492,-2,55.0,5,113.4,16,11,55,10,10,10,37.3,494,-2,0.8,12,116.7,16,9,7,7,40.4,496,+12,2.1,6,98.3,13,7,5,6,37.9,484,0,1.2,8,132.2,11,3,38.8,484,+16,2.4,10,150.5,2,39.0,468,0,2.7
サウンドマジック,13,25.4,4.4,7.9,1800,2,3,7,436,-2,54.0,9,114.3,13,6,53,1,1,1,38.7,438,-6,1.6,3,106.9,15,10,1,1,38.0,444,+2,0.4,2,111.2,13,3,2,1,38.2,442,+2,0.7,7,73.4,3,10,38.7,440,0,1.4,10,74.8,1,38.3,440,+8,2.0
フッカツノノロシ,7,71.3,10.0,18.3,1800,3,4,1,512,-2,57.0,11,114.2,16,6,57,12,12,13,37.9,514,+6,1.6,3,114.9,15,6,13,12,37.2,508,+2,0.5,4,113.9,16,16,14,13,36.6,506,0,0.5,8,98.6,7,9,38.1,506,+3,1.4,1,102.8,9,38.7,503,+5,0.0
シンゼンガンプ,4,34.0,4.8,8.5,1800,3,5,2,484,0,56.0,7,85.9,16,4,56,13,13,0,37.2,484,+6,0.6,5,114.8,9,9,3,3,40.1,478,+6,1.8,3,112.8,9,8,3,5,38.3,472,+8,0.5,7,112.7,4,11,37.9,464,-2,1.8,11,106.8,12,39.0,466,+2,1.9
ステイオンザトップ,8,12.0,2.9,5.0,1800,4,6,8,468,-4,55.0,6,85.7,16,7,56,9,8,0,36.9,472,+12,0.9,1,103.9,14,7,7,4,36.7,460,0,-0.2,3,89.0,14,1,13,13,35.1,460,-10,0.4,5,69.6,3,11,34.7,470,+12,0.1,6,83.6,14,34.3,458,-6,0.6
マルヨシャバーリー,12,9.4,2.1,3.4,1800,4,7,1,482,-10,55.0,4,114.5,16,10,56,14,14,8,37.6,492,+8,1.1,8,85.8,16,14,7,7,37.8,484,+8,1.0,9,85.5,16,5,11,13,38.2,476,+8,1.0,3,96.8,16,2,38.0,468,-18,0.4,1,85.3,9,36.8,486,+12,0.0
プライズコレクター,11,142.2,20.4,37.6,1800,5,8,1,498,0,57.0,10,114.1,16,7,57,12,12,10,38.1,498,+4,1.5,6,107.1,15,8,11,11,37.8,494,0,0.6,4,114.4,10,9,3,3,37.7,494,0,1.0,11,85.0,2,14,37.2,494,-4,1.8,16,100.3,8,38.6,498,0,2.4
カフジキング,1,2.1,1.1,1.3,1800,5,9,2,462,-2,54.0,3,120.3,16,10,57,9,9,7,38.6,464,-2,0.6,2,119.7,15,12,8,7,37.5,466,0,0.2,2,117.9,12,9,6,6,37.6,466,+10,0.2,2,112.5,15,13,38.1,456,-6,0.4,5,113.6,15,38.1,462,0,0.7
レッドラシーマ,15,99.8,21.0,38.7,1800,6,10,10,496,+2,56.0,6,108.2,15,8,55,15,15,8,38.6,494,+2,0.7,10,85.7,13,7,10,10,38.1,492,+2,0.8,11,85.3,16,14,7,7,37.2,490,+12,1.2,14,71.1,1,13,35.8,478,-4,1.7,17,97.6,15,37.5,482,+2,2.6
デイジーフローラ,5,23.1,3.9,6.8,1800,6,11,1,506,0,53.0,6,115.1,16,8,55,7,7,8,39.2,506,-2,1.4,8,113.8,16,10,12,12,36.9,508,+6,1.3,3,106.7,16,3,8,8,37.7,502,0,0.6,6,107.0,4,11,39.1,502,+8,1.7,2,112.1,4,37.5,494,-2,0.4
シトロン,14,434.0,59.8,110.5,1800,7,12,0,452,0,55.0,14,117.6,16,7,54,16,16,16,39.9,452,0,2.6,9,115.6,16,10,15,15,39.1,452,+2,2.0,5,114.1,16,11,14,14,37.7,450,-2,0.4,7,107.9,13,13,38.2,452,-2,1.1,14,97.4,11,36.3,454,+10,1.8
マッカートニー,2,12.0,2.5,4.2,1800,7,13,2,482,-2,56.0,9,115.6,16,5,57,4,6,6,38.0,484,+8,1.4,3,106.5,14,13,5,6,38.1,476,+2,0.0,2,106.3,16,2,8,8,38.6,474,+2,0.3,3,84.3,10,8,36.4,472,+8,0.0,4,71.0,3,35.6,464,-10,1.0
ナポレオンズワード,6,7.6,1.6,2.6,1800,8,14,1,484,+2,54.0,3,112.9,16,10,54,6,5,5,37.6,482,+2,0.3,7,107.0,15,3,9,8,38.1,480,-4,1.0,2,111.7,12,2,8,7,36.9,484,-2,0.7,9,115.7,12,3,40.0,486,+16,1.0,3,113.9,5,39.7,470,-8,0.8
ブラックジェイド,3,5.1,1.6,2.6,1800,8,15,1,528,+2,53.0,9,121.6,16,2,56,2,2,2,40.7,526,+6,0.8,5,156.6,11,1,3,3,37.9,520,+4,0.9,3,105.7,12,7,6,3,39.0,516,-4,0.8,2,132.8,1,1,36.8,520,-4,0.0,5,110.5,6,37.7,524,+4,0.9
