馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
グランデミノル,3,6.3,2.0,2.6,1200,1,1,3,494,+8,54.0,2,68.7,16,14,54,13,12,0,36.1,486,0,0.0,4,85.0,14,2,10,8,37.2,486,-4,0.8,11,105.3,15,4,12,11,38.1,490,0,1.4,4,106.0,8,12,38.6,490,+12,0.7,11,83.8,6,37.2,478,0,1.7
アポロアミ,5,5.2,1.8,2.2,1200,1,2,2,454,+4,52.0,2,69.1,16,14,52,9,8,0,36.7,450,+6,0.2,5,72.0,14,14,10,10,36.8,444,+4,0.6,11,71.6,16,11,9,9,36.8,440,+8,1.3,4,71.8,2,9,36.0,432,-6,0.2,6,72.8,3,37.4,438,+6,0.8
クリノセゴビア,15,88.2,9.6,13.3,1200,2,3,27,458,+18,52.0,4,71.5,15,9,52,10,11,0,37.0,440,-12,0.2,5,72.2,14,6,9,9,37.0,452,+8,0.3,8,72.6,15,15,5,5,37.9,444,-14,0.5,10,116.6,9,8,39.8,458,+2,1.4,7,114.9,1,39.4,456,+6,2.6
エトワールブリエ,1,38.4,7.2,9.9,1200,2,4,15,420,-14,54.0,8,105.2,14,3,52,11,10,11,37.7,434,-6,1.3,1,72.9,16,12,2,2,37.9,440,+8,-0.1,2,86.3,16,12,3,3,37.9,432,+6,0.3,3,87.9,2,3,37.5,426,-4,0.6,18,70.7,6,35.8,430,0,2.6
タイセイパルフェ,12,150.8,18.7,25.8,1200,3,5,14,466,+8,54.0,6,59.4,12,5,52,7,7,0,35.4,458,+2,0.9,1,59.9,12,3,7,7,35.6,456,-6,0.0,3,59.9,12,10,3,3,36.2,462,+4,0.4,7,71.5,6,9,36.3,458,+4,0.7,7,70.0,15,35.6,454,-6,0.4
ウラガーノ,7,6.1,2.1,2.8,1200,3,6,3,524,+12,55.0,3,69.1,16,16,55,4,4,0,37.3,512,-4,0.4,6,85.5,14,1,6,6,38.2,516,+2,1.3,11,72.2,16,2,9,10,36.5,514,+14,0.9,5,102.9,10,2,40.0,500,0,0.9,11,69.2,15,34.9,500,-8,1.2
ダークプリンセス,11,22.8,4.3,5.8,1200,4,7,17,438,+4,55.0,4,71.8,15,4,55,9,9,0,37.1,434,+6,0.2,8,72.6,14,13,6,6,37.8,428,+2,0.7,3,72.3,15,5,13,12,36.8,426,0,0.2,4,72.1,1,8,37.5,426,+2,0.8,6,73.8,14,37.9,424,+2,0.8
タイムレスメロディ,4,49.4,9.7,13.4,1200,4,8,8,436,-2,54.0,11,86.4,16,8,54,8,9,0,39.0,438,+10,0.8,10,68.5,16,15,5,6,34.5,428,+20,0.7,10,70.2,16,7,14,13,37.5,408,-12,0.7,3,73.0,5,4,37.6,420,-10,0.3,9,81.4,2,35.2,430,-2,0.6
ロンリーハート,6,5.9,2.5,3.2,1200,5,9,15,476,+10,54.0,12,105.9,14,4,52,1,1,3,39.1,466,+2,2.0,5,72.4,16,12,6,6,36.3,464,+2,1.0,1,87.9,16,6,1,1,38.4,462,0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
メイショウルクール,9,9.7,2.9,3.9,1200,5,10,27,482,+22,54.0,6,85.6,16,13,54,7,7,0,37.8,460,-6,0.5,2,86.0,14,4,9,8,37.2,466,-2,0.7,1,71.6,16,1,8,7,35.9,468,+2,0.0,6,87.1,10,5,39.2,466,-10,2.1,10,118.3,4,41.3,476,-4,3.1
