馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
ステファノス,7,39.5,6.5,8.9,2200,1,1,6,486,0,58.0,11,120.6,16,13,58,11,10,0,33.1,486,+2,0.6,4,0,12,5,0,0,0.0,0,0,0.0,10,130.5,18,12,11,13,40.3,490,+8,2.2,2,133.9,8,4,33.9,482,-2,0.1,7,91.8,18,34.2,484,+2,0.3
ノーブルマーズ,3,40.0,6.4,8.8,2200,1,2,3,490,0,58.0,2,149.8,16,4,55,3,2,2,34.4,490,+4,0.1,2,144.9,11,1,3,3,34.1,486,-10,0.1,7,121.5,16,14,8,8,37.4,496,+4,0.7,8,154.5,6,6,35.6,492,-2,0.6,1,136.9,6,34.9,494,-4,-0.3
サトノダイヤモンド,6,3.9,1.7,2.0,2200,2,3,11,508,0,58.0,7,119.2,16,2,57,6,5,12,34.5,508,+2,1.0,3,121.9,9,5,5,5,33.7,506,0,0.3,15,0,18,9,0,0,0.0,0,0,0.0,4,156.4,5,0,0.0,0,0,0.0,3,192.7,15,35.0,506,0,0.2
ミッキーロケット,1,13.1,3.1,4.2,2200,2,4,7,476,-4,58.0,4,196.4,17,1,58,7,7,11,35.5,480,-8,0.2,7,137.4,10,9,3,3,37.3,488,+2,1.1,4,147.2,12,8,3,5,35.3,486,+4,0.9,2,119.5,10,6,34.0,482,+6,0.2,12,130.9,10,40.6,476,-8,2.6
ストロングタイタン,11,14.5,4.0,5.4,2200,3,5,2,522,+2,58.0,1,117.2,11,8,56,5,5,5,34.8,520,-2,-0.1,9,105.6,14,14,2,2,35.3,522,+14,1.0,7,108.4,12,12,9,9,34.8,508,-16,0.6,2,121.6,15,6,35.3,524,+8,0.2,2,120.9,3,34.8,516,+4,0.0
アルバート,13,138.2,23.5,32.5,2200,3,6,7,480,+6,58.0,8,196.8,17,14,58,13,12,8,36.1,474,-8,0.6,4,184.1,11,10,9,10,35.9,482,+6,0.5,1,223.0,10,9,7,7,34.9,476,0,-0.4,4,150.7,11,8,35.6,476,-6,0.7,7,134.3,2,33.7,482,+2,0.5
パフォーマプロミス,9,8.5,2.3,3.0,2200,4,7,3,448,-4,58.0,3,149.8,16,8,56,3,5,5,34.2,452,0,0.1,1,146.3,12,7,3,3,34.4,452,0,0.0,1,154.1,16,1,4,4,34.9,452,0,-0.1,3,134.1,2,5,34.8,452,+2,0.2,2,145.1,4,35.0,450,+12,0.0
ダンビュライト,5,10.3,2.9,3.9,2200,4,8,7,480,+12,58.0,7,121.7,8,4,57,0,0,0,0.0,468,0,0.0,6,118.8,16,14,2,2,34.5,482,+8,0.6,1,133.3,11,7,2,2,35.4,474,-4,-0.3,1,121.7,6,3,33.8,478,0,-0.1,5,199.7,15,40.8,478,-2,0.8
サトノクラウン,12,11.9,3.8,5.1,2200,5,9,11,482,0,58.0,7,0,10,8,57,0,0,0,0.0,0,0,0.0,13,154.6,16,12,10,10,35.4,496,0,1.0,10,145.2,17,12,13,12,36.0,496,-2,1.5,2,128.3,2,7,38.6,498,+10,0.0,1,131.4,11,35.4,488,+10,-0.1
ヴィブロス,4,6.5,2.0,2.5,2200,5,10,11,440,0,56.0,2,0,15,7,55,0,0,0,0.0,0,0,0.0,8,108.1,10,3,7,7,34.9,436,0,0.5,5,134.6,18,16,4,4,34.3,436,+2,0.3,2,108.1,1,6,33.2,434,0,0.0,1,110.2,9,0.0,0,0,0.0
